"feature id","feature label","shid","geoid","Employment Occupation Management (2020-2024)","Employment Occupation Business and Finance (2020-2024)","Employment Occupation Computer and Mathematical (2020-2024)","Employment Occupation Architecture and Engineering (2020-2024)","Employment Occupation Life, Physical, and Social Science (2020-2024)","Employment Occupation Community and Social Service (2020-2024)","Employment Occupation Legal (2020-2024)","Employment Occupation Education, Training and Library (2020-2024)","Employment Occupation Arts, Design, Entertainment, Sports and Media (2020-2024)","Employment Occupation Health Diagnosis and Treating Practitioners (2020-2024)","Employment Occupation Health Technologist and Technicians (2020-2024)","Employment Occupation Healthcare Support (2020-2024)","Employment Occupation Fire Fighting and Prevention (2020-2024)","Employment Occupation Law Enforcement (2020-2024)","Employment Occupation Food Preparation and Serving (2020-2024)","Employment Occupation Building, Grounds Cleaning, and Maintenance (2020-2024)","Employment Occupation Personal Care and Service (2020-2024)","Employment Occupation Sales (2020-2024)","Employment Occupation Office and Administrative Support (2020-2024)","Employment Occupation Farming, Fishing and Forestry (2020-2024)","Employment Occupation Construction and Extraction (2020-2024)","Employment Occupation Installation, Maintenance, and Repair (2020-2024)","Employment Occupation Production (2020-2024)","Employment Occupation Transportation (2020-2024)","Employment Occupation Material Moving (2020-2024)"
"publicpolygonfeature:5:41421","ZIP Code 28036","country:us/state:nc/zip:28036","28036","2115","1453","568","323","57","206","225","994","274","722","55","74","23","43","292","196","283","1238","1068","7","164","198","378","114","255"
"publicpolygonfeature:5:41422","ZIP Code 28054","country:us/state:nc/zip:28054","28054","1848","634","471","295","49","202","58","1072","211","702","580","542","286","136","1041","839","399","1798","2632","39","984","746","2190","884","1214"
"publicpolygonfeature:5:41423","ZIP Code 28037","country:us/state:nc/zip:28037","28037","2886","1371","469","329","164","278","79","883","181","624","274","200","166","75","710","176","325","1381","1272","0","362","684","493","456","379"
"publicpolygonfeature:5:41424","ZIP Code 28039","country:us/state:nc/zip:28039","28039","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:41425","ZIP Code 28072","country:us/state:nc/zip:28072","28072","6","0","21","0","0","0","0","35","0","16","0","0","59","0","17","8","30","31","73","0","0","18","20","0","25"
"publicpolygonfeature:5:41429","ZIP Code 28075","country:us/state:nc/zip:28075","28075","1974","937","971","333","55","186","103","509","260","569","117","73","206","66","391","336","140","1028","922","49","243","259","199","360","348"
"publicpolygonfeature:5:41432","ZIP Code 28052","country:us/state:nc/zip:28052","28052","1156","555","295","193","105","301","38","715","108","416","322","366","120","57","1115","784","315","1416","1813","118","952","637","1347","786","652"
"publicpolygonfeature:5:41433","ZIP Code 28056","country:us/state:nc/zip:28056","28056","2267","1067","580","460","283","461","152","1265","227","1004","483","413","271","151","783","862","577","1746","1854","40","1073","566","1459","713","601"
"publicpolygonfeature:5:41434","ZIP Code 28071","country:us/state:nc/zip:28071","28071","188","0","148","110","18","18","0","110","12","84","0","10","272","8","62","0","0","134","123","0","170","127","186","173","145"
"publicpolygonfeature:5:41435","ZIP Code 28078","country:us/state:nc/zip:28078","28078","7280","4853","2945","913","465","582","454","2240","1031","2042","707","582","282","124","1521","476","763","4678","3538","93","747","618","1096","1074","621"
"publicpolygonfeature:5:41436","ZIP Code 28107","country:us/state:nc/zip:28107","28107","753","360","248","149","0","15","13","268","81","215","156","117","49","30","311","187","31","664","613","0","659","162","184","79","168"
"publicpolygonfeature:5:41437","ZIP Code 28108","country:us/state:nc/zip:28108","28108","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","18","0","0","0","0"
"publicpolygonfeature:5:41439","ZIP Code 28079","country:us/state:nc/zip:28079","28079","2848","2171","881","530","143","482","153","1437","586","1045","302","466","218","274","955","575","565","2315","2434","24","970","861","809","955","734"
"publicpolygonfeature:5:41440","ZIP Code 28080","country:us/state:nc/zip:28080","28080","512","155","123","18","10","21","0","220","0","77","50","77","10","83","322","161","51","396","350","43","474","212","470","94","78"
"publicpolygonfeature:5:41442","ZIP Code 28086","country:us/state:nc/zip:28086","28086","1162","552","224","190","71","204","62","770","73","394","257","443","47","68","649","309","175","1872","1445","54","838","792","1557","598","909"
"publicpolygonfeature:5:41443","ZIP Code 28088","country:us/state:nc/zip:28088","28088","77","188","18","36","21","19","0","97","52","0","19","31","17","26","50","34","18","65","234","0","0","123","79","171","109"
"publicpolygonfeature:5:41447","ZIP Code 28144","country:us/state:nc/zip:28144","28144","691","491","433","177","110","361","42","644","205","653","213","508","124","24","1074","278","328","903","1036","39","530","340","1019","418","460"
"publicpolygonfeature:5:41448","ZIP Code 28091","country:us/state:nc/zip:28091","28091","81","0","0","0","11","17","0","18","12","22","35","38","0","3","22","66","2","1","120","0","114","69","35","142","130"
"publicpolygonfeature:5:41449","ZIP Code 28103","country:us/state:nc/zip:28103","28103","1140","155","85","60","0","118","78","215","84","165","43","115","94","0","262","164","86","425","520","60","179","244","545","418","160"
"publicpolygonfeature:5:41451","ZIP Code 28092","country:us/state:nc/zip:28092","28092","1713","713","436","332","68","492","0","809","150","816","500","599","230","206","766","641","303","1891","2210","8","1425","781","2110","700","1018"
"publicpolygonfeature:5:41453","ZIP Code 28104","country:us/state:nc/zip:28104","28104","3784","2061","1330","616","85","245","125","1182","410","967","306","233","116","119","762","434","353","2212","1627","0","496","533","580","313","214"
"publicpolygonfeature:5:41454","ZIP Code 28105","country:us/state:nc/zip:28105","28105","3112","2493","1250","459","212","554","335","1649","876","941","228","282","226","176","1359","808","731","2820","2368","62","815","720","587","415","966"
"publicpolygonfeature:5:41455","ZIP Code 28110","country:us/state:nc/zip:28110","28110","3435","1734","641","442","91","273","152","1833","594","652","565","821","281","248","1369","682","389","2796","3216","222","2459","1430","1831","1057","1301"
"publicpolygonfeature:5:41456","ZIP Code 28112","country:us/state:nc/zip:28112","28112","1396","535","340","307","15","130","177","852","115","756","177","288","77","148","647","467","537","1042","1471","125","1283","707","1078","494","759"
"publicpolygonfeature:5:41458","ZIP Code 28119","country:us/state:nc/zip:28119","28119","29","21","3","0","0","65","0","20","0","0","0","58","4","8","29","85","0","199","108","14","127","0","136","28","27"
"publicpolygonfeature:5:41459","ZIP Code 28115","country:us/state:nc/zip:28115","28115","2740","1324","1124","616","45","267","89","1729","207","797","503","321","234","40","1153","290","679","2352","2467","9","943","986","1321","577","713"
"publicpolygonfeature:5:41460","ZIP Code 28117","country:us/state:nc/zip:28117","28117","4427","2170","1190","852","183","534","208","1225","338","1475","375","597","144","48","1312","380","755","3633","2206","16","591","932","1098","775","696"
"publicpolygonfeature:5:41462","ZIP Code 28120","country:us/state:nc/zip:28120","28120","1757","1129","342","351","99","209","19","614","245","410","207","370","169","89","552","169","361","1322","1409","0","616","522","578","533","598"
"publicpolygonfeature:5:41463","ZIP Code 28124","country:us/state:nc/zip:28124","28124","413","176","59","120","71","3","23","215","24","124","69","126","51","81","44","77","84","264","536","46","59","175","204","97","182"
"publicpolygonfeature:5:41464","ZIP Code 28125","country:us/state:nc/zip:28125","28125","197","11","44","81","30","74","0","63","0","35","0","37","15","0","0","65","84","76","153","0","162","18","197","22","34"
"publicpolygonfeature:5:41467","ZIP Code 28133","country:us/state:nc/zip:28133","28133","67","27","8","5","0","5","0","20","13","5","50","69","16","21","38","5","8","41","142","2","109","100","86","90","31"
"publicpolygonfeature:5:41468","ZIP Code 28134","country:us/state:nc/zip:28134","28134","969","747","281","121","9","77","43","452","181","404","26","82","0","51","338","212","147","669","608","0","309","125","389","298","318"
"publicpolygonfeature:5:41470","ZIP Code 28135","country:us/state:nc/zip:28135","28135","131","33","18","6","25","20","10","33","0","28","2","86","0","13","96","73","26","117","126","64","139","46","227","193","65"
"publicpolygonfeature:5:41471","ZIP Code 28204","country:us/state:nc/zip:28204","28204","1557","1109","446","184","153","20","188","145","307","831","154","104","50","3","119","63","106","517","391","0","89","6","0","17","133"
"publicpolygonfeature:5:41472","ZIP Code 28205","country:us/state:nc/zip:28205","28205","4119","3183","1457","761","265","411","513","1525","1153","1239","345","449","130","79","1591","1250","945","3269","2140","94","2678","344","1075","1207","983"
"publicpolygonfeature:5:41473","ZIP Code 28137","country:us/state:nc/zip:28137","28137","113","41","27","0","9","13","10","92","9","63","3","49","22","16","9","18","18","157","146","0","108","68","138","13","12"
"publicpolygonfeature:5:41474","ZIP Code 28138","country:us/state:nc/zip:28138","28138","314","247","75","101","29","29","56","333","67","201","120","186","44","44","150","260","123","433","415","0","267","362","648","374","157"
"publicpolygonfeature:5:41476","ZIP Code 28146","country:us/state:nc/zip:28146","28146","1962","753","147","171","165","407","250","961","267","473","321","580","79","151","471","358","252","1120","1465","37","903","624","1075","768","498"
"publicpolygonfeature:5:41477","ZIP Code 28147","country:us/state:nc/zip:28147","28147","926","478","172","137","110","226","111","355","170","547","371","371","105","59","413","509","233","1450","1172","78","736","466","1439","372","775"
"publicpolygonfeature:5:41480","ZIP Code 28159","country:us/state:nc/zip:28159","28159","72","83","48","0","0","32","0","103","0","57","8","43","0","46","0","34","30","121","100","0","147","52","221","70","97"
"publicpolygonfeature:5:41482","ZIP Code 28206","country:us/state:nc/zip:28206","28206","814","670","354","127","20","93","23","351","236","428","59","219","18","17","220","421","183","1005","1225","0","451","201","743","560","419"
"publicpolygonfeature:5:41483","ZIP Code 28164","country:us/state:nc/zip:28164","28164","1160","594","342","109","65","56","61","420","147","305","90","267","94","18","498","231","250","770","920","45","226","359","503","227","532"
"publicpolygonfeature:5:41484","ZIP Code 28166","country:us/state:nc/zip:28166","28166","570","329","381","235","47","51","39","142","80","125","133","356","74","11","318","96","128","640","811","10","208","257","544","161","568"
"publicpolygonfeature:5:41485","ZIP Code 28207","country:us/state:nc/zip:28207","28207","1057","535","123","92","15","17","218","90","225","528","30","23","8","0","179","0","81","647","197","15","27","13","16","43","110"
"publicpolygonfeature:5:41486","ZIP Code 28208","country:us/state:nc/zip:28208","28208","2021","1484","470","290","134","572","316","749","387","348","144","660","490","29","980","1031","226","1921","2331","24","1273","310","819","1184","1422"
