"feature id","feature label","shid","geoid","Employment Occupation Management (2020-2024)","Employment Occupation Business and Finance (2020-2024)","Employment Occupation Computer and Mathematical (2020-2024)","Employment Occupation Architecture and Engineering (2020-2024)","Employment Occupation Life, Physical, and Social Science (2020-2024)","Employment Occupation Community and Social Service (2020-2024)","Employment Occupation Legal (2020-2024)","Employment Occupation Education, Training and Library (2020-2024)","Employment Occupation Arts, Design, Entertainment, Sports and Media (2020-2024)","Employment Occupation Health Diagnosis and Treating Practitioners (2020-2024)","Employment Occupation Health Technologist and Technicians (2020-2024)","Employment Occupation Healthcare Support (2020-2024)","Employment Occupation Fire Fighting and Prevention (2020-2024)","Employment Occupation Law Enforcement (2020-2024)","Employment Occupation Food Preparation and Serving (2020-2024)","Employment Occupation Building, Grounds Cleaning, and Maintenance (2020-2024)","Employment Occupation Personal Care and Service (2020-2024)","Employment Occupation Sales (2020-2024)","Employment Occupation Office and Administrative Support (2020-2024)","Employment Occupation Farming, Fishing and Forestry (2020-2024)","Employment Occupation Construction and Extraction (2020-2024)","Employment Occupation Installation, Maintenance, and Repair (2020-2024)","Employment Occupation Production (2020-2024)","Employment Occupation Transportation (2020-2024)","Employment Occupation Material Moving (2020-2024)"
"publicpolygonfeature:5:43572","ZIP Code 33615","country:us/state:fl/zip:33615","33615","2149","1355","860","342","171","89","174","1087","532","848","354","1419","383","243","1156","1877","687","3080","3889","68","1305","952","1109","1136","1015"
"publicpolygonfeature:5:43573","ZIP Code 33616","country:us/state:fl/zip:33616","33616","1310","1074","453","140","88","50","243","395","136","427","123","77","62","42","626","313","323","747","889","0","546","85","240","152","140"
"publicpolygonfeature:5:43574","ZIP Code 33617","country:us/state:fl/zip:33617","33617","1919","1155","939","320","486","228","249","1336","457","774","553","1055","744","84","1325","867","690","2179","3525","7","918","506","1082","1291","955"
"publicpolygonfeature:5:43575","ZIP Code 33618","country:us/state:fl/zip:33618","33618","2173","1321","816","265","85","266","510","740","251","776","207","135","63","61","758","300","340","2040","1768","0","459","286","461","402","132"
"publicpolygonfeature:5:43576","ZIP Code 33619","country:us/state:fl/zip:33619","33619","1747","1481","963","387","159","472","117","677","488","354","327","817","183","145","894","698","939","1672","2014","132","1387","760","941","1488","1037"
"publicpolygonfeature:5:43577","ZIP Code 33620","country:us/state:fl/zip:33620","33620","189","216","5","0","0","15","0","279","86","0","36","64","19","0","516","0","271","397","412","0","43","63","28","0","118"
"publicpolygonfeature:5:43578","ZIP Code 33621","country:us/state:fl/zip:33621","33621","53","52","0","0","14","0","0","43","0","73","12","42","0","0","0","25","0","9","23","0","0","0","0","0","5"
"publicpolygonfeature:5:43579","ZIP Code 33624","country:us/state:fl/zip:33624","33624","2570","1692","1144","431","77","165","223","983","462","1134","508","492","229","172","1402","505","894","2476","3244","34","921","519","868","526","478"
"publicpolygonfeature:5:43580","ZIP Code 33637","country:us/state:fl/zip:33637","33637","1196","658","779","165","141","89","37","666","185","449","310","263","62","17","680","312","490","839","1154","0","403","373","252","381","352"
"publicpolygonfeature:5:43581","ZIP Code 33647","country:us/state:fl/zip:33647","33647","5926","4135","3367","1115","556","612","358","2462","700","3003","949","517","340","352","1755","849","786","3163","3845","24","1127","228","827","1331","681"
