"feature id","feature label","shid","geoid","Employment Occupation Management (2020-2024)","Employment Occupation Business and Finance (2020-2024)","Employment Occupation Computer and Mathematical (2020-2024)","Employment Occupation Architecture and Engineering (2020-2024)","Employment Occupation Life, Physical, and Social Science (2020-2024)","Employment Occupation Community and Social Service (2020-2024)","Employment Occupation Legal (2020-2024)","Employment Occupation Education, Training and Library (2020-2024)","Employment Occupation Arts, Design, Entertainment, Sports and Media (2020-2024)","Employment Occupation Health Diagnosis and Treating Practitioners (2020-2024)","Employment Occupation Health Technologist and Technicians (2020-2024)","Employment Occupation Healthcare Support (2020-2024)","Employment Occupation Fire Fighting and Prevention (2020-2024)","Employment Occupation Law Enforcement (2020-2024)","Employment Occupation Food Preparation and Serving (2020-2024)","Employment Occupation Building, Grounds Cleaning, and Maintenance (2020-2024)","Employment Occupation Personal Care and Service (2020-2024)","Employment Occupation Sales (2020-2024)","Employment Occupation Office and Administrative Support (2020-2024)","Employment Occupation Farming, Fishing and Forestry (2020-2024)","Employment Occupation Construction and Extraction (2020-2024)","Employment Occupation Installation, Maintenance, and Repair (2020-2024)","Employment Occupation Production (2020-2024)","Employment Occupation Transportation (2020-2024)","Employment Occupation Material Moving (2020-2024)"
"publicpolygonfeature:5:43605","ZIP Code 33774","country:us/state:fl/zip:33774","33774","1425","514","191","184","32","105","126","320","136","406","520","267","207","64","428","73","434","1144","921","83","140","502","597","246","145"
"publicpolygonfeature:5:43606","ZIP Code 33776","country:us/state:fl/zip:33776","33776","866","526","243","88","0","65","60","332","191","485","135","143","49","37","182","129","247","731","527","9","153","142","98","56","87"
"publicpolygonfeature:5:43607","ZIP Code 33777","country:us/state:fl/zip:33777","33777","1560","566","198","173","49","72","224","623","149","436","127","114","135","36","277","185","196","1125","1679","50","263","363","315","352","258"
"publicpolygonfeature:5:43608","ZIP Code 33778","country:us/state:fl/zip:33778","33778","982","363","187","69","109","46","133","443","108","295","250","95","109","112","489","621","175","756","1120","22","304","164","451","199","205"
"publicpolygonfeature:5:43609","ZIP Code 33781","country:us/state:fl/zip:33781","33781","1260","606","529","107","72","236","98","553","275","478","272","366","177","52","950","589","453","1796","1842","10","776","760","1077","453","538"
"publicpolygonfeature:5:43756","ZIP Code 34652","country:us/state:fl/zip:34652","34652","1155","642","381","183","21","70","221","499","71","472","159","539","111","6","852","493","265","1797","1909","68","786","238","388","487","511"
"publicpolygonfeature:5:43759","ZIP Code 34601","country:us/state:fl/zip:34601","34601","1355","334","191","34","10","150","0","227","79","114","329","511","38","292","721","331","310","892","992","0","798","394","408","818","351"
"publicpolygonfeature:5:43760","ZIP Code 34602","country:us/state:fl/zip:34602","34602","408","212","264","48","24","109","74","304","45","139","199","119","29","0","248","164","135","642","679","0","550","362","73","229","73"
"publicpolygonfeature:5:43761","ZIP Code 34604","country:us/state:fl/zip:34604","34604","613","472","117","65","20","79","29","333","101","263","137","80","167","132","247","100","133","839","457","6","374","203","170","277","196"
"publicpolygonfeature:5:43762","ZIP Code 34606","country:us/state:fl/zip:34606","34606","619","314","142","108","15","170","135","489","183","349","342","609","143","30","736","418","255","1296","1598","17","756","438","671","415","354"
"publicpolygonfeature:5:43763","ZIP Code 34607","country:us/state:fl/zip:34607","34607","460","187","57","6","47","77","63","112","57","252","54","141","50","12","203","65","60","492","490","52","149","144","132","97","92"
"publicpolygonfeature:5:43764","ZIP Code 34608","country:us/state:fl/zip:34608","34608","1377","573","253","133","125","205","97","1129","177","437","710","950","184","174","575","650","497","1976","2482","37","816","658","527","749","423"
"publicpolygonfeature:5:43765","ZIP Code 34609","country:us/state:fl/zip:34609","34609","1651","1317","656","229","3","184","107","925","525","1092","505","731","256","136","1342","608","456","2024","2698","54","1083","728","872","1232","721"
"publicpolygonfeature:5:43766","ZIP Code 34610","country:us/state:fl/zip:34610","34610","827","314","282","100","9","62","152","656","65","299","101","217","45","439","288","460","163","1037","631","13","477","557","187","503","169"
"publicpolygonfeature:5:43767","ZIP Code 34653","country:us/state:fl/zip:34653","34653","1318","659","222","203","24","168","171","639","133","536","334","401","283","170","777","963","426","1793","2086","33","737","754","783","593","561"
"publicpolygonfeature:5:43768","ZIP Code 34613","country:us/state:fl/zip:34613","34613","826","294","272","220","40","113","38","153","56","521","246","175","119","77","364","226","135","665","710","56","463","317","252","262","428"
"publicpolygonfeature:5:43769","ZIP Code 34614","country:us/state:fl/zip:34614","34614","458","198","32","23","81","184","56","242","87","358","190","31","59","29","69","214","24","596","885","0","315","107","148","91","107"
"publicpolygonfeature:5:43770","ZIP Code 34637","country:us/state:fl/zip:34637","34637","656","764","363","34","0","29","96","325","59","283","176","87","30","18","52","36","481","385","397","0","23","68","67","193","70"
"publicpolygonfeature:5:43771","ZIP Code 34638","country:us/state:fl/zip:34638","34638","3272","1517","1087","571","157","114","365","1092","372","1444","366","253","435","475","963","368","220","1987","1889","0","454","428","521","254","377"
"publicpolygonfeature:5:43772","ZIP Code 34639","country:us/state:fl/zip:34639","34639","2466","1554","617","243","66","139","135","975","296","1242","437","189","166","196","690","575","350","1518","1862","0","472","394","398","558","257"
"publicpolygonfeature:5:43773","ZIP Code 34655","country:us/state:fl/zip:34655","34655","2960","2126","741","305","120","170","234","1522","386","1984","447","549","341","401","1178","712","770","2723","2900","38","465","874","574","641","508"
"publicpolygonfeature:5:43774","ZIP Code 34661","country:us/state:fl/zip:34661","34661","50","0","0","0","0","0","0","0","0","0","0","0","0","0","37","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:43775","ZIP Code 34667","country:us/state:fl/zip:34667","34667","858","468","314","239","11","130","44","406","80","301","176","398","330","74","630","402","198","1324","1553","55","599","390","531","300","490"
"publicpolygonfeature:5:43776","ZIP Code 34668","country:us/state:fl/zip:34668","34668","2062","634","440","205","159","125","117","705","268","327","514","1059","191","107","1364","986","445","2364","2924","0","1578","979","750","878","724"
"publicpolygonfeature:5:43777","ZIP Code 34669","country:us/state:fl/zip:34669","34669","693","370","292","30","46","66","0","307","110","211","155","127","105","49","253","264","288","553","832","0","270","243","237","392","151"
"publicpolygonfeature:5:43778","ZIP Code 34683","country:us/state:fl/zip:34683","34683","2612","1132","753","269","115","194","324","1109","395","1016","236","209","255","245","1004","358","617","2418","2170","32","388","429","422","609","344"
"publicpolygonfeature:5:43779","ZIP Code 34684","country:us/state:fl/zip:34684","34684","1646","951","395","273","59","75","145","595","188","741","355","346","116","237","574","222","371","1517","1224","1","531","278","204","316","161"
"publicpolygonfeature:5:43780","ZIP Code 34685","country:us/state:fl/zip:34685","34685","1389","694","332","138","12","97","103","340","143","811","102","96","99","171","185","57","177","1103","1190","0","181","186","127","131","191"
"publicpolygonfeature:5:43781","ZIP Code 34688","country:us/state:fl/zip:34688","34688","723","221","242","110","16","53","92","177","47","322","50","138","45","25","170","54","97","454","557","0","48","47","19","55","91"
"publicpolygonfeature:5:43782","ZIP Code 34689","country:us/state:fl/zip:34689","34689","1900","687","342","229","75","272","166","480","231","644","329","480","112","228","852","393","163","1492","1514","0","629","393","343","168","373"
"publicpolygonfeature:5:43783","ZIP Code 34690","country:us/state:fl/zip:34690","34690","623","226","95","39","24","50","58","182","35","71","143","162","74","11","461","414","131","638","876","0","322","174","186","207","144"
"publicpolygonfeature:5:43784","ZIP Code 34698","country:us/state:fl/zip:34698","34698","2631","1292","525","335","46","342","312","916","482","837","453","135","209","134","1147","448","441","2201","1934","10","390","404","509","593","552"
"publicpolygonfeature:5:6680134","ZIP Code 33530","country:us/state:fl/zip:33530","33530","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:6697676","ZIP Code 33574","country:us/state:fl/zip:33574","33574","4","6","16","0","0","28","0","18","46","0","0","0","0","0","95","0","147","30","78","0","0","0","0","0","0"
"publicpolygonfeature:5:6701323","ZIP Code 33550","country:us/state:fl/zip:33550","33550","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:22:928724","Tampa-St. Petersburg-Clearwater, FL Area","country:us/state:fl/msa:tampa-st_petersburg-clearwater","45300","194092","115965","65327","26929","12091","22721","22694","78180","31329","79761","35187","44093","19523","13404","86290","52278","41823","176614","188172","7318","72785","46966","54536","57802","47496"
