"feature id","feature label","shid","geoid","Employment Occupation Management (2020-2024)","Employment Occupation Business and Finance (2020-2024)","Employment Occupation Computer and Mathematical (2020-2024)","Employment Occupation Architecture and Engineering (2020-2024)","Employment Occupation Life, Physical, and Social Science (2020-2024)","Employment Occupation Community and Social Service (2020-2024)","Employment Occupation Legal (2020-2024)","Employment Occupation Education, Training and Library (2020-2024)","Employment Occupation Arts, Design, Entertainment, Sports and Media (2020-2024)","Employment Occupation Health Diagnosis and Treating Practitioners (2020-2024)","Employment Occupation Health Technologist and Technicians (2020-2024)","Employment Occupation Healthcare Support (2020-2024)","Employment Occupation Fire Fighting and Prevention (2020-2024)","Employment Occupation Law Enforcement (2020-2024)","Employment Occupation Food Preparation and Serving (2020-2024)","Employment Occupation Building, Grounds Cleaning, and Maintenance (2020-2024)","Employment Occupation Personal Care and Service (2020-2024)","Employment Occupation Sales (2020-2024)","Employment Occupation Office and Administrative Support (2020-2024)","Employment Occupation Farming, Fishing and Forestry (2020-2024)","Employment Occupation Construction and Extraction (2020-2024)","Employment Occupation Installation, Maintenance, and Repair (2020-2024)","Employment Occupation Production (2020-2024)","Employment Occupation Transportation (2020-2024)","Employment Occupation Material Moving (2020-2024)"
"publicpolygonfeature:5:47986","ZIP Code 47120","country:us/state:in/zip:47120","47120","0","6","0","12","0","0","0","32","0","0","0","0","0","18","0","0","47","0","87","0","57","9","84","22","16"
"publicpolygonfeature:5:47988","ZIP Code 47106","country:us/state:in/zip:47106","47106","206","53","41","8","0","20","19","64","3","44","102","84","33","20","59","114","98","185","328","45","253","89","250","162","107"
"publicpolygonfeature:5:47989","ZIP Code 47108","country:us/state:in/zip:47108","47108","99","47","3","2","0","24","0","90","2","4","22","52","3","2","70","16","18","39","39","14","58","11","324","44","47"
"publicpolygonfeature:5:47990","ZIP Code 47110","country:us/state:in/zip:47110","47110","31","0","0","12","0","0","0","19","0","0","27","16","0","0","0","0","0","26","31","0","40","51","0","0","0"
"publicpolygonfeature:5:47992","ZIP Code 47111","country:us/state:in/zip:47111","47111","1112","441","335","126","55","93","74","647","70","514","341","224","196","84","303","134","226","984","979","0","324","229","911","320","618"
"publicpolygonfeature:5:47993","ZIP Code 47112","country:us/state:in/zip:47112","47112","803","336","180","113","60","109","135","411","19","494","114","395","18","49","635","184","98","617","939","52","414","459","526","517","364"
"publicpolygonfeature:5:47994","ZIP Code 47115","country:us/state:in/zip:47115","47115","89","36","0","8","34","0","14","79","17","88","90","25","4","27","11","40","30","46","280","0","119","28","74","169","99"
"publicpolygonfeature:5:47996","ZIP Code 47122","country:us/state:in/zip:47122","47122","624","395","182","169","0","52","149","426","143","362","212","123","34","61","210","129","173","550","676","0","209","307","368","149","293"
"publicpolygonfeature:5:47998","ZIP Code 47117","country:us/state:in/zip:47117","47117","221","69","24","1","0","11","11","131","37","118","19","145","11","0","78","158","35","117","102","0","195","181","186","112","104"
"publicpolygonfeature:5:47999","ZIP Code 47124","country:us/state:in/zip:47124","47124","537","105","49","51","9","61","29","135","11","179","94","14","38","9","101","74","75","177","200","8","101","101","181","106","102"
"publicpolygonfeature:5:48000","ZIP Code 47125","country:us/state:in/zip:47125","47125","37","12","0","0","0","0","0","129","0","21","0","105","33","0","22","6","6","70","105","0","173","41","82","98","18"
"publicpolygonfeature:5:48003","ZIP Code 47119","country:us/state:in/zip:47119","47119","1114","452","175","208","67","77","63","246","145","484","78","74","60","30","456","154","102","585","711","0","240","139","267","83","366"
"publicpolygonfeature:5:48005","ZIP Code 47126","country:us/state:in/zip:47126","47126","191","174","149","82","0","71","0","119","43","154","54","11","15","48","83","39","17","94","137","0","177","168","264","106","60"
"publicpolygonfeature:5:48006","ZIP Code 47129","country:us/state:in/zip:47129","47129","458","687","207","162","42","135","82","332","152","340","260","291","96","38","592","458","109","856","1164","0","715","447","996","390","843"
"publicpolygonfeature:5:48007","ZIP Code 47130","country:us/state:in/zip:47130","47130","2396","1455","731","613","69","344","318","1048","262","1128","456","686","442","144","1662","810","548","2282","3500","2","727","906","2374","1217","1464"
"publicpolygonfeature:5:48008","ZIP Code 47142","country:us/state:in/zip:47142","47142","11","0","16","17","0","18","0","20","0","0","0","40","0","0","13","0","18","4","41","0","12","44","66","0","1"
"publicpolygonfeature:5:48009","ZIP Code 47135","country:us/state:in/zip:47135","47135","18","45","0","0","0","18","0","13","0","0","0","1","0","0","21","13","0","8","55","0","61","36","136","0","5"
"publicpolygonfeature:5:48010","ZIP Code 47136","country:us/state:in/zip:47136","47136","126","126","85","106","38","55","16","139","26","67","107","107","0","16","32","27","67","241","255","4","84","145","137","115","120"
"publicpolygonfeature:5:48015","ZIP Code 47141","country:us/state:in/zip:47141","47141","120","28","24","16","0","0","7","12","11","30","0","51","0","0","36","0","8","58","133","14","61","44","82","14","95"
"publicpolygonfeature:5:48018","ZIP Code 47143","country:us/state:in/zip:47143","47143","296","40","84","72","0","28","0","44","0","151","212","32","20","32","63","0","31","249","345","0","25","65","181","154","149"
"publicpolygonfeature:5:48020","ZIP Code 47162","country:us/state:in/zip:47162","47162","21","15","8","9","0","0","0","13","0","8","0","13","8","0","0","0","0","49","16","0","0","13","0","0","63"
"publicpolygonfeature:5:48021","ZIP Code 47147","country:us/state:in/zip:47147","47147","98","9","0","0","0","0","0","0","11","35","9","45","0","0","22","25","12","20","72","10","12","28","213","50","154"
"publicpolygonfeature:5:48022","ZIP Code 47150","country:us/state:in/zip:47150","47150","2009","1425","753","413","198","251","153","1084","844","1170","417","843","363","81","1014","722","549","1952","3095","0","931","1012","1928","851","1626"
"publicpolygonfeature:5:48023","ZIP Code 47160","country:us/state:in/zip:47160","47160","4","0","0","1","0","0","0","0","0","0","0","4","0","0","0","0","0","2","1","0","1","0","12","0","0"
"publicpolygonfeature:5:48024","ZIP Code 47161","country:us/state:in/zip:47161","47161","103","94","85","0","0","0","24","34","29","34","69","127","0","30","110","51","56","75","298","8","26","158","194","128","171"
