"feature id","feature label","shid","geoid","Employment Occupation Management (2020-2024)","Employment Occupation Business and Finance (2020-2024)","Employment Occupation Computer and Mathematical (2020-2024)","Employment Occupation Architecture and Engineering (2020-2024)","Employment Occupation Life, Physical, and Social Science (2020-2024)","Employment Occupation Community and Social Service (2020-2024)","Employment Occupation Legal (2020-2024)","Employment Occupation Education, Training and Library (2020-2024)","Employment Occupation Arts, Design, Entertainment, Sports and Media (2020-2024)","Employment Occupation Health Diagnosis and Treating Practitioners (2020-2024)","Employment Occupation Health Technologist and Technicians (2020-2024)","Employment Occupation Healthcare Support (2020-2024)","Employment Occupation Fire Fighting and Prevention (2020-2024)","Employment Occupation Law Enforcement (2020-2024)","Employment Occupation Food Preparation and Serving (2020-2024)","Employment Occupation Building, Grounds Cleaning, and Maintenance (2020-2024)","Employment Occupation Personal Care and Service (2020-2024)","Employment Occupation Sales (2020-2024)","Employment Occupation Office and Administrative Support (2020-2024)","Employment Occupation Farming, Fishing and Forestry (2020-2024)","Employment Occupation Construction and Extraction (2020-2024)","Employment Occupation Installation, Maintenance, and Repair (2020-2024)","Employment Occupation Production (2020-2024)","Employment Occupation Transportation (2020-2024)","Employment Occupation Material Moving (2020-2024)"
"publicpolygonfeature:5:59983","ZIP Code 78641","country:us/state:tx/zip:78641","78641","9129","5482","5258","2125","368","755","468","3151","1679","1812","852","931","612","378","2353","542","951","5070","5108","209","2002","1247","765","1731","1134"
"publicpolygonfeature:5:59984","ZIP Code 78642","country:us/state:tx/zip:78642","78642","2816","858","846","501","54","92","63","1029","199","449","100","316","89","243","496","286","189","966","1011","0","963","421","503","208","532"
"publicpolygonfeature:5:59987","ZIP Code 78644","country:us/state:tx/zip:78644","78644","1276","778","159","129","17","99","52","532","294","100","47","356","67","130","490","362","144","792","1329","64","890","389","466","320","388"
"publicpolygonfeature:5:59988","ZIP Code 78645","country:us/state:tx/zip:78645","78645","1590","745","368","161","79","41","88","441","154","256","137","148","152","32","115","161","188","440","706","24","318","387","96","98","74"
"publicpolygonfeature:5:59990","ZIP Code 78648","country:us/state:tx/zip:78648","78648","294","188","41","3","21","74","0","207","115","34","95","212","161","28","346","240","29","228","272","33","115","177","205","254","273"
"publicpolygonfeature:5:59991","ZIP Code 78650","country:us/state:tx/zip:78650","78650","116","12","5","12","11","18","3","16","21","36","0","22","22","0","12","28","8","77","149","12","127","85","43","37","4"
"publicpolygonfeature:5:59992","ZIP Code 78652","country:us/state:tx/zip:78652","78652","558","95","231","36","172","41","73","211","39","76","15","0","0","0","103","58","65","388","363","0","26","51","40","106","11"
"publicpolygonfeature:5:59993","ZIP Code 78653","country:us/state:tx/zip:78653","78653","2864","1127","1409","738","123","111","233","1277","478","655","295","616","245","252","1052","376","492","1338","2817","130","1482","813","927","731","445"
"publicpolygonfeature:5:59995","ZIP Code 78654","country:us/state:tx/zip:78654","78654","1457","465","193","143","56","103","27","308","162","452","169","321","39","109","614","560","165","1115","893","35","1107","483","354","229","271"
"publicpolygonfeature:5:59996","ZIP Code 78655","country:us/state:tx/zip:78655","78655","168","15","0","8","7","2","0","130","28","3","67","31","12","39","87","263","51","133","335","24","147","45","86","79","41"
