"feature id","feature label","shid","geoid","Employment Occupation Management (2020-2024)","Employment Occupation Business and Finance (2020-2024)","Employment Occupation Computer and Mathematical (2020-2024)","Employment Occupation Architecture and Engineering (2020-2024)","Employment Occupation Life, Physical, and Social Science (2020-2024)","Employment Occupation Community and Social Service (2020-2024)","Employment Occupation Legal (2020-2024)","Employment Occupation Education, Training and Library (2020-2024)","Employment Occupation Arts, Design, Entertainment, Sports and Media (2020-2024)","Employment Occupation Health Diagnosis and Treating Practitioners (2020-2024)","Employment Occupation Health Technologist and Technicians (2020-2024)","Employment Occupation Healthcare Support (2020-2024)","Employment Occupation Fire Fighting and Prevention (2020-2024)","Employment Occupation Law Enforcement (2020-2024)","Employment Occupation Food Preparation and Serving (2020-2024)","Employment Occupation Building, Grounds Cleaning, and Maintenance (2020-2024)","Employment Occupation Personal Care and Service (2020-2024)","Employment Occupation Sales (2020-2024)","Employment Occupation Office and Administrative Support (2020-2024)","Employment Occupation Farming, Fishing and Forestry (2020-2024)","Employment Occupation Construction and Extraction (2020-2024)","Employment Occupation Installation, Maintenance, and Repair (2020-2024)","Employment Occupation Production (2020-2024)","Employment Occupation Transportation (2020-2024)","Employment Occupation Material Moving (2020-2024)"
"publicpolygonfeature:5:60428","ZIP Code 80113","country:us/state:co/zip:80113","80113","2152","1471","471","402","111","210","303","648","458","773","204","239","60","45","518","383","274","1744","1034","0","473","156","391","262","236"
"publicpolygonfeature:5:60429","ZIP Code 80116","country:us/state:co/zip:80116","80116","505","137","129","50","93","0","0","131","33","160","11","78","19","8","25","32","8","262","242","6","158","22","0","166","54"
"publicpolygonfeature:5:60430","ZIP Code 80120","country:us/state:co/zip:80120","80120","2225","1506","832","659","185","399","305","737","494","714","216","236","42","160","1046","244","515","1245","1541","46","702","428","594","532","306"
"publicpolygonfeature:5:60431","ZIP Code 80121","country:us/state:co/zip:80121","80121","1827","959","511","262","230","156","270","493","209","405","145","165","103","0","276","141","199","900","596","0","218","124","145","280","198"
"publicpolygonfeature:5:60432","ZIP Code 80122","country:us/state:co/zip:80122","80122","2655","1448","1347","984","305","402","388","1277","618","840","300","252","106","69","508","171","501","1795","1516","27","377","457","362","398","304"
"publicpolygonfeature:5:60433","ZIP Code 80117","country:us/state:co/zip:80117","80117","237","109","30","36","19","26","16","58","31","13","44","16","2","12","34","47","31","171","190","10","163","64","75","47","16"
"publicpolygonfeature:5:60434","ZIP Code 80118","country:us/state:co/zip:80118","80118","467","315","285","120","60","55","50","102","73","165","69","30","13","38","276","9","124","269","321","5","114","139","23","82","0"
"publicpolygonfeature:5:60435","ZIP Code 80125","country:us/state:co/zip:80125","80125","1742","949","827","710","67","62","107","356","173","387","106","51","50","129","249","42","286","805","666","10","149","226","178","109","106"
"publicpolygonfeature:5:60436","ZIP Code 80126","country:us/state:co/zip:80126","80126","5193","1874","1667","912","232","447","390","1642","818","1332","327","282","246","115","837","155","773","3063","2113","34","467","279","500","335","215"
"publicpolygonfeature:5:60437","ZIP Code 80134","country:us/state:co/zip:80134","80134","8011","4778","3919","1594","442","657","767","2314","931","1753","464","941","449","522","1688","616","1038","5367","4250","56","1187","656","1237","956","1057"
