"feature id","feature label","shid","geoid","Jobs - Accommodation and Food Services (2023)","Jobs - Administrative Support and Waste Management (2023)","Jobs - Agriculture, Forestry, Fishing, Hunting (2023)","Jobs - Arts, Entertainment and Recreation (2023)","Jobs - Construction (2023)","Jobs - Educational Services (2023)","Jobs - Finance and Insurance (2023)","Jobs - Health Care and Social Assistance (2023)","Jobs - Information (2023)","Jobs - Management (2023)","Jobs - Manufacturing (2023)","Jobs - Mining, Oil and Gas (2023)","Jobs - Other Services (2023)","Jobs - Professional, Technology and Science (2023)","Jobs - Public Administration (2023)","Jobs - Real Estate (2023)","Jobs - Retail Trade (2023)","Jobs - Transportation and Warehousing (2023)","Jobs - Utilities (2023)","Jobs - Wholesale Trade (2023)"
"publicpolygonfeature:5:63685","ZIP Code 94607","country:us/state:ca/zip:94607","94607","2320","1918","80","1074","1177","3559","1650","4537","416","1647","1032","0","1420","4121","3244","384","935","4673","2538","1574"
"publicpolygonfeature:5:63686","ZIP Code 94608","country:us/state:ca/zip:94608","94608","1635","1874","39","332","1497","790","476","3735","2526","1309","1582","0","482","6726","36","288","2503","831","20","1808"
"publicpolygonfeature:5:63687","ZIP Code 94609","country:us/state:ca/zip:94609","94609","1149","169","0","69","232","1064","124","6499","260","41","145","0","509","566","72","306","808","24","1","40"
"publicpolygonfeature:5:63688","ZIP Code 94610","country:us/state:ca/zip:94610","94610","792","110","25","148","226","629","92","1542","77","19","71","0","577","598","0","122","991","3","4","82"
"publicpolygonfeature:5:63689","ZIP Code 94611","country:us/state:ca/zip:94611","94611","1454","165","1","255","261","923","344","9965","124","0","430","0","609","722","152","249","1334","5","17","146"
"publicpolygonfeature:5:63690","ZIP Code 94612","country:us/state:ca/zip:94612","94612","2009","4817","0","338","1711","2263","5326","4301","2776","3882","251","0","3238","8359","14724","1104","592","5215","3684","516"
"publicpolygonfeature:5:63691","ZIP Code 94613","country:us/state:ca/zip:94613","94613","8","5","0","0","0","547","0","13","0","0","0","0","3","0","0","0","0","0","0","0"
"publicpolygonfeature:5:63692","ZIP Code 94618","country:us/state:ca/zip:94618","94618","1042","39","0","189","143","940","110","649","34","22","18","0","358","400","28","73","737","4","0","36"
"publicpolygonfeature:5:63693","ZIP Code 94619","country:us/state:ca/zip:94619","94619","336","124","8","171","112","1142","122","2677","7","10","10","0","175","226","0","11","438","79","1","16"
"publicpolygonfeature:5:63694","ZIP Code 94621","country:us/state:ca/zip:94621","94621","1779","3861","73","897","1857","1015","75","2961","257","3","1375","3","1027","524","78","533","1025","9883","37","928"
"publicpolygonfeature:5:63695","ZIP Code 94702","country:us/state:ca/zip:94702","94702","479","153","3","45","204","774","16","718","47","0","123","0","352","212","0","62","447","20","0","26"
