"feature id","feature label","shid","geoid","Housing Built 1939 or Earlier (2020-2024)","Housing Built 1940 to 1949 (2020-2024)","Housing Built 1950 to 1959 (2020-2024)","Housing Built 1960 to 1969 (2020-2024)","Housing Built 1970 to 1979 (2020-2024)","Housing Built 1980 to 1989 (2020-2024)","Housing Built 1990 to 1999 (2020-2024)","Housing Built 2000 to 2009 (2020-2024)","Housing Built 2010 to 2019 (2020-2024)","Housing Built 2020 or Later (2020-2024)"
"publicpolygonfeature:5:47688","ZIP Code 46228","country:us/state:in/zip:46228","46228","606","87","1340","1508","655","443","1200","295","273","38"
"publicpolygonfeature:5:47689","ZIP Code 46231","country:us/state:in/zip:46231","46231","95","28","117","175","210","870","466","1768","152","116"
"publicpolygonfeature:5:47690","ZIP Code 46234","country:us/state:in/zip:46234","46234","282","196","464","876","1841","1200","1656","3072","1439","125"
"publicpolygonfeature:5:47691","ZIP Code 46235","country:us/state:in/zip:46235","46235","627","44","726","2515","2305","1304","2093","2867","1700","372"
"publicpolygonfeature:5:47692","ZIP Code 46236","country:us/state:in/zip:46236","46236","139","30","381","299","622","1809","5157","1295","261","0"
"publicpolygonfeature:5:47693","ZIP Code 46237","country:us/state:in/zip:46237","46237","424","190","853","1017","2530","1911","4191","4773","1719","349"
"publicpolygonfeature:5:47694","ZIP Code 46239","country:us/state:in/zip:46239","46239","197","257","804","811","680","668","2065","3520","2856","577"
"publicpolygonfeature:5:47695","ZIP Code 46241","country:us/state:in/zip:46241","46241","1573","1389","1996","1696","1065","1441","1273","943","484","58"
"publicpolygonfeature:5:47696","ZIP Code 46250","country:us/state:in/zip:46250","46250","148","75","436","1638","1904","2519","1618","1069","442","130"
"publicpolygonfeature:5:47697","ZIP Code 46254","country:us/state:in/zip:46254","46254","438","566","518","1179","2966","4313","5283","1709","806","92"
"publicpolygonfeature:5:47698","ZIP Code 46256","country:us/state:in/zip:46256","46256","158","8","149","883","2000","3963","1909","753","141","32"
"publicpolygonfeature:5:47699","ZIP Code 46259","country:us/state:in/zip:46259","46259","266","56","96","436","472","362","641","1672","939","180"
"publicpolygonfeature:5:47700","ZIP Code 46260","country:us/state:in/zip:46260","46260","934","140","1681","3861","4291","2425","1547","1109","742","134"
"publicpolygonfeature:5:48038","ZIP Code 47201","country:us/state:in/zip:47201","47201","2372","1351","2105","1662","2394","1652","2718","2239","3874","381"
"publicpolygonfeature:5:48043","ZIP Code 47234","country:us/state:in/zip:47234","47234","197","8","84","32","34","37","23","130","64","0"
