"feature id","feature label","shid","geoid","Housing Built 1939 or Earlier (2020-2024)","Housing Built 1940 to 1949 (2020-2024)","Housing Built 1950 to 1959 (2020-2024)","Housing Built 1960 to 1969 (2020-2024)","Housing Built 1970 to 1979 (2020-2024)","Housing Built 1980 to 1989 (2020-2024)","Housing Built 1990 to 1999 (2020-2024)","Housing Built 2000 to 2009 (2020-2024)","Housing Built 2010 to 2019 (2020-2024)","Housing Built 2020 or Later (2020-2024)"
"publicpolygonfeature:5:60418","ZIP Code 80102","country:us/state:co/zip:80102","80102","177","60","125","35","244","466","281","591","195","184"
"publicpolygonfeature:5:60419","ZIP Code 80110","country:us/state:co/zip:80110","80110","1037","607","2822","1394","1660","926","683","751","851","249"
"publicpolygonfeature:5:60420","ZIP Code 80103","country:us/state:co/zip:80103","80103","114","50","39","34","102","168","207","261","84","7"
"publicpolygonfeature:5:60421","ZIP Code 80104","country:us/state:co/zip:80104","80104","112","72","141","274","1432","1518","2499","4195","3057","1591"
"publicpolygonfeature:5:60422","ZIP Code 80105","country:us/state:co/zip:80105","80105","74","13","7","34","64","51","281","88","184","88"
"publicpolygonfeature:5:60423","ZIP Code 80106","country:us/state:co/zip:80106","80106","115","11","0","44","125","409","601","277","286","17"
"publicpolygonfeature:5:60424","ZIP Code 80107","country:us/state:co/zip:80107","80107","83","13","79","55","638","793","1710","961","764","469"
"publicpolygonfeature:5:60425","ZIP Code 80108","country:us/state:co/zip:80108","80108","23","0","67","113","499","673","2501","4744","3303","1670"
"publicpolygonfeature:5:60426","ZIP Code 80111","country:us/state:co/zip:80111","80111","36","43","110","765","4123","2475","2456","2473","1264","171"
"publicpolygonfeature:5:60427","ZIP Code 80112","country:us/state:co/zip:80112","80112","29","38","37","427","4106","2943","1313","3889","3772","527"
"publicpolygonfeature:5:60428","ZIP Code 80113","country:us/state:co/zip:80113","80113","1215","1252","2599","1104","1631","918","768","894","1006","348"
"publicpolygonfeature:5:60429","ZIP Code 80116","country:us/state:co/zip:80116","80116","51","18","42","14","452","412","533","268","133","41"
"publicpolygonfeature:5:60430","ZIP Code 80120","country:us/state:co/zip:80120","80120","600","438","2570","1605","2414","3146","1538","828","751","117"
"publicpolygonfeature:5:60431","ZIP Code 80121","country:us/state:co/zip:80121","80121","128","106","1040","2003","1782","752","830","517","307","32"
"publicpolygonfeature:5:60432","ZIP Code 80122","country:us/state:co/zip:80122","80122","59","1","280","2711","4604","3546","956","230","862","178"
"publicpolygonfeature:5:60433","ZIP Code 80117","country:us/state:co/zip:80117","80117","75","4","15","31","69","210","250","244","110","60"
"publicpolygonfeature:5:60434","ZIP Code 80118","country:us/state:co/zip:80118","80118","18","10","29","63","365","118","581","660","301","125"
"publicpolygonfeature:5:60435","ZIP Code 80125","country:us/state:co/zip:80125","80125","0","8","54","27","271","848","780","1612","1004","1342"
"publicpolygonfeature:5:60436","ZIP Code 80126","country:us/state:co/zip:80126","80126","10","0","29","75","220","3944","5859","4230","2067","27"
