"feature id","feature label","shid","geoid","Housing Built 1939 or Earlier (2020-2024)","Housing Built 1940 to 1949 (2020-2024)","Housing Built 1950 to 1959 (2020-2024)","Housing Built 1960 to 1969 (2020-2024)","Housing Built 1970 to 1979 (2020-2024)","Housing Built 1980 to 1989 (2020-2024)","Housing Built 1990 to 1999 (2020-2024)","Housing Built 2000 to 2009 (2020-2024)","Housing Built 2010 to 2019 (2020-2024)","Housing Built 2020 or Later (2020-2024)"
"publicpolygonfeature:5:37667","ZIP Code 19109","country:us/state:pa/zip:19109","19109","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:37679","ZIP Code 19111","country:us/state:pa/zip:19111","19111","3427","4225","8796","4788","3061","1035","1159","796","266","0"
"publicpolygonfeature:5:37682","ZIP Code 19112","country:us/state:pa/zip:19112","19112","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:37712","ZIP Code 19113","country:us/state:pa/zip:19113","19113","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:37801","ZIP Code 19114","country:us/state:pa/zip:19114","19114","639","480","2348","4019","3743","1794","688","696","124","38"
"publicpolygonfeature:5:37803","ZIP Code 19115","country:us/state:pa/zip:19115","19115","522","235","3384","4574","2768","2154","686","575","150","26"
"publicpolygonfeature:5:37806","ZIP Code 19116","country:us/state:pa/zip:19116","19116","333","201","1672","4928","3763","1436","1008","429","367","0"
"publicpolygonfeature:5:37816","ZIP Code 19118","country:us/state:pa/zip:19118","19118","2349","242","582","666","357","317","261","143","84","24"
"publicpolygonfeature:5:37823","ZIP Code 19119","country:us/state:pa/zip:19119","19119","7754","1587","1701","818","578","177","221","540","271","3"
"publicpolygonfeature:5:37851","ZIP Code 19135","country:us/state:pa/zip:19135","19135","4415","2371","4399","1544","681","332","154","32","206","0"
"publicpolygonfeature:5:37916","ZIP Code 19038","country:us/state:pa/zip:19038","19038","3844","1654","3376","1109","792","440","213","243","209","70"
"publicpolygonfeature:5:37982","ZIP Code 18070","country:us/state:pa/zip:18070","18070","42","0","59","27","0","17","0","0","0","0"
"publicpolygonfeature:5:37994","ZIP Code 19040","country:us/state:pa/zip:19040","19040","1100","852","2784","1300","930","307","519","260","225","104"
"publicpolygonfeature:5:37999","ZIP Code 19136","country:us/state:pa/zip:19136","19136","1793","2366","5232","2033","1497","667","225","31","98","0"
"publicpolygonfeature:5:38004","ZIP Code 19137","country:us/state:pa/zip:19137","19137","2144","306","421","204","37","10","40","65","27","31"
"publicpolygonfeature:5:38047","ZIP Code 19138","country:us/state:pa/zip:19138","19138","5815","2803","2643","851","881","87","94","216","130","32"
"publicpolygonfeature:5:38085","ZIP Code 19139","country:us/state:pa/zip:19139","19139","12155","3102","2375","1234","1520","1374","571","501","758","49"
"publicpolygonfeature:5:38089","ZIP Code 19372","country:us/state:pa/zip:19372","19372","9","0","5","99","79","221","289","102","0","0"
"publicpolygonfeature:5:38092","ZIP Code 19373","country:us/state:pa/zip:19373","19373","70","16","18","38","77","163","248","110","19","0"
"publicpolygonfeature:5:38096","ZIP Code 19041","country:us/state:pa/zip:19041","19041","870","123","340","206","190","333","108","126","237","41"
"publicpolygonfeature:5:38101","ZIP Code 19043","country:us/state:pa/zip:19043","19043","425","43","237","206","12","11","250","47","45","0"
"publicpolygonfeature:5:38126","ZIP Code 19374","country:us/state:pa/zip:19374","19374","83","0","35","11","0","6","13","50","0","0"
"publicpolygonfeature:5:38134","ZIP Code 19375","country:us/state:pa/zip:19375","19375","82","0","0","0","0","0","0","0","14","0"
"publicpolygonfeature:5:38144","ZIP Code 19401","country:us/state:pa/zip:19401","19401","4811","776","3259","2595","1919","1555","560","1177","889","199"
"publicpolygonfeature:5:38298","ZIP Code 18036","country:us/state:pa/zip:18036","18036","907","231","515","1011","1032","493","694","637","483","146"
"publicpolygonfeature:5:38301","ZIP Code 18041","country:us/state:pa/zip:18041","18041","618","69","159","209","451","588","127","55","110","24"
"publicpolygonfeature:5:38308","ZIP Code 18054","country:us/state:pa/zip:18054","18054","388","61","117","175","322","344","162","193","121","21"
"publicpolygonfeature:5:38315","ZIP Code 18074","country:us/state:pa/zip:18074","18074","520","71","200","154","294","243","493","260","83","54"
"publicpolygonfeature:5:38322","ZIP Code 18073","country:us/state:pa/zip:18073","18073","650","176","378","304","405","254","258","1038","695","121"
"publicpolygonfeature:5:38323","ZIP Code 18076","country:us/state:pa/zip:18076","18076","173","12","90","105","226","188","149","298","48","0"
"publicpolygonfeature:5:38325","ZIP Code 18077","country:us/state:pa/zip:18077","18077","484","58","75","39","131","84","41","98","4","5"
"publicpolygonfeature:5:38329","ZIP Code 18081","country:us/state:pa/zip:18081","18081","33","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:38531","ZIP Code 18976","country:us/state:pa/zip:18976","18976","420","170","608","1223","857","1055","1384","1876","678","96"
"publicpolygonfeature:5:38540","ZIP Code 18901","country:us/state:pa/zip:18901","18901","1534","416","998","1838","2414","1438","2091","534","340","171"
"publicpolygonfeature:5:38541","ZIP Code 18914","country:us/state:pa/zip:18914","18914","391","135","754","1067","974","1159","1775","943","550","130"
"publicpolygonfeature:5:38543","ZIP Code 18902","country:us/state:pa/zip:18902","18902","530","64","330","377","1087","582","3300","1342","578","105"
"publicpolygonfeature:5:38544","ZIP Code 18912","country:us/state:pa/zip:18912","18912","116","0","0","0","35","0","0","0","0","0"
"publicpolygonfeature:5:38545","ZIP Code 18913","country:us/state:pa/zip:18913","18913","36","0","0","0","37","0","72","0","0","0"
"publicpolygonfeature:5:38548","ZIP Code 18915","country:us/state:pa/zip:18915","18915","29","5","12","26","150","49","12","83","199","38"
"publicpolygonfeature:5:38549","ZIP Code 18917","country:us/state:pa/zip:18917","18917","269","13","68","65","210","181","98","51","38","94"
"publicpolygonfeature:5:38552","ZIP Code 18925","country:us/state:pa/zip:18925","18925","204","12","70","33","288","170","99","891","331","0"
"publicpolygonfeature:5:38553","ZIP Code 18929","country:us/state:pa/zip:18929","18929","24","20","45","184","222","921","1409","482","33","16"
"publicpolygonfeature:5:38554","ZIP Code 18930","country:us/state:pa/zip:18930","18930","193","6","54","77","172","129","120","104","9","12"
"publicpolygonfeature:5:38555","ZIP Code 18932","country:us/state:pa/zip:18932","18932","45","0","29","12","0","0","0","34","30","0"
"publicpolygonfeature:5:38556","ZIP Code 18935","country:us/state:pa/zip:18935","18935","16","18","0","0","70","0","0","0","0","0"
"publicpolygonfeature:5:38557","ZIP Code 18936","country:us/state:pa/zip:18936","18936","0","0","0","0","57","12","22","0","0","0"
"publicpolygonfeature:5:38558","ZIP Code 18977","country:us/state:pa/zip:18977","18977","101","50","105","306","289","361","289","247","89","0"
"publicpolygonfeature:5:38559","ZIP Code 18938","country:us/state:pa/zip:18938","18938","886","179","386","281","1146","892","1435","1088","236","25"
"publicpolygonfeature:5:38560","ZIP Code 18940","country:us/state:pa/zip:18940","18940","1288","138","332","420","1317","3401","2706","1019","1045","72"
"publicpolygonfeature:5:38561","ZIP Code 18942","country:us/state:pa/zip:18942","18942","330","75","106","164","182","165","101","55","21","0"
"publicpolygonfeature:5:38562","ZIP Code 18944","country:us/state:pa/zip:18944","18944","1635","297","830","874","1302","1666","1296","1343","851","177"
"publicpolygonfeature:5:38563","ZIP Code 18947","country:us/state:pa/zip:18947","18947","374","12","159","285","257","516","707","254","80","29"
"publicpolygonfeature:5:38564","ZIP Code 18950","country:us/state:pa/zip:18950","18950","89","0","0","0","0","0","38","0","0","0"
