city,geoid,feature label,feature id,shid,Housing Built 1939 or Earlier (2020-2024),Housing Built 1940 to 1949 (2020-2024),Housing Built 1950 to 1959 (2020-2024),Housing Built 1960 to 1969 (2020-2024),Housing Built 1970 to 1979 (2020-2024),Housing Built 1980 to 1989 (2020-2024),Housing Built 1990 to 1999 (2020-2024),Housing Built 2000 to 2009 (2020-2024),Housing Built 2010 to 2019 (2020-2024),Housing Built 2020 or Later (2020-2024),Renter Excessive Housing Costs (2020-2024),Home Owner Excessive Housing Costs (2020-2024),Median Home Rent (2020-2024),Median Household Income (2020-2024),Rental Vacancy Rate (2020-2024),Homeowner Vacancy Rate (2020-2024),Total Housing Units (2020-2024),Percent Change in Population (Difference Decennial Census 2020 - 2010),Per Capita Income (2020-2024),Income 49% and Below Poverty Level (2020-2024),Income 50% to 99% the Poverty Level (2020-2024),Income 100% to 124% the Poverty Level (2020-2024),Income 125% to 149% the Poverty Level (2020-2024),Income 150% to 184% the Poverty Level (2020-2024),Income 185% to 199% the Poverty Level (2020-2024),Income 200% and Over the Poverty Level (2020-2024),Unemployment Rate (2020-2024),Labor Force Participation Rate (2020-2024),Commute Mean Travel Time (2020-2024),Commute Transportation by Public Transit (2020-2024),No Vehicles Available (2020-2024),Total Population (2020-2024),data_source,Transit_Accessibility_Index,Expected_Rent_From_Income,Income_Rent_Mismatch_Ratio,Walkability_Premium_Index,Luxury_Vacancy_Flag,Vacancy_Quality_Score,Housing_Age_Diversity_Index,Economic_Stress_Index,Transit_Accessibility_Index_Std,Income_Rent_Mismatch_Ratio_Std,Walkability_Premium_Index_Std,Vacancy_Quality_Score_Std,Economic_Stress_Index_Std,Comprehensive_Mismatch_Score,Basic_Rent_Waste,Rent_Per_Commute_Minute,Commute_Rent_Mismatch,Comprehensive_Rent_Waste_Score,Total_Monthly_Location_Cost,Time_Value_Rent_Waste,Population_Growth_Score,New_Development_Score,Economic_Vitality_Score,Ultra_Recent_Boost,City_Boom_Score,Boom_Category,exclusion_reason
Denver,80101,ZIP Code 80101,publicpolygonfeature:5:60417,country:us/state:co/zip:80101,7,20,19,12,14,30,34,63,45,0,10,31,1375.0,70417.0,0.0,15.217391304347828,244,9.6435,41099.0,20,50,0,0,30,18,302,2.068965517241379,42.39766081871345,33.67768595041322,0,0,423,original_complete_data,11.311475409836063,1395.6279,0.9852196276672314,11.509670313475612,0,3.6058367502940274,2.0115308539003984,11.55375918598078,-0.2677104307075428,-0.0448720765859015,-1.2533535580349733,-1.0150926707115342,-0.4042357875511714,-0.3846532268629495,17.57623758741564,0.927914110429448,-256.3631632221711,61.152321630804074,1992.4242424242425,1020.042297979798,0.0652688655468056,23.600305640455684,30.768551817620786,0.0,14.795073749483285,STABLE/DECLINE,TinyPopulation
Denver,80290,ZIP Code 80290,publicpolygonfeature:5:59782,country:us/state:co/zip:80290,50,0,0,0,0,0,0,191,134,0,109,0,2306.0,103428.0,0.0,0.0,375,127.41121,72033.0,0,0,46,12,26,0,390,2.320675105485232,100.0,15.459610027855152,0,73,474,original_complete_data,8.0,1682.8236,1.3703159380460317,35.13875313659133,0,8.485258224753716,0.9800036040457822,7.52547585560244,-0.5118711857377715,1.475497204174459,2.862574839637465,-0.8000969498892544,-1.143125019984504,0.6429214813699852,14.252036886045817,3.3900655200655203,-321.60381240449715,50.54926387315969,2589.426183844011,1617.0442393995668,0.8623409690097809,45.72655367231639,37.38140034901988,0.0,23.36513552810331,STABLE/DECLINE,TinyPopulation
Denver,80476,ZIP Code 80476,publicpolygonfeature:5:60514,country:us/state:co/zip:80476,97,5,1,10,15,28,0,7,0,0,0,49,985.0,51875.0,0.0,0.0,163,19.32775,59964.0,0,22,0,5,19,0,113,0.0,62.33766233766234,29.8,0,0,159,original_complete_data,37.91411042944785,1234.3125,0.7980150893716138,13.638667292351007,0,1.1621460608011656,1.275567036685504,11.54686113361886,1.6937474236642551,-0.7839599919274345,-0.8825055149894916,-1.1227658946796255,-0.4055010651389089,0.1561833163558963,8.605492413373725,0.7512202562538133,-858.4112623181604,32.78029445073612,1531.3333333333337,558.951388888889,0.1308135340978144,0.0,29.48240124547146,0.0,7.4163850483021,STABLE/DECLINE,TinyPopulation
Orlando,32159,ZIP Code 32159,publicpolygonfeature:5:43249,country:us/state:fl/zip:32159,0,0,307,419,548,4771,8637,3461,2111,482,1806,4059,1401.0,58518.0,12.774957698815568,1.2629399585921326,20736,7.10436,41015.0,1244,1541,1030,1014,3294,623,23031,5.845488924905457,30.88500300340386,22.889774236387783,23,1040,32107,original_complete_data,0.9169643727455302,1292.1066,1.0842758639263974,20.943446365628667,0,37.47359524117949,1.5589405233048057,13.475180741701228,-1.034115536856802,0.3462042713750455,0.3899072930528979,0.4771791462437941,-0.0517983887761952,0.4568365536741383,11.622998970406856,1.3910538724445662,-820.2913320906891,26.00226500566251,1820.645861000443,848.2639165559982,0.048083529593623,16.001933916614355,41.31125204254388,2.705060614885623,15.415728482466609,STABLE/DECLINE,Retirement
Orlando,32730,ZIP Code 32730,publicpolygonfeature:5:43454,country:us/state:fl/zip:32730,44,0,231,594,1192,421,390,43,114,0,890,375,1581.0,47500.0,11.578947368421051,0.6149116064565718,3029,7.26687,35067.0,507,453,188,809,315,178,3611,3.289649638940894,72.53656658968437,22.582347297729452,38,188,6091,original_complete_data,5.696890871414881,1196.25,1.3216300940438872,21.94610117854292,0,47.73698230961319,1.6662646864237314,17.115210201447333,-0.6816833673659579,1.2832843482373526,0.5645588209361356,0.9294016714767286,0.6158752461103337,0.8842674222967134,13.686497521701204,1.5911462926367692,-657.1027239328914,32.61891279728199,1995.0097004583731,1022.6277560139288,0.049183425206213,4.816155692710578,63.62224982663769,0.0,17.367623363294772,STABLE/DECLINE,CollegeTown
Orlando,32839,ZIP Code 32839,publicpolygonfeature:5:43169,country:us/state:fl/zip:32839,195,455,1304,2203,4067,4519,3501,4872,3388,204,10044,1809,1503.0,47313.0,13.21915530428999,9.787383588121596,24708,16.18047,25908.0,5187,7614,2862,3760,4902,1361,24783,6.301140174379611,68.76881708073822,29.01251711324076,1153,3079,53242,original_complete_data,5.6112552800094155,1194.6231,1.258137399151247,22.79411096993979,0,44.80887571839541,1.999329635919174,24.38893848055051,-0.6879974262271268,1.0326136971150237,0.7122728734892096,0.8003842478910679,1.9500613160287072,1.0068105723858336,16.996169761856564,1.1773914953935984,-383.4741228342691,53.35220838052095,2034.8961470760808,1062.5142026316362,0.1095122020961396,18.60345787955867,59.99951066889029,0.960832140118134,20.715327515835632,STABLE/DECLINE,CollegeTown
Orlando,34748,ZIP Code 34748,publicpolygonfeature:5:43798,country:us/state:fl/zip:34748,1071,329,1839,2231,3401,3174,5649,5831,1709,667,3375,3923,1294.0,58192.0,12.26505256451099,3.625377643504532,25901,18.86442,34719.0,3519,2689,2128,3297,2820,1282,31738,8.00299644172545,38.15332667522709,26.72482952266346,69,1356,48095,original_complete_data,7.560571627909496,1289.2704,1.0036684313856892,18.991776142388392,0,30.10142505537464,2.051417734325692,16.770499335921418,-0.5442709924199033,0.0279642339275134,0.0499476359278258,0.1523486204493107,0.55264653900349,0.2381023189917942,12.295636901572276,1.1004407300017056,-717.5744561543793,33.958097395243485,1783.9552079154969,811.5732634710524,0.1276776370195957,11.7388308415551,37.24057907990417,2.9968447780296006,13.176165673202393,STABLE/DECLINE,Retirement
Columbus,43033,ZIP Code 43033,publicpolygonfeature:5:46399,country:us/state:oh/zip:43033,73,15,27,18,7,11,0,5,7,0,28,17,1292.0,75833.0,21.951219512195124,0.0,163,11.76469,29655.0,9,42,11,15,2,41,258,3.804347826086957,57.68025078369906,25.5625,0,11,387,original_complete_data,42.331288343558285,1442.7471,0.8955138430013132,20.689142241466175,0,31.96037137884464,1.679606894706514,13.725061074487591,2.019433518571856,-0.3990326219788441,0.3456102894780635,0.2342569997267159,-0.0059640042133392,0.6213948330430763,11.65140318103701,1.1486997110468993,-783.1354997653684,29.44507361268403,1760.6458333333333,788.2638888888888,0.0796254440617876,5.495476759904337,24.82452092278563,0.0,7.882642164089335,STABLE/DECLINE,TinyPopulation
Columbus,43036,ZIP Code 43036,publicpolygonfeature:5:46401,country:us/state:oh/zip:43036,78,21,8,4,5,8,3,1,0,8,17,18,1000.0,77813.0,9.090909090909092,0.0,136,5.24295,25232.0,52,12,19,39,27,7,203,5.88235294117647,60.311284046692606,25.82758620689655,0,2,359,original_complete_data,47.205882352941174,1459.9731,0.6849441267102798,16.849085222205197,0,11.038856518432349,1.452705911126122,16.617847324630873,2.3788456858075104,-1.2303668089836532,-0.3232857422712358,-0.6875810074330282,0.5246462921982878,0.7375670608590501,7.5248695788504945,0.879961160334992,-1060.6394763669314,18.87599093997735,1473.5057471264367,501.1238026819923,0.0354851867702208,7.52741774675972,14.827967459536396,6.845513413506013,6.6621883456321935,STABLE/DECLINE,TinyPopulation
Columbus,43077,ZIP Code 43077,publicpolygonfeature:5:46424,country:us/state:oh/zip:43077,29,4,3,2,9,5,6,6,0,0,1,5,967.0,104545.0,0.0,0.0,64,-1.2093,31210.0,7,3,2,4,17,10,226,32.6530612244898,82.70042194092827,24.074074074074073,0,1,269,original_complete_data,33.75,1692.5414999999998,0.5713301564540664,17.876168269982795,0,0.9896814627370656,1.7025985188261612,27.452691795429452,1.3867204279440697,-1.6789174327817808,-0.1443790824249121,-1.1303649821475148,2.512031304118736,0.9100941522479188,6.489590759535919,0.912902097902098,-1189.5288596902865,12.137599093997734,1408.358024691358,435.9760802469135,0.0,0.0,6.226969374966781,0.0,1.5567423437416952,STABLE/DECLINE,TinyPopulation
Columbus,43109,ZIP Code 43109,publicpolygonfeature:5:46436,country:us/state:oh/zip:43109,29,40,0,3,0,0,1,4,0,0,13,3,1131.0,56940.0,0.0,0.0,77,4.27344,32525.0,3,25,3,1,0,7,113,54.21686746987952,76.14678899082568,41.72413793103448,1,11,152,original_complete_data,54.0293916609706,1278.378,0.8847148495984756,17.091862327869382,0,1.918336990774527,1.0444837134816178,51.52426520847574,2.881954716801866,-0.4416673016428951,-0.2809966195410722,-1.0894468188588806,6.927367799567751,1.4879574470854673,16.15921244994153,0.6160593538692714,-60.34948785579081,60.806908267270664,1895.942528735632,923.5605842911876,0.0289233764486276,0.0,31.572072470552285,0.0,7.903141299395091,STABLE/DECLINE,TinyPopulation
Columbus,43111,ZIP Code 43111,publicpolygonfeature:5:46439,country:us/state:oh/zip:43111,45,0,0,0,0,12,55,0,51,0,45,0,987.0,46694.0,0.0,0.0,163,-32.74956,26272.0,0,0,51,0,0,0,198,10.256410256410255,15.66265060240964,,0,51,249,original_complete_data,16.564417177914113,1189.2378,0.8299433469067331,36.90184049079755,0,1.1833724728705932,1.2775224444027935,13.088423959589605,0.1195979649441871,-0.6579064810619272,3.16968541870977,-1.1218306223758852,-0.1227393823547184,0.4539673182854962,8.01858072316003,0.8037585367750449,-959.8380274729544,26.142412231030576,1498.6586402305302,526.2766957860857,0.0,40.038473536445885,34.61586499751834,0.0,20.66550831031335,STABLE/DECLINE,TinyPopulation
Columbus,43126,ZIP Code 43126,publicpolygonfeature:5:46448,country:us/state:oh/zip:43126,107,10,14,15,0,0,0,3,0,0,13,21,683.0,63333.0,0.0,0.0,149,-2.45448,34131.0,25,9,54,0,48,18,152,0.0,56.69291338582677,30.545454545454547,0,7,306,original_complete_data,52.75167785234899,1333.9971,0.5119951160313617,16.51797501595466,0,0.0795990452603538,0.9510474555124688,9.00820283370619,2.787746688773342,-1.9131735663776028,-0.3809615272717666,-1.170464782170376,-0.8711553224964237,0.7095909237686456,3.5043659219480077,0.5081845238095238,-1119.6466874280106,26.55436013590034,1243.0,270.61805555555554,0.0,0.0,9.89178296702956,0.0,2.47294574175739,STABLE/DECLINE,TinyPopulation
Columbus,43144,ZIP Code 43144,publicpolygonfeature:5:46462,country:us/state:oh/zip:43144,74,26,23,11,11,12,20,1,0,0,2,37,765.0,34732.0,0.0,0.0,178,-32.74956,24100.0,23,46,26,9,32,6,153,11.029411764705882,54.400000000000006,39.45454545454545,0,3,295,original_complete_data,41.46067415730337,1085.1684,0.7049597094791923,9.517730146305642,0,0.2016509146595629,1.7109132406171554,21.87520957726073,1.9552416431242436,-1.1513448179694123,-1.6003277999847585,-1.16508696642387,1.488979741679063,0.4867321719850441,6.58812464470796,0.440668202764977,-550.4603045945139,44.73386183465458,1488.3333333333337,515.951388888889,0.0,0.0,36.73685817794971,0.0,9.184214544487428,STABLE/DECLINE,TinyPopulation
Columbus,43151,ZIP Code 43151,publicpolygonfeature:5:46460,country:us/state:oh/zip:43151,51,5,4,6,9,8,3,1,0,0,9,16,1102.0,62292.0,0.0,0.0,87,-2.29792,26750.0,6,27,33,2,3,5,157,0.0,63.888888888888886,25.57894736842105,0,1,233,original_complete_data,41.37931034482759,1324.9404,0.8317355256130766,16.760783331814547,0,1.724645980640999,1.4248458027186297,11.412362488283756,1.9492425498417696,-0.6508309174241522,-0.3386669680660638,-1.09798117863051,-0.4301715246533949,0.2501757755615789,8.914838941733604,0.9791432846988404,-972.2360888142456,21.359003397508495,1570.9473684210525,598.565423976608,0.0,0.0,26.384947658476364,0.0,6.596236914619091,STABLE/DECLINE,TinyPopulation
Columbus,43156,ZIP Code 43156,publicpolygonfeature:5:46463,country:us/state:oh/zip:43156,50,1,5,10,26,6,3,12,2,0,3,13,850.0,93542.0,0.0,0.0,115,-5.77559,33744.0,0,13,0,3,0,6,215,11.851851851851851,66.83168316831683,25.80808080808081,0,0,237,original_complete_data,29.217391304347828,1596.8154,0.5323094955121299,15.83038266285568,0,0.5173937941922997,1.6437471840847686,13.720734444467094,1.0525234237628425,-1.8329719189250784,-0.5007326124775757,-1.1511747909057344,-0.0067576177883227,0.4540377677090603,5.328500939548792,0.74853228962818,-1211.7061132204258,14.442242355605886,1323.1481481481485,350.7662037037038,0.0,2.2254974207811347,5.838250853029446,0.0,2.1272119394917017,STABLE/DECLINE,TinyPopulation
Columbus,43158,ZIP Code 43158,publicpolygonfeature:5:46465,country:us/state:oh/zip:43158,18,0,0,0,0,0,16,0,0,0,15,2,956.0,,0.0,0.0,34,-4.2949,15271.0,58,44,0,0,16,0,42,0.0,50.427350427350426,9.576271186440678,0,0,160,original_complete_data,31.76470588235294,,,24.742263121475553,0,0.9127357189853904,0.6914160776171183,35.5,1.240341291537988,,1.051619720911,-1.1337553442485728,3.9881115335278055,,1.872871706156603,2.2688656476267095,-1993.329406898965,3.96942242355606,1131.5649717514125,159.18302730696803,0.0,0.0,26.10357201868189,0.0,6.525893004670473,STABLE/DECLINE,TinyPopulation
Columbus,43317,ZIP Code 43317,publicpolygonfeature:5:46497,country:us/state:oh/zip:43317,49,1,3,6,2,2,2,2,4,0,4,11,1083.0,56875.0,0.0,0.0,71,-1.43033,29197.0,8,6,1,6,25,4,94,0.0,49.664429530201346,28.71212121212121,0,0,173,original_complete_data,44.7887323943662,1277.8125,0.8475421863536317,14.235954097521436,0,1.584021000681041,1.22273701538283,8.114241001564945,2.200625078414817,-0.5884258494615389,-0.7784646708585876,-1.104177357642789,-1.035130573937712,0.1237780122734223,9.866441464178614,0.8572559366754617,-819.9010281131352,32.45186862967158,1609.3888888888887,637.0069444444442,0.0,7.209357841967059,29.610892451710697,0.0,9.565530465517792,STABLE/DECLINE,TinyPopulation
Columbus,43321,ZIP Code 43321,publicpolygonfeature:5:46245,country:us/state:oh/zip:43321,59,4,9,6,8,15,0,39,19,0,8,30,850.0,48125.0,0.0,0.0,159,-5.78421,25964.0,9,38,76,2,26,0,227,3.278688524590164,60.797342192691026,28.202614379084967,0,0,378,original_complete_data,27.16981132075472,1201.6875,0.7073386383731212,14.515692715378034,0,0.5173937941922997,1.7184325368145603,12.172362721079084,0.9015518437553596,-1.1419527508060447,-0.7297372560122001,-1.1511747909057344,-0.290768224884371,0.1395854136772528,5.900458450938785,0.68497840514063,-1080.7629944516525,22.90203850509626,1367.0479302832246,394.6659858387801,0.0,15.291546743417546,26.316799176223935,0.0,11.166663817081249,STABLE/DECLINE,TinyPopulation
Columbus,43350,ZIP Code 43350,publicpolygonfeature:5:6671676,country:us/state:oh/zip:43350,17,6,10,0,0,0,1,16,5,0,2,10,983.0,70583.0,0.0,0.0,55,0.91322,30165.0,1,10,0,13,0,0,122,7.042253521126761,62.28070175438597,28.05084745762712,0,8,146,original_complete_data,36.0,1397.0721,0.7036143660731612,24.780836705786395,0,1.1435729502404164,1.5646123904638989,12.572953147137984,1.5526167825376287,-1.156656265343684,1.0583388184000355,-1.1235842579453983,-0.2172897904856163,0.5589607387087143,8.00102825142022,0.7964432848118648,-956.0622449872344,26.67044167610419,1497.265536723164,524.8835922787194,0.0061808299263393,11.633281972265024,17.39639341443189,0.0,7.841246235761699,STABLE/DECLINE,TinyPopulation
Columbus,43740,ZIP Code 43740,publicpolygonfeature:5:46615,country:us/state:oh/zip:43740,26,19,26,18,14,8,1,3,0,0,1,12,744.0,66806.0,0.0,0.0,115,1.35157,31347.0,4,17,6,2,28,5,199,11.03448275862069,60.416666666666664,31.90082644628099,0,0,261,original_complete_data,37.04347826086956,1364.2122,0.5453697012825425,12.48523372024929,0,0.1565447890120291,1.83823452803745,13.620256538397468,1.629554222349134,-1.7814099197093165,-1.0834210574919672,-1.1670744200693175,-0.0251878116955923,0.4606276059906242,4.813718783110788,0.5300518134715027,-984.5292785368296,31.591166477916193,1328.8484848484848,356.4665404040403,0.0091476580709385,0.0,10.733459625684342,0.0,2.686566586745914,STABLE/DECLINE,TinyPopulation
