"feature id","feature label","shid","geoid","Education 9th to 12th Grade, No Diploma (2020-2024)","Education Less than 9th Grade (2020-2024)","Education High School Degree (2020-2024)","Education Some College No Degree (2020-2024)","Education Associate Degree (2020-2024)","Education Bachelor's Degree (2020-2024)","Education Graduate Degree (2020-2024)","Blue-collar Employment (2020-2024)","Employment Entropy Index (2023)","Employment Access Index (2016)","Management, Business, Science, and Arts Occupations (2020-2024)","Service Occupations (2020-2024)","Sales and Office Occupations (2020-2024)","Natural Resources, Construction, and Maintenance Occupations (2020-2024)","Production, Transportation, and Material Moving Occupations (2020-2024)","Military Occupations (2020-2024)"
"publicpolygonfeature:5:63590","ZIP Code 94401","country:us/state:ca/zip:94401","94401","954","2785","3817","3916","2081","6994","4669","3457","0.891591168365084","49193.8682","9092","3487","3070","1865","1592","0"
"publicpolygonfeature:5:63592","ZIP Code 94402","country:us/state:ca/zip:94402","94402","243","516","1983","1966","1097","6036","6671","853","0.8371959423421409","47221.3824","8815","1424","1931","338","515","0"
"publicpolygonfeature:5:63593","ZIP Code 94403","country:us/state:ca/zip:94403","94403","993","1410","3710","4347","2267","10692","8847","2562","0.8716746073286687","52141.6697","14787","2938","3590","1038","1524","0"
"publicpolygonfeature:5:63594","ZIP Code 94404","country:us/state:ca/zip:94404","94404","375","628","1850","2579","1399","8987","10738","1074","0.7137956934585902","53496.6671","14043","1183","2347","456","618","0"
"publicpolygonfeature:5:63595","ZIP Code 94501","country:us/state:ca/zip:94501","94501","1110","1750","4965","7856","3407","15551","11951","2945","0.9536597358952292","60535.6083","20262","3940","5055","1068","1877","224"
"publicpolygonfeature:5:63596","ZIP Code 94502","country:us/state:ca/zip:94502","94502","345","271","589","754","576","4041","3070","404","0.7236742672861032","43379.1759","4762","326","882","155","249","33"
"publicpolygonfeature:5:63598","ZIP Code 94509","country:us/state:ca/zip:94509","94509","3928","4639","14660","11876","3874","6573","2144","8230","0.894776771312581","15028.8315","9895","8291","6671","3769","4461","0"
"publicpolygonfeature:5:63599","ZIP Code 94505","country:us/state:ca/zip:94505","94505","466","144","2377","2885","1345","2230","1268","1065","0.8740526396766576","5834.8283","3314","1013","1504","693","372","0"
"publicpolygonfeature:5:63600","ZIP Code 94506","country:us/state:ca/zip:94506","94506","83","170","1447","2106","902","7954","6137","463","0.8944270300660102","15392.8814","8865","881","2107","287","176","0"
"publicpolygonfeature:5:63601","ZIP Code 94507","country:us/state:ca/zip:94507","94507","116","77","782","870","500","4648","3493","442","0.9072165724227407","19510.9705","4370","391","1274","112","330","0"
"publicpolygonfeature:5:63605","ZIP Code 94511","country:us/state:ca/zip:94511","94511","134","356","500","130","112","127","160","243","0.702384960091142","4536","107","21","47","243","0","0"
"publicpolygonfeature:5:63607","ZIP Code 94518","country:us/state:ca/zip:94518","94518","1459","1158","3462","3424","2084","5719","2980","1856","0.8940548414715567","38014.4593","6388","2986","2271","806","1050","0"
"publicpolygonfeature:5:63608","ZIP Code 94519","country:us/state:ca/zip:94519","94519","655","813","3284","3903","1194","2673","1321","1986","0.8927687096517407","30073.4881","3587","1805","1877","971","1015","0"
"publicpolygonfeature:5:63609","ZIP Code 94929","country:us/state:ca/zip:94929","94929","0","0","40","0","40","128","85","29","0.12374463751387148","4391","85","0","0","29","0","0"
"publicpolygonfeature:5:63610","ZIP Code 94513","country:us/state:ca/zip:94513","94513","2023","1871","9479","10164","4456","11744","5657","5248","0.930015936282739","11120.0161","14317","5364","6987","2906","2342","20"
"publicpolygonfeature:5:63611","ZIP Code 94514","country:us/state:ca/zip:94514","94514","120","74","290","379","203","104","106","282","0.6592379644673946","9001.291","204","228","116","108","174","0"
"publicpolygonfeature:5:63612","ZIP Code 94566","country:us/state:ca/zip:94566","94566","487","731","3264","3565","2014","11178","10309","1120","0.9088152612222948","28190.1442","15272","1876","3472","403","717","30"
"publicpolygonfeature:5:63614","ZIP Code 94516","country:us/state:ca/zip:94516","94516","0","14","27","18","3","71","47","27","0.21143651821352208","21208.4995","69","2","8","27","0","0"
"publicpolygonfeature:5:63615","ZIP Code 94517","country:us/state:ca/zip:94517","94517","67","34","946","1526","905","3250","1576","729","0.9045869620284611","12529.5479","3231","626","1096","299","430","0"
"publicpolygonfeature:5:63616","ZIP Code 94520","country:us/state:ca/zip:94520","94520","2532","3115","5944","4823","1790","5630","1821","4675","0.8802698874975529","45696.8686","5996","5915","2883","2608","2067","27"
"publicpolygonfeature:5:63617","ZIP Code 94521","country:us/state:ca/zip:94521","94521","968","672","5924","6332","3109","9604","4061","3056","0.8956817666591671","18841.795","11196","2655","4696","1330","1726","26"
"publicpolygonfeature:5:63618","ZIP Code 94523","country:us/state:ca/zip:94523","94523","482","537","3479","4355","2325","7472","6233","1936","0.9347246946212568","39110.3273","10642","2149","3222","884","1052","0"
"publicpolygonfeature:5:63619","ZIP Code 94525","country:us/state:ca/zip:94525","94525","70","41","537","695","366","529","340","277","0.659188902488129","12045.0982","954","126","251","137","140","0"
"publicpolygonfeature:5:63621","ZIP Code 94526","country:us/state:ca/zip:94526","94526","335","205","1589","2837","1463","9706","6323","1085","0.9444618493228282","27633.6255","10178","763","3026","545","540","0"
"publicpolygonfeature:5:63622","ZIP Code 94528","country:us/state:ca/zip:94528","94528","0","0","0","102","45","151","430","0","0.40886462554594416","15494.7866","344","0","64","0","0","0"
"publicpolygonfeature:5:63623","ZIP Code 94530","country:us/state:ca/zip:94530","94530","276","450","2247","2612","966","7289","6409","1190","0.9061327263703542","32298.282","9229","1543","2051","437","753","0"
"publicpolygonfeature:5:63624","ZIP Code 94531","country:us/state:ca/zip:94531","94531","1750","1412","7967","7493","3220","7198","3203","4312","0.727717914311116","12605.2025","9963","4038","4807","1720","2592","0"
"publicpolygonfeature:5:63628","ZIP Code 94536","country:us/state:ca/zip:94536","94536","1577","1602","8885","6441","2842","16625","13655","4449","0.867938087639941","35456.4671","23522","3470","5336","1661","2788","29"
"publicpolygonfeature:5:63630","ZIP Code 94538","country:us/state:ca/zip:94538","94538","3000","2241","8228","5596","3038","14689","12130","5257","0.6740730400544508","45515.2424","21564","4573","5404","1710","3547","24"
"publicpolygonfeature:5:63631","ZIP Code 94539","country:us/state:ca/zip:94539","94539","558","805","2370","2576","1403","13143","16989","1493","0.7813348424331102","34051.2914","21036","1052","2613","359","1134","0"
"publicpolygonfeature:5:63632","ZIP Code 94541","country:us/state:ca/zip:94541","94541","3747","5426","11374","8854","3833","9906","4772","8700","0.938834831138981","37544.8","12819","6301","6416","3913","4787","0"
"publicpolygonfeature:5:63633","ZIP Code 94542","country:us/state:ca/zip:94542","94542","603","752","1673","1855","626","2905","2314","1337","0.6342999913603466","28491.2045","3622","947","1845","562","775","3"
"publicpolygonfeature:5:63634","ZIP Code 94544","country:us/state:ca/zip:94544","94544","4493","7063","14478","9329","3739","12141","4171","12111","0.8467681524783104","35809.9611","12878","8028","7043","4816","7295","19"
"publicpolygonfeature:5:63635","ZIP Code 94545","country:us/state:ca/zip:94545","94545","1233","2758","5485","4064","1841","6795","2198","3810","0.7130443143406684","44497.0614","6100","2796","3167","1372","2438","0"
"publicpolygonfeature:5:63636","ZIP Code 94546","country:us/state:ca/zip:94546","94546","1202","1550","5918","6650","3898","8516","5216","3685","0.8506252137142987","30150.7556","11776","3742","3584","1588","2097","0"
"publicpolygonfeature:5:63637","ZIP Code 94547","country:us/state:ca/zip:94547","94547","687","777","2677","4332","2005","6225","2718","1662","0.91428539578581","16476.7606","6558","1791","3256","430","1232","20"
"publicpolygonfeature:5:63638","ZIP Code 94548","country:us/state:ca/zip:94548","94548","0","94","151","128","66","41","85","53","0.3761666841740506","6691","151","107","62","20","33","0"
"publicpolygonfeature:5:63640","ZIP Code 94549","country:us/state:ca/zip:94549","94549","81","105","785","1999","1167","8274","7450","597","0.919116204638302","26898.1927","9624","758","2295","345","252","0"
"publicpolygonfeature:5:63641","ZIP Code 94551","country:us/state:ca/zip:94551","94551","935","1201","3832","5994","2120","8127","4947","2690","0.7852052236578076","20568.1709","11371","3293","3104","1466","1224","0"
"publicpolygonfeature:5:63642","ZIP Code 94578","country:us/state:ca/zip:94578","94578","1747","3857","7439","6592","2391","5651","2012","5870","0.7805840706790402","41284.0581","6825","4410","4374","2561","3309","0"
"publicpolygonfeature:5:63643","ZIP Code 94550","country:us/state:ca/zip:94550","94550","779","629","4556","6179","3369","11349","8134","2870","0.7330310313972018","20879.4697","15324","3307","3781","1264","1606","22"
"publicpolygonfeature:5:63644","ZIP Code 94552","country:us/state:ca/zip:94552","94552","364","345","1007","1306","1170","3698","2866","612","0.9091819658453738","20831.4631","4623","637","1092","366","246","7"
"publicpolygonfeature:5:63645","ZIP Code 94553","country:us/state:ca/zip:94553","94553","1529","825","6413","8137","3493","10731","4623","3609","0.8437191822259594","28053.9201","11977","3668","5250","1733","1876","0"
"publicpolygonfeature:5:63646","ZIP Code 94556","country:us/state:ca/zip:94556","94556","94","30","444","750","575","4257","4284","168","0.9361716721474551","21105.5923","5353","475","1027","43","125","0"
"publicpolygonfeature:5:63649","ZIP Code 94560","country:us/state:ca/zip:94560","94560","1891","1676","6489","5527","2780","8534","8454","4183","0.8020056099616186","31070.5524","14795","3505","4508","1497","2686","0"
"publicpolygonfeature:5:63650","ZIP Code 94561","country:us/state:ca/zip:94561","94561","2058","1386","8449","8045","3459","5767","1766","5705","0.9008835429226277","8198.9192","9005","3973","4896","2829","2876","0"
"publicpolygonfeature:5:63651","ZIP Code 94563","country:us/state:ca/zip:94563","94563","54","199","560","773","364","5319","6402","344","0.9059322660669079","23301.8826","6989","625","850","126","218","0"
"publicpolygonfeature:5:63652","ZIP Code 94564","country:us/state:ca/zip:94564","94564","1000","683","3081","2716","1385","3754","1816","1361","0.872916777869332","18488.4137","4226","1503","2114","510","851","0"
"publicpolygonfeature:5:63653","ZIP Code 94565","country:us/state:ca/zip:94565","94565","6152","7930","18293","14134","5625","10269","3845","13438","0.9081762816269321","13843.2346","13498","11853","9784","6960","6478","32"
"publicpolygonfeature:5:63655","ZIP Code 94568","country:us/state:ca/zip:94568","94568","1034","1269","4850","5204","2459","18507","15669","2517","0.9630336822923933","32678.4006","26609","2309","5103","910","1607","355"
"publicpolygonfeature:5:63656","ZIP Code 94569","country:us/state:ca/zip:94569","94569","0","0","40","62","84","35","37","59","0.34306424264275537","11889","10","10","32","59","0","0"
"publicpolygonfeature:5:63657","ZIP Code 94579","country:us/state:ca/zip:94579","94579","1185","2018","4152","2566","1135","3325","964","2537","0.8261831297877352","42057.0007","3233","2243","2115","976","1561","0"
"publicpolygonfeature:5:63659","ZIP Code 94572","country:us/state:ca/zip:94572","94572","766","290","1259","1693","393","1591","446","982","0.6715695501551161","13252.5744","1321","710","1128","355","627","0"
"publicpolygonfeature:5:63661","ZIP Code 94580","country:us/state:ca/zip:94580","94580","1466","2161","5510","4909","1984","4573","1078","4484","0.7932990567045934","34769.1489","4638","2877","3371","1459","3025","11"
"publicpolygonfeature:5:63662","ZIP Code 94582","country:us/state:ca/zip:94582","94582","485","427","1887","2514","1919","12579","12074","851","0.8373646177888676","25343.0072","17753","1668","3482","188","663","0"
"publicpolygonfeature:5:63664","ZIP Code 94575","country:us/state:ca/zip:94575","94575","0","0","13","21","28","21","9","44","0.20988579075467936","19486.2569","105","88","89","0","44","0"
