"feature id","feature label","shid","geoid","People Commuting to Work by Drive Alone (2020-2024)","People Commuting to Work by Drive Carpool (2020-2024)","People Commuting to Work by Walk (2020-2024)","People Commuting to Work by Bicycle (2020-2024)","Commute Transportation by Walk (2020-2024)","Commute Transportation by Drive Carpool (2020-2024)","Male Commuting to Work by Walk (2020-2024)","Female Commuting to Work by Drive Alone (2020-2024)","Female Commuting to Work by Drive Carpool (2020-2024)","Female Commuting to Work by Public Transit (2020-2024)","Female Commuting to Work by Walk (2020-2024)","Commute Transportation by Motorcycle (2020-2024)","Female Commuting to Work by Bicycle (2020-2024)","People Commuting to Work by Public Transit (2020-2024)","People Commuting to Work by Taxi, Ride Hailing Service, Motorcycle, or Other Means (2020-2024)","Commute Transportation by Taxi or Ride Hailing Service (2020-2024)","Commute Transportation by Bicycle (2020-2024)","No Commute / Work From Home (2020-2024)","Commute Transportation by Other Transit (2020-2024)","Commute Transportation by Public Transit (2020-2024)","Male Commuting to Work by Drive Carpool (2020-2024)","Male Commuting to Work by Public Transit (2020-2024)","Male Commuting to Work by Bicycle (2020-2024)","Male Commuting to Work by Taxi, Ride Hailing Service, Motorcycle, or Other Means (2020-2024)","Commute Transportation by Drive Alone (2020-2024)","Male Commuting to Work by Drive Alone (2020-2024)","Female Commuting to Work by Taxi, Ride Hailing Service, Motorcycle, or Other Means (2020-2024)"
"publicpolygonfeature:5:45712","ZIP Code 40110","country:us/state:ky/zip:40110","40110","300","0","0","0","0","0","0","94","0","0","0","0","0","0","0","0","0","17","0","0","0","0","0","0","300","206","0"
"publicpolygonfeature:5:45714","ZIP Code 40121","country:us/state:ky/zip:40121","40121","3122","255","946","36","946","255","859","1010","67","0","87","0","36","0","0","0","36","228","0","0","188","0","0","0","3122","2112","0"
"publicpolygonfeature:5:45716","ZIP Code 40142","country:us/state:ky/zip:40142","40142","867","162","21","0","21","162","0","620","79","0","21","0","0","0","0","0","0","71","0","0","83","0","0","0","867","247","0"
"publicpolygonfeature:5:45719","ZIP Code 40161","country:us/state:ky/zip:40161","40161","75","0","0","0","0","0","0","16","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","75","59","0"
"publicpolygonfeature:5:45723","ZIP Code 40150","country:us/state:ky/zip:40150","40150","1852","227","19","0","19","227","19","908","118","0","0","0","0","0","19","3","0","159","16","0","109","0","0","19","1852","944","0"
"publicpolygonfeature:5:45725","ZIP Code 40155","country:us/state:ky/zip:40155","40155","293","46","7","0","7","46","7","102","42","0","0","3","0","0","38","0","0","134","35","0","4","0","0","36","293","191","2"
"publicpolygonfeature:5:45726","ZIP Code 40157","country:us/state:ky/zip:40157","40157","412","8","0","0","0","8","0","197","8","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","412","215","0"
"publicpolygonfeature:5:45731","ZIP Code 40165","country:us/state:ky/zip:40165","40165","15252","1348","224","4","224","1348","98","6857","582","0","126","0","0","0","99","2","4","1749","97","0","766","0","4","15","15252","8395","84"
"publicpolygonfeature:5:45732","ZIP Code 40175","country:us/state:ky/zip:40175","40175","6439","561","51","17","51","561","51","2655","284","9","0","0","0","9","0","0","17","819","0","9","277","0","17","0","6439","3784","0"
"publicpolygonfeature:5:45733","ZIP Code 40176","country:us/state:ky/zip:40176","40176","311","100","45","0","45","100","45","151","19","0","0","0","0","0","0","0","0","0","0","0","81","0","0","0","311","160","0"
"publicpolygonfeature:5:45734","ZIP Code 40177","country:us/state:ky/zip:40177","40177","559","42","0","0","0","42","0","215","39","11","0","0","0","11","10","0","0","15","10","11","3","0","0","10","559","344","0"
"publicpolygonfeature:5:45735","ZIP Code 40213","country:us/state:ky/zip:40213","40213","6267","732","59","0","59","732","15","2882","397","58","44","0","0","109","105","19","0","832","86","109","335","51","0","70","6267","3385","35"
"publicpolygonfeature:5:45736","ZIP Code 40214","country:us/state:ky/zip:40214","40214","16526","2512","473","8","473","2512","223","7347","1097","45","250","8","0","362","528","45","8","1842","475","362","1415","317","8","258","16526","9179","270"
"publicpolygonfeature:5:45737","ZIP Code 40215","country:us/state:ky/zip:40215","40215","6369","798","120","40","120","798","107","2746","347","32","13","25","11","76","545","50","40","766","470","76","451","44","29","245","6369","3623","300"
"publicpolygonfeature:5:45738","ZIP Code 40216","country:us/state:ky/zip:40216","40216","14486","1690","25","0","25","1690","0","7629","918","292","25","0","0","644","354","14","0","2011","340","644","772","352","0","41","14486","6857","313"
"publicpolygonfeature:5:45739","ZIP Code 40217","country:us/state:ky/zip:40217","40217","5513","256","183","92","183","256","101","2575","165","46","82","0","32","90","39","2","92","893","37","90","91","44","60","19","5513","2938","20"
"publicpolygonfeature:5:45740","ZIP Code 40219","country:us/state:ky/zip:40219","40219","13757","2374","397","34","397","2374","44","6417","1244","208","353","0","11","267","37","1","34","1754","36","267","1130","59","23","17","13757","7340","20"
"publicpolygonfeature:5:45741","ZIP Code 40220","country:us/state:ky/zip:40220","40220","13776","1203","181","17","181","1203","71","6413","631","40","110","1","3","115","177","38","17","2865","138","115","572","75","14","100","13776","7363","77"
