"feature id","feature label","shid","geoid","People Commuting to Work by Drive Alone (2020-2024)","People Commuting to Work by Drive Carpool (2020-2024)","People Commuting to Work by Walk (2020-2024)","People Commuting to Work by Bicycle (2020-2024)","Commute Transportation by Walk (2020-2024)","Commute Transportation by Drive Carpool (2020-2024)","Male Commuting to Work by Walk (2020-2024)","Female Commuting to Work by Drive Alone (2020-2024)","Female Commuting to Work by Drive Carpool (2020-2024)","Female Commuting to Work by Public Transit (2020-2024)","Female Commuting to Work by Walk (2020-2024)","Commute Transportation by Motorcycle (2020-2024)","Female Commuting to Work by Bicycle (2020-2024)","People Commuting to Work by Public Transit (2020-2024)","People Commuting to Work by Taxi, Ride Hailing Service, Motorcycle, or Other Means (2020-2024)","Commute Transportation by Taxi or Ride Hailing Service (2020-2024)","Commute Transportation by Bicycle (2020-2024)","No Commute / Work From Home (2020-2024)","Commute Transportation by Other Transit (2020-2024)","Commute Transportation by Public Transit (2020-2024)","Male Commuting to Work by Drive Carpool (2020-2024)","Male Commuting to Work by Public Transit (2020-2024)","Male Commuting to Work by Bicycle (2020-2024)","Male Commuting to Work by Taxi, Ride Hailing Service, Motorcycle, or Other Means (2020-2024)","Commute Transportation by Drive Alone (2020-2024)","Male Commuting to Work by Drive Alone (2020-2024)","Female Commuting to Work by Taxi, Ride Hailing Service, Motorcycle, or Other Means (2020-2024)"
"publicpolygonfeature:5:41814","ZIP Code 33128","country:us/state:fl/zip:33128","33128","2498","615","611","153","611","615","341","925","194","354","270","0","7","401","324","94","153","367","230","401","421","47","146","86","2498","1573","238"
"publicpolygonfeature:5:41815","ZIP Code 33129","country:us/state:fl/zip:33129","33129","5243","623","465","60","465","623","202","2377","219","182","263","54","0","348","286","29","60","1917","203","348","404","166","60","189","5243","2866","97"
"publicpolygonfeature:5:41830","ZIP Code 33130","country:us/state:fl/zip:33130","33130","10105","1909","2588","274","2588","1909","1576","3552","828","1442","1012","136","81","2574","475","225","274","3725","114","2574","1081","1132","193","177","10105","6553","298"
"publicpolygonfeature:5:41831","ZIP Code 33131","country:us/state:fl/zip:33131","33131","6547","453","2838","47","2838","453","1530","3008","147","312","1308","97","5","562","502","91","47","5549","314","562","306","250","42","322","6547","3539","180"
"publicpolygonfeature:5:41834","ZIP Code 33132","country:us/state:fl/zip:33132","33132","7579","747","471","77","471","747","320","3183","311","487","151","94","67","798","560","182","77","3885","284","798","436","311","10","256","7579","4396","304"
"publicpolygonfeature:5:41835","ZIP Code 33133","country:us/state:fl/zip:33133","33133","12085","675","782","154","782","675","502","5035","317","492","280","0","38","753","495","25","154","4899","470","753","358","261","116","234","12085","7050","261"
"publicpolygonfeature:5:41844","ZIP Code 33134","country:us/state:fl/zip:33134","33134","13456","1647","583","116","583","1647","290","5824","644","130","293","0","83","384","329","138","116","3977","191","384","1003","254","33","147","13456","7632","182"
"publicpolygonfeature:5:41869","ZIP Code 33135","country:us/state:fl/zip:33135","33135","12097","2305","461","168","461","2305","245","4809","904","932","216","51","13","1929","239","13","168","1515","175","1929","1401","997","155","126","12097","7288","113"
"publicpolygonfeature:5:41877","ZIP Code 33136","country:us/state:fl/zip:33136","33136","4245","971","588","293","588","971","331","1879","585","509","257","203","33","911","488","81","293","709","204","911","386","402","260","305","4245","2366","183"
"publicpolygonfeature:5:41884","ZIP Code 33137","country:us/state:fl/zip:33137","33137","9539","889","877","296","877","889","532","3824","476","442","345","155","81","732","1193","542","296","4892","496","732","413","290","215","496","9539","5715","697"
