"feature id","feature label","shid","geoid","People Commuting to Work by Drive Alone (2020-2024)","People Commuting to Work by Drive Carpool (2020-2024)","People Commuting to Work by Walk (2020-2024)","People Commuting to Work by Bicycle (2020-2024)","Commute Transportation by Walk (2020-2024)","Commute Transportation by Drive Carpool (2020-2024)","Male Commuting to Work by Walk (2020-2024)","Female Commuting to Work by Drive Alone (2020-2024)","Female Commuting to Work by Drive Carpool (2020-2024)","Female Commuting to Work by Public Transit (2020-2024)","Female Commuting to Work by Walk (2020-2024)","Commute Transportation by Motorcycle (2020-2024)","Female Commuting to Work by Bicycle (2020-2024)","People Commuting to Work by Public Transit (2020-2024)","People Commuting to Work by Taxi, Ride Hailing Service, Motorcycle, or Other Means (2020-2024)","Commute Transportation by Taxi or Ride Hailing Service (2020-2024)","Commute Transportation by Bicycle (2020-2024)","No Commute / Work From Home (2020-2024)","Commute Transportation by Other Transit (2020-2024)","Commute Transportation by Public Transit (2020-2024)","Male Commuting to Work by Drive Carpool (2020-2024)","Male Commuting to Work by Public Transit (2020-2024)","Male Commuting to Work by Bicycle (2020-2024)","Male Commuting to Work by Taxi, Ride Hailing Service, Motorcycle, or Other Means (2020-2024)","Commute Transportation by Drive Alone (2020-2024)","Male Commuting to Work by Drive Alone (2020-2024)","Female Commuting to Work by Taxi, Ride Hailing Service, Motorcycle, or Other Means (2020-2024)"
"publicpolygonfeature:5:59792","ZIP Code 80294","country:us/state:co/zip:80294","80294","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:60389","ZIP Code 80002","country:us/state:co/zip:80002","80002","8435","594","149","58","149","594","19","3973","225","90","130","0","6","218","118","43","58","2924","75","218","369","128","52","8","8435","4462","110"
"publicpolygonfeature:5:60390","ZIP Code 80003","country:us/state:co/zip:80003","80003","12627","1561","243","28","243","1561","64","5280","764","40","179","30","16","281","520","22","28","4129","468","281","797","241","12","161","12627","7347","359"
"publicpolygonfeature:5:60391","ZIP Code 80004","country:us/state:co/zip:80004","80004","13103","824","220","21","220","824","125","5819","404","87","95","22","8","333","141","0","21","4066","119","333","420","246","13","87","13103","7284","54"
"publicpolygonfeature:5:60392","ZIP Code 80005","country:us/state:co/zip:80005","80005","10500","653","142","17","142","653","74","5061","400","23","68","0","0","46","85","0","17","3964","85","46","253","23","17","50","10500","5439","35"
"publicpolygonfeature:5:60393","ZIP Code 80007","country:us/state:co/zip:80007","80007","6775","254","88","50","88","254","47","2943","121","15","41","0","15","65","120","0","50","2610","120","65","133","50","35","64","6775","3832","56"
"publicpolygonfeature:5:60394","ZIP Code 80216","country:us/state:co/zip:80216","80216","5516","1122","202","45","202","1122","139","2635","456","155","63","21","7","337","263","125","45","2177","117","337","666","182","38","41","5516","2881","222"
"publicpolygonfeature:5:60395","ZIP Code 80010","country:us/state:co/zip:80010","80010","13761","2607","296","64","296","2607","180","5610","1212","435","116","132","40","1119","268","48","64","2000","88","1119","1395","684","24","223","13761","8151","45"
"publicpolygonfeature:5:60396","ZIP Code 80011","country:us/state:co/zip:80011","80011","18430","3820","742","49","742","3820","471","8086","1380","583","271","0","12","1327","788","437","49","2083","351","1327","2440","744","37","318","18430","10344","470"
"publicpolygonfeature:5:60397","ZIP Code 80012","country:us/state:co/zip:80012","80012","17284","2943","397","24","397","2943","201","6947","1710","540","196","0","0","1337","336","43","24","3802","293","1337","1233","797","24","269","17284","10337","67"
"publicpolygonfeature:5:60398","ZIP Code 80013","country:us/state:co/zip:80013","80013","27334","3495","451","56","451","3495","340","12516","1957","303","111","28","30","639","516","77","56","6999","411","639","1538","336","26","317","27334","14818","199"
"publicpolygonfeature:5:60399","ZIP Code 80014","country:us/state:co/zip:80014","80014","13039","1065","320","10","320","1065","109","5703","610","371","211","24","0","1530","230","87","10","3798","119","1530","455","1159","10","98","13039","7336","132"
"publicpolygonfeature:5:60400","ZIP Code 80016","country:us/state:co/zip:80016","80016","21482","2643","442","53","442","2643","171","9987","1191","78","271","12","0","254","431","31","53","10581","388","254","1452","176","53","259","21482","11495","172"
"publicpolygonfeature:5:60401","ZIP Code 80017","country:us/state:co/zip:80017","80017","14554","2215","302","19","302","2215","108","7356","827","406","194","13","0","970","958","500","19","2450","445","970","1388","564","19","668","14554","7198","290"
"publicpolygonfeature:5:60402","ZIP Code 80018","country:us/state:co/zip:80018","80018","7917","1035","55","82","55","1035","42","3472","615","0","13","0","82","16","131","12","82","1993","119","16","420","16","0","76","7917","4445","55"
"publicpolygonfeature:5:60403","ZIP Code 80019","country:us/state:co/zip:80019","80019","3281","1098","0","0","0","1098","0","1529","554","19","0","0","0","71","44","12","0","817","32","71","544","52","0","32","3281","1752","12"
"publicpolygonfeature:5:60404","ZIP Code 80020","country:us/state:co/zip:80020","80020","18489","2277","285","275","285","2277","193","8305","910","117","92","80","157","319","502","6","275","8378","416","319","1367","202","118","308","18489","10184","194"
"publicpolygonfeature:5:60405","ZIP Code 80021","country:us/state:co/zip:80021","80021","15579","1071","369","118","369","1071","202","7161","530","175","167","15","9","346","91","22","118","5529","54","346","541","171","109","59","15579","8418","32"
"publicpolygonfeature:5:60406","ZIP Code 80218","country:us/state:co/zip:80218","80218","6512","661","839","579","839","661","476","3533","256","348","363","16","185","754","329","73","579","4100","240","754","405","406","394","235","6512","2979","94"
"publicpolygonfeature:5:60407","ZIP Code 80022","country:us/state:co/zip:80022","80022","22385","2084","525","76","525","2084","211","9744","860","178","314","0","0","500","461","42","76","4465","419","500","1224","322","76","148","22385","12641","313"
"publicpolygonfeature:5:60408","ZIP Code 80023","country:us/state:co/zip:80023","80023","8369","652","148","39","148","652","50","4209","245","40","98","0","35","62","119","0","39","4658","119","62","407","22","4","98","8369","4160","21"
"publicpolygonfeature:5:60409","ZIP Code 80024","country:us/state:co/zip:80024","80024","8","0","0","0","0","0","0","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8","0","0"
"publicpolygonfeature:5:60411","ZIP Code 80109","country:us/state:co/zip:80109","80109","9277","710","190","0","190","710","91","4305","388","16","99","0","0","39","159","10","0","4813","149","39","322","23","0","79","9277","4972","80"
"publicpolygonfeature:5:60414","ZIP Code 80030","country:us/state:co/zip:80030","80030","5310","505","183","10","183","505","144","2246","222","28","39","0","0","82","139","47","10","1197","92","82","283","54","10","127","5310","3064","12"
"publicpolygonfeature:5:60415","ZIP Code 80031","country:us/state:co/zip:80031","80031","13026","1100","200","74","200","1100","71","5375","690","255","129","7","0","434","181","0","74","4710","174","434","410","179","74","102","13026","7651","79"
"publicpolygonfeature:5:60416","ZIP Code 80033","country:us/state:co/zip:80033","80033","8693","1726","353","52","353","1726","178","3950","1092","230","175","45","23","358","280","20","52","3520","215","358","634","128","29","76","8693","4743","204"
"publicpolygonfeature:5:60417","ZIP Code 80101","country:us/state:co/zip:80101","80101","118","0","3","0","3","0","3","58","0","0","0","0","0","0","0","0","0","21","0","0","0","0","0","0","118","60","0"
"publicpolygonfeature:5:60418","ZIP Code 80102","country:us/state:co/zip:80102","80102","2742","184","42","12","42","184","38","1150","117","0","4","0","0","0","112","0","12","437","112","0","67","0","12","112","2742","1592","0"
"publicpolygonfeature:5:60419","ZIP Code 80110","country:us/state:co/zip:80110","80110","9248","880","252","130","252","880","117","3874","561","95","135","81","48","383","143","0","130","2699","62","383","319","288","82","112","9248","5374","31"
"publicpolygonfeature:5:60420","ZIP Code 80103","country:us/state:co/zip:80103","80103","913","137","22","0","22","137","17","350","77","0","5","0","0","0","28","0","0","232","28","0","60","0","0","23","913","563","5"
"publicpolygonfeature:5:60421","ZIP Code 80104","country:us/state:co/zip:80104","80104","13911","1369","428","34","428","1369","268","7021","631","0","160","10","34","6","173","0","34","5932","163","6","738","6","0","67","13911","6890","106"
"publicpolygonfeature:5:60422","ZIP Code 80105","country:us/state:co/zip:80105","80105","769","233","11","0","11","233","0","330","145","0","11","0","0","0","13","0","0","136","13","0","88","0","0","13","769","439","0"
"publicpolygonfeature:5:60423","ZIP Code 80106","country:us/state:co/zip:80106","80106","1476","365","0","0","0","365","0","627","206","3","0","0","0","6","0","0","0","639","0","6","159","3","0","0","1476","849","0"
"publicpolygonfeature:5:60424","ZIP Code 80107","country:us/state:co/zip:80107","80107","5131","758","131","0","131","758","24","2135","394","0","107","0","0","0","34","0","0","1673","34","0","364","0","0","34","5131","2996","0"
"publicpolygonfeature:5:60425","ZIP Code 80108","country:us/state:co/zip:80108","80108","11722","778","312","8","312","778","134","5155","397","0","178","0","0","66","225","0","8","6305","225","66","381","66","8","130","11722","6567","95"
"publicpolygonfeature:5:60426","ZIP Code 80111","country:us/state:co/zip:80111","80111","10148","1086","241","105","241","1086","88","4501","623","138","153","20","4","230","163","23","105","5580","120","230","463","92","101","73","10148","5647","90"
"publicpolygonfeature:5:60427","ZIP Code 80112","country:us/state:co/zip:80112","80112","14173","873","606","0","606","873","285","6843","572","107","321","0","0","182","348","0","0","5083","348","182","301","75","0","117","14173","7330","231"
"publicpolygonfeature:5:60428","ZIP Code 80113","country:us/state:co/zip:80113","80113","7933","631","321","201","321","631","104","3440","350","105","217","10","67","267","325","118","201","3194","197","267","281","162","134","168","7933","4493","157"
"publicpolygonfeature:5:60429","ZIP Code 80116","country:us/state:co/zip:80116","80116","1435","107","42","0","42","107","25","733","25","12","17","0","0","20","7","0","0","718","7","20","82","8","0","0","1435","702","7"
"publicpolygonfeature:5:60430","ZIP Code 80120","country:us/state:co/zip:80120","80120","10054","549","342","46","342","549","242","4935","303","281","100","97","0","580","311","8","46","3669","206","580","246","299","46","229","10054","5119","82"
"publicpolygonfeature:5:60431","ZIP Code 80121","country:us/state:co/zip:80121","80121","5798","286","138","41","138","286","77","2523","214","0","61","0","19","11","38","0","41","2495","38","11","72","11","22","11","5798","3275","27"
"publicpolygonfeature:5:60432","ZIP Code 80122","country:us/state:co/zip:80122","80122","10988","923","164","60","164","923","97","4862","505","29","67","0","10","130","90","0","60","4877","90","130","418","101","50","43","10988","6126","47"
"publicpolygonfeature:5:60433","ZIP Code 80117","country:us/state:co/zip:80117","80117","990","140","2","0","2","140","0","411","103","0","2","0","0","16","26","0","0","321","26","16","37","16","0","10","990","579","16"
