"feature id","feature label","shid","geoid","People Commuting to Work by Drive Alone (2020-2024)","People Commuting to Work by Drive Carpool (2020-2024)","People Commuting to Work by Walk (2020-2024)","People Commuting to Work by Bicycle (2020-2024)","Commute Transportation by Walk (2020-2024)","Commute Transportation by Drive Carpool (2020-2024)","Male Commuting to Work by Walk (2020-2024)","Female Commuting to Work by Drive Alone (2020-2024)","Female Commuting to Work by Drive Carpool (2020-2024)","Female Commuting to Work by Public Transit (2020-2024)","Female Commuting to Work by Walk (2020-2024)","Commute Transportation by Motorcycle (2020-2024)","Female Commuting to Work by Bicycle (2020-2024)","People Commuting to Work by Public Transit (2020-2024)","People Commuting to Work by Taxi, Ride Hailing Service, Motorcycle, or Other Means (2020-2024)","Commute Transportation by Taxi or Ride Hailing Service (2020-2024)","Commute Transportation by Bicycle (2020-2024)","No Commute / Work From Home (2020-2024)","Commute Transportation by Other Transit (2020-2024)","Commute Transportation by Public Transit (2020-2024)","Male Commuting to Work by Drive Carpool (2020-2024)","Male Commuting to Work by Public Transit (2020-2024)","Male Commuting to Work by Bicycle (2020-2024)","Male Commuting to Work by Taxi, Ride Hailing Service, Motorcycle, or Other Means (2020-2024)","Commute Transportation by Drive Alone (2020-2024)","Male Commuting to Work by Drive Alone (2020-2024)","Female Commuting to Work by Taxi, Ride Hailing Service, Motorcycle, or Other Means (2020-2024)"
"publicpolygonfeature:5:60011","ZIP Code 78722","country:us/state:tx/zip:78722","78722","1741","111","138","134","138","111","58","773","48","38","80","31","33","88","115","0","134","1840","84","88","63","50","101","60","1741","968","55"
"publicpolygonfeature:5:60012","ZIP Code 78723","country:us/state:tx/zip:78723","78723","11778","874","279","208","279","874","178","5143","544","300","101","58","25","613","406","42","208","6637","306","613","330","313","183","196","11778","6635","210"
"publicpolygonfeature:5:60013","ZIP Code 78724","country:us/state:tx/zip:78724","78724","10203","2087","181","0","181","2087","66","4712","936","47","115","0","0","348","23","0","0","2184","23","348","1151","301","0","23","10203","5491","0"
"publicpolygonfeature:5:60014","ZIP Code 78725","country:us/state:tx/zip:78725","78725","4058","1091","0","17","0","1091","0","1992","369","31","0","0","0","31","154","0","17","1633","154","31","722","0","17","22","4058","2066","132"
"publicpolygonfeature:5:60015","ZIP Code 78726","country:us/state:tx/zip:78726","78726","4781","374","188","0","188","374","108","1875","305","9","80","0","0","9","60","0","0","2660","60","9","69","0","0","38","4781","2906","22"
"publicpolygonfeature:5:60016","ZIP Code 78727","country:us/state:tx/zip:78727","78727","9861","978","271","79","271","978","160","4335","451","35","111","7","62","61","324","187","79","6193","130","61","527","26","17","270","9861","5526","54"
"publicpolygonfeature:5:60017","ZIP Code 78728","country:us/state:tx/zip:78728","78728","10205","1336","59","73","59","1336","41","5155","647","25","18","11","37","79","207","0","73","5064","196","79","689","54","36","50","10205","5050","157"
"publicpolygonfeature:5:60018","ZIP Code 78729","country:us/state:tx/zip:78729","78729","12167","920","135","88","135","920","100","5515","442","0","35","17","71","34","339","19","88","5126","303","34","478","34","17","168","12167","6652","171"
"publicpolygonfeature:5:60019","ZIP Code 78730","country:us/state:tx/zip:78730","78730","2459","92","24","23","24","92","24","1014","19","0","0","0","0","0","0","0","23","2356","0","0","73","0","23","0","2459","1445","0"
"publicpolygonfeature:5:60020","ZIP Code 78731","country:us/state:tx/zip:78731","78731","8210","462","6","219","6","462","0","3809","284","79","6","0","15","219","156","0","219","5954","156","219","178","140","204","53","8210","4401","103"
