"feature id","feature label","shid","geoid","People Commuting to Work by Drive Alone (2020-2024)","People Commuting to Work by Drive Carpool (2020-2024)","People Commuting to Work by Walk (2020-2024)","People Commuting to Work by Bicycle (2020-2024)","Commute Transportation by Walk (2020-2024)","Commute Transportation by Drive Carpool (2020-2024)","Male Commuting to Work by Walk (2020-2024)","Female Commuting to Work by Drive Alone (2020-2024)","Female Commuting to Work by Drive Carpool (2020-2024)","Female Commuting to Work by Public Transit (2020-2024)","Female Commuting to Work by Walk (2020-2024)","Commute Transportation by Motorcycle (2020-2024)","Female Commuting to Work by Bicycle (2020-2024)","People Commuting to Work by Public Transit (2020-2024)","People Commuting to Work by Taxi, Ride Hailing Service, Motorcycle, or Other Means (2020-2024)","Commute Transportation by Taxi or Ride Hailing Service (2020-2024)","Commute Transportation by Bicycle (2020-2024)","No Commute / Work From Home (2020-2024)","Commute Transportation by Other Transit (2020-2024)","Commute Transportation by Public Transit (2020-2024)","Male Commuting to Work by Drive Carpool (2020-2024)","Male Commuting to Work by Public Transit (2020-2024)","Male Commuting to Work by Bicycle (2020-2024)","Male Commuting to Work by Taxi, Ride Hailing Service, Motorcycle, or Other Means (2020-2024)","Commute Transportation by Drive Alone (2020-2024)","Male Commuting to Work by Drive Alone (2020-2024)","Female Commuting to Work by Taxi, Ride Hailing Service, Motorcycle, or Other Means (2020-2024)"
"publicpolygonfeature:5:46407","ZIP Code 43062","country:us/state:oh/zip:43062","43062","10736","1562","148","7","148","1562","74","4880","842","19","74","0","0","48","201","10","7","3250","191","48","720","29","7","89","10736","5856","112"
"publicpolygonfeature:5:46409","ZIP Code 43054","country:us/state:oh/zip:43054","43054","9709","812","181","0","181","812","72","4286","379","10","109","0","0","10","76","0","0","4155","76","10","433","0","0","10","9709","5423","66"
"publicpolygonfeature:5:46410","ZIP Code 43071","country:us/state:oh/zip:43071","43071","915","56","5","0","5","56","5","260","21","0","0","0","0","0","0","0","0","118","0","0","35","0","0","0","915","655","0"
"publicpolygonfeature:5:46411","ZIP Code 43055","country:us/state:oh/zip:43055","43055","21564","2611","638","77","638","2611","258","10135","1437","5","380","27","25","52","601","0","77","3340","574","52","1174","47","52","227","21564","11429","374"
"publicpolygonfeature:5:46413","ZIP Code 43056","country:us/state:oh/zip:43056","43056","6491","451","73","31","73","451","38","2887","215","15","35","21","0","24","55","0","31","1367","34","24","236","9","31","21","6491","3604","34"
"publicpolygonfeature:5:46415","ZIP Code 43061","country:us/state:oh/zip:43061","43061","1762","94","9","0","9","94","9","717","51","0","0","0","0","98","18","0","0","827","18","98","43","98","0","4","1762","1045","14"
"publicpolygonfeature:5:46416","ZIP Code 43064","country:us/state:oh/zip:43064","43064","6113","526","102","0","102","526","79","2345","231","0","23","5","0","0","29","0","0","2564","24","0","295","0","0","19","6113","3768","10"
"publicpolygonfeature:5:46417","ZIP Code 43065","country:us/state:oh/zip:43065","43065","15723","839","176","42","176","839","92","7054","472","15","84","12","0","15","78","0","42","6905","66","15","367","0","42","42","15723","8669","36"
"publicpolygonfeature:5:46418","ZIP Code 43066","country:us/state:oh/zip:43066","43066","503","79","0","0","0","79","0","250","52","0","0","0","0","0","0","0","0","89","0","0","27","0","0","0","503","253","0"
"publicpolygonfeature:5:46419","ZIP Code 43067","country:us/state:oh/zip:43067","43067","608","58","13","0","13","58","0","305","18","0","13","0","0","0","0","0","0","166","0","0","40","0","0","0","608","303","0"
"publicpolygonfeature:5:46420","ZIP Code 43068","country:us/state:oh/zip:43068","43068","21355","3033","403","0","403","3033","244","9494","1597","33","159","11","0","184","675","81","0","5130","583","184","1436","151","0","492","21355","11861","183"
"publicpolygonfeature:5:46422","ZIP Code 43074","country:us/state:oh/zip:43074","43074","6184","447","12","0","12","447","12","2975","180","0","0","0","0","9","54","0","0","2123","54","9","267","9","0","41","6184","3209","13"
"publicpolygonfeature:5:46423","ZIP Code 43076","country:us/state:oh/zip:43076","43076","3546","315","30","0","30","315","12","1514","167","0","18","0","0","0","7","0","0","658","7","0","148","0","0","7","3546","2032","0"
"publicpolygonfeature:5:46424","ZIP Code 43077","country:us/state:oh/zip:43077","43077","75","3","0","0","0","3","0","27","0","0","0","0","0","0","3","0","0","19","3","0","3","0","0","3","75","48","0"
"publicpolygonfeature:5:46426","ZIP Code 43080","country:us/state:oh/zip:43080","43080","1681","130","66","0","66","130","50","951","90","0","16","0","0","0","38","0","0","221","38","0","40","0","0","20","1681","730","18"
"publicpolygonfeature:5:46427","ZIP Code 43081","country:us/state:oh/zip:43081","43081","22958","1510","519","33","519","1510","243","11550","708","131","276","0","19","176","314","150","33","9838","164","176","802","45","14","281","22958","11408","33"
"publicpolygonfeature:5:46428","ZIP Code 43082","country:us/state:oh/zip:43082","43082","11471","351","214","0","214","351","189","4898","191","0","25","0","0","0","73","0","0","5253","73","0","160","0","0","54","11471","6573","19"
"publicpolygonfeature:5:46430","ZIP Code 43085","country:us/state:oh/zip:43085","43085","9228","670","100","24","100","670","98","4463","476","0","2","0","11","0","166","63","24","3213","103","0","194","0","13","147","9228","4765","19"
"publicpolygonfeature:5:46432","ZIP Code 43102","country:us/state:oh/zip:43102","43102","1422","102","19","0","19","102","19","649","30","0","0","0","0","0","25","0","0","218","25","0","72","0","0","25","1422","773","0"
"publicpolygonfeature:5:46433","ZIP Code 43105","country:us/state:oh/zip:43105","43105","3155","147","63","0","63","147","36","1496","64","0","27","0","0","2","120","0","0","565","120","2","83","2","0","101","3155","1659","19"
"publicpolygonfeature:5:46435","ZIP Code 43107","country:us/state:oh/zip:43107","43107","1231","176","6","0","6","176","0","558","134","0","6","0","0","0","52","0","0","163","52","0","42","0","0","44","1231","673","8"
"publicpolygonfeature:5:46436","ZIP Code 43109","country:us/state:oh/zip:43109","43109","28","0","0","0","0","0","0","9","0","0","0","0","0","1","0","0","0","9","0","1","0","1","0","0","28","19","0"
"publicpolygonfeature:5:46437","ZIP Code 43119","country:us/state:oh/zip:43119","43119","11931","944","48","64","48","944","48","5526","533","52","0","0","64","74","205","89","64","2501","116","74","411","22","0","91","11931","6405","114"
"publicpolygonfeature:5:46438","ZIP Code 43110","country:us/state:oh/zip:43110","43110","15942","1852","56","16","56","1852","54","7977","1055","115","2","23","0","184","102","67","16","4360","12","184","797","69","16","35","15942","7965","67"
"publicpolygonfeature:5:46439","ZIP Code 43111","country:us/state:oh/zip:43111","43111","23","0","0","0","0","0","0","13","0","0","0","0","0","0","0","0","0","12","0","0","0","0","0","0","23","10","0"
"publicpolygonfeature:5:46440","ZIP Code 43112","country:us/state:oh/zip:43112","43112","2036","78","25","0","25","78","21","1051","52","0","4","0","0","0","2","0","0","192","2","0","26","0","0","0","2036","985","2"
