"feature id","feature label","shid","geoid","People Commuting to Work by Drive Alone (2020-2024)","People Commuting to Work by Drive Carpool (2020-2024)","People Commuting to Work by Walk (2020-2024)","People Commuting to Work by Bicycle (2020-2024)","Commute Transportation by Walk (2020-2024)","Commute Transportation by Drive Carpool (2020-2024)","Male Commuting to Work by Walk (2020-2024)","Female Commuting to Work by Drive Alone (2020-2024)","Female Commuting to Work by Drive Carpool (2020-2024)","Female Commuting to Work by Public Transit (2020-2024)","Female Commuting to Work by Walk (2020-2024)","Commute Transportation by Motorcycle (2020-2024)","Female Commuting to Work by Bicycle (2020-2024)","People Commuting to Work by Public Transit (2020-2024)","People Commuting to Work by Taxi, Ride Hailing Service, Motorcycle, or Other Means (2020-2024)","Commute Transportation by Taxi or Ride Hailing Service (2020-2024)","Commute Transportation by Bicycle (2020-2024)","No Commute / Work From Home (2020-2024)","Commute Transportation by Other Transit (2020-2024)","Commute Transportation by Public Transit (2020-2024)","Male Commuting to Work by Drive Carpool (2020-2024)","Male Commuting to Work by Public Transit (2020-2024)","Male Commuting to Work by Bicycle (2020-2024)","Male Commuting to Work by Taxi, Ride Hailing Service, Motorcycle, or Other Means (2020-2024)","Commute Transportation by Drive Alone (2020-2024)","Male Commuting to Work by Drive Alone (2020-2024)","Female Commuting to Work by Taxi, Ride Hailing Service, Motorcycle, or Other Means (2020-2024)"
"publicpolygonfeature:5:59708","ZIP Code 78209","country:us/state:tx/zip:78209","78209","16505","670","603","16","603","670","222","7753","362","139","381","23","16","267","515","59","16","3805","433","267","308","128","0","381","16505","8752","134"
"publicpolygonfeature:5:59709","ZIP Code 78056","country:us/state:tx/zip:78056","78056","827","115","25","0","25","115","25","274","96","0","0","0","0","0","0","0","0","282","0","0","19","0","0","0","827","553","0"
"publicpolygonfeature:5:59710","ZIP Code 78063","country:us/state:tx/zip:78063","78063","3914","211","114","0","114","211","18","1697","84","0","96","0","0","0","140","33","0","568","107","0","127","0","0","122","3914","2217","18"
"publicpolygonfeature:5:59711","ZIP Code 78057","country:us/state:tx/zip:78057","78057","240","18","10","0","10","18","10","69","18","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","240","171","0"
"publicpolygonfeature:5:59713","ZIP Code 78059","country:us/state:tx/zip:78059","78059","1789","314","0","8","0","314","0","714","163","0","0","0","0","0","26","0","8","323","26","0","151","0","8","26","1789","1075","0"
"publicpolygonfeature:5:59715","ZIP Code 78210","country:us/state:tx/zip:78210","78210","9785","2500","261","66","261","2500","142","4306","1250","402","119","32","12","647","258","35","66","1615","191","647","1250","245","54","131","9785","5479","127"
"publicpolygonfeature:5:59717","ZIP Code 78064","country:us/state:tx/zip:78064","78064","5173","469","77","0","77","469","46","2245","197","0","31","0","0","0","120","0","0","499","120","0","272","0","0","52","5173","2928","68"
"publicpolygonfeature:5:59719","ZIP Code 78065","country:us/state:tx/zip:78065","78065","3014","839","91","0","91","839","0","1490","318","0","91","0","0","0","261","49","0","325","212","0","521","0","0","53","3014","1524","208"
"publicpolygonfeature:5:59720","ZIP Code 78066","country:us/state:tx/zip:78066","78066","56","18","0","0","0","18","0","9","9","0","0","0","0","0","0","0","0","0","0","0","9","0","0","0","56","47","0"
"publicpolygonfeature:5:59721","ZIP Code 78211","country:us/state:tx/zip:78211","78211","8692","2764","83","0","83","2764","8","4142","1083","231","75","0","0","395","170","39","0","530","131","395","1681","164","0","40","8692","4550","130"
"publicpolygonfeature:5:59723","ZIP Code 78069","country:us/state:tx/zip:78069","78069","2328","239","18","0","18","239","12","870","119","0","6","0","0","0","63","0","0","228","63","0","120","0","0","63","2328","1458","0"
"publicpolygonfeature:5:59724","ZIP Code 78101","country:us/state:tx/zip:78101","78101","2367","339","0","0","0","339","0","1070","166","0","0","0","0","0","14","0","0","303","14","0","173","0","0","14","2367","1297","0"
"publicpolygonfeature:5:59725","ZIP Code 78070","country:us/state:tx/zip:78070","78070","6983","501","15","14","15","501","2","2912","241","0","13","0","0","4","42","0","14","1760","42","4","260","4","14","42","6983","4071","0"
"publicpolygonfeature:5:59729","ZIP Code 78112","country:us/state:tx/zip:78112","78112","2580","499","0","0","0","499","0","1106","263","0","0","0","0","0","146","33","0","424","113","0","236","0","0","62","2580","1474","84"
"publicpolygonfeature:5:59730","ZIP Code 78147","country:us/state:tx/zip:78147","78147","662","5","1","0","1","5","1","250","0","0","0","0","0","0","0","0","0","77","0","0","5","0","0","0","662","412","0"
"publicpolygonfeature:5:59731","ZIP Code 78212","country:us/state:tx/zip:78212","78212","8265","869","745","325","745","869","213","3864","408","138","532","3","115","350","230","154","325","2650","73","350","461","212","210","154","8265","4401","76"
"publicpolygonfeature:5:59733","ZIP Code 78073","country:us/state:tx/zip:78073","78073","2967","664","110","0","110","664","17","1170","81","0","93","0","0","0","239","14","0","541","225","0","583","0","0","95","2967","1797","144"
"publicpolygonfeature:5:59738","ZIP Code 78108","country:us/state:tx/zip:78108","78108","16893","1318","54","0","54","1318","54","7419","653","0","0","12","0","0","99","0","0","3123","87","0","665","0","0","99","16893","9474","0"
"publicpolygonfeature:5:59739","ZIP Code 78109","country:us/state:tx/zip:78109","78109","22806","3386","69","40","69","3386","32","11039","1954","0","37","0","40","76","193","0","40","3916","193","76","1432","76","0","143","22806","11767","50"
"publicpolygonfeature:5:59740","ZIP Code 78113","country:us/state:tx/zip:78113","78113","990","64","34","0","34","64","30","480","37","0","4","0","0","0","0","0","0","79","0","0","27","0","0","0","990","510","0"
"publicpolygonfeature:5:59741","ZIP Code 78114","country:us/state:tx/zip:78114","78114","7832","1270","43","25","43","1270","11","2846","714","0","32","0","0","21","87","0","25","1417","87","21","556","21","25","68","7832","4986","19"
"publicpolygonfeature:5:59743","ZIP Code 78124","country:us/state:tx/zip:78124","78124","2207","301","26","0","26","301","26","851","125","0","0","0","0","0","0","0","0","233","0","0","176","0","0","0","2207","1356","0"
"publicpolygonfeature:5:59746","ZIP Code 78130","country:us/state:tx/zip:78130","78130","38289","5357","344","256","344","5357","240","17449","2765","0","104","23","95","61","451","32","256","8566","396","61","2592","61","161","152","38289","20840","299"
"publicpolygonfeature:5:59747","ZIP Code 78132","country:us/state:tx/zip:78132","78132","12717","1527","147","50","147","1527","54","4906","773","0","93","25","0","4","131","0","50","4098","106","4","754","4","50","62","12717","7811","69"
"publicpolygonfeature:5:59748","ZIP Code 78133","country:us/state:tx/zip:78133","78133","6159","566","124","19","124","566","98","2538","271","0","26","50","5","0","222","0","19","2253","172","0","295","0","14","171","6159","3621","51"
"publicpolygonfeature:5:59749","ZIP Code 78140","country:us/state:tx/zip:78140","78140","1204","152","102","0","102","152","11","585","86","0","91","0","0","0","0","0","0","85","0","0","66","0","0","0","1204","619","0"
"publicpolygonfeature:5:59752","ZIP Code 78143","country:us/state:tx/zip:78143","78143","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:59755","ZIP Code 78244","country:us/state:tx/zip:78244","78244","12868","3049","66","14","66","3049","0","6092","1723","143","66","0","14","191","186","47","14","1589","139","191","1326","48","0","117","12868","6776","69"
"publicpolygonfeature:5:59756","ZIP Code 78148","country:us/state:tx/zip:78148","78148","8721","1261","174","31","174","1261","146","3621","578","0","28","26","19","0","153","0","31","1224","127","0","683","0","12","97","8721","5100","56"
"publicpolygonfeature:5:59757","ZIP Code 78150","country:us/state:tx/zip:78150","78150","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
