"feature id","feature label","shid","geoid","People Commuting to Work by Drive Alone (2020-2024)","People Commuting to Work by Drive Carpool (2020-2024)","People Commuting to Work by Walk (2020-2024)","People Commuting to Work by Bicycle (2020-2024)","Commute Transportation by Walk (2020-2024)","Commute Transportation by Drive Carpool (2020-2024)","Male Commuting to Work by Walk (2020-2024)","Female Commuting to Work by Drive Alone (2020-2024)","Female Commuting to Work by Drive Carpool (2020-2024)","Female Commuting to Work by Public Transit (2020-2024)","Female Commuting to Work by Walk (2020-2024)","Commute Transportation by Motorcycle (2020-2024)","Female Commuting to Work by Bicycle (2020-2024)","People Commuting to Work by Public Transit (2020-2024)","People Commuting to Work by Taxi, Ride Hailing Service, Motorcycle, or Other Means (2020-2024)","Commute Transportation by Taxi or Ride Hailing Service (2020-2024)","Commute Transportation by Bicycle (2020-2024)","No Commute / Work From Home (2020-2024)","Commute Transportation by Other Transit (2020-2024)","Commute Transportation by Public Transit (2020-2024)","Male Commuting to Work by Drive Carpool (2020-2024)","Male Commuting to Work by Public Transit (2020-2024)","Male Commuting to Work by Bicycle (2020-2024)","Male Commuting to Work by Taxi, Ride Hailing Service, Motorcycle, or Other Means (2020-2024)","Commute Transportation by Drive Alone (2020-2024)","Male Commuting to Work by Drive Alone (2020-2024)","Female Commuting to Work by Taxi, Ride Hailing Service, Motorcycle, or Other Means (2020-2024)"
"publicpolygonfeature:5:47650","ZIP Code 46163","country:us/state:in/zip:46163","46163","5689","308","17","45","17","308","17","2621","70","0","0","0","0","0","67","0","45","1447","67","0","238","0","45","15","5689","3068","52"
"publicpolygonfeature:5:47651","ZIP Code 46164","country:us/state:in/zip:46164","46164","1758","71","0","0","0","71","0","788","26","3","0","7","0","3","20","0","0","312","13","3","45","0","0","11","1758","970","9"
"publicpolygonfeature:5:47652","ZIP Code 46165","country:us/state:in/zip:46165","46165","672","113","33","0","33","113","0","286","44","0","33","0","0","0","30","0","0","91","30","0","69","0","0","22","672","386","8"
"publicpolygonfeature:5:47653","ZIP Code 46166","country:us/state:in/zip:46166","46166","1162","138","20","0","20","138","11","389","88","0","9","0","0","0","0","0","0","75","0","0","50","0","0","0","1162","773","0"
"publicpolygonfeature:5:47654","ZIP Code 46167","country:us/state:in/zip:46167","46167","2499","245","6","0","6","245","6","984","155","0","0","0","0","0","0","0","0","553","0","0","90","0","0","0","2499","1515","0"
"publicpolygonfeature:5:47655","ZIP Code 46182","country:us/state:in/zip:46182","46182","708","104","0","0","0","104","0","390","39","0","0","0","0","0","74","0","0","70","74","0","65","0","0","50","708","318","24"
"publicpolygonfeature:5:47656","ZIP Code 46168","country:us/state:in/zip:46168","46168","13619","1183","183","54","183","1183","97","6263","653","0","86","7","0","0","419","48","54","2552","364","0","530","0","54","173","13619","7356","246"
"publicpolygonfeature:5:47659","ZIP Code 46183","country:us/state:in/zip:46183","46183","8","0","0","0","0","0","0","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8","0","0"
"publicpolygonfeature:5:47660","ZIP Code 46184","country:us/state:in/zip:46184","46184","5357","457","99","0","99","457","67","2338","226","0","32","0","0","0","141","0","0","992","141","0","231","0","0","76","5357","3019","65"
"publicpolygonfeature:5:47664","ZIP Code 46186","country:us/state:in/zip:46186","46186","567","13","0","0","0","13","0","250","1","0","0","0","0","0","0","0","0","51","0","0","12","0","0","0","567","317","0"
