"feature id","feature label","shid","geoid","Male Employed in Management Occupation (2020-2024)","Male Employed in Business and Finance Occupation (2020-2024)","Male Employed in Computer and Mathematical Occupation (2020-2024)","Male Employed in Architecture and Engineering Occupation (2020-2024)","Male Employed in Life, Physical, and Social Science Occupation (2020-2024)","Male Employed in Community and Social Service Occupation (2020-2024)","Male Employed in Legal Occupation (2020-2024)","Male Employed in Education, Training and Library Occupation (2020-2024)","Male Employed in Arts, Design, Entertainment, Sports and Media Occupation (2020-2024)","Male Employed in Health Diagnosis and Treating Practitioners Occupation (2020-2024)","Male Employed in Health Technologist and Technicians Occupation (2020-2024)","Male Employed in Healthcare Support Occupation (2020-2024)","Male Employed in Fire Fighting and Prevention Occupation (2020-2024)","Male Employed in Law Enforcement Occupation (2020-2024)","Male Employed in Food Preparation and Serving Occupation (2020-2024)","Male Employed in Building, Grounds Cleaning, and Maintenance Occupation (2020-2024)","Male Employed in Personal Care and Service Occupation (2020-2024)","Male Employed in Sales Occupation (2020-2024)","Male Employed in Office and Administrative Support Occupation (2020-2024)","Male Employed in Farming, Fishing and Forestry Occupation (2020-2024)","Male Employed in Construction and Extraction Occupation (2020-2024)","Male Employed in Installation, Maintenance, and Repair Occupation (2020-2024)","Male Employed in Production Occupation (2020-2024)","Male Employed in Transportation Occupation (2020-2024)","Male Employed in Material Moving Occupation (2020-2024)"
"publicpolygonfeature:5:41484","ZIP Code 28166","country:us/state:nc/zip:28166","28166","242","181","315","229","45","26","0","44","26","26","46","61","74","11","148","76","0","433","183","0","208","257","325","137","131"
"publicpolygonfeature:5:41485","ZIP Code 28207","country:us/state:nc/zip:28207","28207","690","367","103","69","0","14","170","56","90","216","11","0","0","0","35","0","18","417","91","15","27","13","16","39","54"
"publicpolygonfeature:5:41486","ZIP Code 28208","country:us/state:nc/zip:28208","28208","1148","596","291","215","22","198","102","123","181","111","80","60","369","5","326","672","41","718","605","0","1075","310","554","856","1001"
"publicpolygonfeature:5:41488","ZIP Code 28168","country:us/state:nc/zip:28168","28168","256","38","23","36","25","41","0","50","0","19","0","24","61","73","32","64","7","181","88","35","405","307","257","181","57"
"publicpolygonfeature:5:41490","ZIP Code 28170","country:us/state:nc/zip:28170","28170","150","92","20","15","13","21","0","59","0","24","50","0","6","37","95","103","0","160","46","17","155","24","798","162","245"
"publicpolygonfeature:5:41491","ZIP Code 28173","country:us/state:nc/zip:28173","28173","4148","1953","1266","775","76","266","246","339","467","626","62","3","407","232","483","308","103","2379","527","17","830","700","550","390","592"
"publicpolygonfeature:5:41492","ZIP Code 28174","country:us/state:nc/zip:28174","28174","125","56","27","26","15","12","0","63","18","6","21","0","8","0","187","130","56","83","28","18","416","214","174","149","173"
"publicpolygonfeature:5:41493","ZIP Code 28202","country:us/state:nc/zip:28202","28202","1378","1228","1094","455","61","42","191","248","211","142","12","70","72","43","266","121","14","802","237","61","302","111","132","317","275"
"publicpolygonfeature:5:41494","ZIP Code 28203","country:us/state:nc/zip:28203","28203","1102","1750","967","398","39","22","187","62","206","226","39","27","13","76","103","45","48","903","217","23","88","71","87","225","94"
"publicpolygonfeature:5:41495","ZIP Code 28214","country:us/state:nc/zip:28214","28214","1343","502","681","550","28","177","33","66","108","23","154","77","75","110","852","288","99","1071","807","7","1334","521","778","1096","1099"
