"feature id","feature label","shid","geoid","Male Employed in Management Occupation (2020-2024)","Male Employed in Business and Finance Occupation (2020-2024)","Male Employed in Computer and Mathematical Occupation (2020-2024)","Male Employed in Architecture and Engineering Occupation (2020-2024)","Male Employed in Life, Physical, and Social Science Occupation (2020-2024)","Male Employed in Community and Social Service Occupation (2020-2024)","Male Employed in Legal Occupation (2020-2024)","Male Employed in Education, Training and Library Occupation (2020-2024)","Male Employed in Arts, Design, Entertainment, Sports and Media Occupation (2020-2024)","Male Employed in Health Diagnosis and Treating Practitioners Occupation (2020-2024)","Male Employed in Health Technologist and Technicians Occupation (2020-2024)","Male Employed in Healthcare Support Occupation (2020-2024)","Male Employed in Fire Fighting and Prevention Occupation (2020-2024)","Male Employed in Law Enforcement Occupation (2020-2024)","Male Employed in Food Preparation and Serving Occupation (2020-2024)","Male Employed in Building, Grounds Cleaning, and Maintenance Occupation (2020-2024)","Male Employed in Personal Care and Service Occupation (2020-2024)","Male Employed in Sales Occupation (2020-2024)","Male Employed in Office and Administrative Support Occupation (2020-2024)","Male Employed in Farming, Fishing and Forestry Occupation (2020-2024)","Male Employed in Construction and Extraction Occupation (2020-2024)","Male Employed in Installation, Maintenance, and Repair Occupation (2020-2024)","Male Employed in Production Occupation (2020-2024)","Male Employed in Transportation Occupation (2020-2024)","Male Employed in Material Moving Occupation (2020-2024)"
"publicpolygonfeature:5:60389","ZIP Code 80002","country:us/state:co/zip:80002","80002","1270","652","540","536","113","45","8","129","99","107","48","8","210","35","264","190","96","525","258","70","623","261","118","136","109"
"publicpolygonfeature:5:60390","ZIP Code 80003","country:us/state:co/zip:80003","80003","1224","917","886","483","79","241","43","246","126","48","72","87","83","67","343","453","42","712","618","171","1267","891","317","804","333"
"publicpolygonfeature:5:60391","ZIP Code 80004","country:us/state:co/zip:80004","80004","1964","743","877","626","134","74","54","316","281","81","87","50","188","112","565","242","110","914","596","96","814","375","390","491","367"
"publicpolygonfeature:5:60392","ZIP Code 80005","country:us/state:co/zip:80005","80005","1661","586","690","494","167","41","168","128","227","203","7","9","283","88","109","146","30","865","504","0","459","291","285","251","204"
"publicpolygonfeature:5:60393","ZIP Code 80007","country:us/state:co/zip:80007","80007","1479","432","707","430","13","34","55","171","31","100","1","0","112","81","206","103","101","730","167","16","360","60","67","26","59"
"publicpolygonfeature:5:60394","ZIP Code 80216","country:us/state:co/zip:80216","80216","556","460","339","263","25","55","67","70","91","100","44","45","36","13","213","100","36","547","101","37","792","190","261","416","415"
"publicpolygonfeature:5:60395","ZIP Code 80010","country:us/state:co/zip:80010","80010","770","225","233","231","67","72","104","242","199","109","99","117","183","0","745","927","127","695","644","197","2864","445","610","749","884"
"publicpolygonfeature:5:60396","ZIP Code 80011","country:us/state:co/zip:80011","80011","1004","373","480","238","188","131","11","180","191","215","196","70","298","47","998","926","266","968","995","71","3650","723","1036","1086","1227"
"publicpolygonfeature:5:60397","ZIP Code 80012","country:us/state:co/zip:80012","80012","1198","511","944","301","112","86","77","296","285","246","107","149","149","84","823","634","163","1250","1298","64","2252","767","606","1674","1046"
"publicpolygonfeature:5:60398","ZIP Code 80013","country:us/state:co/zip:80013","80013","2037","1099","1446","868","124","222","93","687","436","170","70","52","365","195","1037","570","323","1488","1591","39","2235","1528","1033","1687","1087"
"publicpolygonfeature:5:60399","ZIP Code 80014","country:us/state:co/zip:80014","80014","1330","690","954","443","109","95","97","496","456","98","120","204","141","64","424","315","110","876","988","0","791","472","449","865","651"
"publicpolygonfeature:5:60400","ZIP Code 80016","country:us/state:co/zip:80016","80016","4020","1679","2137","800","142","65","189","692","290","514","59","100","354","87","826","159","178","2342","1054","4","704","390","424","1213","861"
"publicpolygonfeature:5:60401","ZIP Code 80017","country:us/state:co/zip:80017","80017","1048","507","840","172","39","32","235","289","140","31","82","60","249","115","631","429","72","849","561","81","1341","657","735","779","1083"
"publicpolygonfeature:5:60402","ZIP Code 80018","country:us/state:co/zip:80018","80018","836","321","567","214","67","125","16","196","230","188","20","79","188","94","255","35","128","334","497","0","367","234","202","341","289"
"publicpolygonfeature:5:60403","ZIP Code 80019","country:us/state:co/zip:80019","80019","132","68","253","236","0","0","0","0","70","0","25","0","0","42","137","107","97","141","539","0","421","89","34","289","115"
"publicpolygonfeature:5:60404","ZIP Code 80020","country:us/state:co/zip:80020","80020","2402","1456","2160","1169","418","168","144","643","406","479","108","134","224","141","855","472","36","1264","1053","83","889","459","531","752","581"
"publicpolygonfeature:5:60405","ZIP Code 80021","country:us/state:co/zip:80021","80021","1677","746","1834","1073","117","105","111","437","381","156","113","34","98","375","450","127","131","1159","519","25","865","540","361","454","303"
"publicpolygonfeature:5:60406","ZIP Code 80218","country:us/state:co/zip:80218","80218","1302","600","759","213","133","58","208","212","429","386","7","83","22","23","533","168","0","752","326","14","104","122","192","76","271"
"publicpolygonfeature:5:60407","ZIP Code 80022","country:us/state:co/zip:80022","80022","1635","615","902","266","121","124","87","362","461","185","129","103","253","257","799","701","149","876","777","46","3196","803","1161","1612","861"
"publicpolygonfeature:5:60408","ZIP Code 80023","country:us/state:co/zip:80023","80023","1772","580","1320","698","91","74","84","105","176","148","59","5","118","67","265","41","17","1005","286","0","104","83","152","108","146"
"publicpolygonfeature:5:60409","ZIP Code 80024","country:us/state:co/zip:80024","80024","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:60411","ZIP Code 80109","country:us/state:co/zip:80109","80109","1867","630","824","544","36","102","91","188","206","144","23","0","105","124","377","313","145","1084","314","0","437","35","320","102","85"
