"feature id","feature label","shid","geoid","Male Employed in Management Occupation (2020-2024)","Male Employed in Business and Finance Occupation (2020-2024)","Male Employed in Computer and Mathematical Occupation (2020-2024)","Male Employed in Architecture and Engineering Occupation (2020-2024)","Male Employed in Life, Physical, and Social Science Occupation (2020-2024)","Male Employed in Community and Social Service Occupation (2020-2024)","Male Employed in Legal Occupation (2020-2024)","Male Employed in Education, Training and Library Occupation (2020-2024)","Male Employed in Arts, Design, Entertainment, Sports and Media Occupation (2020-2024)","Male Employed in Health Diagnosis and Treating Practitioners Occupation (2020-2024)","Male Employed in Health Technologist and Technicians Occupation (2020-2024)","Male Employed in Healthcare Support Occupation (2020-2024)","Male Employed in Fire Fighting and Prevention Occupation (2020-2024)","Male Employed in Law Enforcement Occupation (2020-2024)","Male Employed in Food Preparation and Serving Occupation (2020-2024)","Male Employed in Building, Grounds Cleaning, and Maintenance Occupation (2020-2024)","Male Employed in Personal Care and Service Occupation (2020-2024)","Male Employed in Sales Occupation (2020-2024)","Male Employed in Office and Administrative Support Occupation (2020-2024)","Male Employed in Farming, Fishing and Forestry Occupation (2020-2024)","Male Employed in Construction and Extraction Occupation (2020-2024)","Male Employed in Installation, Maintenance, and Repair Occupation (2020-2024)","Male Employed in Production Occupation (2020-2024)","Male Employed in Transportation Occupation (2020-2024)","Male Employed in Material Moving Occupation (2020-2024)"
"publicpolygonfeature:5:44645","ZIP Code 37190","country:us/state:tn/zip:37190","37190","116","120","66","51","28","0","13","55","24","35","40","14","19","19","29","133","6","130","221","0","187","126","465","162","115"
"publicpolygonfeature:5:44647","ZIP Code 37201","country:us/state:tn/zip:37201","37201","75","16","117","0","0","14","0","38","28","34","0","0","0","17","36","0","0","52","0","0","14","0","0","0","0"
"publicpolygonfeature:5:44648","ZIP Code 37211","country:us/state:tn/zip:37211","37211","2417","1231","1539","489","173","297","107","803","1146","372","236","311","357","232","1122","866","88","2107","1053","24","3004","1025","1507","1135","1475"
"publicpolygonfeature:5:44649","ZIP Code 37212","country:us/state:tn/zip:37212","37212","690","383","334","67","332","76","230","474","295","419","28","73","45","0","640","11","112","675","416","5","0","8","80","49","67"
"publicpolygonfeature:5:44650","ZIP Code 37213","country:us/state:tn/zip:37213","37213","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:44651","ZIP Code 37214","country:us/state:tn/zip:37214","37214","1036","730","609","301","197","93","256","210","765","125","31","118","183","35","339","341","81","863","688","0","715","337","396","265","586"
"publicpolygonfeature:5:44652","ZIP Code 37221","country:us/state:tn/zip:37221","37221","2057","1174","932","577","164","146","188","777","396","660","109","44","119","184","531","230","154","1388","533","0","558","186","223","205","187"
"publicpolygonfeature:5:44653","ZIP Code 37228","country:us/state:tn/zip:37228","37228","36","21","82","21","10","0","0","75","221","28","0","0","0","0","0","0","0","9","43","0","22","0","84","0","13"
"publicpolygonfeature:5:44933","ZIP Code 38401","country:us/state:tn/zip:38401","38401","1481","761","935","382","72","413","118","579","261","368","281","69","223","104","818","676","54","1558","1050","17","1458","1416","1974","1287","1061"
"publicpolygonfeature:5:45004","ZIP Code 38548","country:us/state:tn/zip:38548","38548","27","0","11","12","0","0","0","0","0","0","0","0","0","0","0","0","0","12","19","8","9","14","47","0","37"
