"feature id","feature label","shid","geoid","Male Employed in Management Occupation (2020-2024)","Male Employed in Business and Finance Occupation (2020-2024)","Male Employed in Computer and Mathematical Occupation (2020-2024)","Male Employed in Architecture and Engineering Occupation (2020-2024)","Male Employed in Life, Physical, and Social Science Occupation (2020-2024)","Male Employed in Community and Social Service Occupation (2020-2024)","Male Employed in Legal Occupation (2020-2024)","Male Employed in Education, Training and Library Occupation (2020-2024)","Male Employed in Arts, Design, Entertainment, Sports and Media Occupation (2020-2024)","Male Employed in Health Diagnosis and Treating Practitioners Occupation (2020-2024)","Male Employed in Health Technologist and Technicians Occupation (2020-2024)","Male Employed in Healthcare Support Occupation (2020-2024)","Male Employed in Fire Fighting and Prevention Occupation (2020-2024)","Male Employed in Law Enforcement Occupation (2020-2024)","Male Employed in Food Preparation and Serving Occupation (2020-2024)","Male Employed in Building, Grounds Cleaning, and Maintenance Occupation (2020-2024)","Male Employed in Personal Care and Service Occupation (2020-2024)","Male Employed in Sales Occupation (2020-2024)","Male Employed in Office and Administrative Support Occupation (2020-2024)","Male Employed in Farming, Fishing and Forestry Occupation (2020-2024)","Male Employed in Construction and Extraction Occupation (2020-2024)","Male Employed in Installation, Maintenance, and Repair Occupation (2020-2024)","Male Employed in Production Occupation (2020-2024)","Male Employed in Transportation Occupation (2020-2024)","Male Employed in Material Moving Occupation (2020-2024)"
"publicpolygonfeature:5:43208","ZIP Code 32043","country:us/state:fl/zip:32043","32043","1232","367","282","168","79","11","45","217","105","77","117","79","198","75","250","615","42","492","406","0","944","863","526","499","358"
"publicpolygonfeature:5:43210","ZIP Code 32046","country:us/state:fl/zip:32046","32046","335","54","51","81","0","37","0","16","11","0","84","15","96","21","77","134","0","211","127","33","254","340","98","182","131"
"publicpolygonfeature:5:43218","ZIP Code 32063","country:us/state:fl/zip:32063","32063","525","189","14","172","12","0","26","103","46","17","105","49","45","149","135","5","53","136","126","0","308","170","363","230","445"
"publicpolygonfeature:5:43222","ZIP Code 32095","country:us/state:fl/zip:32095","32095","1146","608","662","258","21","34","245","149","58","63","44","0","32","85","335","53","50","738","390","50","274","85","109","45","152"
"publicpolygonfeature:5:43223","ZIP Code 32068","country:us/state:fl/zip:32068","32068","1361","529","666","488","0","172","77","370","105","169","157","215","200","255","595","824","70","1187","1057","0","1832","1870","1006","1482","994"
"publicpolygonfeature:5:43225","ZIP Code 32087","country:us/state:fl/zip:32087","32087","47","26","0","0","0","20","0","0","0","0","17","0","0","92","15","27","0","0","0","0","78","72","122","29","14"
"publicpolygonfeature:5:43227","ZIP Code 32091","country:us/state:fl/zip:32091","32091","485","9","7","15","13","19","0","22","21","0","45","1","0","215","30","316","22","526","40","16","386","199","267","221","247"
"publicpolygonfeature:5:43228","ZIP Code 32092","country:us/state:fl/zip:32092","32092","3111","1287","1233","543","272","80","112","376","292","985","19","85","199","183","316","306","183","1907","694","0","368","824","470","691","231"
"publicpolygonfeature:5:43232","ZIP Code 32097","country:us/state:fl/zip:32097","32097","613","323","326","243","49","41","48","212","107","90","15","86","91","128","527","293","139","643","402","16","499","966","220","499","480"
"publicpolygonfeature:5:43262","ZIP Code 32218","country:us/state:fl/zip:32218","32218","1363","620","640","310","35","520","32","196","261","258","254","90","301","287","797","734","407","787","1863","55","1167","923","1172","1573","1485"
"publicpolygonfeature:5:43263","ZIP Code 32219","country:us/state:fl/zip:32219","32219","508","94","100","62","0","19","0","64","112","0","15","15","76","15","61","147","55","488","171","16","292","285","321","151","111"
"publicpolygonfeature:5:43264","ZIP Code 32220","country:us/state:fl/zip:32220","32220","174","46","126","51","0","45","0","43","0","54","17","0","88","32","0","83","0","287","63","0","534","311","136","440","294"
"publicpolygonfeature:5:43265","ZIP Code 32221","country:us/state:fl/zip:32221","32221","479","223","378","98","0","379","0","212","0","94","6","12","207","95","314","299","109","599","476","9","707","506","328","919","1004"
"publicpolygonfeature:5:43266","ZIP Code 32222","country:us/state:fl/zip:32222","32222","441","107","176","362","13","39","0","45","108","0","0","36","150","226","118","104","5","439","1046","0","196","429","322","299","304"
