"feature id","feature label","shid","geoid","Male Employed in Management Occupation (2020-2024)","Male Employed in Business and Finance Occupation (2020-2024)","Male Employed in Computer and Mathematical Occupation (2020-2024)","Male Employed in Architecture and Engineering Occupation (2020-2024)","Male Employed in Life, Physical, and Social Science Occupation (2020-2024)","Male Employed in Community and Social Service Occupation (2020-2024)","Male Employed in Legal Occupation (2020-2024)","Male Employed in Education, Training and Library Occupation (2020-2024)","Male Employed in Arts, Design, Entertainment, Sports and Media Occupation (2020-2024)","Male Employed in Health Diagnosis and Treating Practitioners Occupation (2020-2024)","Male Employed in Health Technologist and Technicians Occupation (2020-2024)","Male Employed in Healthcare Support Occupation (2020-2024)","Male Employed in Fire Fighting and Prevention Occupation (2020-2024)","Male Employed in Law Enforcement Occupation (2020-2024)","Male Employed in Food Preparation and Serving Occupation (2020-2024)","Male Employed in Building, Grounds Cleaning, and Maintenance Occupation (2020-2024)","Male Employed in Personal Care and Service Occupation (2020-2024)","Male Employed in Sales Occupation (2020-2024)","Male Employed in Office and Administrative Support Occupation (2020-2024)","Male Employed in Farming, Fishing and Forestry Occupation (2020-2024)","Male Employed in Construction and Extraction Occupation (2020-2024)","Male Employed in Installation, Maintenance, and Repair Occupation (2020-2024)","Male Employed in Production Occupation (2020-2024)","Male Employed in Transportation Occupation (2020-2024)","Male Employed in Material Moving Occupation (2020-2024)"
"publicpolygonfeature:5:41815","ZIP Code 33129","country:us/state:fl/zip:33129","33129","1397","791","122","147","62","17","375","131","43","90","0","0","62","43","30","24","123","325","191","31","263","11","58","372","79"
"publicpolygonfeature:5:41830","ZIP Code 33130","country:us/state:fl/zip:33130","33130","2306","779","462","164","17","60","165","456","414","127","208","79","130","12","634","599","285","1262","635","12","2096","234","224","1190","370"
"publicpolygonfeature:5:41831","ZIP Code 33131","country:us/state:fl/zip:33131","33131","3227","1435","589","240","20","24","288","82","327","517","39","0","30","28","144","25","128","1104","302","3","120","39","157","187","112"
"publicpolygonfeature:5:41834","ZIP Code 33132","country:us/state:fl/zip:33132","33132","2286","692","314","175","87","0","206","159","447","577","140","59","61","0","378","111","145","948","95","0","260","93","72","337","15"
"publicpolygonfeature:5:41835","ZIP Code 33133","country:us/state:fl/zip:33133","33133","1814","1334","276","326","177","83","799","399","346","623","93","11","271","24","445","194","348","1148","582","19","747","396","65","504","97"
"publicpolygonfeature:5:41844","ZIP Code 33134","country:us/state:fl/zip:33134","33134","2175","884","512","366","99","5","674","541","243","590","115","146","309","73","355","314","358","760","627","15","799","326","196","633","276"
"publicpolygonfeature:5:41869","ZIP Code 33135","country:us/state:fl/zip:33135","33135","693","218","218","33","42","75","74","192","203","35","12","163","231","40","848","280","208","767","588","0","3458","343","440","1193","536"
"publicpolygonfeature:5:41877","ZIP Code 33136","country:us/state:fl/zip:33136","33136","381","247","109","148","65","0","0","90","46","86","11","28","162","18","521","131","200","229","325","95","454","107","94","713","127"
"publicpolygonfeature:5:41884","ZIP Code 33137","country:us/state:fl/zip:33137","33137","2878","919","267","289","37","97","441","161","486","398","64","43","38","48","444","161","262","1121","349","0","889","336","281","657","179"
"publicpolygonfeature:5:41890","ZIP Code 33138","country:us/state:fl/zip:33138","33138","1455","302","169","209","36","54","468","374","276","173","129","233","252","109","753","365","193","1573","360","1","209","269","270","419","325"
"publicpolygonfeature:5:41891","ZIP Code 33139","country:us/state:fl/zip:33139","33139","2470","776","658","173","101","54","612","221","534","631","75","63","234","0","1558","187","233","1508","481","0","539","416","189","474","61"
"publicpolygonfeature:5:41896","ZIP Code 33140","country:us/state:fl/zip:33140","33140","1645","508","345","96","61","44","452","118","179","268","3","14","27","0","260","126","509","550","90","4","0","45","32","122","153"
"publicpolygonfeature:5:41899","ZIP Code 33141","country:us/state:fl/zip:33141","33141","1864","511","569","261","210","46","283","369","387","221","63","109","180","8","840","717","121","1229","789","43","961","366","292","1134","252"
"publicpolygonfeature:5:41902","ZIP Code 33142","country:us/state:fl/zip:33142","33142","828","223","134","110","44","67","101","89","16","58","87","157","433","0","544","915","251","579","683","82","3586","896","1072","945","1107"
"publicpolygonfeature:5:41909","ZIP Code 33143","country:us/state:fl/zip:33143","33143","1958","697","258","318","167","100","436","741","181","588","32","64","162","28","374","61","111","1092","608","47","446","255","107","207","193"
"publicpolygonfeature:5:41914","ZIP Code 33144","country:us/state:fl/zip:33144","33144","734","191","200","67","0","77","113","336","159","58","46","69","78","42","175","636","153","824","560","63","816","627","309","883","332"
"publicpolygonfeature:5:41915","ZIP Code 33145","country:us/state:fl/zip:33145","33145","1266","379","270","259","68","0","176","350","288","280","123","194","38","45","480","328","149","573","849","82","1020","202","153","603","283"
"publicpolygonfeature:5:41917","ZIP Code 33146","country:us/state:fl/zip:33146","33146","810","468","235","64","37","0","218","126","246","310","49","12","23","8","195","13","140","416","454","0","62","26","75","67","25"
"publicpolygonfeature:5:41918","ZIP Code 33147","country:us/state:fl/zip:33147","33147","1290","180","101","6","0","72","48","62","171","55","82","139","382","8","508","924","264","1075","715","91","1956","1416","508","1383","1066"
"publicpolygonfeature:5:41922","ZIP Code 33149","country:us/state:fl/zip:33149","33149","1031","659","87","67","70","15","147","65","166","56","0","8","0","22","81","13","0","528","175","0","90","26","19","84","51"
"publicpolygonfeature:5:41945","ZIP Code 33150","country:us/state:fl/zip:33150","33150","310","166","116","34","0","69","47","192","21","24","22","81","225","138","489","535","74","269","431","29","1214","412","259","873","592"
