"feature id","feature label","shid","geoid","Male Employed in Management Occupation (2020-2024)","Male Employed in Business and Finance Occupation (2020-2024)","Male Employed in Computer and Mathematical Occupation (2020-2024)","Male Employed in Architecture and Engineering Occupation (2020-2024)","Male Employed in Life, Physical, and Social Science Occupation (2020-2024)","Male Employed in Community and Social Service Occupation (2020-2024)","Male Employed in Legal Occupation (2020-2024)","Male Employed in Education, Training and Library Occupation (2020-2024)","Male Employed in Arts, Design, Entertainment, Sports and Media Occupation (2020-2024)","Male Employed in Health Diagnosis and Treating Practitioners Occupation (2020-2024)","Male Employed in Health Technologist and Technicians Occupation (2020-2024)","Male Employed in Healthcare Support Occupation (2020-2024)","Male Employed in Fire Fighting and Prevention Occupation (2020-2024)","Male Employed in Law Enforcement Occupation (2020-2024)","Male Employed in Food Preparation and Serving Occupation (2020-2024)","Male Employed in Building, Grounds Cleaning, and Maintenance Occupation (2020-2024)","Male Employed in Personal Care and Service Occupation (2020-2024)","Male Employed in Sales Occupation (2020-2024)","Male Employed in Office and Administrative Support Occupation (2020-2024)","Male Employed in Farming, Fishing and Forestry Occupation (2020-2024)","Male Employed in Construction and Extraction Occupation (2020-2024)","Male Employed in Installation, Maintenance, and Repair Occupation (2020-2024)","Male Employed in Production Occupation (2020-2024)","Male Employed in Transportation Occupation (2020-2024)","Male Employed in Material Moving Occupation (2020-2024)"
"publicpolygonfeature:5:59816","ZIP Code 78259","country:us/state:tx/zip:78259","78259","1560","663","681","399","68","70","64","242","190","274","97","72","96","74","345","169","32","1238","561","0","414","508","116","244","141"
"publicpolygonfeature:5:59817","ZIP Code 78261","country:us/state:tx/zip:78261","78261","1621","1042","1100","173","193","61","58","246","156","530","0","16","64","20","450","254","101","1094","176","18","230","190","255","189","360"
"publicpolygonfeature:5:59818","ZIP Code 78263","country:us/state:tx/zip:78263","78263","176","42","41","34","0","0","0","17","0","0","0","0","16","5","6","36","0","82","97","0","64","37","33","28","98"
"publicpolygonfeature:5:59819","ZIP Code 78264","country:us/state:tx/zip:78264","78264","240","93","65","0","0","19","0","77","0","0","0","85","19","116","152","58","91","122","4","0","508","201","206","257","171"
"publicpolygonfeature:5:59820","ZIP Code 78266","country:us/state:tx/zip:78266","78266","628","249","52","46","0","0","20","170","0","19","0","0","41","9","15","0","22","134","98","0","69","28","12","119","137"
"publicpolygonfeature:5:59944","ZIP Code 78606","country:us/state:tx/zip:78606","78606","256","104","178","106","18","66","28","22","13","6","43","38","0","7","77","67","81","116","21","91","348","82","161","45","19"
"publicpolygonfeature:5:59964","ZIP Code 78623","country:us/state:tx/zip:78623","78623","19","0","27","16","0","15","0","73","17","15","0","0","0","0","0","17","0","42","16","0","11","30","19","37","14"
"publicpolygonfeature:5:59978","ZIP Code 78638","country:us/state:tx/zip:78638","78638","56","43","0","1","13","0","0","34","3","27","0","11","26","0","0","0","9","2","31","19","106","20","39","11","32"
"publicpolygonfeature:5:59986","ZIP Code 78670","country:us/state:tx/zip:78670","78670","2","0","0","0","0","0","0","0","0","0","0","0","0","7","0","0","0","0","0","0","4","5","0","0","0"
"publicpolygonfeature:5:59990","ZIP Code 78648","country:us/state:tx/zip:78648","78648","129","129","32","3","21","0","0","0","0","0","0","71","158","28","39","89","0","66","33","33","115","158","193","246","161"
"publicpolygonfeature:5:59996","ZIP Code 78655","country:us/state:tx/zip:78655","78655","64","13","0","8","0","2","0","19","24","0","2","0","12","39","38","96","51","80","31","24","143","45","58","79","26"
"publicpolygonfeature:5:60003","ZIP Code 78666","country:us/state:tx/zip:78666","78666","1566","1120","735","479","276","224","100","1230","492","182","224","126","629","381","2066","931","245","2858","1903","55","2189","1187","1292","1754","1805"
"publicpolygonfeature:5:60048","ZIP Code 78885","country:us/state:tx/zip:78885","78885","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:60065","ZIP Code 78850","country:us/state:tx/zip:78850","78850","71","14","8","0","0","0","0","0","0","0","0","0","16","0","0","10","0","0","0","0","0","24","11","0","0"
"publicpolygonfeature:5:60069","ZIP Code 78861","country:us/state:tx/zip:78861","78861","474","201","81","30","21","19","0","211","26","39","0","29","28","80","12","92","46","262","181","27","292","127","203","107","96"
"publicpolygonfeature:5:60076","ZIP Code 78883","country:us/state:tx/zip:78883","78883","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","33","0","0"
