"feature id","feature label","shid","geoid","Male Employed in Management Occupation (2020-2024)","Male Employed in Business and Finance Occupation (2020-2024)","Male Employed in Computer and Mathematical Occupation (2020-2024)","Male Employed in Architecture and Engineering Occupation (2020-2024)","Male Employed in Life, Physical, and Social Science Occupation (2020-2024)","Male Employed in Community and Social Service Occupation (2020-2024)","Male Employed in Legal Occupation (2020-2024)","Male Employed in Education, Training and Library Occupation (2020-2024)","Male Employed in Arts, Design, Entertainment, Sports and Media Occupation (2020-2024)","Male Employed in Health Diagnosis and Treating Practitioners Occupation (2020-2024)","Male Employed in Health Technologist and Technicians Occupation (2020-2024)","Male Employed in Healthcare Support Occupation (2020-2024)","Male Employed in Fire Fighting and Prevention Occupation (2020-2024)","Male Employed in Law Enforcement Occupation (2020-2024)","Male Employed in Food Preparation and Serving Occupation (2020-2024)","Male Employed in Building, Grounds Cleaning, and Maintenance Occupation (2020-2024)","Male Employed in Personal Care and Service Occupation (2020-2024)","Male Employed in Sales Occupation (2020-2024)","Male Employed in Office and Administrative Support Occupation (2020-2024)","Male Employed in Farming, Fishing and Forestry Occupation (2020-2024)","Male Employed in Construction and Extraction Occupation (2020-2024)","Male Employed in Installation, Maintenance, and Repair Occupation (2020-2024)","Male Employed in Production Occupation (2020-2024)","Male Employed in Transportation Occupation (2020-2024)","Male Employed in Material Moving Occupation (2020-2024)"
"publicpolygonfeature:5:43563","ZIP Code 33602","country:us/state:fl/zip:33602","33602","1451","1195","572","91","96","55","285","87","287","485","37","22","6","78","478","89","179","1055","495","158","112","25","93","427","121"
"publicpolygonfeature:5:43564","ZIP Code 33607","country:us/state:fl/zip:33607","33607","1001","667","899","131","18","121","239","24","166","446","65","56","177","218","362","351","39","798","545","52","389","501","612","766","328"
"publicpolygonfeature:5:43565","ZIP Code 33609","country:us/state:fl/zip:33609","33609","1288","526","276","297","40","0","342","95","205","112","3","0","12","74","286","108","138","832","202","78","259","67","210","201","70"
"publicpolygonfeature:5:43566","ZIP Code 33610","country:us/state:fl/zip:33610","33610","792","539","761","144","11","45","12","295","53","227","95","78","42","21","835","345","116","702","533","109","1688","555","503","980","815"
"publicpolygonfeature:5:43567","ZIP Code 33611","country:us/state:fl/zip:33611","33611","2152","1321","519","261","12","55","230","369","390","576","55","22","109","49","502","231","221","1353","503","116","303","217","219","278","279"
"publicpolygonfeature:5:43568","ZIP Code 33612","country:us/state:fl/zip:33612","33612","654","686","299","249","137","69","42","226","109","87","86","212","131","37","590","949","211","1018","780","9","2825","924","574","743","1337"
"publicpolygonfeature:5:43569","ZIP Code 33625","country:us/state:fl/zip:33625","33625","736","551","550","314","0","206","71","222","98","191","63","36","124","28","323","378","71","626","443","0","1154","380","352","911","173"
"publicpolygonfeature:5:43570","ZIP Code 33613","country:us/state:fl/zip:33613","33613","759","237","481","286","47","82","85","425","132","290","12","264","97","12","647","842","374","784","524","12","1702","337","357","674","770"
"publicpolygonfeature:5:43571","ZIP Code 33614","country:us/state:fl/zip:33614","33614","798","343","557","245","11","206","61","264","165","129","121","389","115","10","869","789","334","1040","1038","99","1971","773","635","1771","897"
"publicpolygonfeature:5:43572","ZIP Code 33615","country:us/state:fl/zip:33615","33615","1111","648","740","209","47","0","108","79","226","362","109","178","285","178","484","926","180","1527","956","38","1207","952","661","1059","564"
"publicpolygonfeature:5:43573","ZIP Code 33616","country:us/state:fl/zip:33616","33616","517","548","321","140","57","20","78","123","21","146","72","0","19","42","293","171","43","333","290","0","520","56","217","113","118"
"publicpolygonfeature:5:43574","ZIP Code 33617","country:us/state:fl/zip:33617","33617","871","547","722","254","402","95","80","648","306","174","96","178","483","84","740","481","198","1199","994","7","832","506","583","965","753"
"publicpolygonfeature:5:43575","ZIP Code 33618","country:us/state:fl/zip:33618","33618","1298","681","703","196","7","56","175","199","71","314","80","48","56","61","510","108","64","993","354","0","459","286","381","368","66"
"publicpolygonfeature:5:43576","ZIP Code 33619","country:us/state:fl/zip:33619","33619","1130","713","720","335","31","16","0","63","120","21","32","176","122","54","458","567","192","698","410","62","1308","752","543","1225","671"
"publicpolygonfeature:5:43577","ZIP Code 33620","country:us/state:fl/zip:33620","33620","12","26","5","0","0","15","0","97","55","0","5","15","0","0","122","0","94","109","78","0","43","43","0","0","103"
"publicpolygonfeature:5:43578","ZIP Code 33621","country:us/state:fl/zip:33621","33621","0","0","0","0","14","0","0","0","0","11","12","10","0","0","0","0","0","9","12","0","0","0","0","0","0"
"publicpolygonfeature:5:43579","ZIP Code 33624","country:us/state:fl/zip:33624","33624","1693","699","714","359","27","42","73","257","144","359","35","70","190","172","571","300","326","1564","520","34","903","481","465","455","375"
"publicpolygonfeature:5:43580","ZIP Code 33637","country:us/state:fl/zip:33637","33637","482","194","591","142","82","41","25","262","157","101","15","23","62","17","505","92","91","425","301","0","403","373","155","305","293"
"publicpolygonfeature:5:43581","ZIP Code 33647","country:us/state:fl/zip:33647","33647","3662","2002","2692","825","269","232","204","586","387","1112","287","99","316","318","653","525","307","1405","1321","24","1045","190","574","885","523"
"publicpolygonfeature:5:43582","ZIP Code 33701","country:us/state:fl/zip:33701","33701","1118","387","299","134","137","37","182","57","222","214","52","7","32","27","505","19","39","412","208","15","185","89","153","254","28"
"publicpolygonfeature:5:43583","ZIP Code 33702","country:us/state:fl/zip:33702","33702","1079","967","514","228","92","0","162","105","246","246","33","131","23","36","262","156","89","1040","420","16","368","531","378","377","401"
"publicpolygonfeature:5:43584","ZIP Code 33703","country:us/state:fl/zip:33703","33703","1012","807","556","138","94","0","206","343","184","310","53","33","96","57","313","154","112","1120","255","10","314","188","302","273","219"
"publicpolygonfeature:5:43585","ZIP Code 33704","country:us/state:fl/zip:33704","33704","861","509","204","141","82","14","136","103","132","150","33","11","48","72","451","43","33","487","213","14","101","255","73","184","31"
"publicpolygonfeature:5:43586","ZIP Code 33712","country:us/state:fl/zip:33712","33712","548","510","153","91","29","49","21","193","59","162","109","24","174","13","374","201","73","458","443","0","130","429","280","558","310"
"publicpolygonfeature:5:43587","ZIP Code 33713","country:us/state:fl/zip:33713","33713","1419","683","546","237","105","9","234","282","196","147","121","87","221","48","486","263","215","960","855","0","716","600","794","470","275"
"publicpolygonfeature:5:43588","ZIP Code 33714","country:us/state:fl/zip:33714","33714","402","217","201","82","38","25","56","63","169","87","86","6","41","13","495","180","57","563","202","14","390","532","534","166","251"
"publicpolygonfeature:5:43589","ZIP Code 33715","country:us/state:fl/zip:33715","33715","448","189","179","46","12","0","18","69","22","34","17","0","10","4","82","10","62","211","62","0","5","152","6","61","38"
"publicpolygonfeature:5:43590","ZIP Code 33716","country:us/state:fl/zip:33716","33716","482","559","479","243","72","24","0","118","94","171","50","58","105","11","672","186","113","922","311","0","129","29","589","279","249"
"publicpolygonfeature:5:43591","ZIP Code 33744","country:us/state:fl/zip:33744","33744","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:43592","ZIP Code 33755","country:us/state:fl/zip:33755","33755","656","383","379","89","152","471","5","248","130","188","107","103","59","16","689","180","117","632","672","42","814","377","220","439","267"
"publicpolygonfeature:5:43593","ZIP Code 33759","country:us/state:fl/zip:33759","33759","665","151","285","123","12","8","39","76","67","80","21","15","19","65","299","207","12","359","286","15","440","189","113","199","158"
"publicpolygonfeature:5:43594","ZIP Code 33760","country:us/state:fl/zip:33760","33760","294","341","262","100","51","30","33","114","73","66","263","0","59","0","298","86","162","410","542","0","479","152","418","248","97"
"publicpolygonfeature:5:43595","ZIP Code 33761","country:us/state:fl/zip:33761","33761","447","233","170","68","0","53","28","359","110","62","62","56","45","144","239","352","12","483","236","33","298","217","86","220","143"
"publicpolygonfeature:5:43596","ZIP Code 33762","country:us/state:fl/zip:33762","33762","171","143","83","313","48","9","11","32","42","68","0","0","63","0","45","21","0","235","71","0","16","16","42","47","0"
"publicpolygonfeature:5:43597","ZIP Code 33763","country:us/state:fl/zip:33763","33763","438","202","203","53","26","36","0","93","99","50","50","23","58","47","376","93","25","341","232","0","544","425","303","201","404"
"publicpolygonfeature:5:43599","ZIP Code 33764","country:us/state:fl/zip:33764","33764","1014","396","370","168","25","39","34","106","100","145","46","155","235","92","163","380","142","1110","449","17","451","169","610","287","230"
"publicpolygonfeature:5:43600","ZIP Code 33765","country:us/state:fl/zip:33765","33765","394","242","275","137","21","119","0","46","0","24","18","82","78","111","256","165","71","481","260","0","480","115","253","201","32"
"publicpolygonfeature:5:43601","ZIP Code 33767","country:us/state:fl/zip:33767","33767","472","142","139","88","14","7","23","10","16","92","14","0","50","7","25","10","8","350","92","0","79","84","7","31","0"
"publicpolygonfeature:5:43602","ZIP Code 33770","country:us/state:fl/zip:33770","33770","503","448","361","56","28","155","39","72","238","179","22","78","99","140","339","201","27","456","615","266","465","449","267","300","153"
"publicpolygonfeature:5:43603","ZIP Code 33771","country:us/state:fl/zip:33771","33771","501","318","327","109","55","39","0","269","167","85","138","302","195","107","315","384","174","481","426","10","589","406","406","215","351"
"publicpolygonfeature:5:43604","ZIP Code 33773","country:us/state:fl/zip:33773","33773","580","250","332","176","69","99","32","116","14","304","88","20","61","47","273","77","84","427","441","0","293","421","217","163","98"
"publicpolygonfeature:5:43605","ZIP Code 33774","country:us/state:fl/zip:33774","33774","918","263","191","130","17","58","32","41","69","58","83","64","167","14","286","52","113","463","211","72","131","413","512","179","121"
"publicpolygonfeature:5:43606","ZIP Code 33776","country:us/state:fl/zip:33776","33776","538","239","203","69","0","39","36","75","99","110","29","29","49","37","116","59","59","392","209","9","153","142","87","49","82"
"publicpolygonfeature:5:43607","ZIP Code 33777","country:us/state:fl/zip:33777","33777","958","322","149","162","42","5","65","340","40","81","34","21","122","36","111","122","26","697","349","50","255","346","245","284","189"
