"feature id","feature label","shid","geoid","Male Employed in Management Occupation (2020-2024)","Male Employed in Business and Finance Occupation (2020-2024)","Male Employed in Computer and Mathematical Occupation (2020-2024)","Male Employed in Architecture and Engineering Occupation (2020-2024)","Male Employed in Life, Physical, and Social Science Occupation (2020-2024)","Male Employed in Community and Social Service Occupation (2020-2024)","Male Employed in Legal Occupation (2020-2024)","Male Employed in Education, Training and Library Occupation (2020-2024)","Male Employed in Arts, Design, Entertainment, Sports and Media Occupation (2020-2024)","Male Employed in Health Diagnosis and Treating Practitioners Occupation (2020-2024)","Male Employed in Health Technologist and Technicians Occupation (2020-2024)","Male Employed in Healthcare Support Occupation (2020-2024)","Male Employed in Fire Fighting and Prevention Occupation (2020-2024)","Male Employed in Law Enforcement Occupation (2020-2024)","Male Employed in Food Preparation and Serving Occupation (2020-2024)","Male Employed in Building, Grounds Cleaning, and Maintenance Occupation (2020-2024)","Male Employed in Personal Care and Service Occupation (2020-2024)","Male Employed in Sales Occupation (2020-2024)","Male Employed in Office and Administrative Support Occupation (2020-2024)","Male Employed in Farming, Fishing and Forestry Occupation (2020-2024)","Male Employed in Construction and Extraction Occupation (2020-2024)","Male Employed in Installation, Maintenance, and Repair Occupation (2020-2024)","Male Employed in Production Occupation (2020-2024)","Male Employed in Transportation Occupation (2020-2024)","Male Employed in Material Moving Occupation (2020-2024)"
"publicpolygonfeature:5:63575","ZIP Code 94108","country:us/state:ca/zip:94108","94108","617","214","431","49","18","22","124","117","122","9","0","56","59","0","338","93","11","190","118","0","80","23","76","33","96"
"publicpolygonfeature:5:63576","ZIP Code 94109","country:us/state:ca/zip:94109","94109","3637","2318","2167","663","456","99","278","488","990","480","258","127","345","23","733","345","476","2033","559","35","173","59","421","302","143"
"publicpolygonfeature:5:63577","ZIP Code 94110","country:us/state:ca/zip:94110","94110","4327","1894","3045","953","634","378","364","1349","1007","502","167","128","190","93","1306","442","120","1325","848","81","1224","352","533","652","316"
"publicpolygonfeature:5:63578","ZIP Code 94123","country:us/state:ca/zip:94123","94123","2065","1487","1007","346","198","12","416","82","216","122","0","86","4","0","44","38","18","1398","228","10","23","307","50","17","114"
"publicpolygonfeature:5:63579","ZIP Code 94124","country:us/state:ca/zip:94124","94124","698","475","416","152","75","37","134","231","215","43","75","249","233","15","945","438","78","559","804","4","579","475","218","591","307"
"publicpolygonfeature:5:63580","ZIP Code 94127","country:us/state:ca/zip:94127","94127","1193","395","888","452","108","197","201","285","93","255","47","43","67","0","16","47","41","429","209","0","89","121","97","255","35"
"publicpolygonfeature:5:63581","ZIP Code 94128","country:us/state:ca/zip:94128","94128","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:63582","ZIP Code 94129","country:us/state:ca/zip:94129","94129","311","113","118","11","44","11","0","61","70","20","0","0","10","9","72","0","0","49","80","0","9","11","54","48","0"
"publicpolygonfeature:5:63583","ZIP Code 94130","country:us/state:ca/zip:94130","94130","70","45","78","16","0","11","18","31","13","9","10","0","17","0","74","37","19","81","30","0","50","21","5","78","12"
"publicpolygonfeature:5:63584","ZIP Code 94131","country:us/state:ca/zip:94131","94131","2291","952","1452","421","529","103","275","387","544","418","32","217","61","0","203","12","118","513","260","30","141","49","90","88","62"
"publicpolygonfeature:5:63585","ZIP Code 94132","country:us/state:ca/zip:94132","94132","811","773","646","249","159","181","159","324","197","244","222","177","68","255","284","203","102","490","403","39","154","106","133","218","146"
"publicpolygonfeature:5:63586","ZIP Code 94303","country:us/state:ca/zip:94303","94303","1966","770","1567","1322","441","100","127","342","318","79","26","86","210","18","720","826","178","490","503","77","996","284","302","645","409"
"publicpolygonfeature:5:63590","ZIP Code 94401","country:us/state:ca/zip:94401","94401","1629","572","1264","304","186","2","115","271","188","82","159","164","156","23","519","562","81","862","357","135","1064","625","273","420","543"
"publicpolygonfeature:5:63592","ZIP Code 94402","country:us/state:ca/zip:94402","94402","1579","602","1063","322","208","12","164","169","187","242","1","0","58","66","154","236","62","585","204","4","242","83","63","223","93"
"publicpolygonfeature:5:63593","ZIP Code 94403","country:us/state:ca/zip:94403","94403","2580","724","1764","690","443","88","184","521","375","595","145","74","67","82","443","148","218","1127","383","126","715","170","437","582","130"
"publicpolygonfeature:5:63594","ZIP Code 94404","country:us/state:ca/zip:94404","94404","2325","697","2551","823","617","86","153","153","148","106","59","60","40","19","112","64","113","685","225","0","183","258","135","320","61"
"publicpolygonfeature:5:63595","ZIP Code 94501","country:us/state:ca/zip:94501","94501","2629","981","1914","996","397","172","434","854","944","303","320","129","205","118","550","271","181","1188","866","89","540","401","401","612","371"
"publicpolygonfeature:5:63596","ZIP Code 94502","country:us/state:ca/zip:94502","94502","921","408","322","239","90","8","132","99","80","72","32","44","15","0","14","30","22","210","233","0","54","84","42","34","9"
"publicpolygonfeature:5:63598","ZIP Code 94509","country:us/state:ca/zip:94509","94509","1762","352","435","197","93","150","51","447","349","133","333","370","445","136","751","1545","291","1358","1060","62","2560","1053","1096","1142","761"
"publicpolygonfeature:5:63599","ZIP Code 94505","country:us/state:ca/zip:94505","94505","816","278","25","230","16","78","39","73","49","62","12","46","111","109","68","109","37","211","187","0","418","275","78","108","169"
"publicpolygonfeature:5:63600","ZIP Code 94506","country:us/state:ca/zip:94506","94506","2313","882","752","294","75","136","148","210","138","470","25","10","217","52","251","10","48","843","227","0","147","140","8","30","73"
"publicpolygonfeature:5:63601","ZIP Code 94507","country:us/state:ca/zip:94507","94507","1110","571","99","162","16","10","141","174","36","321","41","0","18","0","12","109","5","436","202","0","84","28","85","27","130"
"publicpolygonfeature:5:63605","ZIP Code 94511","country:us/state:ca/zip:94511","94511","42","0","0","0","0","0","0","0","0","0","0","0","0","0","21","0","0","0","0","0","243","0","0","0","0"
"publicpolygonfeature:5:63607","ZIP Code 94518","country:us/state:ca/zip:94518","94518","947","456","477","311","97","64","23","231","209","85","9","134","205","32","375","456","43","676","243","9","473","210","115","322","372"
"publicpolygonfeature:5:63608","ZIP Code 94519","country:us/state:ca/zip:94519","94519","740","163","183","280","55","35","26","93","106","17","68","100","70","99","292","144","105","537","197","66","667","208","433","194","264"
"publicpolygonfeature:5:63609","ZIP Code 94929","country:us/state:ca/zip:94929","94929","30","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","29","0","0","0"
"publicpolygonfeature:5:63610","ZIP Code 94513","country:us/state:ca/zip:94513","94513","3026","659","1259","663","206","147","41","670","251","181","180","124","388","781","707","383","200","1398","1142","282","1602","955","510","899","560"
"publicpolygonfeature:5:63611","ZIP Code 94514","country:us/state:ca/zip:94514","94514","98","0","0","4","0","0","0","18","5","0","0","0","4","6","0","9","31","10","0","0","95","12","2","142","24"
"publicpolygonfeature:5:63612","ZIP Code 94566","country:us/state:ca/zip:94566","94566","3084","801","1802","1233","246","160","136","296","330","429","52","79","79","50","313","236","73","1037","515","0","286","105","168","164","122"
"publicpolygonfeature:5:63614","ZIP Code 94516","country:us/state:ca/zip:94516","94516","14","1","1","0","0","0","0","6","20","0","0","0","0","0","0","1","0","6","0","0","27","0","0","0","0"
"publicpolygonfeature:5:63615","ZIP Code 94517","country:us/state:ca/zip:94517","94517","464","213","340","262","76","43","20","50","96","46","55","0","90","49","76","41","70","387","87","3","144","147","209","90","117"
"publicpolygonfeature:5:63616","ZIP Code 94520","country:us/state:ca/zip:94520","94520","1038","403","533","356","150","83","20","174","95","137","19","138","226","73","1034","1190","87","685","503","16","1872","551","694","526","492"
"publicpolygonfeature:5:63617","ZIP Code 94521","country:us/state:ca/zip:94521","94521","2184","744","711","602","148","74","35","386","284","130","199","157","215","195","186","226","144","1211","585","17","777","516","645","468","334"
"publicpolygonfeature:5:63618","ZIP Code 94523","country:us/state:ca/zip:94523","94523","1424","804","901","750","275","65","99","278","275","139","91","326","215","105","222","105","8","985","490","39","503","290","255","396","201"
"publicpolygonfeature:5:63619","ZIP Code 94525","country:us/state:ca/zip:94525","94525","101","25","66","136","21","26","37","32","31","0","0","0","0","0","25","0","0","29","54","10","43","59","68","26","30"
"publicpolygonfeature:5:63621","ZIP Code 94526","country:us/state:ca/zip:94526","94526","2424","879","655","386","141","47","95","314","330","168","8","39","104","51","187","30","40","1074","214","11","400","134","248","205","45"
"publicpolygonfeature:5:63622","ZIP Code 94528","country:us/state:ca/zip:94528","94528","10","67","63","11","15","0","0","0","27","10","0","0","0","0","0","0","0","36","28","0","0","0","0","0","0"
"publicpolygonfeature:5:63623","ZIP Code 94530","country:us/state:ca/zip:94530","94530","956","620","973","453","252","38","86","573","451","151","27","166","123","77","273","70","31","446","293","0","298","131","74","269","212"
"publicpolygonfeature:5:63624","ZIP Code 94531","country:us/state:ca/zip:94531","94531","1136","755","749","443","98","404","49","237","264","229","195","364","182","98","361","424","176","720","615","20","997","665","536","924","616"
"publicpolygonfeature:5:63628","ZIP Code 94536","country:us/state:ca/zip:94536","94536","2667","1267","5129","2206","318","149","128","347","362","375","251","220","282","110","393","428","122","1544","909","0","795","798","448","819","754"
"publicpolygonfeature:5:63630","ZIP Code 94538","country:us/state:ca/zip:94538","94538","2287","840","5693","2208","260","110","69","338","303","278","101","358","239","29","725","447","113","1082","989","62","757","863","732","802","866"
"publicpolygonfeature:5:63631","ZIP Code 94539","country:us/state:ca/zip:94539","94539","2726","964","4140","2686","220","57","140","279","286","265","32","35","67","30","191","41","40","630","326","0","137","173","401","344","128"
"publicpolygonfeature:5:63632","ZIP Code 94541","country:us/state:ca/zip:94541","94541","2246","801","1228","466","179","154","22","340","259","171","241","388","580","7","583","1274","174","1013","1207","127","2526","1006","896","1645","1150"
"publicpolygonfeature:5:63633","ZIP Code 94542","country:us/state:ca/zip:94542","94542","428","159","345","196","84","21","27","130","76","63","25","99","45","13","115","120","42","668","293","0","290","272","217","254","185"
"publicpolygonfeature:5:63634","ZIP Code 94544","country:us/state:ca/zip:94544","94544","1240","949","1289","1146","276","109","207","271","176","321","228","527","530","39","698","1278","201","1002","1352","192","2720","1777","1689","1929","1351"
"publicpolygonfeature:5:63635","ZIP Code 94545","country:us/state:ca/zip:94545","94545","626","302","654","497","194","31","98","58","126","261","129","115","91","157","230","349","101","607","786","11","703","559","555","630","378"
"publicpolygonfeature:5:63636","ZIP Code 94546","country:us/state:ca/zip:94546","94546","1849","800","975","711","162","183","96","246","511","182","14","251","53","128","487","611","44","759","463","10","897","591","558","665","463"
"publicpolygonfeature:5:63637","ZIP Code 94547","country:us/state:ca/zip:94547","94547","583","440","582","253","231","27","74","178","185","189","124","53","109","219","175","172","19","679","680","0","206","224","282","606","180"
"publicpolygonfeature:5:63638","ZIP Code 94548","country:us/state:ca/zip:94548","94548","0","14","41","0","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","20","33","0","0"
"publicpolygonfeature:5:63640","ZIP Code 94549","country:us/state:ca/zip:94549","94549","1761","798","598","483","254","53","446","138","148","521","36","27","33","19","156","131","58","825","156","0","272","73","11","72","27"
"publicpolygonfeature:5:63641","ZIP Code 94551","country:us/state:ca/zip:94551","94551","2031","590","1322","601","335","118","64","471","180","318","50","136","246","221","571","458","269","675","423","31","769","635","209","454","169"
"publicpolygonfeature:5:63642","ZIP Code 94578","country:us/state:ca/zip:94578","94578","754","509","338","440","256","0","40","354","158","202","181","251","232","46","435","558","72","1077","844","136","1678","552","816","534","978"
"publicpolygonfeature:5:63643","ZIP Code 94550","country:us/state:ca/zip:94550","94550","2879","753","1437","1225","524","65","112","357","293","387","62","165","323","170","368","507","95","1007","385","20","824","382","616","386","237"
"publicpolygonfeature:5:63644","ZIP Code 94552","country:us/state:ca/zip:94552","94552","697","434","226","192","193","62","34","112","93","54","167","40","0","56","118","44","52","229","226","0","105","151","111","42","67"
"publicpolygonfeature:5:63645","ZIP Code 94553","country:us/state:ca/zip:94553","94553","2123","763","899","652","263","68","186","362","358","264","167","119","340","286","409","326","102","1195","883","51","1042","621","293","469","625"
"publicpolygonfeature:5:63646","ZIP Code 94556","country:us/state:ca/zip:94556","94556","1014","573","231","255","126","19","222","95","168","82","73","32","58","14","77","20","28","323","175","0","18","25","45","0","24"
"publicpolygonfeature:5:63649","ZIP Code 94560","country:us/state:ca/zip:94560","94560","1836","930","2389","1465","222","128","51","224","214","458","153","243","187","203","560","482","210","1048","875","7","727","653","889","638","453"
"publicpolygonfeature:5:63650","ZIP Code 94561","country:us/state:ca/zip:94561","94561","870","840","579","362","18","132","60","395","251","232","88","236","330","324","585","402","106","1061","460","64","1457","1294","498","1289","529"
"publicpolygonfeature:5:63651","ZIP Code 94563","country:us/state:ca/zip:94563","94563","1760","587","186","247","257","9","323","82","188","236","23","3","89","19","91","62","11","443","90","0","65","56","27","158","11"
"publicpolygonfeature:5:63652","ZIP Code 94564","country:us/state:ca/zip:94564","94564","896","236","271","145","114","23","0","90","113","7","37","27","53","26","121","243","143","591","371","0","368","142","311","305","133"
"publicpolygonfeature:5:63653","ZIP Code 94565","country:us/state:ca/zip:94565","94565","1907","567","922","367","271","151","107","364","200","219","451","339","518","232","1462","2071","226","1960","1233","126","4726","1748","1553","1832","1707"
"publicpolygonfeature:5:63655","ZIP Code 94568","country:us/state:ca/zip:94568","94568","3806","1440","5633","1446","589","136","108","414","560","384","130","44","175","240","232","89","193","1236","944","9","421","441","384","465","104"
"publicpolygonfeature:5:63656","ZIP Code 94569","country:us/state:ca/zip:94569","94569","0","0","0","0","0","0","0","0","0","0","0","0","10","0","0","0","0","0","0","0","48","0","0","0","0"
"publicpolygonfeature:5:63657","ZIP Code 94579","country:us/state:ca/zip:94579","94579","441","177","287","267","80","84","0","65","74","8","17","96","41","18","444","164","56","276","624","40","710","186","416","343","210"
"publicpolygonfeature:5:63659","ZIP Code 94572","country:us/state:ca/zip:94572","94572","99","80","98","159","25","50","0","75","0","31","0","16","53","18","30","73","33","357","143","55","153","134","202","177","179"
"publicpolygonfeature:5:63661","ZIP Code 94580","country:us/state:ca/zip:94580","94580","578","203","400","250","62","160","25","85","179","62","0","106","152","37","395","449","36","630","545","0","867","555","726","602","838"
"publicpolygonfeature:5:63662","ZIP Code 94582","country:us/state:ca/zip:94582","94582","3473","957","3280","1303","208","34","43","160","39","425","21","58","70","192","361","59","42","935","473","0","104","84","218","197","146"
"publicpolygonfeature:5:63664","ZIP Code 94575","country:us/state:ca/zip:94575","94575","0","50","7","0","0","0","0","0","0","0","0","0","10","0","29","4","13","6","3","0","0","0","17","0","0"
"publicpolygonfeature:5:63666","ZIP Code 94577","country:us/state:ca/zip:94577","94577","1265","487","1075","582","211","146","98","523","169","68","179","370","321","146","892","286","129","693","984","44","989","327","1103","1075","874"
"publicpolygonfeature:5:63667","ZIP Code 94583","country:us/state:ca/zip:94583","94583","2230","972","2357","621","95","130","87","323","229","256","87","13","225","169","461","111","94","907","548","0","416","224","251","300","210"
"publicpolygonfeature:5:63668","ZIP Code 94586","country:us/state:ca/zip:94586","94586","76","14","12","17","0","0","8","4","2","2","0","2","0","0","2","5","2","7","8","7","30","25","2","0","6"
"publicpolygonfeature:5:63669","ZIP Code 94587","country:us/state:ca/zip:94587","94587","2093","982","2593","1368","318","187","60","543","254","421","300","389","426","65","837","573","206","1296","1233","81","716","662","1471","982","1015"
"publicpolygonfeature:5:63671","ZIP Code 94595","country:us/state:ca/zip:94595","94595","594","125","294","115","84","53","23","143","84","37","16","13","52","0","110","47","8","249","63","0","31","0","134","36","15"
"publicpolygonfeature:5:63672","ZIP Code 94588","country:us/state:ca/zip:94588","94588","1606","655","2439","896","280","38","107","411","120","415","78","91","68","111","250","19","135","742","603","0","223","295","149","101","118"
"publicpolygonfeature:5:63677","ZIP Code 94597","country:us/state:ca/zip:94597","94597","1103","883","643","348","154","40","214","154","276","154","105","25","204","8","252","222","62","751","416","0","273","59","218","176","93"
"publicpolygonfeature:5:63678","ZIP Code 94598","country:us/state:ca/zip:94598","94598","1520","812","899","391","153","41","223","443","254","200","22","23","117","128","160","91","6","687","188","0","170","112","114","208","58"
"publicpolygonfeature:5:63680","ZIP Code 94601","country:us/state:ca/zip:94601","94601","1233","369","445","179","261","249","106","541","473","99","34","313","148","8","1192","1257","87","1209","811","94","2153","524","789","665","905"
"publicpolygonfeature:5:63681","ZIP Code 94602","country:us/state:ca/zip:94602","94602","1687","336","677","352","164","104","141","660","507","313","109","94","75","0","232","279","98","702","342","8","251","233","465","326","185"
"publicpolygonfeature:5:63682","ZIP Code 94603","country:us/state:ca/zip:94603","94603","501","140","138","158","90","94","33","92","62","85","39","198","130","66","447","999","66","737","602","80","1800","503","731","705","944"
"publicpolygonfeature:5:63683","ZIP Code 94605","country:us/state:ca/zip:94605","94605","1280","464","647","393","88","220","261","450","516","174","80","48","178","49","562","406","109","656","633","10","880","431","525","824","695"
"publicpolygonfeature:5:63684","ZIP Code 94606","country:us/state:ca/zip:94606","94606","1707","477","608","395","99","129","127","594","499","42","137","531","241","88","1186","342","199","827","610","3","761","430","469","535","621"
"publicpolygonfeature:5:63685","ZIP Code 94607","country:us/state:ca/zip:94607","94607","1346","645","1082","411","122","111","135","413","414","120","145","119","212","65","447","114","46","668","590","43","330","231","169","304","345"
"publicpolygonfeature:5:63686","ZIP Code 94608","country:us/state:ca/zip:94608","94608","1758","751","1481","720","625","284","139","559","835","159","35","126","206","0","450","165","65","754","382","76","339","212","160","587","396"
