"feature id","feature label","shid","geoid","Male Employed in Management Occupation (2020-2024)","Male Employed in Business and Finance Occupation (2020-2024)","Male Employed in Computer and Mathematical Occupation (2020-2024)","Male Employed in Architecture and Engineering Occupation (2020-2024)","Male Employed in Life, Physical, and Social Science Occupation (2020-2024)","Male Employed in Community and Social Service Occupation (2020-2024)","Male Employed in Legal Occupation (2020-2024)","Male Employed in Education, Training and Library Occupation (2020-2024)","Male Employed in Arts, Design, Entertainment, Sports and Media Occupation (2020-2024)","Male Employed in Health Diagnosis and Treating Practitioners Occupation (2020-2024)","Male Employed in Health Technologist and Technicians Occupation (2020-2024)","Male Employed in Healthcare Support Occupation (2020-2024)","Male Employed in Fire Fighting and Prevention Occupation (2020-2024)","Male Employed in Law Enforcement Occupation (2020-2024)","Male Employed in Food Preparation and Serving Occupation (2020-2024)","Male Employed in Building, Grounds Cleaning, and Maintenance Occupation (2020-2024)","Male Employed in Personal Care and Service Occupation (2020-2024)","Male Employed in Sales Occupation (2020-2024)","Male Employed in Office and Administrative Support Occupation (2020-2024)","Male Employed in Farming, Fishing and Forestry Occupation (2020-2024)","Male Employed in Construction and Extraction Occupation (2020-2024)","Male Employed in Installation, Maintenance, and Repair Occupation (2020-2024)","Male Employed in Production Occupation (2020-2024)","Male Employed in Transportation Occupation (2020-2024)","Male Employed in Material Moving Occupation (2020-2024)"
"publicpolygonfeature:5:46480","ZIP Code 43222","country:us/state:oh/zip:43222","43222","115","18","53","0","32","6","11","39","41","25","0","0","33","22","46","15","0","24","47","0","117","9","61","31","195"
"publicpolygonfeature:5:46481","ZIP Code 43223","country:us/state:oh/zip:43223","43223","327","342","94","19","0","17","30","56","86","248","7","137","31","50","359","465","83","265","259","0","847","323","351","559","1037"
"publicpolygonfeature:5:46482","ZIP Code 43224","country:us/state:oh/zip:43224","43224","580","434","503","138","45","155","29","249","221","213","64","230","75","87","920","673","79","721","674","0","936","672","940","1006","1274"
"publicpolygonfeature:5:46483","ZIP Code 43227","country:us/state:oh/zip:43227","43227","190","156","138","93","23","66","0","51","47","47","78","84","157","6","288","244","17","354","313","0","539","348","579","763","694"
"publicpolygonfeature:5:46484","ZIP Code 43228","country:us/state:oh/zip:43228","43228","1285","735","847","502","82","113","56","211","337","267","120","334","224","30","697","371","146","1313","1016","21","1350","779","2093","1969","1454"
"publicpolygonfeature:5:46485","ZIP Code 43229","country:us/state:oh/zip:43229","43229","917","472","751","309","22","109","64","227","168","163","116","652","256","34","968","516","217","1348","921","42","1261","317","1100","1544","1503"
"publicpolygonfeature:5:46486","ZIP Code 43230","country:us/state:oh/zip:43230","43230","2418","1346","1602","577","91","288","303","764","355","466","123","253","232","218","824","492","45","1015","1253","0","599","724","725","669","695"
"publicpolygonfeature:5:46487","ZIP Code 43231","country:us/state:oh/zip:43231","43231","367","226","341","189","43","44","49","84","38","36","37","121","345","37","509","137","19","634","437","0","336","212","366","1031","461"
"publicpolygonfeature:5:46490","ZIP Code 43334","country:us/state:oh/zip:43334","43334","243","74","196","36","0","55","2","24","19","73","0","31","14","10","26","83","2","73","90","46","146","251","163","75","107"
"publicpolygonfeature:5:46495","ZIP Code 43315","country:us/state:oh/zip:43315","43315","149","40","81","53","0","0","0","6","5","0","7","0","46","0","30","224","13","146","194","0","307","87","365","99","129"
"publicpolygonfeature:5:46497","ZIP Code 43317","country:us/state:oh/zip:43317","43317","4","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","7","2","0","8","1","10","1","4"
"publicpolygonfeature:5:46504","ZIP Code 43338","country:us/state:oh/zip:43338","43338","342","91","84","232","18","44","19","6","39","7","0","79","124","58","0","30","26","310","76","0","337","212","356","177","128"
"publicpolygonfeature:5:46505","ZIP Code 43340","country:us/state:oh/zip:43340","43340","113","28","0","8","2","0","0","11","0","0","3","0","26","25","15","2","0","17","11","67","83","26","62","17","79"
"publicpolygonfeature:5:46508","ZIP Code 43344","country:us/state:oh/zip:43344","43344","58","54","0","105","0","32","8","61","49","0","24","0","31","15","0","48","0","105","135","0","75","137","300","121","94"
"publicpolygonfeature:5:46513","ZIP Code 43356","country:us/state:oh/zip:43356","43356","20","30","2","0","9","0","0","9","38","0","0","0","1","0","0","16","0","23","13","0","7","57","21","14","0"
"publicpolygonfeature:5:46515","ZIP Code 43358","country:us/state:oh/zip:43358","43358","208","4","35","13","0","16","0","35","0","0","11","0","11","3","0","32","0","21","9","66","26","39","65","45","63"
"publicpolygonfeature:5:46596","ZIP Code 43721","country:us/state:oh/zip:43721","43721","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:46604","ZIP Code 43730","country:us/state:oh/zip:43730","43730","58","0","37","14","0","0","0","0","0","1","3","2","0","59","12","1","0","4","131","2","270","23","24","61","36"
"publicpolygonfeature:5:46605","ZIP Code 43731","country:us/state:oh/zip:43731","43731","64","0","0","38","0","19","0","36","0","15","14","16","5","12","30","27","0","22","32","0","141","131","165","132","84"
"publicpolygonfeature:5:46614","ZIP Code 43739","country:us/state:oh/zip:43739","43739","42","22","0","14","0","0","0","0","3","0","0","0","148","0","3","24","0","32","11","0","82","98","54","48","134"
"publicpolygonfeature:5:46615","ZIP Code 43740","country:us/state:oh/zip:43740","43740","1","0","0","0","0","0","0","0","0","0","1","0","5","2","14","0","0","9","2","2","7","2","2","8","4"
"publicpolygonfeature:5:46617","ZIP Code 43760","country:us/state:oh/zip:43760","43760","79","0","21","0","0","0","0","0","0","0","0","0","26","0","0","10","0","38","1","0","49","30","21","15","24"
"publicpolygonfeature:5:46619","ZIP Code 43748","country:us/state:oh/zip:43748","43748","44","9","14","51","0","0","0","0","3","0","0","16","0","25","2","94","0","30","19","0","73","36","108","29","12"
"publicpolygonfeature:5:46620","ZIP Code 43761","country:us/state:oh/zip:43761","43761","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:46629","ZIP Code 43764","country:us/state:oh/zip:43764","43764","130","52","34","27","0","39","25","38","28","7","18","42","66","31","99","79","0","72","116","11","234","104","387","163","184"
"publicpolygonfeature:5:46632","ZIP Code 43777","country:us/state:oh/zip:43777","43777","72","4","29","6","0","7","3","9","18","0","7","0","48","0","10","146","3","50","16","0","178","73","118","99","46"
"publicpolygonfeature:5:46635","ZIP Code 43782","country:us/state:oh/zip:43782","43782","9","0","4","0","0","0","0","0","2","0","0","0","0","0","0","0","5","3","2","0","13","0","25","3","17"
"publicpolygonfeature:5:46637","ZIP Code 43783","country:us/state:oh/zip:43783","43783","85","5","5","55","25","3","0","28","0","9","4","0","66","19","22","63","15","14","40","0","103","107","105","89","88"
"publicpolygonfeature:5:46647","ZIP Code 43822","country:us/state:oh/zip:43822","43822","102","3","12","0","0","8","0","13","0","0","0","0","21","3","15","48","20","30","9","0","213","103","130","116","200"
"publicpolygonfeature:5:46649","ZIP Code 43830","country:us/state:oh/zip:43830","43830","246","40","26","46","0","0","0","15","0","45","0","16","31","134","6","0","17","202","96","18","106","169","256","52","50"
"publicpolygonfeature:5:47066","ZIP Code 44833","country:us/state:oh/zip:44833","44833","485","164","11","202","18","55","16","121","38","0","27","7","8","79","126","242","0","226","141","0","482","311","672","130","324"
"publicpolygonfeature:5:47114","ZIP Code 44904","country:us/state:oh/zip:44904","44904","489","84","116","127","7","56","16","139","124","85","0","12","33","78","256","124","2","243","212","0","107","128","397","72","337"
"publicpolygonfeature:5:47354","ZIP Code 45622","country:us/state:oh/zip:45622","45622","0","0","0","0","0","0","0","0","0","0","0","21","0","0","0","0","0","0","0","0","39","0","13","0","35"
"publicpolygonfeature:5:47383","ZIP Code 45644","country:us/state:oh/zip:45644","45644","119","13","13","12","0","0","0","13","3","0","3","0","37","29","0","13","15","56","101","0","54","289","276","103","133"
"publicpolygonfeature:5:47394","ZIP Code 45654","country:us/state:oh/zip:45654","45654","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","28","0","0","0","0","46","10","0","0","16"
"publicpolygonfeature:5:47455","ZIP Code 45732","country:us/state:oh/zip:45732","45732","85","0","33","24","12","0","0","24","2","6","31","10","2","34","70","81","0","40","136","0","92","40","53","48","28"
"publicpolygonfeature:5:47463","ZIP Code 45764","country:us/state:oh/zip:45764","45764","214","9","33","0","0","11","26","19","0","9","9","55","40","11","123","93","7","203","135","0","189","230","295","95","180"
"publicpolygonfeature:5:6671676","ZIP Code 43350","country:us/state:oh/zip:43350","43350","5","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","1","2","0","9"
"publicpolygonfeature:5:6678138","ZIP Code 43007","country:us/state:oh/zip:43007","43007","5","6","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:6680060","ZIP Code 43018","country:us/state:oh/zip:43018","43018","34","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","61","0","0","13","0","12","33","14"
"publicpolygonfeature:5:6689548","ZIP Code 43027","country:us/state:oh/zip:43027","43027","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:6701511","ZIP Code 43325","country:us/state:oh/zip:43325","43325","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","21"
"publicpolygonfeature:5:6703135","ZIP Code 43218","country:us/state:oh/zip:43218","43218","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:22:927882","Columbus, OH Area","country:us/state:oh/msa:columbus","18140","77235","37684","41425","20153","6531","6153","7491","19329","10918","15107","4828","5492","10475","7170","25481","19122","5986","49444","36394","954","38424","25810","36898","34209","38961"
