"feature id","feature label","shid","geoid","Number of Jobs (2023)"
"publicpolygonfeature:5:46413","ZIP Code 43056","country:us/state:oh/zip:43056","43056","8891"
"publicpolygonfeature:5:46415","ZIP Code 43061","country:us/state:oh/zip:43061","43061","529"
"publicpolygonfeature:5:46416","ZIP Code 43064","country:us/state:oh/zip:43064","43064","8060"
"publicpolygonfeature:5:46417","ZIP Code 43065","country:us/state:oh/zip:43065","43065","12702"
"publicpolygonfeature:5:46418","ZIP Code 43066","country:us/state:oh/zip:43066","43066","97"
"publicpolygonfeature:5:46419","ZIP Code 43067","country:us/state:oh/zip:43067","43067","3099"
"publicpolygonfeature:5:46420","ZIP Code 43068","country:us/state:oh/zip:43068","43068","18880"
"publicpolygonfeature:5:46422","ZIP Code 43074","country:us/state:oh/zip:43074","43074","5218"
"publicpolygonfeature:5:46423","ZIP Code 43076","country:us/state:oh/zip:43076","43076","1410"
"publicpolygonfeature:5:46424","ZIP Code 43077","country:us/state:oh/zip:43077","43077",
"publicpolygonfeature:5:46426","ZIP Code 43080","country:us/state:oh/zip:43080","43080","871"
"publicpolygonfeature:5:46427","ZIP Code 43081","country:us/state:oh/zip:43081","43081","28029"
"publicpolygonfeature:5:46428","ZIP Code 43082","country:us/state:oh/zip:43082","43082","21743"
"publicpolygonfeature:5:46430","ZIP Code 43085","country:us/state:oh/zip:43085","43085","17286"
"publicpolygonfeature:5:46432","ZIP Code 43102","country:us/state:oh/zip:43102","43102","728"
"publicpolygonfeature:5:46433","ZIP Code 43105","country:us/state:oh/zip:43105","43105","1447"
"publicpolygonfeature:5:46435","ZIP Code 43107","country:us/state:oh/zip:43107","43107","586"
"publicpolygonfeature:5:46436","ZIP Code 43109","country:us/state:oh/zip:43109","43109","74"
"publicpolygonfeature:5:46437","ZIP Code 43119","country:us/state:oh/zip:43119","43119","2343"
"publicpolygonfeature:5:46438","ZIP Code 43110","country:us/state:oh/zip:43110","43110","9381"
"publicpolygonfeature:5:46439","ZIP Code 43111","country:us/state:oh/zip:43111","43111","9"
"publicpolygonfeature:5:46440","ZIP Code 43112","country:us/state:oh/zip:43112","43112","2326"
"publicpolygonfeature:5:46442","ZIP Code 43113","country:us/state:oh/zip:43113","43113","8790"
"publicpolygonfeature:5:46443","ZIP Code 43115","country:us/state:oh/zip:43115","43115","62"
"publicpolygonfeature:5:46444","ZIP Code 43116","country:us/state:oh/zip:43116","43116","275"
"publicpolygonfeature:5:46445","ZIP Code 43117","country:us/state:oh/zip:43117","43117","3"
"publicpolygonfeature:5:46446","ZIP Code 43123","country:us/state:oh/zip:43123","43123","31278"
"publicpolygonfeature:5:46447","ZIP Code 43125","country:us/state:oh/zip:43125","43125","25419"
"publicpolygonfeature:5:46448","ZIP Code 43126","country:us/state:oh/zip:43126","43126","10"
"publicpolygonfeature:5:46449","ZIP Code 43127","country:us/state:oh/zip:43127","43127","60"
"publicpolygonfeature:5:46450","ZIP Code 43130","country:us/state:oh/zip:43130","43130","21497"
"publicpolygonfeature:5:46451","ZIP Code 43145","country:us/state:oh/zip:43145","43145","159"
"publicpolygonfeature:5:46452","ZIP Code 43135","country:us/state:oh/zip:43135","43135","352"
"publicpolygonfeature:5:46453","ZIP Code 43136","country:us/state:oh/zip:43136","43136","274"
"publicpolygonfeature:5:46454","ZIP Code 43137","country:us/state:oh/zip:43137","43137","7667"
"publicpolygonfeature:5:46455","ZIP Code 43138","country:us/state:oh/zip:43138","43138","6114"
"publicpolygonfeature:5:46456","ZIP Code 43149","country:us/state:oh/zip:43149","43149","238"
"publicpolygonfeature:5:46457","ZIP Code 43140","country:us/state:oh/zip:43140","43140","8261"
"publicpolygonfeature:5:46459","ZIP Code 43150","country:us/state:oh/zip:43150","43150","296"
"publicpolygonfeature:5:46460","ZIP Code 43151","country:us/state:oh/zip:43151","43151","31"
"publicpolygonfeature:5:46461","ZIP Code 43143","country:us/state:oh/zip:43143","43143","1076"
"publicpolygonfeature:5:46462","ZIP Code 43144","country:us/state:oh/zip:43144","43144","10"
"publicpolygonfeature:5:46463","ZIP Code 43156","country:us/state:oh/zip:43156","43156","34"
"publicpolygonfeature:5:46464","ZIP Code 43157","country:us/state:oh/zip:43157","43157","16"
"publicpolygonfeature:5:46465","ZIP Code 43158","country:us/state:oh/zip:43158","43158","13"
"publicpolygonfeature:5:46466","ZIP Code 43146","country:us/state:oh/zip:43146","43146","1622"
"publicpolygonfeature:5:46467","ZIP Code 43147","country:us/state:oh/zip:43147","43147","11227"
"publicpolygonfeature:5:46468","ZIP Code 43148","country:us/state:oh/zip:43148","43148","187"
"publicpolygonfeature:5:46469","ZIP Code 43152","country:us/state:oh/zip:43152","43152","97"
"publicpolygonfeature:5:46470","ZIP Code 43153","country:us/state:oh/zip:43153","43153","188"
"publicpolygonfeature:5:46471","ZIP Code 43154","country:us/state:oh/zip:43154","43154","201"
"publicpolygonfeature:5:46472","ZIP Code 43155","country:us/state:oh/zip:43155","43155","487"
"publicpolygonfeature:5:46474","ZIP Code 43162","country:us/state:oh/zip:43162","43162","9438"
"publicpolygonfeature:5:46475","ZIP Code 43164","country:us/state:oh/zip:43164","43164","590"
"publicpolygonfeature:5:46476","ZIP Code 43201","country:us/state:oh/zip:43201","43201","16181"
"publicpolygonfeature:5:46477","ZIP Code 43202","country:us/state:oh/zip:43202","43202","7872"
"publicpolygonfeature:5:46478","ZIP Code 43203","country:us/state:oh/zip:43203","43203","1733"
"publicpolygonfeature:5:46479","ZIP Code 43221","country:us/state:oh/zip:43221","43221","9383"
"publicpolygonfeature:5:46480","ZIP Code 43222","country:us/state:oh/zip:43222","43222","3653"
"publicpolygonfeature:5:46481","ZIP Code 43223","country:us/state:oh/zip:43223","43223","8613"
"publicpolygonfeature:5:46482","ZIP Code 43224","country:us/state:oh/zip:43224","43224","6865"
"publicpolygonfeature:5:46483","ZIP Code 43227","country:us/state:oh/zip:43227","43227","2808"
"publicpolygonfeature:5:46484","ZIP Code 43228","country:us/state:oh/zip:43228","43228","40550"
"publicpolygonfeature:5:46485","ZIP Code 43229","country:us/state:oh/zip:43229","43229","27590"
"publicpolygonfeature:5:46486","ZIP Code 43230","country:us/state:oh/zip:43230","43230","35570"
"publicpolygonfeature:5:46487","ZIP Code 43231","country:us/state:oh/zip:43231","43231","10778"
"publicpolygonfeature:5:46490","ZIP Code 43334","country:us/state:oh/zip:43334","43334","1532"
"publicpolygonfeature:5:46495","ZIP Code 43315","country:us/state:oh/zip:43315","43315","894"
"publicpolygonfeature:5:46497","ZIP Code 43317","country:us/state:oh/zip:43317","43317","52"
"publicpolygonfeature:5:46504","ZIP Code 43338","country:us/state:oh/zip:43338","43338","2861"
"publicpolygonfeature:5:46505","ZIP Code 43340","country:us/state:oh/zip:43340","43340","161"
"publicpolygonfeature:5:46508","ZIP Code 43344","country:us/state:oh/zip:43344","43344","759"
"publicpolygonfeature:5:46513","ZIP Code 43356","country:us/state:oh/zip:43356","43356","191"
"publicpolygonfeature:5:46515","ZIP Code 43358","country:us/state:oh/zip:43358","43358","158"
"publicpolygonfeature:5:46596","ZIP Code 43721","country:us/state:oh/zip:43721","43721",
"publicpolygonfeature:5:46604","ZIP Code 43730","country:us/state:oh/zip:43730","43730","158"
"publicpolygonfeature:5:46605","ZIP Code 43731","country:us/state:oh/zip:43731","43731","842"
"publicpolygonfeature:5:46614","ZIP Code 43739","country:us/state:oh/zip:43739","43739","128"
"publicpolygonfeature:5:46615","ZIP Code 43740","country:us/state:oh/zip:43740","43740","13"
"publicpolygonfeature:5:46617","ZIP Code 43760","country:us/state:oh/zip:43760","43760","126"
"publicpolygonfeature:5:46619","ZIP Code 43748","country:us/state:oh/zip:43748","43748","231"
"publicpolygonfeature:5:46620","ZIP Code 43761","country:us/state:oh/zip:43761","43761","1"
"publicpolygonfeature:5:46629","ZIP Code 43764","country:us/state:oh/zip:43764","43764","2910"
"publicpolygonfeature:5:46632","ZIP Code 43777","country:us/state:oh/zip:43777","43777","318"
"publicpolygonfeature:5:46635","ZIP Code 43782","country:us/state:oh/zip:43782","43782","105"
"publicpolygonfeature:5:46637","ZIP Code 43783","country:us/state:oh/zip:43783","43783","582"
"publicpolygonfeature:5:46647","ZIP Code 43822","country:us/state:oh/zip:43822","43822","1095"
"publicpolygonfeature:5:46649","ZIP Code 43830","country:us/state:oh/zip:43830","43830","616"
"publicpolygonfeature:5:47066","ZIP Code 44833","country:us/state:oh/zip:44833","44833","5023"
"publicpolygonfeature:5:47114","ZIP Code 44904","country:us/state:oh/zip:44904","44904","3910"
"publicpolygonfeature:5:47354","ZIP Code 45622","country:us/state:oh/zip:45622","45622","12"
"publicpolygonfeature:5:47383","ZIP Code 45644","country:us/state:oh/zip:45644","45644","317"
"publicpolygonfeature:5:47394","ZIP Code 45654","country:us/state:oh/zip:45654","45654","129"
"publicpolygonfeature:5:47455","ZIP Code 45732","country:us/state:oh/zip:45732","45732","320"
"publicpolygonfeature:5:47463","ZIP Code 45764","country:us/state:oh/zip:45764","45764","1825"
"publicpolygonfeature:5:6671676","ZIP Code 43350","country:us/state:oh/zip:43350","43350","180"
"publicpolygonfeature:5:6678138","ZIP Code 43007","country:us/state:oh/zip:43007","43007",
"publicpolygonfeature:5:6680060","ZIP Code 43018","country:us/state:oh/zip:43018","43018","172"
"publicpolygonfeature:5:6689548","ZIP Code 43027","country:us/state:oh/zip:43027","43027",
"publicpolygonfeature:5:6701511","ZIP Code 43325","country:us/state:oh/zip:43325","43325",
"publicpolygonfeature:5:6703135","ZIP Code 43218","country:us/state:oh/zip:43218","43218","170"
"publicpolygonfeature:22:927882","Columbus, OH Area","country:us/state:oh/msa:columbus","18140","1129650"
