geoid,city,actual_rent,actual_rent_percentile,predicted_rent,predicted_rent_percentile,rent_discrepancy_dollars,rent_discrepancy_pct,rent_discrepancy_pct_percentile,median_income,median_income_percentile,poverty_rate,poverty_rate_percentile,affluence_rate,affluence_rate_percentile,avg_housing_age,avg_housing_age_percentile,housing_cost_burden,housing_cost_burden_percentile,population_growth,population_growth_percentile,population_density,population_density_percentile,transit_usage,transit_usage_percentile,commute_time,commute_time_percentile
43782,Columbus,665.0,0.5753739930955121,802.197,1.726121979286536,-137.197021484375,-17.102659048834088,5.466052934407365,54844.0,9.20138888888889,25.36764705882353,88.83774453394706,59.375,13.40621403912543,68.6453900709223,93.15304948216341,7.801418439716311,6.789413118527042,-14.09946,0.805523590333717,1.929078014184397,13.751438434982738,0.0,12.917146144994247,28.58823529411765,56.45905420991926
43783,Columbus,833.0,4.746835443037975,816.05945,2.186421173762946,16.9405517578125,2.0758967737341774,63.29113924050633,67016.0,22.974537037037038,15.114503816793892,62.2554660529344,69.00763358778626,30.66743383199079,49.089182058047754,63.92405063291139,8.99736147757256,11.44994246260069,-0.16482,14.384349827387801,2.490765171503958,60.70195627157653,0.15938853459741498,35.96087456846951,35.70857142857143,92.50288350634371
43822,Columbus,805.0,3.1645569620253164,790.0242,1.2082853855005753,14.975830078125,1.8956166973481268,61.967779056386654,60266.0,14.0625,26.114523479294633,90.04602991944765,65.62314246086784,22.842347525891828,48.93702204228498,63.521288837744535,10.886189833558255,23.072497123130034,3.6915,30.609896432681243,2.291947818263608,37.456846950517836,0.0,12.917146144994247,29.854079809410365,65.85928489042676
43830,Columbus,971.0,11.19102416570771,979.694,10.788262370540853,-8.6939697265625,-0.887416886825284,45.45454545454545,88346.0,53.125,14.750343563902884,60.70195627157653,76.60711559016644,52.07134637514385,40.16789667896683,42.462600690448795,10.101476014760149,17.088607594936708,5.51162,39.52819332566168,3.0207564575645756,95.10932105868815,0.0,12.917146144994247,24.285714285714285,20.588235294117645
44833,Columbus,823.0,4.228998849252013,947.8915,9.03337169159954,-124.8914794921875,-13.175714962549872,8.688147295742233,60151.0,13.831018518518517,14.359563469270533,58.80322209436134,65.26262046078244,22.036823935558115,62.89915755060974,87.62945914844649,9.795045894630958,15.592635212888379,-1.57817,9.608745684695052,1.9982396579906954,17.66398158803222,0.0,12.917146144994247,28.32388840453357,54.15224913494809
44904,Columbus,809.0,3.308400460299195,970.2904,10.299194476409665,-161.2904052734375,-16.62290015410224,5.581127733026467,62364.0,17.41898148148148,16.55099577549789,68.23935558112774,67.87115268557635,26.985040276179518,48.92398360095672,63.463751438434976,13.30714041680902,43.44073647871116,2.89573,26.69735327963176,2.2975743081653572,37.859608745684696,0.0,12.917146144994247,22.35421556237588,9.688581314878892
45644,Columbus,738.0,1.4959723820483315,964.20685,10.01150747986191,-226.20684814453125,-23.46040671457911,2.3590333716916,74219.0,33.3912037037037,16.583676120372377,68.41196777905638,73.67395540160207,42.17491369390103,48.478484565014014,62.715765247410815,7.904583723105707,7.13463751438435,4.77673,35.44303797468354,2.1604303086997194,27.330264672036826,0.07268254609090977,30.724971231300348,31.23284429720776,74.22145328719724
45732,Columbus,697.0,1.0356731875719216,804.4485,1.7836593785960875,-107.448486328125,-13.356788924865729,8.285385500575373,60605.0,14.583333333333334,20.49469964664311,80.03452243958573,69.63486454652532,31.93325661680092,59.362332253586146,83.54430379746836,9.578898658028692,14.154200230149597,-8.1486,1.7836593785960875,1.983803794539565,16.513233601841197,0.0,12.917146144994247,32.578947368421055,82.35294117647058
45764,Columbus,776.0,2.5604142692750287,761.9278,0.805523590333717,14.07220458984375,1.8469210172688983,61.737629459148444,51806.0,6.712962962962964,27.55203171456888,92.00230149597239,53.291802350276086,7.307249712313004,56.139100932994324,78.48101265822784,12.934690415606447,39.930955120828536,-14.28033,0.7479861910241657,2.178682499293186,28.768699654775602,0.0,12.917146144994247,39.77195945945946,97.52018454440599
16740,Charlotte,1473.0,45.914844649021866,1475.1787,43.90103567318757,-2.1787109375,-0.1476913218274004,49.7698504027618,83304.0,46.70138888888889,14.055052371890481,57.134637514384345,74.03086972801677,43.44073647871116,33.765884717578274,26.409666283084004,13.050588392801972,41.02416570771001,18.57058,78.5385500575374,2.3758908280753306,46.835443037974684,0.6811847225199953,54.6029919447641,26.57818569752272,38.523644752018456
27013,Charlotte,800.0,3.1070195627157653,920.45264,7.249712313003452,-120.45263671875,-13.086239521040675,8.918296892980438,66301.0,21.99074074074074,16.511946431288997,67.95166858457998,63.064982498858626,18.239355581127732,39.63720369626344,41.254315304948214,11.269586179188428,25.834292289988493,4.01838,32.22094361334868,2.641623141824026,75.31645569620254,0.0,12.917146144994247,31.39880952380953,75.60553633217994
27054,Charlotte,775.0,2.4741081703107017,1008.202,12.773302646720369,-233.2020263671875,-23.13048578244528,2.4165707710011506,92560.0,58.50694444444444,13.309166235111341,53.10701956271576,74.98705334023822,46.37514384349827,39.54680664916896,41.02416570771001,6.517935258092739,3.567318757192175,3.46694,29.40161104718067,1.689413823272091,6.3866513233601845,0.0,12.917146144994247,30.244897959183675,68.16608996539793
28007,Charlotte,776.0,2.5604142692750287,780.6302,0.9781357882623706,-4.63018798828125,-0.5931346314204746,47.18066743383199,60648.0,14.641203703703704,15.699658703071673,64.21173762945915,60.75085324232082,14.844649021864212,52.16155988857918,70.77100115074798,9.052924791086351,11.737629459148447,-18.81473,0.34522439585730724,2.448467966573816,56.04142692750288,0.0,12.917146144994247,27.08874458874459,42.964244521337946
28012,Charlotte,1383.0,39.32681242807825,1428.2832,40.678941311852704,-45.283203125,-3.1704638846079685,34.407364787111625,83391.0,46.75925925925926,10.991905186103256,41.77215189873418,79.37565358844262,59.72382048331415,35.79720575783222,31.1277330264672,14.13632514817951,51.43843498273878,30.73867,88.3199079401611,2.2486028789161727,34.23475258918297,0.041341867450284876,28.82623705408516,26.796186278267538,40.31141868512111
28016,Charlotte,939.0,9.090909090909092,889.79364,5.523590333716916,49.20635986328125,5.53008671265852,77.90563866513234,57147.0,10.99537037037037,18.502641047232643,75.14384349827388,63.69134195820255,19.390103567318757,48.073370959466274,61.85270425776754,10.7747562852745,22.036823935558115,0.77769,18.296892980437285,2.2420044467248164,33.83199079401611,0.299599362769875,42.462600690448795,28.444182852658425,55.36332179930796
28021,Charlotte,1010.0,13.808975834292289,919.3306,7.077100115074798,90.66937255859375,9.862542359861996,87.80207134637514,63429.0,19.03935185185185,17.50420598346866,71.97928653624857,68.03452563821227,27.330264672036826,47.28730335293176,60.24165707710012,10.988399809311934,23.590333716915996,3.84942,31.530494821634065,2.2032416971237883,30.724971231300348,0.012697128457458635,26.524741081703105,30.048797490414778,67.07035755478663
28023,Charlotte,976.0,11.737629459148447,954.1641,9.49367088607595,21.83587646484375,2.288482235523835,64.72957422324511,62257.0,17.1875,17.613857532113663,72.49712313003452,64.76579732710523,21.518987341772153,44.578464362190516,54.372842347525896,11.892015907005199,31.703107019562715,4.65956,34.982738780207136,2.3699908228816153,46.260069044879174,0.0,12.917146144994247,25.489942090825966,29.123414071510958
28025,Charlotte,1244.0,30.063291139240505,1401.2319,38.550057537399304,-157.23193359375,-11.220978470744388,11.047180667433832,79545.0,41.43518518518518,14.026178010471204,56.9620253164557,73.15008726003491,40.50632911392405,41.73687580025603,46.835443037974684,12.624839948783611,38.032220943613346,20.37479,81.41542002301496,2.489714041826718,60.52934407364787,0.06561688578863353,30.264672036823935,28.05381443298969,51.44175317185697
28027,Charlotte,1561.0,51.754890678941315,1572.1989,51.611047180667434,-11.1988525390625,-0.7123050955657821,46.37514384349827,92219.0,58.10185185185185,13.207454272420668,52.589182968929805,75.99763669038182,50.287686996547755,28.490175514358725,14.787111622554661,13.55532249606712,45.39700805523591,35.09287,90.6789413118527,2.5223480057990684,63.98158803222095,0.21997892726739643,38.95281933256617,26.41765357913774,37.254901960784316
