"feature id","feature label","shid","geoid","Female Employed in Management Occupation (2020-2024)","Female Employed in Business and Finance Occupation (2020-2024)","Female Employed in Computer and Mathematical Occupation (2020-2024)","Female Employed in Architecture and Engineering Occupation (2020-2024)","Female Employed in Life, Physical, and Social Science Occupation (2020-2024)","Female Employed in Community and Social Service Occupation (2020-2024)","Female Employed in Legal Occupation (2020-2024)","Female Employed in Education, Training and Library Occupation (2020-2024)","Female Employed in Arts, Design, Entertainment, Sports and Media Occupation (2020-2024)","Female Employed in Health Diagnosis and Treating Practitioners Occupation (2020-2024)","Female Employed in Health Technologist and Technicians Occupation (2020-2024)","Female Employed in Healthcare Support Occupation (2020-2024)","Female Employed in Fire Fighting and Prevention Occupation (2020-2024)","Female Employed in Law Enforcement Occupation (2020-2024)","Female Employed in Food Preparation and Serving Occupation (2020-2024)","Female Employed in Building, Grounds Cleaning, and Maintenance Occupation (2020-2024)","Female Employed in Personal Care and Service Occupation (2020-2024)","Female Employed in Sales Occupation (2020-2024)","Female Employed in Office and Administrative Support Occupation (2020-2024)","Female Employed in Farming, Fishing and Forestry Occupation (2020-2024)","Female Employed in Construction and Extraction Occupation (2020-2024)","Female Employed in Installation, Maintenance, and Repair Occupation (2020-2024)","Female Employed in Production Occupation (2020-2024)","Female Employed in Transportation Occupation (2020-2024)","Female Employed in Material Moving Occupation (2020-2024)"
"publicpolygonfeature:5:43570","ZIP Code 33613","country:us/state:fl/zip:33613","33613","445","634","194","29","156","228","11","776","78","581","265","691","26","34","704","766","369","800","2339","0","41","38","69","84","396"
"publicpolygonfeature:5:43571","ZIP Code 33614","country:us/state:fl/zip:33614","33614","760","715","130","8","43","143","191","382","177","341","455","1040","16","0","568","676","1098","1007","1819","3","87","13","378","293","415"
"publicpolygonfeature:5:43572","ZIP Code 33615","country:us/state:fl/zip:33615","33615","1038","707","120","133","124","89","66","1008","306","486","245","1241","98","65","672","951","507","1553","2933","30","98","0","448","77","451"
"publicpolygonfeature:5:43573","ZIP Code 33616","country:us/state:fl/zip:33616","33616","793","526","132","0","31","30","165","272","115","281","51","77","43","0","333","142","280","414","599","0","26","29","23","39","22"
"publicpolygonfeature:5:43574","ZIP Code 33617","country:us/state:fl/zip:33617","33617","1048","608","217","66","84","133","169","688","151","600","457","877","261","0","585","386","492","980","2531","0","86","0","499","326","202"
"publicpolygonfeature:5:43575","ZIP Code 33618","country:us/state:fl/zip:33618","33618","875","640","113","69","78","210","335","541","180","462","127","87","7","0","248","192","276","1047","1414","0","0","0","80","34","66"
"publicpolygonfeature:5:43576","ZIP Code 33619","country:us/state:fl/zip:33619","33619","617","768","243","52","128","456","117","614","368","333","295","641","61","91","436","131","747","974","1604","70","79","8","398","263","366"
"publicpolygonfeature:5:43577","ZIP Code 33620","country:us/state:fl/zip:33620","33620","177","190","0","0","0","0","0","182","31","0","31","49","19","0","394","0","177","288","334","0","0","20","28","0","15"
"publicpolygonfeature:5:43578","ZIP Code 33621","country:us/state:fl/zip:33621","33621","53","52","0","0","0","0","0","43","0","62","0","32","0","0","0","25","0","0","11","0","0","0","0","0","5"
"publicpolygonfeature:5:43579","ZIP Code 33624","country:us/state:fl/zip:33624","33624","877","993","430","72","50","123","150","726","318","775","473","422","39","0","831","205","568","912","2724","0","18","38","403","71","103"
"publicpolygonfeature:5:43580","ZIP Code 33637","country:us/state:fl/zip:33637","33637","714","464","188","23","59","48","12","404","28","348","295","240","0","0","175","220","399","414","853","0","0","0","97","76","59"
"publicpolygonfeature:5:43581","ZIP Code 33647","country:us/state:fl/zip:33647","33647","2264","2133","675","290","287","380","154","1876","313","1891","662","418","24","34","1102","324","479","1758","2524","0","82","38","253","446","158"
"publicpolygonfeature:5:43582","ZIP Code 33701","country:us/state:fl/zip:33701","33701","704","463","172","33","144","277","139","380","522","340","101","69","7","11","205","163","186","452","490","0","0","0","53","8","31"
"publicpolygonfeature:5:43583","ZIP Code 33702","country:us/state:fl/zip:33702","33702","932","726","211","155","22","114","144","461","180","612","284","241","25","58","663","142","345","690","1094","0","38","7","216","84","229"
"publicpolygonfeature:5:43584","ZIP Code 33703","country:us/state:fl/zip:33703","33703","835","584","301","99","160","84","184","598","299","639","220","206","29","0","251","214","176","660","911","23","53","0","117","64","8"
"publicpolygonfeature:5:43585","ZIP Code 33704","country:us/state:fl/zip:33704","33704","768","450","70","57","97","49","202","419","144","376","112","154","12","45","184","43","146","469","464","14","17","19","85","16","46"
"publicpolygonfeature:5:43586","ZIP Code 33712","country:us/state:fl/zip:33712","33712","717","498","79","51","71","192","95","482","208","442","235","824","0","0","643","257","202","644","846","0","48","0","356","53","242"
"publicpolygonfeature:5:43587","ZIP Code 33713","country:us/state:fl/zip:33713","33713","936","703","134","84","186","208","153","478","246","604","502","584","52","88","434","198","397","709","1388","0","18","33","515","37","224"
"publicpolygonfeature:5:43588","ZIP Code 33714","country:us/state:fl/zip:33714","33714","240","176","63","65","55","90","82","194","67","230","127","279","14","0","255","153","258","605","698","0","9","75","197","167","50"
"publicpolygonfeature:5:43589","ZIP Code 33715","country:us/state:fl/zip:33715","33715","173","122","0","0","38","4","72","133","5","130","9","56","18","5","8","14","18","305","213","13","0","119","0","5","0"
"publicpolygonfeature:5:43590","ZIP Code 33716","country:us/state:fl/zip:33716","33716","963","546","103","0","139","129","188","408","230","588","202","355","33","8","354","44","322","1014","652","0","36","0","274","286","126"
"publicpolygonfeature:5:43591","ZIP Code 33744","country:us/state:fl/zip:33744","33744","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:43592","ZIP Code 33755","country:us/state:fl/zip:33755","33755","458","586","197","49","17","330","146","547","64","252","230","660","18","9","298","208","277","736","1408","8","38","21","307","91","42"
"publicpolygonfeature:5:43593","ZIP Code 33759","country:us/state:fl/zip:33759","33759","625","237","171","6","68","14","25","322","72","211","131","83","0","57","203","190","191","379","506","12","0","18","82","36","45"
"publicpolygonfeature:5:43594","ZIP Code 33760","country:us/state:fl/zip:33760","33760","491","215","46","31","44","55","6","227","224","396","542","522","11","0","426","191","113","933","672","0","253","0","87","85","53"
"publicpolygonfeature:5:43595","ZIP Code 33761","country:us/state:fl/zip:33761","33761","276","458","34","9","17","82","166","447","131","375","41","31","16","23","235","141","134","199","855","0","0","0","77","123","38"
"publicpolygonfeature:5:43596","ZIP Code 33762","country:us/state:fl/zip:33762","33762","310","123","19","0","19","36","9","132","15","136","20","20","0","0","111","28","14","58","143","0","0","11","53","11","0"
