"feature id","feature label","shid","geoid","Female Employed in Management Occupation (2020-2024)","Female Employed in Business and Finance Occupation (2020-2024)","Female Employed in Computer and Mathematical Occupation (2020-2024)","Female Employed in Architecture and Engineering Occupation (2020-2024)","Female Employed in Life, Physical, and Social Science Occupation (2020-2024)","Female Employed in Community and Social Service Occupation (2020-2024)","Female Employed in Legal Occupation (2020-2024)","Female Employed in Education, Training and Library Occupation (2020-2024)","Female Employed in Arts, Design, Entertainment, Sports and Media Occupation (2020-2024)","Female Employed in Health Diagnosis and Treating Practitioners Occupation (2020-2024)","Female Employed in Health Technologist and Technicians Occupation (2020-2024)","Female Employed in Healthcare Support Occupation (2020-2024)","Female Employed in Fire Fighting and Prevention Occupation (2020-2024)","Female Employed in Law Enforcement Occupation (2020-2024)","Female Employed in Food Preparation and Serving Occupation (2020-2024)","Female Employed in Building, Grounds Cleaning, and Maintenance Occupation (2020-2024)","Female Employed in Personal Care and Service Occupation (2020-2024)","Female Employed in Sales Occupation (2020-2024)","Female Employed in Office and Administrative Support Occupation (2020-2024)","Female Employed in Farming, Fishing and Forestry Occupation (2020-2024)","Female Employed in Construction and Extraction Occupation (2020-2024)","Female Employed in Installation, Maintenance, and Repair Occupation (2020-2024)","Female Employed in Production Occupation (2020-2024)","Female Employed in Transportation Occupation (2020-2024)","Female Employed in Material Moving Occupation (2020-2024)"
"publicpolygonfeature:5:42012","ZIP Code 33176","country:us/state:fl/zip:33176","33176","1270","1047","144","78","168","211","429","1184","308","1116","354","395","188","111","503","579","613","1254","2419","0","40","0","148","96","175"
"publicpolygonfeature:5:42026","ZIP Code 33177","country:us/state:fl/zip:33177","33177","1361","655","185","42","87","390","92","993","119","903","669","887","165","39","970","533","456","1739","2714","12","57","49","210","230","60"
"publicpolygonfeature:5:42039","ZIP Code 33178","country:us/state:fl/zip:33178","33178","2332","1350","213","183","191","63","235","841","542","850","219","483","150","0","532","398","619","2526","2363","0","75","32","139","306","140"
"publicpolygonfeature:5:42043","ZIP Code 33179","country:us/state:fl/zip:33179","33179","1086","1107","99","31","53","316","168","975","305","711","533","1091","109","54","676","847","598","1461","2485","28","137","0","348","141","243"
"publicpolygonfeature:5:42050","ZIP Code 33180","country:us/state:fl/zip:33180","33180","1513","516","84","0","51","312","191","436","199","444","62","201","51","0","210","136","299","1135","1071","0","22","0","51","37","254"
"publicpolygonfeature:5:42051","ZIP Code 33181","country:us/state:fl/zip:33181","33181","455","343","80","8","41","110","25","472","242","182","111","227","23","0","251","615","366","824","731","0","49","0","56","115","51"
"publicpolygonfeature:5:42054","ZIP Code 33182","country:us/state:fl/zip:33182","33182","261","189","32","0","0","99","123","321","91","302","135","68","11","0","116","250","77","311","664","0","0","0","30","47","32"
"publicpolygonfeature:5:42059","ZIP Code 33183","country:us/state:fl/zip:33183","33183","783","353","92","29","37","186","69","910","134","705","168","608","104","32","626","248","372","765","1982","16","43","0","189","49","25"
"publicpolygonfeature:5:42136","ZIP Code 33184","country:us/state:fl/zip:33184","33184","494","267","232","24","74","89","132","337","17","365","159","603","11","0","245","133","217","573","1032","0","8","0","90","95","0"
"publicpolygonfeature:5:42139","ZIP Code 33185","country:us/state:fl/zip:33185","33185","749","529","81","50","64","139","39","547","307","613","326","376","87","42","131","67","183","949","1107","10","22","5","27","41","89"
