"feature id","feature label","shid","geoid","Female Employed in Management Occupation (2020-2024)","Female Employed in Business and Finance Occupation (2020-2024)","Female Employed in Computer and Mathematical Occupation (2020-2024)","Female Employed in Architecture and Engineering Occupation (2020-2024)","Female Employed in Life, Physical, and Social Science Occupation (2020-2024)","Female Employed in Community and Social Service Occupation (2020-2024)","Female Employed in Legal Occupation (2020-2024)","Female Employed in Education, Training and Library Occupation (2020-2024)","Female Employed in Arts, Design, Entertainment, Sports and Media Occupation (2020-2024)","Female Employed in Health Diagnosis and Treating Practitioners Occupation (2020-2024)","Female Employed in Health Technologist and Technicians Occupation (2020-2024)","Female Employed in Healthcare Support Occupation (2020-2024)","Female Employed in Fire Fighting and Prevention Occupation (2020-2024)","Female Employed in Law Enforcement Occupation (2020-2024)","Female Employed in Food Preparation and Serving Occupation (2020-2024)","Female Employed in Building, Grounds Cleaning, and Maintenance Occupation (2020-2024)","Female Employed in Personal Care and Service Occupation (2020-2024)","Female Employed in Sales Occupation (2020-2024)","Female Employed in Office and Administrative Support Occupation (2020-2024)","Female Employed in Farming, Fishing and Forestry Occupation (2020-2024)","Female Employed in Construction and Extraction Occupation (2020-2024)","Female Employed in Installation, Maintenance, and Repair Occupation (2020-2024)","Female Employed in Production Occupation (2020-2024)","Female Employed in Transportation Occupation (2020-2024)","Female Employed in Material Moving Occupation (2020-2024)"
"publicpolygonfeature:5:41483","ZIP Code 28164","country:us/state:nc/zip:28164","28164","614","430","100","45","16","56","34","357","142","241","90","220","8","11","275","71","122","400","631","34","0","0","137","103","17"
"publicpolygonfeature:5:41484","ZIP Code 28166","country:us/state:nc/zip:28166","28166","328","148","66","6","2","25","39","98","54","99","87","295","0","0","170","20","128","207","628","10","0","0","219","24","437"
"publicpolygonfeature:5:41485","ZIP Code 28207","country:us/state:nc/zip:28207","28207","367","168","20","23","15","3","48","34","135","312","19","23","8","0","144","0","63","230","106","0","0","0","0","4","56"
"publicpolygonfeature:5:41486","ZIP Code 28208","country:us/state:nc/zip:28208","28208","873","888","179","75","112","374","214","626","206","237","64","600","121","24","654","359","185","1203","1726","24","198","0","265","328","421"
"publicpolygonfeature:5:41488","ZIP Code 28168","country:us/state:nc/zip:28168","28168","148","133","0","19","14","55","104","321","99","255","92","151","0","10","116","45","31","296","257","0","0","12","400","34","61"
"publicpolygonfeature:5:41490","ZIP Code 28170","country:us/state:nc/zip:28170","28170","64","4","5","0","56","4","21","105","0","81","81","189","0","4","128","44","93","149","233","0","0","8","418","16","41"
"publicpolygonfeature:5:41491","ZIP Code 28173","country:us/state:nc/zip:28173","28173","2233","1801","658","233","115","322","154","1781","490","1246","252","246","14","67","623","231","571","1442","1766","24","58","11","290","100","295"
"publicpolygonfeature:5:41492","ZIP Code 28174","country:us/state:nc/zip:28174","28174","109","166","69","0","7","16","0","339","16","106","22","182","12","20","428","57","80","162","440","0","0","0","158","4","40"
"publicpolygonfeature:5:41493","ZIP Code 28202","country:us/state:nc/zip:28202","28202","726","1053","178","117","43","276","131","378","154","278","49","130","18","0","150","71","165","391","501","0","26","0","176","54","10"
"publicpolygonfeature:5:41494","ZIP Code 28203","country:us/state:nc/zip:28203","28203","931","1914","509","148","167","76","179","506","230","731","188","114","22","13","221","35","165","584","560","0","0","0","112","126","58"
"publicpolygonfeature:5:41495","ZIP Code 28214","country:us/state:nc/zip:28214","28214","1084","1153","534","330","68","370","228","702","174","510","229","531","61","0","533","300","465","1187","2034","2","0","11","352","299","251"
"publicpolygonfeature:5:41496","ZIP Code 28215","country:us/state:nc/zip:28215","28215","1804","1230","544","104","62","560","207","1244","112","703","617","1495","138","80","1117","855","484","1134","2697","4","363","14","446","260","1004"
"publicpolygonfeature:5:41497","ZIP Code 28216","country:us/state:nc/zip:28216","28216","1897","1219","394","106","72","581","127","1264","314","698","308","1003","306","68","609","533","408","1792","2444","67","58","99","618","467","646"
"publicpolygonfeature:5:41498","ZIP Code 28217","country:us/state:nc/zip:28217","28217","646","724","200","22","89","183","157","293","180","197","224","539","107","0","571","627","212","984","1475","0","266","32","504","145","387"
"publicpolygonfeature:5:41499","ZIP Code 28227","country:us/state:nc/zip:28227","28227","1800","1341","378","102","48","309","214","1173","528","861","241","796","119","0","581","582","351","1860","2374","76","32","82","567","189","527"
"publicpolygonfeature:5:41500","ZIP Code 28244","country:us/state:nc/zip:28244","28244","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:41501","ZIP Code 28262","country:us/state:nc/zip:28262","28262","1564","1185","806","139","24","273","231","1348","94","801","283","420","225","81","770","206","964","1142","2727","0","129","0","364","332","502"
"publicpolygonfeature:5:41502","ZIP Code 28269","country:us/state:nc/zip:28269","28269","3259","2225","792","30","183","665","144","1781","418","1403","302","1233","217","22","744","459","995","2353","3502","0","201","42","594","339","766"
"publicpolygonfeature:5:41696","ZIP Code 28660","country:us/state:nc/zip:28660","28660","17","11","0","0","0","0","0","0","0","0","46","50","0","1","63","0","15","69","92","0","0","34","94","31","17"
"publicpolygonfeature:5:41741","ZIP Code 28677","country:us/state:nc/zip:28677","28677","540","294","145","27","24","380","66","681","61","724","203","903","39","0","456","378","250","874","1346","0","77","8","1123","102","380"
"publicpolygonfeature:5:41750","ZIP Code 28625","country:us/state:nc/zip:28625","28625","781","595","43","37","18","196","43","677","184","566","385","569","19","0","577","282","348","1041","1832","16","82","8","707","112","127"
"publicpolygonfeature:5:41754","ZIP Code 28634","country:us/state:nc/zip:28634","28634","51","18","0","0","3","59","0","207","3","80","4","70","0","0","65","5","74","189","195","9","12","0","26","12","83"
"publicpolygonfeature:5:41764","ZIP Code 28678","country:us/state:nc/zip:28678","28678","64","97","0","0","0","0","17","90","0","66","18","69","0","10","36","8","34","214","320","0","0","0","163","0","7"
"publicpolygonfeature:5:41770","ZIP Code 28650","country:us/state:nc/zip:28650","28650","309","85","34","22","0","26","0","242","24","83","67","89","13","0","91","27","160","118","690","10","0","0","333","0","0"
"publicpolygonfeature:5:41800","ZIP Code 28689","country:us/state:nc/zip:28689","28689","30","10","0","0","0","45","0","8","2","11","0","30","0","0","76","9","0","23","46","0","0","0","17","0","0"
"publicpolygonfeature:5:41923","ZIP Code 29014","country:us/state:sc/zip:29014","29014","10","0","0","0","15","0","0","38","0","32","6","83","0","0","15","12","61","75","31","0","0","0","91","0","23"
"publicpolygonfeature:5:41935","ZIP Code 29031","country:us/state:sc/zip:29031","29031","0","51","0","0","0","0","0","20","0","14","0","49","0","0","120","38","6","10","36","0","0","0","112","4","40"
"publicpolygonfeature:5:41955","ZIP Code 29055","country:us/state:sc/zip:29055","29055","69","44","0","0","0","4","5","36","17","30","7","59","0","0","85","3","6","161","158","0","8","0","90","0","32"
"publicpolygonfeature:5:41959","ZIP Code 29058","country:us/state:sc/zip:29058","29058","48","48","67","0","1","0","15","219","0","12","45","70","0","0","93","32","11","99","83","0","6","0","31","0","153"
"publicpolygonfeature:5:41963","ZIP Code 29067","country:us/state:sc/zip:29067","29067","213","113","11","0","25","67","0","297","2","140","116","166","15","0","126","52","43","103","364","0","0","9","67","24","85"
"publicpolygonfeature:5:41980","ZIP Code 29717","country:us/state:sc/zip:29717","29717","36","23","0","4","0","8","0","45","4","37","18","1","0","2","2","0","3","27","50","0","34","0","7","2","3"
"publicpolygonfeature:5:41988","ZIP Code 29726","country:us/state:sc/zip:29726","29726","55","9","19","0","0","2","1","1","1","86","5","11","0","7","31","33","0","11","144","0","0","26","14","2","69"
"publicpolygonfeature:5:42270","ZIP Code 29707","country:us/state:sc/zip:29707","29707","1112","1090","481","83","30","222","92","927","254","370","265","219","0","0","427","112","286","488","1749","0","43","0","195","51","71"
"publicpolygonfeature:5:42272","ZIP Code 29708","country:us/state:sc/zip:29708","29708","1638","1475","437","93","139","176","12","965","531","1054","65","348","23","65","261","107","531","619","1208","0","0","83","198","17","141"
"publicpolygonfeature:5:42292","ZIP Code 29714","country:us/state:sc/zip:29714","29714","63","27","57","0","19","0","2","76","0","95","2","64","0","2","38","27","25","19","38","0","0","0","57","0","69"
"publicpolygonfeature:5:42300","ZIP Code 29704","country:us/state:sc/zip:29704","29704","122","16","0","0","0","14","0","84","21","0","61","0","21","0","0","0","19","84","244","0","0","0","29","23","0"
"publicpolygonfeature:5:42304","ZIP Code 29706","country:us/state:sc/zip:29706","29706","170","151","1","6","8","51","11","194","23","76","78","217","73","12","205","306","417","439","872","0","46","10","512","68","309"
"publicpolygonfeature:5:42307","ZIP Code 29715","country:us/state:sc/zip:29715","29715","1564","1136","335","60","11","459","173","1338","255","499","90","245","52","38","340","21","561","901","2277","0","106","11","297","178","355"
"publicpolygonfeature:5:42309","ZIP Code 29710","country:us/state:sc/zip:29710","29710","1105","1010","151","100","121","164","72","1138","231","725","241","300","23","53","435","120","172","891","1335","37","29","66","198","238","205"
"publicpolygonfeature:5:42310","ZIP Code 29712","country:us/state:sc/zip:29712","29712","75","22","0","0","0","0","0","155","0","23","0","0","0","0","11","0","18","88","163","47","0","0","23","0","0"
"publicpolygonfeature:5:42313","ZIP Code 29720","country:us/state:sc/zip:29720","29720","817","689","250","23","18","288","29","1248","138","519","198","403","132","10","933","152","551","1358","2872","0","0","13","811","7","484"
"publicpolygonfeature:5:42314","ZIP Code 29724","country:us/state:sc/zip:29724","29724","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:42318","ZIP Code 29729","country:us/state:sc/zip:29729","29729","57","18","0","6","5","1","0","25","19","13","3","23","0","0","26","15","16","47","80","0","0","0","45","9","34"
