"feature id","feature label","shid","geoid","Jobs with Worker Educational Attainment - Less than High School (2023)","Jobs with Worker Educational Attainment - Some College or Associate's Degree (2023)","Jobs with Worker Educational Attainment - Bachelor's Degree or Higher (2023)","Jobs with Worker Educational Attainment - High School Degree or Equivalent (2023)","Jobs - Accommodation and Food Services (2023)","Jobs - Administrative Support and Waste Management (2023)","Jobs - Agriculture, Forestry, Fishing, Hunting (2023)","Jobs - Arts, Entertainment and Recreation (2023)","Jobs - Construction (2023)","Jobs - Educational Services (2023)","Jobs - Finance and Insurance (2023)","Jobs - Health Care and Social Assistance (2023)","Jobs - Information (2023)","Jobs - Management (2023)","Jobs - Manufacturing (2023)","Jobs - Mining, Oil and Gas (2023)","Jobs - Other Services (2023)","Jobs - Professional, Technology and Science (2023)","Jobs - Public Administration (2023)","Jobs - Real Estate (2023)","Jobs - Retail Trade (2023)","Jobs - Transportation and Warehousing (2023)","Jobs - Utilities (2023)","Jobs - Wholesale Trade (2023)"
"publicpolygonfeature:5:46615","ZIP Code 43740","country:us/state:oh/zip:43740","43740","0","3","1","3","0","9","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","1","0","0"
"publicpolygonfeature:5:46617","ZIP Code 43760","country:us/state:oh/zip:43760","43760","19","23","16","37","0","0","1","0","4","0","0","0","0","0","41","1","22","0","36","0","10","11","0","0"
"publicpolygonfeature:5:46619","ZIP Code 43748","country:us/state:oh/zip:43748","43748","15","63","40","65","3","8","0","0","58","59","9","16","0","0","6","2","15","0","6","0","44","3","0","2"
"publicpolygonfeature:5:46620","ZIP Code 43761","country:us/state:oh/zip:43761","43761","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:46629","ZIP Code 43764","country:us/state:oh/zip:43764","43764","196","761","460","825","229","87","0","31","30","237","71","837","33","4","530","26","72","70","260","5","308","42","8","30"
"publicpolygonfeature:5:46632","ZIP Code 43777","country:us/state:oh/zip:43777","43777","33","83","48","101","3","7","0","0","8","53","3","0","0","63","24","25","11","8","19","0","59","35","0","0"
"publicpolygonfeature:5:46635","ZIP Code 43782","country:us/state:oh/zip:43782","43782","9","25","15","35","8","13","0","0","3","0","0","0","7","0","27","3","4","0","10","0","30","0","0","0"
"publicpolygonfeature:5:46637","ZIP Code 43783","country:us/state:oh/zip:43783","43783","31","135","87","146","106","0","8","0","12","66","43","81","2","0","50","1","13","51","32","0","101","16","0","0"
"publicpolygonfeature:5:46647","ZIP Code 43822","country:us/state:oh/zip:43822","43822","103","260","163","309","48","0","6","56","116","46","8","1","0","0","304","5","16","21","22","1","358","3","0","84"
"publicpolygonfeature:5:46649","ZIP Code 43830","country:us/state:oh/zip:43830","43830","61","136","103","164","92","25","0","6","107","98","3","15","10","1","91","6","20","20","3","1","61","53","0","4"
"publicpolygonfeature:5:47066","ZIP Code 44833","country:us/state:oh/zip:44833","44833","382","1353","835","1333","389","97","5","0","202","376","118","1595","16","259","987","0","186","94","99","13","427","36","23","101"
"publicpolygonfeature:5:47114","ZIP Code 44904","country:us/state:oh/zip:44904","44904","339","872","560","1028","343","32","38","31","459","376","66","237","3","7","1828","0","68","100","69","33","132","16","0","72"
"publicpolygonfeature:5:47354","ZIP Code 45622","country:us/state:oh/zip:45622","45622","0","5","2","2","0","0","0","0","12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:47383","ZIP Code 45644","country:us/state:oh/zip:45644","45644","18","77","58","92","42","0","0","0","0","35","91","0","0","0","19","0","13","14","21","1","47","6","0","28"
"publicpolygonfeature:5:47394","ZIP Code 45654","country:us/state:oh/zip:45654","45654","19","31","8","39","27","6","0","0","2","0","0","2","0","0","0","0","0","0","2","22","0","55","0","13"
"publicpolygonfeature:5:47455","ZIP Code 45732","country:us/state:oh/zip:45732","45732","31","84","30","94","84","15","9","0","3","0","7","2","0","77","4","2","6","8","39","5","39","4","13","3"
"publicpolygonfeature:5:47463","ZIP Code 45764","country:us/state:oh/zip:45764","45764","131","460","374","449","193","48","0","17","71","389","30","193","105","269","0","0","76","23","107","2","178","8","11","105"
"publicpolygonfeature:5:6671676","ZIP Code 43350","country:us/state:oh/zip:43350","43350","16","40","47","30","17","0","0","0","0","68","10","0","0","0","0","0","5","80","0","0","0","0","0","0"
"publicpolygonfeature:5:6678138","ZIP Code 43007","country:us/state:oh/zip:43007","43007",,,,,,,,,,,,,,,,,,,,,,,,
"publicpolygonfeature:5:6680060","ZIP Code 43018","country:us/state:oh/zip:43018","43018","8","36","24","52","0","2","0","0","14","31","0","28","0","0","0","0","0","0","8","0","88","1","0","0"
"publicpolygonfeature:5:6689548","ZIP Code 43027","country:us/state:oh/zip:43027","43027",,,,,,,,,,,,,,,,,,,,,,,,
"publicpolygonfeature:5:6701511","ZIP Code 43325","country:us/state:oh/zip:43325","43325",,,,,,,,,,,,,,,,,,,,,,,,
"publicpolygonfeature:5:6703135","ZIP Code 43218","country:us/state:oh/zip:43218","43218","15","46","37","54","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","21","0","0","0","149"
"publicpolygonfeature:22:927882","Columbus, OH Area","country:us/state:oh/msa:columbus","18140","93316","267126","264721","234642","94603","76920","2976","18378","49708","112385","69628","151031","20776","48693","74900","619","33417","77557","41549","17500","109154","80845","6153","42858"
