"feature id","feature label","shid","geoid","Jobs with Worker Educational Attainment - Less than High School (2023)","Jobs with Worker Educational Attainment - Some College or Associate's Degree (2023)","Jobs with Worker Educational Attainment - Bachelor's Degree or Higher (2023)","Jobs with Worker Educational Attainment - High School Degree or Equivalent (2023)","Jobs - Accommodation and Food Services (2023)","Jobs - Administrative Support and Waste Management (2023)","Jobs - Agriculture, Forestry, Fishing, Hunting (2023)","Jobs - Arts, Entertainment and Recreation (2023)","Jobs - Construction (2023)","Jobs - Educational Services (2023)","Jobs - Finance and Insurance (2023)","Jobs - Health Care and Social Assistance (2023)","Jobs - Information (2023)","Jobs - Management (2023)","Jobs - Manufacturing (2023)","Jobs - Mining, Oil and Gas (2023)","Jobs - Other Services (2023)","Jobs - Professional, Technology and Science (2023)","Jobs - Public Administration (2023)","Jobs - Real Estate (2023)","Jobs - Retail Trade (2023)","Jobs - Transportation and Warehousing (2023)","Jobs - Utilities (2023)","Jobs - Wholesale Trade (2023)"
"publicpolygonfeature:5:41909","ZIP Code 33143","country:us/state:fl/zip:33143","33143","4024","6383","6013","4837","1370","676","6","270","742","473","391","16548","210","49","176","0","870","1725","169","406","1946","38","0","208"
"publicpolygonfeature:5:41914","ZIP Code 33144","country:us/state:fl/zip:33144","33144","1813","2052","1567","1862","928","339","17","68","587","169","435","1773","30","3","198","0","246","549","561","150","2682","148","4","269"
"publicpolygonfeature:5:41915","ZIP Code 33145","country:us/state:fl/zip:33145","33145","1379","1573","1502","1357","961","321","1","73","750","221","459","912","138","10","69","0","336","1469","1","169","1272","24","0","125"
"publicpolygonfeature:5:41917","ZIP Code 33146","country:us/state:fl/zip:33146","33146","3075","5002","5301","3796","1772","940","2","457","236","7200","1131","3292","245","171","308","0","400","1876","2","579","2370","46","0","626"
"publicpolygonfeature:5:41918","ZIP Code 33147","country:us/state:fl/zip:33147","33147","1915","1828","1278","1824","546","801","8","4","712","203","111","379","28","15","912","0","460","142","0","77","1386","1254","30","1089"
"publicpolygonfeature:5:41922","ZIP Code 33149","country:us/state:fl/zip:33149","33149","779","935","917","815","1231","182","3","488","85","262","138","173","22","13","30","0","524","352","172","214","337","31","0","145"
"publicpolygonfeature:5:41945","ZIP Code 33150","country:us/state:fl/zip:33150","33150","952","1190","959","1058","455","335","0","121","418","84","72","1449","29","2","212","0","189","255","305","71","569","60","0","203"
"publicpolygonfeature:5:41947","ZIP Code 33154","country:us/state:fl/zip:33154","33154","1268","1933","1762","1582","2073","137","0","189","158","26","228","287","53","36","58","0","640","567","282","1003","2113","74","0","232"
"publicpolygonfeature:5:41951","ZIP Code 33155","country:us/state:fl/zip:33155","33155","4404","5220","4832","4492","1553","1895","6","130","2317","86","887","8240","228","42","625","0","876","2160","1","270","3194","142","25","666"
"publicpolygonfeature:5:41956","ZIP Code 33156","country:us/state:fl/zip:33156","33156","3207","5338","5628","4284","2473","888","9","206","646","1247","1734","1998","289","585","156","0","910","5583","218","362","5690","472","0","650"
"publicpolygonfeature:5:41999","ZIP Code 33175","country:us/state:fl/zip:33175","33175","1822","2041","1858","1861","1334","484","16","77","453","193","330","3798","48","34","30","0","240","643","64","130","1300","98","0","174"
"publicpolygonfeature:5:42012","ZIP Code 33176","country:us/state:fl/zip:33176","33176","4365","6094","5207","4855","1904","4064","21","298","447","379","2434","10783","1269","11","243","0","804","1190","10","297","2056","303","0","466"
"publicpolygonfeature:5:42026","ZIP Code 33177","country:us/state:fl/zip:33177","33177","1226","1167","821","1121","1309","540","68","71","573","66","125","769","16","6","316","2","142","270","0","36","1145","69","2","242"
"publicpolygonfeature:5:42039","ZIP Code 33178","country:us/state:fl/zip:33178","33178","9084","11233","10063","10003","3329","3249","50","220","3030","656","1143","4177","3038","2045","4901","141","873","3161","498","847","2810","6029","120","7595"
"publicpolygonfeature:5:42043","ZIP Code 33179","country:us/state:fl/zip:33179","33179","1357","1907","1537","1626","439","595","1","115","837","54","163","918","296","678","464","0","181","633","0","180","1026","117","95","1054"
