"feature id","feature label","shid","geoid","Jobs with Worker Educational Attainment - Less than High School (2023)","Jobs with Worker Educational Attainment - Some College or Associate's Degree (2023)","Jobs with Worker Educational Attainment - Bachelor's Degree or Higher (2023)","Jobs with Worker Educational Attainment - High School Degree or Equivalent (2023)","Jobs - Accommodation and Food Services (2023)","Jobs - Administrative Support and Waste Management (2023)","Jobs - Agriculture, Forestry, Fishing, Hunting (2023)","Jobs - Arts, Entertainment and Recreation (2023)","Jobs - Construction (2023)","Jobs - Educational Services (2023)","Jobs - Finance and Insurance (2023)","Jobs - Health Care and Social Assistance (2023)","Jobs - Information (2023)","Jobs - Management (2023)","Jobs - Manufacturing (2023)","Jobs - Mining, Oil and Gas (2023)","Jobs - Other Services (2023)","Jobs - Professional, Technology and Science (2023)","Jobs - Public Administration (2023)","Jobs - Real Estate (2023)","Jobs - Retail Trade (2023)","Jobs - Transportation and Warehousing (2023)","Jobs - Utilities (2023)","Jobs - Wholesale Trade (2023)"
"publicpolygonfeature:5:47601","ZIP Code 46072","country:us/state:in/zip:46072","46072","332","859","527","940","282","45","286","6","371","263","107","474","36","18","712","0","71","105","120","16","414","20","0","94"
"publicpolygonfeature:5:47602","ZIP Code 46074","country:us/state:in/zip:46074","46074","1197","2964","2884","2545","1380","999","175","409","1229","1816","671","1120","66","40","1015","0","360","788","274","235","1318","416","26","908"
"publicpolygonfeature:5:47603","ZIP Code 46075","country:us/state:in/zip:46075","46075","1998","3319","2685","3161","514","458","7","51","265","133","14","294","39","201","307","0","113","808","161","144","1074","10074","0","967"
"publicpolygonfeature:5:47604","ZIP Code 46076","country:us/state:in/zip:46076","46076","28","68","29","52","11","0","65","0","3","0","0","0","0","0","24","0","5","28","6","0","50","3","12","25"
"publicpolygonfeature:5:47605","ZIP Code 46077","country:us/state:in/zip:46077","46077","912","2563","2657","2244","1285","586","51","166","946","1240","346","1146","105","100","252","0","721","1047","252","173","1284","1263","1","629"
"publicpolygonfeature:5:47606","ZIP Code 46103","country:us/state:in/zip:46103","46103","4","5","19","11","17","0","0","0","0","46","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:47610","ZIP Code 46106","country:us/state:in/zip:46106","46106","84","265","213","274","243","31","0","9","249","29","19","166","0","0","64","0","55","66","178","15","102","55","0","26"
"publicpolygonfeature:5:47611","ZIP Code 46107","country:us/state:in/zip:46107","46107","403","928","669","886","375","377","0","23","271","10","169","286","614","0","185","0","122","151","156","34","974","102","0","79"
"publicpolygonfeature:5:47612","ZIP Code 46110","country:us/state:in/zip:46110","46110","30","52","30","57","0","0","10","0","211","2","0","0","0","0","0","0","1","0","0","0","0","1","0","0"
"publicpolygonfeature:5:47613","ZIP Code 46111","country:us/state:in/zip:46111","46111","5","7","15","8","0","0","0","0","0","29","0","0","0","0","0","0","0","0","0","0","0","0","0","15"
"publicpolygonfeature:5:47614","ZIP Code 46118","country:us/state:in/zip:46118","46118","413","671","506","747","72","231","77","23","109","230","14","5","7","13","9","2","13","900","0","4","840","588","0","3"
"publicpolygonfeature:5:47615","ZIP Code 46112","country:us/state:in/zip:46112","46112","1397","3189","2435","3045","1747","616","15","434","819","1248","275","1102","105","3","806","6","444","565","260","115","2174","2926","0","626"
"publicpolygonfeature:5:47616","ZIP Code 46113","country:us/state:in/zip:46113","46113","249","570","382","628","595","102","0","17","293","0","44","278","0","0","11","0","114","87","0","17","1162","40","6","94"
"publicpolygonfeature:5:47618","ZIP Code 46117","country:us/state:in/zip:46117","46117","17","60","67","64","0","0","10","0","0","212","5","0","0","0","0","0","0","5","1","0","0","0","0","4"
"publicpolygonfeature:5:47619","ZIP Code 46280","country:us/state:in/zip:46280","46280","537","1786","1804","1347","133","459","0","3","253","58","970","991","177","502","16","38","72","584","33","1301","1427","4","0","53"
"publicpolygonfeature:5:47621","ZIP Code 46124","country:us/state:in/zip:46124","46124","478","1059","654","1119","389","192","2","2","71","164","26","338","13","0","1717","0","29","67","154","14","1031","163","0","84"
"publicpolygonfeature:5:47622","ZIP Code 46121","country:us/state:in/zip:46121","46121","27","57","46","93","31","3","16","2","80","0","2","0","5","0","35","0","43","20","11","0","20","28","0","14"
"publicpolygonfeature:5:47623","ZIP Code 46122","country:us/state:in/zip:46122","46122","523","1924","1535","1456","338","115","25","21","374","485","84","3308","23","113","129","0","117","281","606","28","660","18","42","136"
"publicpolygonfeature:5:47624","ZIP Code 46123","country:us/state:in/zip:46123","46123","1455","3500","2774","3216","2821","876","0","133","946","2022","308","2198","148","57","990","1","648","449","286","207","3579","254","138","192"
"publicpolygonfeature:5:47625","ZIP Code 46125","country:us/state:in/zip:46125","46125",,,,,,,,,,,,,,,,,,,,,,,,
"publicpolygonfeature:5:47626","ZIP Code 46290","country:us/state:in/zip:46290","46290","607","1628","1690","1291","235","1998","0","5","249","45","1969","737","35","17","36","0","6","526","0","84","49","62","0","719"
"publicpolygonfeature:5:47627","ZIP Code 46126","country:us/state:in/zip:46126","46126","68","207","152","205","0","16","7","5","214","223","4","28","0","0","165","33","38","18","1","2","13","6","0","7"
"publicpolygonfeature:5:47630","ZIP Code 46142","country:us/state:in/zip:46142","46142","1007","2529","2061","2492","3000","514","0","32","414","179","457","2277","132","34","111","0","623","535","503","233","3581","158","0","113"
"publicpolygonfeature:5:47631","ZIP Code 46130","country:us/state:in/zip:46130","46130","31","85","53","78","0","14","3","0","79","1","2","42","7","0","52","0","19","4","13","28","26","11","0","22"
"publicpolygonfeature:5:47632","ZIP Code 46131","country:us/state:in/zip:46131","46131","1405","3833","2779","3796","1767","687","12","218","838","1279","229","2739","125","24","2564","4","287","502","1059","85","1829","1069","149","625"
"publicpolygonfeature:5:47634","ZIP Code 46149","country:us/state:in/zip:46149","46149","37","109","90","99","14","5","41","18","41","146","21","1","0","0","19","0","16","23","5","2","17","34","0","2"
"publicpolygonfeature:5:47638","ZIP Code 46140","country:us/state:in/zip:46140","46140","1819","4961","3528","4951","1847","875","76","107","1228","668","296","3145","144","161","4170","0","422","1596","738","143","1951","1460","94","1094"
"publicpolygonfeature:5:47639","ZIP Code 46143","country:us/state:in/zip:46143","46143","3038","6621","5361","6376","1619","2187","0","252","2558","2714","443","3256","126","141","1731","2","742","607","120","335","3551","7992","18","1673"
"publicpolygonfeature:5:47640","ZIP Code 46144","country:us/state:in/zip:46144","46144","1","7","1","3","0","0","3","0","0","0","0","0","0","0","9","0","0","0","0","0","0","4","0","0"
"publicpolygonfeature:5:47642","ZIP Code 46147","country:us/state:in/zip:46147","46147","65","133","68","169","5","16","16","0","38","0","3","5","3","0","365","0","22","5","11","15","8","2","0","1"
"publicpolygonfeature:5:47644","ZIP Code 46157","country:us/state:in/zip:46157","46157","49","186","134","181","49","56","7","2","81","249","6","45","3","0","0","0","7","24","13","6","78","54","0","34"
"publicpolygonfeature:5:47645","ZIP Code 46158","country:us/state:in/zip:46158","46158","754","1964","1443","2017","751","482","18","29","674","671","178","1315","62","0","1720","11","235","365","217","82","842","149","20","274"
"publicpolygonfeature:5:47647","ZIP Code 46160","country:us/state:in/zip:46160","46160","70","136","71","199","52","6","23","0","263","0","5","31","0","0","44","0","37","11","12","1","63","19","10","20"
"publicpolygonfeature:5:47648","ZIP Code 46161","country:us/state:in/zip:46161","46161","141","297","175","391","58","112","9","0","33","111","2","106","0","0","577","0","9","7","28","1","23","137","8","54"
"publicpolygonfeature:5:47649","ZIP Code 46162","country:us/state:in/zip:46162","46162","0","2","0","2","0","2","0","0","2","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0"
"publicpolygonfeature:5:47650","ZIP Code 46163","country:us/state:in/zip:46163","46163","146","502","437","415","260","91","13","2","202","376","92","260","10","22","23","0","71","106","80","26","187","109","0","45"
"publicpolygonfeature:5:47651","ZIP Code 46164","country:us/state:in/zip:46164","46164","29","73","35","74","59","29","0","0","62","0","3","91","1","0","0","0","20","10","2","4","13","0","14","0"
"publicpolygonfeature:5:47652","ZIP Code 46165","country:us/state:in/zip:46165","46165","5","55","51","72","28","0","1","0","23","41","57","0","0","0","0","0","56","10","17","0","10","3","0","6"
"publicpolygonfeature:5:47653","ZIP Code 46166","country:us/state:in/zip:46166","46166","22","57","28","74","9","0","2","0","44","48","1","0","0","0","0","4","64","5","5","0","33","6","0","0"
"publicpolygonfeature:5:47654","ZIP Code 46167","country:us/state:in/zip:46167","46167","125","392","254","370","20","156","6","25","216","136","20","14","3","0","508","29","20","32","22","11","81","22","8","101"
"publicpolygonfeature:5:47655","ZIP Code 46182","country:us/state:in/zip:46182","46182","16","76","46","74","0","3","46","0","12","111","0","81","2","0","3","0","0","3","1","0","0","0","3","0"
"publicpolygonfeature:5:47656","ZIP Code 46168","country:us/state:in/zip:46168","46168","4098","7540","5624","7589","2519","2699","7","135","834","833","375","1600","92","377","1213","0","692","715","1287","204","4057","11643","517","3684"
"publicpolygonfeature:5:47659","ZIP Code 46183","country:us/state:in/zip:46183","46183","8","8","3","6","0","0","0","0","27","0","0","3","0","0","0","0","0","0","0","0","4","0","0","0"
"publicpolygonfeature:5:47660","ZIP Code 46184","country:us/state:in/zip:46184","46184","283","723","640","672","233","66","0","67","482","783","17","206","21","0","200","0","128","48","104","34","357","269","0","111"
"publicpolygonfeature:5:47664","ZIP Code 46186","country:us/state:in/zip:46186","46186","11","35","17","33","0","12","0","0","19","1","1","0","0","0","0","0","12","9","4","1","7","4","0","58"
"publicpolygonfeature:5:47665","ZIP Code 46201","country:us/state:in/zip:46201","46201","695","1298","971","1364","649","422","21","56","469","114","84","684","140","137","622","0","211","298","29","176","853","55","0","710"
"publicpolygonfeature:5:47666","ZIP Code 46176","country:us/state:in/zip:46176","46176","1393","3502","2288","3687","1307","1018","68","794","307","827","121","2070","78","18","3741","2","365","240","550","115","1413","749","37","435"
"publicpolygonfeature:5:47667","ZIP Code 46180","country:us/state:in/zip:46180","46180","17","30","20","44","1","3","0","0","15","0","0","0","0","0","0","0","2","5","9","2","20","26","0","44"
"publicpolygonfeature:5:47668","ZIP Code 46181","country:us/state:in/zip:46181","46181","76","225","175","247","168","32","24","6","146","293","6","82","17","0","51","0","21","13","16","3","54","24","0","30"
"publicpolygonfeature:5:47669","ZIP Code 46229","country:us/state:in/zip:46229","46229","1065","2340","1718","2360","1329","316","4","44","687","1437","158","1176","82","35","447","0","183","138","64","162","2945","388","0","899"
"publicpolygonfeature:5:47670","ZIP Code 46202","country:us/state:in/zip:46202","46202","4926","15292","17196","11982","2122","3817","4","298","1242","13738","1826","25900","1012","483","1939","0","1548","3220","108","610","647","1156","1112","1041"
