city,geoid,feature label,feature id,shid,Housing Built 1939 or Earlier (2020-2024),Housing Built 1940 to 1949 (2020-2024),Housing Built 1950 to 1959 (2020-2024),Housing Built 1960 to 1969 (2020-2024),Housing Built 1970 to 1979 (2020-2024),Housing Built 1980 to 1989 (2020-2024),Housing Built 1990 to 1999 (2020-2024),Housing Built 2000 to 2009 (2020-2024),Housing Built 2010 to 2019 (2020-2024),Housing Built 2020 or Later (2020-2024),Renter Excessive Housing Costs (2020-2024),Home Owner Excessive Housing Costs (2020-2024),Median Home Rent (2020-2024),Median Household Income (2020-2024),Rental Vacancy Rate (2020-2024),Homeowner Vacancy Rate (2020-2024),Total Housing Units (2020-2024),Percent Change in Population (Difference Decennial Census 2020 - 2010),Per Capita Income (2020-2024),Income 49% and Below Poverty Level (2020-2024),Income 50% to 99% the Poverty Level (2020-2024),Income 100% to 124% the Poverty Level (2020-2024),Income 125% to 149% the Poverty Level (2020-2024),Income 150% to 184% the Poverty Level (2020-2024),Income 185% to 199% the Poverty Level (2020-2024),Income 200% and Over the Poverty Level (2020-2024),Unemployment Rate (2020-2024),Labor Force Participation Rate (2020-2024),Commute Mean Travel Time (2020-2024),Commute Transportation by Public Transit (2020-2024),No Vehicles Available (2020-2024),Total Population (2020-2024),rent_data_type
Denver,80230,ZIP Code 80230,publicpolygonfeature:5:60459,country:us/state:co/zip:80230,211,288,39,0,20,260,1140,2069,1607,120,1427,538,2247.0,99750.0,4.397068620919387,1.651031894934334,5754,26.88817,88410.0,645,252,27,504,181,184,8564,5.326104289586988,70.17250973845299,23.090572033898304,191,774,10449,Available
Denver,80231,ZIP Code 80231,publicpolygonfeature:5:57292,country:us/state:co/zip:80231,176,96,450,1548,6063,5526,1783,1419,1022,185,5369,1602,1764.0,76502.0,7.871693243616923,1.3379960468298615,18268,12.89714,45948.0,2418,3074,1709,1738,1214,468,25061,4.766881759520131,75.77142464435434,26.105835743931586,685,1543,35883,Available
Denver,80232,ZIP Code 80232,publicpolygonfeature:5:57329,country:us/state:co/zip:80232,52,162,1148,2840,3144,1324,318,418,135,284,1377,1441,1732.0,96217.0,3.424153166421208,0.4977954771725217,9825,4.16972,49583.0,1224,880,269,542,1120,489,18383,4.31073192635833,68.13175606771364,28.50373937096609,249,330,23050,Available
Denver,80233,ZIP Code 80233,publicpolygonfeature:5:57438,country:us/state:co/zip:80233,33,191,458,3955,4134,1610,3050,4114,894,138,4087,3158,1875.0,88880.0,3.1784150303715215,1.093378008993916,18577,5.49111,39558.0,1701,1884,1884,1044,3017,2264,36247,3.493434325558348,72.65698999052812,29.55344325053291,560,874,48441,Available
Denver,80234,ZIP Code 80234,publicpolygonfeature:5:57456,country:us/state:co/zip:80234,137,0,60,1488,1917,2498,3435,1895,1417,112,2807,1689,1829.0,92563.0,2.8344671201814062,1.2610678830158306,12959,15.62051,52400.0,1321,1086,151,1204,1216,215,24032,2.479430117621072,73.46641292464672,26.60527821484766,186,667,29356,Available
Denver,80235,ZIP Code 80235,publicpolygonfeature:5:57463,country:us/state:co/zip:80235,28,4,54,258,1550,695,754,421,494,204,1214,671,1776.0,70484.0,11.216280170373876,0.0,4462,14.13204,51918.0,504,546,285,355,317,159,5981,5.362441712590081,68.06387225548902,29.99321021184139,108,210,8373,Available
Denver,80236,ZIP Code 80236,publicpolygonfeature:5:57489,country:us/state:co/zip:80236,256,251,1776,751,1575,882,595,212,181,21,1092,734,1728.0,86115.0,4.545454545454546,0.4859611231101511,6500,3.17445,39057.0,897,570,244,559,1609,495,11696,6.144619214665611,65.25852585258527,27.585508550855085,192,403,16863,Available
Denver,80237,ZIP Code 80237,publicpolygonfeature:5:57492,country:us/state:co/zip:80237,31,39,360,2353,3373,1327,1114,1279,2506,493,3553,1476,1929.0,85705.0,8.045052292839904,0.0,12875,29.51713,58961.0,1668,490,416,1116,1485,512,17697,3.892562546867543,73.2116207342553,24.58240327380953,465,903,23384,Available
Denver,80238,ZIP Code 80238,publicpolygonfeature:5:57499,country:us/state:co/zip:80238,156,0,114,16,160,71,276,4015,6636,984,1648,1462,2176.0,180940.0,12.189380068009417,0.4694835680751174,12428,164.64715,84484.0,650,548,315,433,624,249,27502,3.0976781888715186,80.14327700220426,24.41639189825718,462,485,30575,Available
Denver,80239,ZIP Code 80239,publicpolygonfeature:5:57507,country:us/state:co/zip:80239,60,59,277,1531,3392,1811,2232,2384,1805,392,2472,2208,2005.0,98148.0,3.4690265486725664,0.3469210754553339,13943,14.52401,31922.0,3183,2546,1265,1560,2641,1692,30021,7.509040629653266,67.41978954611922,26.004253792537927,230,643,44956,Available
Denver,80241,ZIP Code 80241,publicpolygonfeature:5:57517,country:us/state:co/zip:80241,18,53,27,76,648,2745,5530,2442,1203,452,2001,2644,2202.0,110218.0,4.073743681236991,0.745485090298194,13194,5.87387,49333.0,868,485,637,700,1198,427,29379,3.889692315364285,74.35793057508697,30.877000313774708,292,311,34082,Available
Denver,80246,ZIP Code 80246,publicpolygonfeature:5:57526,country:us/state:co/zip:80246,66,50,1118,1036,2105,1035,907,1106,768,114,3278,426,1739.0,67235.0,3.9179675543311903,5.0900062073246435,8305,3.61344,58448.0,884,598,666,244,540,404,9743,3.155461762636921,85.59263719249957,23.45930998156439,485,523,13097,Available
Denver,80247,ZIP Code 80247,publicpolygonfeature:5:59760,country:us/state:co/zip:80247,210,53,607,2115,3374,3145,3408,1903,1090,125,5032,2132,1828.0,64498.0,6.3325644789264,0.9328968903436988,16030,14.44777,40471.0,2660,1629,2043,935,1860,1076,19425,5.578208177596557,71.65562913907286,26.617409204528744,796,1926,29760,Available
Denver,80249,ZIP Code 80249,publicpolygonfeature:5:59764,country:us/state:co/zip:80249,36,6,66,38,285,1224,1879,5132,3989,1543,2097,3064,2211.0,100324.0,9.569254578282177,0.4807220641616796,14198,57.21244,35913.0,1546,1337,640,2292,3285,1550,30892,7.126096084969742,77.78097246182352,27.930734518566847,985,692,41590,Available
Denver,80260,ZIP Code 80260,publicpolygonfeature:5:59775,country:us/state:co/zip:80260,23,67,347,1691,3087,2245,1983,1944,1096,145,2807,2460,1642.0,61852.0,5.961342828077314,0.5085408788629547,12628,19.35013,27334.0,1946,4579,2412,2028,2056,619,21032,6.8844873314147055,68.6220746118792,30.936616875252323,337,658,34677,Available
Denver,80290,ZIP Code 80290,publicpolygonfeature:5:59782,country:us/state:co/zip:80290,50,0,0,0,0,0,0,191,134,0,109,0,2306.0,103428.0,0.0,0.0,375,127.41121,72033.0,0,0,46,12,26,0,390,2.320675105485232,100.0,15.459610027855152,0,73,474,Available
Denver,80401,ZIP Code 80401,publicpolygonfeature:5:60467,country:us/state:co/zip:80401,785,646,1428,3005,4191,2000,2627,1704,1289,467,3046,2111,1939.0,118039.0,4.019866521806612,0.0,18142,7.37827,65009.0,2057,1628,769,1958,1309,584,32734,4.298512369524123,65.15824987950516,22.974753354984987,173,762,43811,Available
Denver,80403,ZIP Code 80403,publicpolygonfeature:5:60469,country:us/state:co/zip:80403,441,92,429,634,1549,692,1498,2228,1233,58,499,1452,2444.0,151276.0,5.218135158254919,0.5255356420967525,8854,14.04361,81571.0,599,523,82,124,243,116,19022,3.503663347736239,63.25222551928783,29.06481207457828,103,317,20732,Available
Denver,80420,ZIP Code 80420,publicpolygonfeature:5:60468,country:us/state:co/zip:80420,157,13,31,136,299,85,111,290,39,0,151,40,2295.0,86705.0,1.65016501650165,0.0,1161,-2.80285,68745.0,75,28,0,34,0,71,1038,0.1088139281828074,76.90376569037657,30.77373211963589,0,0,1246,Available
Denver,80421,ZIP Code 80421,publicpolygonfeature:5:60472,country:us/state:co/zip:80421,65,0,218,215,956,1015,1340,466,285,37,67,947,1962.0,98452.0,15.945330296127564,0.0,4597,5.07706,60069.0,413,40,138,88,202,63,7589,2.9458418309539995,60.92282564311964,42.10861650485437,16,204,8536,Available
Denver,80422,ZIP Code 80422,publicpolygonfeature:5:60474,country:us/state:co/zip:80422,110,63,49,348,638,413,694,279,181,17,34,679,1719.0,95625.0,19.310344827586206,1.0923987255348202,2792,4.83321,62589.0,435,29,13,13,243,206,3330,1.7809776430466089,67.92792792792793,33.39268978444236,144,118,4363,Available
Denver,80425,ZIP Code 80425,publicpolygonfeature:5:60479,country:us/state:co/zip:80425,97,8,0,9,0,0,33,0,26,0,0,81,1482.0,82188.0,100.0,0.0,173,12.69006,29745.0,1,25,11,0,0,0,206,0.0,24.305555555555554,,0,0,243,Rural_Area
Denver,80427,ZIP Code 80427,publicpolygonfeature:5:60475,country:us/state:co/zip:80427,259,0,9,28,14,33,81,39,73,0,75,30,1482.0,62264.0,16.265060240963855,13.865546218487395,536,18.80434,44713.0,1,41,104,0,64,0,353,3.746397694524496,74.14529914529915,14.125874125874128,0,47,567,Available
Denver,80432,ZIP Code 80432,publicpolygonfeature:5:60484,country:us/state:co/zip:80432,0,0,0,0,127,135,94,359,0,35,0,109,1482.0,44605.0,0.0,13.076923076923078,750,12.77673,46723.0,0,23,0,0,12,0,258,0.0,43.309859154929576,,0,0,293,Rural_Area
Denver,80433,ZIP Code 80433,publicpolygonfeature:5:60486,country:us/state:co/zip:80433,162,48,145,246,701,600,831,712,86,56,108,684,2537.0,134402.0,0.0,0.8194138039710053,3587,1.90582,76213.0,198,51,37,120,192,67,7627,4.8952590959206175,64.86911743670434,38.33271028037383,31,39,8292,Available
Denver,80436,ZIP Code 80436,publicpolygonfeature:5:60471,country:us/state:co/zip:80436,27,0,29,47,58,20,85,22,0,0,0,47,1482.0,59091.0,0.0,0.0,288,-3.71598,47224.0,0,47,0,0,0,0,301,0.0,52.69461077844312,36.25,0,20,348,Rural_Area
Denver,80438,ZIP Code 80438,publicpolygonfeature:5:60477,country:us/state:co/zip:80438,86,42,31,167,134,76,9,50,4,0,135,92,1444.0,67034.0,1.4184397163120568,0.0,599,0.10442,42880.0,23,62,16,15,20,5,829,4.311774461028192,74.07862407862407,24.43327239488117,24,78,970,Available
Denver,80439,ZIP Code 80439,publicpolygonfeature:5:60489,country:us/state:co/zip:80439,771,333,603,897,2859,2066,2347,947,381,100,415,2222,1962.0,156218.0,0.0,1.1359982852856072,11304,3.23207,84076.0,301,472,245,388,387,175,22534,2.516072704182871,61.759803921568626,31.19520593298901,36,144,24610,Available
Denver,80440,ZIP Code 80440,publicpolygonfeature:5:60490,country:us/state:co/zip:80440,87,16,32,137,150,360,608,832,299,189,82,119,2166.0,116143.0,8.447488584474886,8.233532934131736,2710,8.03587,72442.0,44,113,33,0,39,70,3165,5.770925110132159,81.39117963427752,38.77672209026128,0,14,3502,Available
Denver,80444,ZIP Code 80444,publicpolygonfeature:5:60494,country:us/state:co/zip:80444,210,9,53,117,233,52,47,72,19,0,125,130,1434.0,79118.0,0.0,0.0,812,9.7353,71761.0,51,84,97,8,35,0,730,10.534124629080118,70.72402938090241,25.34623217922607,16,48,1053,Available
Denver,80449,ZIP Code 80449,publicpolygonfeature:5:60499,country:us/state:co/zip:80449,0,0,0,35,93,113,285,288,115,0,0,160,1482.0,59635.0,0.0,0.0,929,25.65594,41233.0,0,0,60,206,0,13,637,0.0,35.69868995633188,34.9812030075188,0,0,916,Rural_Area
Denver,80452,ZIP Code 80452,publicpolygonfeature:5:60480,country:us/state:co/zip:80452,616,0,148,266,361,230,185,161,83,0,100,525,1524.0,75565.0,14.576271186440678,0.7114624505928854,2050,5.34599,48100.0,19,155,44,86,159,0,2650,2.126631222812953,73.9346590909091,24.889088729016787,0,44,3135,Available
Denver,80453,ZIP Code 80453,publicpolygonfeature:5:60481,country:us/state:co/zip:80453,65,0,60,10,0,26,0,0,0,0,0,40,1482.0,,0.0,0.0,161,-2.55021,71594.0,0,0,40,0,67,31,159,12.82051282051282,88.30188679245283,,0,0,297,Rural_Area
Denver,80454,ZIP Code 80454,publicpolygonfeature:5:60483,country:us/state:co/zip:80454,97,0,76,62,55,32,0,159,0,0,0,107,2238.0,178980.0,0.0,0.0,481,10.08116,79182.0,0,67,15,48,0,0,856,0.0,65.92105263157895,17.96954314720812,0,0,986,Luxury_Market
Denver,80456,ZIP Code 80456,publicpolygonfeature:5:60502,country:us/state:co/zip:80456,78,0,0,97,190,293,115,232,174,0,0,123,1482.0,,0.0,0.0,1179,12.77672,84046.0,0,0,0,0,0,0,507,0.0,57.57575757575758,26.573033707865168,0,0,507,Rural_Area
Denver,80457,ZIP Code 80457,publicpolygonfeature:5:60503,country:us/state:co/zip:80457,9,39,0,0,21,27,0,47,0,0,0,36,2238.0,235160.0,0.0,0.0,143,-3.31194,113695.0,21,9,0,0,0,0,233,16.738197424892704,96.2809917355372,,0,0,283,Luxury_Market
Denver,80465,ZIP Code 80465,publicpolygonfeature:5:60513,country:us/state:co/zip:80465,216,77,135,235,2661,1260,643,900,467,134,317,1256,2250.0,132292.0,0.0,0.0,6728,7.26131,67875.0,402,304,148,266,352,145,14774,1.8168528766837215,68.89735480161012,28.30188679245283,24,156,16582,Available
Denver,80470,ZIP Code 80470,publicpolygonfeature:5:60519,country:us/state:co/zip:80470,381,11,128,124,366,249,235,324,99,35,24,389,2238.0,135682.0,29.50819672131147,2.4617431803060548,1952,9.02013,73790.0,138,26,76,44,59,9,3228,4.244306418219462,59.70333745364648,37.62652705061082,0,25,3608,Available
Denver,80474,ZIP Code 80474,publicpolygonfeature:5:6678760,country:us/state:co/zip:80474,0,0,0,56,0,0,22,41,0,0,0,78,1482.0,,0.0,0.0,119,1.26921,43890.0,0,0,0,0,196,0,68,24.74226804123711,100.0,22.534246575342465,0,0,264,Rural_Area
Denver,80475,ZIP Code 80475,publicpolygonfeature:5:60523,country:us/state:co/zip:80475,0,0,6,0,0,18,39,0,0,0,0,6,,,0.0,0.0,63,2.47554,169764.0,0,6,0,0,0,0,33,0.0,84.61538461538461,,0,0,39,Available
Denver,80476,ZIP Code 80476,publicpolygonfeature:5:60514,country:us/state:co/zip:80476,97,5,1,10,15,28,0,7,0,0,0,49,985.0,51875.0,0.0,0.0,163,19.32775,59964.0,0,22,0,5,19,0,113,0.0,62.33766233766234,29.8,0,0,159,Available
Denver,80601,ZIP Code 80601,publicpolygonfeature:5:60567,country:us/state:co/zip:80601,793,254,1007,892,1726,1102,1753,3493,2521,704,2071,3160,1774.0,105417.0,3.851815505397448,0.3455635735338957,14245,19.43751,41269.0,1505,2234,1083,1578,1768,841,32148,4.945607060159902,71.71239948687463,31.163029386343993,277,474,42127,Available
Denver,80602,ZIP Code 80602,publicpolygonfeature:5:60496,country:us/state:co/zip:80602,66,0,21,115,313,429,1238,6281,4944,1051,501,3171,2467.0,151737.0,2.460456942003515,0.0,14458,57.13848,57195.0,839,782,210,669,970,172,41077,4.481925802747753,74.35083076018233,30.62393025246042,123,275,44783,Available
Denver,80603,ZIP Code 80603,publicpolygonfeature:5:60569,country:us/state:co/zip:80603,77,128,38,119,489,350,730,2456,1294,90,184,1345,2578.0,118297.0,3.300970873786408,0.774593338497289,5771,40.01566,44860.0,1062,197,17,341,686,179,14313,2.1928009929664873,75.25492332840352,34.42772601359859,8,112,16811,Available
Denver,80640,ZIP Code 80640,publicpolygonfeature:5:60580,country:us/state:co/zip:80640,58,0,141,91,88,127,519,2814,906,148,338,1047,2225.0,117373.0,0.0,0.261028452101279,4892,19.86915,44740.0,276,176,150,757,448,257,11642,2.678132678132678,77.76506483600305,27.33306899286281,61,50,13818,Available
Denver,80642,ZIP Code 80642,publicpolygonfeature:5:60581,country:us/state:co/zip:80642,119,6,130,155,266,95,123,339,323,7,64,405,1218.0,105225.0,0.0,0.0,1563,11.68729,49050.0,238,120,61,27,264,272,3424,2.172096908939014,68.30242510699001,35.24258125294395,38,51,4466,Available
Denver,80701,ZIP Code 80701,publicpolygonfeature:5:60590,country:us/state:co/zip:80701,1123,219,690,666,1290,315,576,711,384,105,914,1129,1088.0,70302.0,2.568893040635217,0.1813941435605079,6079,1.19109,29926.0,1586,1054,462,1074,978,591,10365,5.303993894683287,64.69716919025674,20.725080140436575,0,288,16226,Available
Denver,80808,ZIP Code 80808,publicpolygonfeature:5:60625,country:us/state:co/zip:80808,176,102,40,86,576,216,692,588,218,42,146,417,959.0,85500.0,0.0,0.3775365738555922,2736,12.13219,42440.0,683,232,184,325,403,123,4526,1.9528828270303784,61.89658462125549,38.75186011904762,0,31,6521,Available
Denver,80816,ZIP Code 80816,publicpolygonfeature:5:60632,country:us/state:co/zip:80816,0,26,25,76,921,922,1081,963,132,63,49,1054,2415.0,75472.0,0.0,2.2250886810706225,4209,8.79015,53913.0,47,627,43,264,256,49,4965,3.6334913112164298,57.50363372093024,39.825479930191975,0,53,6251,Available
Denver,80820,ZIP Code 80820,publicpolygonfeature:5:60637,country:us/state:co/zip:80820,0,0,0,46,82,111,104,102,132,0,0,90,1482.0,49375.0,0.0,0.0,577,11.59113,62040.0,10,25,44,33,0,38,277,13.658536585365855,48.00936768149883,,0,0,427,Rural_Area
Denver,80827,ZIP Code 80827,publicpolygonfeature:5:60643,country:us/state:co/zip:80827,49,27,28,200,150,116,57,179,0,0,27,27,1482.0,88125.0,0.0,0.0,806,3.18007,56309.0,0,38,0,51,0,0,656,0.0,29.756795422031473,38.1496062992126,0,15,808,Rural_Area
Denver,80828,ZIP Code 80828,publicpolygonfeature:5:60645,country:us/state:co/zip:80828,203,65,42,80,108,235,123,104,93,0,95,127,893.0,67708.0,10.452961672473869,1.6616314199395772,1053,4.96986,35105.0,96,70,25,144,272,18,1734,1.09704641350211,60.382101558572145,21.123491179201487,0,67,2427,Available
Denver,80830,ZIP Code 80830,publicpolygonfeature:5:60647,country:us/state:co/zip:80830,20,0,4,10,18,9,11,11,6,0,0,34,1482.0,76250.0,12.5,0.0,89,1.99136,55643.0,0,5,0,0,0,28,143,5.555555555555555,32.72727272727273,34.2,4,0,176,Rural_Area
Denver,80832,ZIP Code 80832,publicpolygonfeature:5:60650,country:us/state:co/zip:80832,120,0,6,20,10,27,72,142,30,0,13,120,1042.0,90556.0,0.0,0.8241758241758242,427,7.02722,40360.0,22,39,35,91,41,30,756,0.6564551422319475,62.05997392438071,45.25316455696203,0,7,1019,Available
Denver,80835,ZIP Code 80835,publicpolygonfeature:5:60648,country:us/state:co/zip:80835,87,27,0,7,36,17,66,52,4,0,53,49,1042.0,49344.0,0.0,0.0,296,-0.74453,46263.0,28,147,14,56,50,10,318,1.2307692307692308,59.852670349907925,25.388349514563107,0,0,643,Available
Orlando,32102,ZIP Code 32102,publicpolygonfeature:5:43226,country:us/state:fl/zip:32102,95,76,177,224,380,496,153,198,17,14,0,241,1055.0,57588.0,45.1219512195122,5.094494658997535,1830,6.16969,36990.0,148,403,78,28,93,14,1607,2.2869022869022873,43.52941176470589,46.94972067039106,0,72,2371,Available
Orlando,32159,ZIP Code 32159,publicpolygonfeature:5:43249,country:us/state:fl/zip:32159,0,0,307,419,548,4771,8637,3461,2111,482,1806,4059,1401.0,58518.0,12.774957698815568,1.2629399585921326,20736,7.10436,41015.0,1244,1541,1030,1014,3294,623,23031,5.845488924905457,30.88500300340386,22.889774236387783,23,1040,32107,Available
Orlando,32701,ZIP Code 32701,publicpolygonfeature:5:43419,country:us/state:fl/zip:32701,136,5,573,1372,4617,2859,1260,811,372,104,3115,1721,1715.0,62198.0,9.411764705882351,1.090909090909091,12109,6.80157,37419.0,1405,1839,1060,1065,1722,1751,15468,6.527489811968257,66.40869812933245,23.840966690803764,83,743,24592,Available
Orlando,32702,ZIP Code 32702,publicpolygonfeature:5:43422,country:us/state:fl/zip:32702,63,18,225,142,234,402,207,97,188,5,323,134,1708.5,50935.0,3.5294117647058822,0.0,1581,12.82349,30855.0,221,294,188,83,241,23,1448,15.026455026455029,40.61022776106575,31.68005354752343,0,84,2636,Owner_Dominated
Orlando,32703,ZIP Code 32703,publicpolygonfeature:5:43444,country:us/state:fl/zip:32703,593,471,1080,904,2565,5548,3755,2826,3709,1276,4472,3958,1676.0,72880.0,6.494989217303057,0.2975979593282788,22727,19.81323,35008.0,2938,6132,2505,2468,4390,2099,38246,4.4701611073292495,66.18820459066892,28.598845657087505,85,1293,59269,Available
Orlando,32707,ZIP Code 32707,publicpolygonfeature:5:43445,country:us/state:fl/zip:32707,10,86,649,1147,4145,5673,2200,1842,1352,294,3274,3212,1693.0,69113.0,4.339118825100133,1.7227528340623046,17398,6.9356,37200.0,1665,2382,891,1546,2773,867,29127,2.6545894802923633,67.9299759900313,28.023139719269395,94,675,39493,Available
Orlando,32708,ZIP Code 32708,publicpolygonfeature:5:43446,country:us/state:fl/zip:32708,0,62,381,452,3485,6979,4251,2345,1838,336,2295,3764,1896.0,93628.0,7.464061924069296,0.439311273294126,20129,12.48199,46161.0,2476,1222,1009,1092,2868,1366,38729,3.584324755786993,66.30202975637906,29.18548469128268,174,462,48965,Available
Orlando,32709,ZIP Code 32709,publicpolygonfeature:5:43448,country:us/state:fl/zip:32709,46,0,0,9,38,195,108,215,59,19,10,89,1147.0,73224.0,0.0,0.0,689,18.38753,41723.0,215,89,10,39,32,40,1271,1.629802095459837,63.913690476190474,28.65482233502538,0,0,1696,Rural_Area
Orlando,32712,ZIP Code 32712,publicpolygonfeature:5:43449,country:us/state:fl/zip:32712,133,25,385,365,1297,4157,3187,5140,2091,701,1270,3254,1958.0,108734.0,10.964429776310965,0.7828335779688265,17481,19.59126,42413.0,1257,3743,1879,2075,3995,752,36614,4.0160332999306245,64.05193266525153,31.25920471281296,55,372,50583,Available
Orlando,32714,ZIP Code 32714,publicpolygonfeature:5:43412,country:us/state:fl/zip:32714,22,0,757,956,4939,5172,2146,1963,704,0,4174,1862,1755.0,70955.0,9.535714285714286,0.1659009698825931,16659,9.72989,39620.0,1747,2082,1272,2352,2743,1429,25801,4.895292643637014,72.29616229487014,26.44931301235423,133,712,37905,Available
Orlando,32720,ZIP Code 32720,publicpolygonfeature:5:43451,country:us/state:fl/zip:32720,843,633,1702,1275,2350,2042,1379,1990,1739,556,2328,2149,1368.0,68830.0,3.5891381345926803,0.6681034482758621,14509,13.20006,35650.0,2165,2487,1601,1440,2284,818,23653,5.885878686166387,56.68328505019201,29.20034297643901,10,797,36259,Available
Orlando,32726,ZIP Code 32726,publicpolygonfeature:5:43453,country:us/state:fl/zip:32726,603,230,1664,843,1505,3144,1684,1307,562,387,1557,2265,1141.0,63152.0,3.9330789550924568,2.125717266562337,11929,19.12122,34764.0,1191,1488,1575,995,1915,417,16636,2.61136712749616,60.30686799805163,25.04490569803413,31,714,24715,Available
Orlando,32730,ZIP Code 32730,publicpolygonfeature:5:43454,country:us/state:fl/zip:32730,44,0,231,594,1192,421,390,43,114,0,890,375,1581.0,47500.0,11.578947368421051,0.6149116064565718,3029,7.26687,35067.0,507,453,188,809,315,178,3611,3.289649638940894,72.53656658968437,22.582347297729452,38,188,6091,Available
Orlando,32732,ZIP Code 32732,publicpolygonfeature:5:43455,country:us/state:fl/zip:32732,0,17,111,121,143,599,290,534,112,141,62,221,1708.5,119205.0,0.0,0.0,2068,2.16365,65232.0,59,110,8,0,285,0,4813,1.237186284906327,63.373655913978496,43.226950354609926,0,0,5275,Owner_Dominated
Orlando,32735,ZIP Code 32735,publicpolygonfeature:5:43447,country:us/state:fl/zip:32735,0,0,28,9,348,563,370,571,534,57,97,421,1600.0,68441.0,40.074906367041194,1.154249737670514,2480,29.85511,33745.0,77,54,130,174,352,172,4276,1.5158077089649198,51.63237924865832,27.4359631147541,0,56,5304,Available
Orlando,32736,ZIP Code 32736,publicpolygonfeature:5:43456,country:us/state:fl/zip:32736,63,0,44,174,408,840,984,1317,643,95,51,1147,1125.0,96542.0,0.0,0.2262443438914027,4568,13.33587,41062.0,480,394,524,384,293,1332,9237,5.6792018419033,63.74755381604697,33.62622572582196,0,117,12688,Available
Orlando,32746,ZIP Code 32746,publicpolygonfeature:5:43460,country:us/state:fl/zip:32746,24,134,191,214,1019,5808,5166,4509,3032,417,3524,2459,2059.0,104775.0,8.336610302791977,0.3953545836422041,20514,15.80655,60143.0,1029,1720,931,753,2231,1394,38347,3.116536334159832,66.94662139739106,26.689425478767692,115,533,46684,Available
Orlando,32750,ZIP Code 32750,publicpolygonfeature:5:43461,country:us/state:fl/zip:32750,7,30,700,524,3892,2314,1266,671,1013,414,1591,1990,1734.0,86125.0,11.57859306630764,0.0,10831,6.03788,43612.0,942,1064,397,727,1223,436,20920,6.616772749527873,67.21311475409836,25.685284025924513,10,417,26164,Available
Orlando,32751,ZIP Code 32751,publicpolygonfeature:5:43457,country:us/state:fl/zip:32751,143,323,956,2207,2132,817,884,1343,2042,256,2178,1650,1995.0,95387.0,7.02815918082383,1.7713110865095685,11103,19.03375,60631.0,962,881,513,487,817,904,17405,4.949314251639833,71.33514117084064,24.26245505906523,28,247,22103,Available
Orlando,32757,ZIP Code 32757,publicpolygonfeature:5:43463,country:us/state:fl/zip:32757,665,575,1111,1055,2042,1812,1922,2502,3094,663,2233,2750,1747.0,77216.0,5.228758169934641,2.297872340425532,15441,27.37288,42480.0,2008,1626,461,804,1541,661,26664,4.683594263912643,53.50766202727401,30.20016012810248,39,813,34121,Available
Orlando,32765,ZIP Code 32765,publicpolygonfeature:5:43466,country:us/state:fl/zip:32765,282,10,105,285,1189,5268,7988,4743,3497,587,3796,4196,1874.0,102167.0,5.277459954233409,1.4048059149722736,23954,15.25908,45999.0,3227,3249,1851,1639,3553,1751,48040,4.934855298051423,66.4784148559395,26.28068259937725,11,653,64477,Available
Orlando,32766,ZIP Code 32766,publicpolygonfeature:5:43467,country:us/state:fl/zip:32766,10,40,167,117,181,741,837,2647,330,11,249,899,2175.0,147552.0,0.0,0.0,5081,5.37011,51941.0,417,541,118,193,200,236,14401,2.630285152409046,65.30530690537084,31.52349802031331,0,35,16221,Available
Orlando,32767,ZIP Code 32767,publicpolygonfeature:5:43468,country:us/state:fl/zip:32767,0,0,25,79,374,388,143,157,64,0,113,112,971.0,71714.0,0.0,0.0,1230,9.76154,31944.0,106,320,142,107,384,0,2320,9.385783298826777,53.2329169728141,47.233050847457626,0,20,3408,Available
Orlando,32771,ZIP Code 32771,publicpolygonfeature:5:43470,country:us/state:fl/zip:32771,1372,276,1602,1662,1605,2076,2780,7811,4525,1163,5249,3400,1707.0,77868.0,6.566722972972973,1.7519846701341362,24872,14.75498,42361.0,2906,3113,2253,1974,4698,1561,45526,4.082367773308519,66.35315172002386,24.59286811676235,347,998,62606,Available
Orlando,32773,ZIP Code 32773,publicpolygonfeature:5:43471,country:us/state:fl/zip:32773,263,270,863,813,1610,2923,2632,2538,1556,585,3080,1583,1577.0,70442.0,6.06009736444519,1.3525816100923398,14053,17.77757,33049.0,1925,1879,1139,2316,3252,602,22012,3.5878363596587177,65.71100505938497,26.792755951511612,114,1091,34032,Available
Orlando,32776,ZIP Code 32776,publicpolygonfeature:5:43472,country:us/state:fl/zip:32776,15,52,72,85,600,698,911,1649,868,43,304,908,1514.0,100573.0,24.69135802469136,0.2680965147453083,4993,27.70036,40364.0,690,584,199,284,227,95,11074,9.959994481997516,70.66679664651978,31.829700018632384,0,156,13163,Available
Orlando,32778,ZIP Code 32778,publicpolygonfeature:5:43473,country:us/state:fl/zip:32778,100,105,732,1204,1448,2233,1118,2600,2408,330,1275,2247,1514.0,63472.0,2.395704254440314,1.50153566147196,12278,27.63019,40226.0,984,1318,1547,1010,1382,942,16717,2.4918962722852513,45.99329109206113,30.73162111215834,0,538,25042,Available
Orlando,32779,ZIP Code 32779,publicpolygonfeature:5:43474,country:us/state:fl/zip:32779,40,22,97,276,4187,4162,1330,884,460,139,1295,2147,1981.0,121826.0,7.695614789337919,0.5580357142857143,11597,7.64292,62805.0,793,647,185,826,577,220,25597,4.503074786748662,63.224917539977454,24.60742807659001,0,261,28924,Available
