city,geoid,feature label,feature id,shid,Housing Built 1939 or Earlier (2020-2024),Housing Built 1940 to 1949 (2020-2024),Housing Built 1950 to 1959 (2020-2024),Housing Built 1960 to 1969 (2020-2024),Housing Built 1970 to 1979 (2020-2024),Housing Built 1980 to 1989 (2020-2024),Housing Built 1990 to 1999 (2020-2024),Housing Built 2000 to 2009 (2020-2024),Housing Built 2010 to 2019 (2020-2024),Housing Built 2020 or Later (2020-2024),Renter Excessive Housing Costs (2020-2024),Home Owner Excessive Housing Costs (2020-2024),Median Home Rent (2020-2024),Median Household Income (2020-2024),Rental Vacancy Rate (2020-2024),Homeowner Vacancy Rate (2020-2024),Total Housing Units (2020-2024),Percent Change in Population (Difference Decennial Census 2020 - 2010),Per Capita Income (2020-2024),Income 49% and Below Poverty Level (2020-2024),Income 50% to 99% the Poverty Level (2020-2024),Income 100% to 124% the Poverty Level (2020-2024),Income 125% to 149% the Poverty Level (2020-2024),Income 150% to 184% the Poverty Level (2020-2024),Income 185% to 199% the Poverty Level (2020-2024),Income 200% and Over the Poverty Level (2020-2024),Unemployment Rate (2020-2024),Labor Force Participation Rate (2020-2024),Commute Mean Travel Time (2020-2024),Commute Transportation by Public Transit (2020-2024),No Vehicles Available (2020-2024),Total Population (2020-2024),removal_reason
Indianapolis,46047,ZIP Code 46047,publicpolygonfeature:5:47579,country:us/state:in/zip:46047,11,14,0,0,0,0,0,0,0,0,14,0,,,0.0,0.0,25,-7.64514,,24,0,25,0,0,0,0,,0.0,,0,0,49,missing_rent_data
Indianapolis,46110,ZIP Code 46110,publicpolygonfeature:5:47612,country:us/state:in/zip:46110,81,0,17,18,143,0,8,0,23,0,0,16,,68714.0,0.0,0.0,290,-0.30434,31529.0,0,0,0,16,0,13,888,9.034267912772584,55.536332179930795,33.43283582089552,0,0,917,missing_rent_data
Indianapolis,46117,ZIP Code 46117,publicpolygonfeature:5:47618,country:us/state:in/zip:46117,55,22,19,17,12,37,62,37,0,0,11,34,,91250.0,0.0,0.0,261,-2.66255,39001.0,17,0,0,0,195,0,315,0.0,63.18407960199005,49.67479674796748,0,41,527,missing_rent_data
Philadelphia,19316,ZIP Code 19316,publicpolygonfeature:5:38666,country:us/state:pa/zip:19316,0,0,0,0,0,69,0,0,0,0,0,18,,,0.0,0.0,69,3.86087,28206.0,0,0,0,0,0,0,389,19.148936170212767,82.94117647058825,,0,0,389,missing_rent_data
Philadelphia,19108,ZIP Code 19108,publicpolygonfeature:5:6702446,country:us/state:pa/zip:19108,53,0,0,25,0,0,0,0,0,0,0,0,,193654.0,0.0,0.0,78,33.02136,96009.0,0,0,0,0,0,0,154,0.0,80.76923076923077,,0,0,154,missing_rent_data
Philadelphia,19085,ZIP Code 19085,publicpolygonfeature:5:38624,country:us/state:pa/zip:19085,240,41,558,241,89,290,207,96,44,0,10,443,,,0.0,0.0,1806,13.59427,76873.0,94,173,9,0,41,9,4871,5.981019642463033,44.47575551452726,19.379014989293363,86,0,11230,missing_rent_data
Philadelphia,19060,ZIP Code 19060,publicpolygonfeature:5:38610,country:us/state:pa/zip:19060,378,42,143,163,123,336,1200,1383,257,21,42,670,,185043.0,0.0,1.7223650385604117,4046,6.00873,80837.0,195,65,17,647,84,76,10390,2.4529466214131443,66.93515076414704,28.567990373044523,49,47,11524,missing_rent_data
Philadelphia,19052,ZIP Code 19052,publicpolygonfeature:5:6675338,country:us/state:pa/zip:19052,139,12,20,17,0,0,8,9,0,0,11,84,,88831.0,0.0,0.0,205,-4.26357,37720.0,83,0,0,0,0,36,512,3.380281690140845,59.96621621621622,32.44027303754266,0,0,631,missing_rent_data
Philadelphia,19035,ZIP Code 19035,publicpolygonfeature:5:38600,country:us/state:pa/zip:19035,253,15,236,235,171,138,39,188,104,0,100,223,,,0.0,2.6246719160104988,1379,8.13107,164972.0,0,30,16,15,101,91,3534,3.2778355879292405,64.58333333333334,35.703266787658805,111,68,3937,missing_rent_data
Philadelphia,19017,ZIP Code 19017,publicpolygonfeature:5:38591,country:us/state:pa/zip:19017,35,0,9,10,0,31,20,15,17,0,0,31,,166917.0,0.0,0.0,137,4.67598,85823.0,0,0,0,0,0,0,344,2.82258064516129,73.59050445103857,28.401360544217688,0,9,355,missing_rent_data
Philadelphia,18980,ZIP Code 18980,publicpolygonfeature:5:38576,country:us/state:pa/zip:18980,28,0,0,35,5,17,0,0,7,0,9,23,,145278.0,0.0,0.0,92,7.1739,46049.0,10,18,0,0,18,46,216,4.424778761061947,50.9009009009009,27.40740740740741,0,0,308,missing_rent_data
Philadelphia,18977,ZIP Code 18977,publicpolygonfeature:5:38558,country:us/state:pa/zip:18977,101,50,105,306,289,361,289,247,89,0,13,242,,211719.0,0.0,0.0,1837,5.55857,100023.0,9,35,33,14,54,0,4405,2.495621716287215,59.140341791817704,30.52377414561664,64,35,4569,missing_rent_data
Philadelphia,18962,ZIP Code 18962,publicpolygonfeature:5:38566,country:us/state:pa/zip:18962,48,5,38,10,3,52,30,5,0,0,8,39,,94536.0,0.0,0.0,191,-7.5775,39818.0,8,2,11,41,0,0,469,5.0,65.65656565656566,25.5793991416309,0,3,531,missing_rent_data
Philadelphia,18950,ZIP Code 18950,publicpolygonfeature:5:38564,country:us/state:pa/zip:18950,89,0,0,0,0,0,38,0,0,0,0,0,,225795.0,0.0,0.0,127,-0.19389,115970.0,0,0,0,0,0,0,262,0.0,75.19083969465649,,0,0,262,missing_rent_data
Philadelphia,18946,ZIP Code 18946,publicpolygonfeature:5:6679212,country:us/state:pa/zip:18946,24,17,72,0,15,17,16,46,0,19,0,12,,189333.0,0.0,0.0,226,4.91529,69306.0,42,0,23,0,0,0,503,0.0,61.326860841423944,30.33003300330033,0,0,689,missing_rent_data
Philadelphia,18936,ZIP Code 18936,publicpolygonfeature:5:38557,country:us/state:pa/zip:18936,0,0,0,0,57,12,22,0,0,0,12,0,,,0.0,0.0,91,7.22952,62077.0,0,0,0,0,0,0,296,0.0,82.11009174311926,,0,0,296,missing_rent_data
Philadelphia,18935,ZIP Code 18935,publicpolygonfeature:5:38556,country:us/state:pa/zip:18935,16,18,0,0,70,0,0,0,0,0,0,17,,113214.0,0.0,0.0,104,30.07284,53482.0,0,0,0,0,0,0,273,0.0,87.5,43.38068181818182,0,0,273,missing_rent_data
Philadelphia,18933,ZIP Code 18933,publicpolygonfeature:5:6671072,country:us/state:pa/zip:18933,35,7,0,0,0,8,15,0,0,0,7,0,,226083.0,0.0,0.0,65,8.58049,115400.0,12,0,0,0,0,0,93,0.0,45.714285714285715,,0,0,105,missing_rent_data
Philadelphia,19319,ZIP Code 19319,publicpolygonfeature:5:38668,country:us/state:pa/zip:19319,86,0,5,14,34,4,18,0,0,0,0,44,,,0.0,0.0,161,-36.33196,35373.0,0,0,0,57,52,0,375,6.229508196721312,43.69627507163324,33.824786324786324,38,0,792,missing_rent_data
Philadelphia,19369,ZIP Code 19369,publicpolygonfeature:5:6691658,country:us/state:pa/zip:19369,0,0,0,0,0,0,0,69,0,0,0,0,,132730.0,0.0,0.0,69,21.35513,69070.0,0,0,0,0,0,0,122,0.0,100.0,,0,0,122,missing_rent_data
Philadelphia,19373,ZIP Code 19373,publicpolygonfeature:5:38092,country:us/state:pa/zip:19373,70,16,18,38,77,163,248,110,19,0,0,94,,192708.0,100.0,0.0,759,-1.03405,77915.0,3,15,6,2,3,0,2328,5.137481910274964,73.3935209771641,28.720821661998137,7,10,2357,missing_rent_data
Philadelphia,19375,ZIP Code 19375,publicpolygonfeature:5:38134,country:us/state:pa/zip:19375,82,0,0,0,0,0,0,0,14,0,0,0,,,0.0,0.0,96,1.28997,111071.0,0,0,0,0,0,0,234,0.0,83.90243902439025,,0,0,234,missing_rent_data
Philadelphia,21902,ZIP Code 21902,publicpolygonfeature:5:39390,country:us/state:md/zip:21902,0,0,0,0,0,66,0,0,0,0,0,0,,,0.0,0.0,66,-0.67205,17465.0,8,66,0,13,20,0,11,0.0,2.3529411764705883,,0,0,340,missing_rent_data
Philadelphia,19736,ZIP Code 19736,publicpolygonfeature:5:38796,country:us/state:de/zip:19736,39,0,0,0,0,0,0,0,0,0,39,0,,,0.0,0.0,39,10.19212,,0,0,0,0,127,0,0,0.0,30.708661417322837,,0,0,127,missing_rent_data
Philadelphia,19733,ZIP Code 19733,publicpolygonfeature:5:38791,country:us/state:de/zip:19733,65,10,0,0,12,0,0,0,0,0,20,0,,82604.0,0.0,0.0,87,9.50335,30073.0,0,0,84,0,0,0,102,14.754098360655735,65.59139784946237,,0,0,186,missing_rent_data
Philadelphia,19732,ZIP Code 19732,publicpolygonfeature:5:38790,country:us/state:de/zip:19732,19,0,0,0,9,12,0,0,14,0,0,0,,236000.0,0.0,0.0,54,9.94407,225084.0,27,0,0,0,0,0,62,27.906976744186046,48.31460674157304,,0,0,89,missing_rent_data
Philadelphia,19731,ZIP Code 19731,publicpolygonfeature:5:38789,country:us/state:de/zip:19731,221,14,0,0,0,0,0,0,0,0,0,59,,71282.0,0.0,0.0,235,77.84332,27471.0,0,28,0,0,0,0,627,0.0,35.551330798479086,39.49197860962567,0,0,655,missing_rent_data
Philadelphia,19730,ZIP Code 19730,publicpolygonfeature:5:38788,country:us/state:de/zip:19730,76,17,28,0,5,3,1,31,9,0,7,22,,112083.0,0.0,4.477611940298507,170,53.37957,61480.0,6,2,12,4,3,1,397,1.4634146341463417,65.49520766773162,32.32142857142857,0,5,425,missing_rent_data
Philadelphia,19490,ZIP Code 19490,publicpolygonfeature:5:6678670,country:us/state:pa/zip:19490,62,0,23,0,0,24,81,0,0,0,0,0,,,0.0,0.0,190,12.34621,96895.0,0,0,0,0,0,0,507,0.0,58.75,16.010928961748633,0,0,507,missing_rent_data
Philadelphia,18932,ZIP Code 18932,publicpolygonfeature:5:38555,country:us/state:pa/zip:18932,45,0,29,12,0,0,0,34,30,0,15,16,,,0.0,0.0,150,0.79371,65531.0,0,6,0,0,0,24,406,15.11111111111111,63.92045454545454,33.90243902439025,0,0,436,missing_rent_data
Philadelphia,19477,ZIP Code 19477,publicpolygonfeature:5:38717,country:us/state:pa/zip:19477,0,0,0,0,52,0,0,0,0,0,0,0,,,0.0,0.0,52,9.09091,146735.0,0,0,0,0,0,0,136,0.0,74.26470588235294,,0,0,136,missing_rent_data
Philadelphia,19472,ZIP Code 19472,publicpolygonfeature:5:38714,country:us/state:pa/zip:19472,12,0,0,9,9,0,0,4,0,0,0,9,,113056.0,0.0,0.0,34,-1.54225,41076.0,0,0,0,0,0,0,54,32.142857142857146,60.86956521739131,,0,0,54,missing_rent_data
Philadelphia,19457,ZIP Code 19457,publicpolygonfeature:5:38708,country:us/state:pa/zip:19457,30,0,12,0,0,0,0,0,0,0,0,12,,,0.0,0.0,42,-3.58829,79511.0,0,0,0,0,0,0,148,0.0,62.71186440677966,,0,0,148,missing_rent_data
Philadelphia,19456,ZIP Code 19456,publicpolygonfeature:5:38707,country:us/state:pa/zip:19456,12,0,76,0,15,7,7,7,0,0,0,7,,205500.0,0.0,0.0,124,-11.64561,167437.0,0,0,0,0,0,0,286,0.0,49.795918367346935,,0,0,286,missing_rent_data
Philadelphia,19437,ZIP Code 19437,publicpolygonfeature:5:36191,country:us/state:pa/zip:19437,16,0,0,0,26,61,0,0,0,0,0,27,,215817.0,0.0,0.0,103,13.11413,64155.0,2,2,0,0,0,0,231,0.0,40.709812108559504,12.8125,0,0,531,missing_rent_data
Philadelphia,19436,ZIP Code 19436,publicpolygonfeature:5:38699,country:us/state:pa/zip:19436,0,0,26,138,48,11,19,56,11,0,187,11,,77159.0,0.0,0.0,309,3.03406,138628.0,0,10,0,0,66,14,286,,0.0,,0,102,435,missing_rent_data
Philadelphia,19435,ZIP Code 19435,publicpolygonfeature:5:38698,country:us/state:pa/zip:19435,0,0,9,18,12,0,0,0,5,0,0,7,,111667.0,0.0,0.0,44,-4.72873,36973.0,0,0,0,0,0,0,75,0.0,89.23076923076924,,0,0,75,missing_rent_data
Philadelphia,19383,ZIP Code 19383,publicpolygonfeature:5:38693,country:us/state:pa/zip:19383,62,0,0,0,20,0,29,69,0,0,69,0,,23514.0,0.0,0.0,180,10.80701,5689.0,303,32,65,46,26,0,18,11.261131858661305,53.25072663301208,16.774539219888556,104,20,6537,missing_rent_data
Philadelphia,19474,ZIP Code 19474,publicpolygonfeature:5:36196,country:us/state:pa/zip:19474,0,0,0,0,0,28,79,7,0,0,0,57,,,0.0,0.0,114,2.94849,50418.0,0,0,0,0,0,0,222,0.0,44.285714285714285,,0,0,222,missing_rent_data
Louisville,40012,ZIP Code 40012,publicpolygonfeature:5:45675,country:us/state:ky/zip:40012,11,11,27,34,21,0,44,71,47,0,11,72,,105033.0,0.0,0.0,266,12.50421,34878.0,85,9,4,116,0,11,487,1.8469656992084431,63.37792642140469,34.58448753462604,0,11,712,missing_rent_data
Philadelphia,18930,ZIP Code 18930,publicpolygonfeature:5:38554,country:us/state:pa/zip:18930,193,6,54,77,172,129,120,104,9,12,34,221,,127072.0,0.0,3.014416775884666,876,-3.01962,68481.0,16,6,63,30,20,10,1747,0.6896551724137931,58.94308943089431,38.679369250985545,0,37,1892,missing_rent_data
Philadelphia,18921,ZIP Code 18921,publicpolygonfeature:5:6701574,country:us/state:pa/zip:18921,13,0,30,9,34,0,0,0,0,0,0,13,,,0.0,0.0,86,-1.91784,80637.0,0,24,0,0,19,10,107,0.0,73.15436241610739,,0,0,160,missing_rent_data
Philadelphia,8020,ZIP Code 08020,publicpolygonfeature:5:34912,country:us/state:nj/zip:08020,122,0,30,115,298,54,40,95,185,70,0,310,,134490.0,0.0,0.0,1009,27.34117,58967.0,25,63,81,0,11,0,2252,0.7518796992481203,66.63400293973542,33.77470355731225,12,21,2480,missing_rent_data
Philadelphia,8014,ZIP Code 08014,publicpolygonfeature:5:34903,country:us/state:nj/zip:08014,15,0,37,21,0,0,0,17,16,0,0,0,,,0.0,0.0,106,-4.90368,47331.0,0,0,0,0,0,0,298,0.0,75.65543071161048,,0,16,298,missing_rent_data
Philadelphia,8011,ZIP Code 08011,publicpolygonfeature:5:34906,country:us/state:nj/zip:08011,0,0,0,0,0,0,10,0,0,0,0,0,,,0.0,0.0,10,-8.91685,69363.0,0,11,0,0,0,0,45,26.08695652173913,82.14285714285714,21.176470588235293,0,0,56,missing_rent_data
Philadelphia,8001,ZIP Code 08001,publicpolygonfeature:5:34888,country:us/state:nj/zip:08001,107,61,0,36,51,0,48,0,55,0,0,69,,134583.0,0.0,0.0,358,-5.39543,46568.0,0,0,0,38,0,0,794,0.0,75.50761421319797,31.389365351629504,0,36,854,missing_rent_data
Jacksonville,32087,ZIP Code 32087,publicpolygonfeature:5:43225,country:us/state:fl/zip:32087,0,17,20,88,41,147,545,121,400,0,31,355,,67097.0,0.0,0.0,1379,1.92823,25270.0,274,118,25,134,25,254,2190,8.37696335078534,27.701232777374905,36.583333333333336,0,21,4608,missing_rent_data
Jacksonville,32081,ZIP Code 32081,publicpolygonfeature:5:42951,country:us/state:fl/zip:32081,0,0,0,47,67,56,19,1495,7351,1993,1042,2191,,131624.0,0.0,0.0,11028,323.70658,69197.0,826,868,46,773,746,139,26386,3.886459278818384,55.00000000000001,27.96835158242088,0,251,29784,missing_rent_data
Jacksonville,32072,ZIP Code 32072,publicpolygonfeature:5:42941,country:us/state:fl/zip:32072,0,0,10,0,0,8,0,12,17,0,0,0,,,100.0,0.0,47,17.96547,67088.0,0,0,0,0,0,0,43,0.0,58.139534883720934,,0,0,43,missing_rent_data
Indianapolis,47435,ZIP Code 47435,publicpolygonfeature:5:6695376,country:us/state:in/zip:47435,1,0,0,0,78,0,0,0,0,0,0,78,,,0.0,0.0,79,-4.88872,20983.0,0,0,0,129,0,0,8,0.0,5.839416058394161,,0,0,137,missing_rent_data
Indianapolis,47234,ZIP Code 47234,publicpolygonfeature:5:48043,country:us/state:in/zip:47234,197,8,84,32,34,37,23,130,64,0,0,69,,101708.0,0.0,0.0,609,-3.64743,45392.0,0,0,24,40,164,34,1355,14.382022471910114,70.35573122529645,26.453055141579732,0,24,1617,missing_rent_data
Indianapolis,46290,ZIP Code 46290,publicpolygonfeature:5:47626,country:us/state:in/zip:46290,0,0,0,0,0,0,23,24,10,0,0,12,,,0.0,0.0,57,3.28082,113153.0,0,23,0,0,0,0,58,0.0,46.913580246913575,,0,0,81,missing_rent_data
Indianapolis,46183,ZIP Code 46183,publicpolygonfeature:5:47659,country:us/state:in/zip:46183,26,44,0,8,0,0,0,0,0,0,0,0,,,0.0,0.0,78,52.63841,,0,0,0,0,0,0,34,0.0,23.52941176470588,,0,0,34,missing_rent_data
Indianapolis,46180,ZIP Code 46180,publicpolygonfeature:5:47667,country:us/state:in/zip:46180,91,28,61,41,44,51,96,12,1,0,0,48,,90208.0,0.0,0.0,425,2.75552,39963.0,43,7,32,28,27,107,841,2.1367521367521367,47.17741935483871,24.72,0,14,1085,missing_rent_data
Indianapolis,46162,ZIP Code 46162,publicpolygonfeature:5:47649,country:us/state:in/zip:46162,17,0,0,0,24,0,25,27,0,0,0,27,,117969.0,0.0,0.0,93,21.10157,44702.0,0,0,0,0,0,0,227,5.921052631578947,73.7864077669903,27.26923076923077,0,0,227,missing_rent_data
Indianapolis,46154,ZIP Code 46154,publicpolygonfeature:5:6676762,country:us/state:in/zip:46154,0,10,0,0,0,15,0,0,0,0,0,0,,,0.0,0.0,25,2.56819,13328.0,0,0,0,0,0,0,189,0.0,87.8048780487805,,0,15,189,missing_rent_data
Indianapolis,46144,ZIP Code 46144,publicpolygonfeature:5:47640,country:us/state:in/zip:46144,20,22,35,8,0,15,0,10,0,0,10,11,,108333.0,0.0,0.0,110,-0.52085,35583.0,0,11,0,0,0,18,174,0.0,63.58381502890174,26.59090909090909,0,0,216,missing_rent_data
Philadelphia,8022,ZIP Code 08022,publicpolygonfeature:5:34914,country:us/state:nj/zip:08022,204,17,218,88,105,572,686,1492,183,30,68,853,,117679.0,22.916666666666664,1.605231866825208,3595,3.11159,55704.0,72,275,48,142,98,129,8408,2.902688555793481,56.8772733396201,35.666976168368926,149,54,9172,missing_rent_data
Philadelphia,8032,ZIP Code 08032,publicpolygonfeature:5:6699713,country:us/state:nj/zip:08032,61,0,0,0,0,11,11,0,0,0,0,0,,198274.0,0.0,0.0,83,-4.48,72617.0,4,0,0,0,4,0,234,6.435643564356436,87.44588744588745,27.15568862275449,4,0,242,missing_rent_data
Philadelphia,8038,ZIP Code 08038,publicpolygonfeature:5:34927,country:us/state:nj/zip:08038,107,10,12,0,11,0,5,14,0,0,0,16,,90179.0,0.0,0.0,159,-6.84933,42316.0,7,8,0,0,0,37,283,7.79816513761468,80.44280442804428,28.48404255319149,0,0,351,missing_rent_data
Philadelphia,8039,ZIP Code 08039,publicpolygonfeature:5:34928,country:us/state:nj/zip:08039,6,0,0,0,0,0,7,0,0,0,0,0,,,0.0,0.0,13,11.77983,57266.0,0,0,0,0,0,0,38,24.0,65.78947368421053,,0,0,38,missing_rent_data
Philadelphia,18920,ZIP Code 18920,publicpolygonfeature:5:37300,country:us/state:pa/zip:18920,36,17,0,21,12,0,33,13,24,0,14,0,,152813.0,0.0,0.0,156,-4.1033,60014.0,0,0,0,14,0,0,379,8.045977011494253,51.78571428571429,26.55797101449275,0,0,393,missing_rent_data
Philadelphia,18913,ZIP Code 18913,publicpolygonfeature:5:38545,country:us/state:pa/zip:18913,36,0,0,0,37,0,72,0,0,0,0,10,,,0.0,0.0,145,-1.58776,95463.0,0,0,0,0,0,0,243,0.0,83.88888888888889,,30,0,243,missing_rent_data
Philadelphia,18912,ZIP Code 18912,publicpolygonfeature:5:38544,country:us/state:pa/zip:18912,116,0,0,0,35,0,0,0,0,0,26,0,,,0.0,0.0,151,0.6978,196601.0,27,51,0,0,0,0,135,0.0,45.21276595744681,,0,0,213,missing_rent_data
Philadelphia,18081,ZIP Code 18081,publicpolygonfeature:5:38329,country:us/state:pa/zip:18081,33,0,0,0,0,0,0,0,0,0,15,0,,,0.0,0.0,33,9.92065,37746.0,16,0,0,0,0,0,69,0.0,60.0,,0,0,85,missing_rent_data
Philadelphia,18070,ZIP Code 18070,publicpolygonfeature:5:37982,country:us/state:pa/zip:18070,42,0,59,27,0,17,0,0,0,0,10,6,,74638.0,0.0,0.0,145,4.25844,51366.0,0,0,0,0,0,0,223,0.0,62.78026905829597,32.04545454545455,0,0,223,missing_rent_data
Philadelphia,8328,ZIP Code 08328,publicpolygonfeature:5:35038,country:us/state:nj/zip:08328,44,0,175,26,100,165,35,29,0,0,71,87,,101583.0,0.0,0.0,574,-0.90214,43976.0,91,0,195,0,118,0,1072,7.490144546649145,61.86991869918699,34.765625,0,9,1476,missing_rent_data
Philadelphia,8224,ZIP Code 08224,publicpolygonfeature:5:34997,country:us/state:nj/zip:08224,37,0,3,13,0,8,2,10,4,0,0,29,,96250.0,0.0,0.0,77,-6.0984,42196.0,0,0,5,0,110,4,104,3.4013605442176873,75.0,25.140845070422536,0,0,223,missing_rent_data
Philadelphia,18927,ZIP Code 18927,publicpolygonfeature:5:6683360,country:us/state:pa/zip:18927,0,0,22,0,113,0,0,0,0,0,0,0,,,0.0,0.0,135,17.11302,147477.0,0,0,22,0,0,0,217,47.926267281105986,90.7949790794979,,0,0,239,missing_rent_data
Philadelphia,8090,ZIP Code 08090,publicpolygonfeature:5:34976,country:us/state:nj/zip:08090,479,92,900,699,190,452,67,168,172,57,136,594,,115701.0,3.180212014134275,1.1506276150627617,3276,1.46518,44919.0,139,769,308,57,264,224,8007,2.8577020943433156,68.41189073379753,25.629387557492137,77,116,9815,missing_rent_data
Philadelphia,8074,ZIP Code 08074,publicpolygonfeature:5:34960,country:us/state:nj/zip:08074,0,0,0,0,0,0,76,0,0,0,0,0,,,0.0,0.0,76,1.26353,,0,0,0,0,0,0,160,0.0,100.0,,0,0,160,missing_rent_data
Philadelphia,8073,ZIP Code 08073,publicpolygonfeature:5:34959,country:us/state:nj/zip:08073,16,0,0,0,0,0,0,0,0,0,0,12,,,0.0,0.0,16,14.5719,,8,12,0,0,0,0,0,,0.0,,0,12,20,missing_rent_data
Philadelphia,8072,ZIP Code 08072,publicpolygonfeature:5:34958,country:us/state:nj/zip:08072,67,10,2,0,0,0,0,0,0,0,18,0,,68203.0,0.0,0.0,79,-2.86147,41943.0,0,0,0,6,0,0,158,0.0,61.98347107438017,,0,6,164,missing_rent_data
Philadelphia,8061,ZIP Code 08061,publicpolygonfeature:5:34946,country:us/state:nj/zip:08061,212,0,69,38,0,54,73,961,207,0,0,376,,150658.0,0.0,0.0,1614,27.41289,63903.0,23,0,0,1,75,101,4308,2.5899912203687445,69.98463901689708,26.66768665850673,0,0,4508,missing_rent_data
Philadelphia,8056,ZIP Code 08056,publicpolygonfeature:5:34942,country:us/state:nj/zip:08056,102,0,65,0,121,289,292,751,140,0,0,462,,171389.0,0.0,0.0,1760,16.96201,62771.0,128,6,0,0,348,65,4887,3.393897840246829,69.86826347305389,25.817009077878645,60,21,5434,missing_rent_data
Philadelphia,8042,ZIP Code 08042,publicpolygonfeature:5:34930,country:us/state:nj/zip:08042,0,0,10,0,6,5,6,79,0,0,0,80,,170912.0,0.0,0.0,106,-4.49999,131156.0,4,6,0,0,0,0,121,0.0,79.38931297709924,,0,6,131,missing_rent_data
Philadelphia,8041,ZIP Code 08041,publicpolygonfeature:5:34929,country:us/state:nj/zip:08041,60,10,8,32,29,57,24,28,11,0,0,75,,99688.0,60.60606060606061,0.0,259,-4.5,44298.0,32,12,13,40,25,33,495,8.656716417910449,58.89464594127807,27.568627450980394,0,4,650,missing_rent_data
Philadelphia,8089,ZIP Code 08089,publicpolygonfeature:5:34975,country:us/state:nj/zip:08089,74,43,56,154,758,115,112,215,21,0,23,345,,115117.0,0.0,0.0,1548,-5.14382,47203.0,110,115,77,50,339,62,3454,5.896705978039853,66.29819358317606,32.54641909814324,74,50,4231,missing_rent_data
Louisville,40010,ZIP Code 40010,publicpolygonfeature:5:45671,country:us/state:ky/zip:40010,0,0,0,24,0,0,15,103,39,42,18,6,,196125.0,0.0,0.0,223,25.13167,78777.0,0,0,0,107,0,0,571,0.0,89.54703832752612,22.44075829383886,0,0,678,missing_rent_data
Philadelphia,21930,ZIP Code 21930,publicpolygonfeature:5:39405,country:us/state:md/zip:21930,0,0,38,7,0,0,0,0,0,0,0,0,,,0.0,0.0,45,-22.54099,40376.0,0,0,0,0,0,0,25,0.0,48.0,,0,0,25,missing_rent_data
Louisville,40003,ZIP Code 40003,publicpolygonfeature:5:45667,country:us/state:ky/zip:40003,221,0,20,0,41,40,190,133,73,51,10,152,,97681.0,0.0,0.0,769,2.44554,41886.0,116,80,0,89,0,14,1478,3.812636165577342,57.5187969924812,33.5559796437659,0,12,1807,missing_rent_data
Denver,80137,ZIP Code 80137,publicpolygonfeature:5:60448,country:us/state:co/zip:80137,0,0,0,22,85,50,70,163,154,50,11,127,,134890.0,75.0,0.0,594,17.87584,44034.0,141,0,25,0,47,2,1270,7.727272727272727,61.92821956368755,38.458333333333336,0,0,1689,missing_rent_data
Denver,80425,ZIP Code 80425,publicpolygonfeature:5:60479,country:us/state:co/zip:80425,97,8,0,9,0,0,33,0,26,0,0,81,,82188.0,100.0,0.0,173,12.69006,29745.0,1,25,11,0,0,0,206,0.0,24.305555555555554,,0,0,243,missing_rent_data
Denver,80432,ZIP Code 80432,publicpolygonfeature:5:60484,country:us/state:co/zip:80432,0,0,0,0,127,135,94,359,0,35,0,109,,44605.0,0.0,13.076923076923078,750,12.77673,46723.0,0,23,0,0,12,0,258,0.0,43.309859154929576,,0,0,293,missing_rent_data
Denver,80436,ZIP Code 80436,publicpolygonfeature:5:60471,country:us/state:co/zip:80436,27,0,29,47,58,20,85,22,0,0,0,47,,59091.0,0.0,0.0,288,-3.71598,47224.0,0,47,0,0,0,0,301,0.0,52.69461077844312,36.25,0,20,348,missing_rent_data
Denver,80448,ZIP Code 80448,publicpolygonfeature:5:60498,country:us/state:co/zip:80448,0,0,0,0,0,54,0,57,86,0,0,0,,,0.0,0.0,197,2.5523,,0,0,0,0,0,0,0,,,,0,0,0,missing_rent_data
Denver,80449,ZIP Code 80449,publicpolygonfeature:5:60499,country:us/state:co/zip:80449,0,0,0,35,93,113,285,288,115,0,0,160,,59635.0,0.0,0.0,929,25.65594,41233.0,0,0,60,206,0,13,637,0.0,35.69868995633188,34.9812030075188,0,0,916,missing_rent_data
Denver,80453,ZIP Code 80453,publicpolygonfeature:5:60481,country:us/state:co/zip:80453,65,0,60,10,0,26,0,0,0,0,0,40,,,0.0,0.0,161,-2.55021,71594.0,0,0,40,0,67,31,159,12.82051282051282,88.30188679245283,,0,0,297,missing_rent_data
Denver,80454,ZIP Code 80454,publicpolygonfeature:5:60483,country:us/state:co/zip:80454,97,0,76,62,55,32,0,159,0,0,0,107,,178980.0,0.0,0.0,481,10.08116,79182.0,0,67,15,48,0,0,856,0.0,65.92105263157895,17.96954314720812,0,0,986,missing_rent_data
Denver,80456,ZIP Code 80456,publicpolygonfeature:5:60502,country:us/state:co/zip:80456,78,0,0,97,190,293,115,232,174,0,0,123,,,0.0,0.0,1179,12.77672,84046.0,0,0,0,0,0,0,507,0.0,57.57575757575758,26.573033707865168,0,0,507,missing_rent_data
Denver,80131,ZIP Code 80131,publicpolygonfeature:5:60443,country:us/state:co/zip:80131,111,0,0,0,17,0,0,0,0,0,16,38,,107250.0,0.0,0.0,128,3.46814,48835.0,0,63,0,0,34,0,179,0.0,74.53703703703704,28.464285714285715,0,0,276,missing_rent_data
