city,geoid,feature label,feature id,shid,Housing Built 1939 or Earlier (2020-2024),Housing Built 1940 to 1949 (2020-2024),Housing Built 1950 to 1959 (2020-2024),Housing Built 1960 to 1969 (2020-2024),Housing Built 1970 to 1979 (2020-2024),Housing Built 1980 to 1989 (2020-2024),Housing Built 1990 to 1999 (2020-2024),Housing Built 2000 to 2009 (2020-2024),Housing Built 2010 to 2019 (2020-2024),Housing Built 2020 or Later (2020-2024),Renter Excessive Housing Costs (2020-2024),Home Owner Excessive Housing Costs (2020-2024),Median Home Rent (2020-2024),Median Household Income (2020-2024),Rental Vacancy Rate (2020-2024),Homeowner Vacancy Rate (2020-2024),Total Housing Units (2020-2024),Percent Change in Population (Difference Decennial Census 2020 - 2010),Per Capita Income (2020-2024),Income 49% and Below Poverty Level (2020-2024),Income 50% to 99% the Poverty Level (2020-2024),Income 100% to 124% the Poverty Level (2020-2024),Income 125% to 149% the Poverty Level (2020-2024),Income 150% to 184% the Poverty Level (2020-2024),Income 185% to 199% the Poverty Level (2020-2024),Income 200% and Over the Poverty Level (2020-2024),Unemployment Rate (2020-2024),Labor Force Participation Rate (2020-2024),Commute Mean Travel Time (2020-2024),Commute Transportation by Public Transit (2020-2024),No Vehicles Available (2020-2024),Total Population (2020-2024),removal_reason
Denver,80457,ZIP Code 80457,publicpolygonfeature:5:60503,country:us/state:co/zip:80457,9,39,0,0,21,27,0,47,0,0,0,36,,235160.0,0.0,0.0,143,-3.31194,113695.0,21,9,0,0,0,0,233,16.738197424892704,96.2809917355372,,0,0,283,missing_rent_data
Denver,80475,ZIP Code 80475,publicpolygonfeature:5:60523,country:us/state:co/zip:80475,0,0,6,0,0,18,39,0,0,0,0,6,,,0.0,0.0,63,2.47554,169764.0,0,6,0,0,0,0,33,0.0,84.61538461538461,,0,0,39,missing_rent_data
Denver,80820,ZIP Code 80820,publicpolygonfeature:5:60637,country:us/state:co/zip:80820,0,0,0,46,82,111,104,102,132,0,0,90,,49375.0,0.0,0.0,577,11.59113,62040.0,10,25,44,33,0,38,277,13.658536585365855,48.00936768149883,,0,0,427,missing_rent_data
Denver,80827,ZIP Code 80827,publicpolygonfeature:5:60643,country:us/state:co/zip:80827,49,27,28,200,150,116,57,179,0,0,27,27,,88125.0,0.0,0.0,806,3.18007,56309.0,0,38,0,51,0,0,656,0.0,29.756795422031473,38.1496062992126,0,15,808,missing_rent_data
Denver,80830,ZIP Code 80830,publicpolygonfeature:5:60647,country:us/state:co/zip:80830,20,0,4,10,18,9,11,11,6,0,0,34,,76250.0,12.5,0.0,89,1.99136,55643.0,0,5,0,0,0,28,143,5.555555555555555,32.72727272727273,34.2,4,0,176,missing_rent_data
Orlando,32702,ZIP Code 32702,publicpolygonfeature:5:43422,country:us/state:fl/zip:32702,63,18,225,142,234,402,207,97,188,5,323,134,,50935.0,3.5294117647058822,0.0,1581,12.82349,30855.0,221,294,188,83,241,23,1448,15.026455026455029,40.61022776106575,31.68005354752343,0,84,2636,missing_rent_data
Orlando,32709,ZIP Code 32709,publicpolygonfeature:5:43448,country:us/state:fl/zip:32709,46,0,0,9,38,195,108,215,59,19,10,89,,73224.0,0.0,0.0,689,18.38753,41723.0,215,89,10,39,32,40,1271,1.629802095459837,63.913690476190474,28.65482233502538,0,0,1696,missing_rent_data
Orlando,32732,ZIP Code 32732,publicpolygonfeature:5:43455,country:us/state:fl/zip:32732,0,17,111,121,143,599,290,534,112,141,62,221,,119205.0,0.0,0.0,2068,2.16365,65232.0,59,110,8,0,285,0,4813,1.237186284906327,63.373655913978496,43.226950354609926,0,0,5275,missing_rent_data
Orlando,32830,ZIP Code 32830,publicpolygonfeature:5:43100,country:us/state:fl/zip:32830,0,0,0,0,0,1,11,13,22,54,0,50,,,0.0,0.0,101,174.93951,99042.0,0,0,0,2,0,0,195,0.0,95.3125,29.017341040462423,0,0,197,missing_rent_data
Orlando,32831,ZIP Code 32831,publicpolygonfeature:5:43105,country:us/state:fl/zip:32831,0,0,6,0,0,21,0,0,0,17,0,23,,67917.0,0.0,0.0,44,2.2673,3803.0,0,0,0,0,0,0,104,0.0,2.0326823435631725,,0,0,2527,missing_rent_data
Denver,80474,ZIP Code 80474,publicpolygonfeature:5:6678760,country:us/state:co/zip:80474,0,0,0,56,0,0,22,41,0,0,0,78,,,0.0,0.0,119,1.26921,43890.0,0,0,0,0,196,0,68,24.74226804123711,100.0,22.534246575342465,0,0,264,missing_rent_data
Orlando,33848,ZIP Code 33848,publicpolygonfeature:5:43626,country:us/state:fl/zip:33848,0,81,123,0,0,85,61,0,0,65,29,36,,74750.0,0.0,0.0,415,39.78461,44158.0,0,72,55,13,0,0,490,0.0,64.23841059602648,22.746913580246915,18,18,638,missing_rent_data
Denver,80118,ZIP Code 80118,publicpolygonfeature:5:60434,country:us/state:co/zip:80118,18,10,29,63,365,118,581,660,301,125,32,631,,158155.0,8.51063829787234,2.4401689347724074,2270,13.75491,87487.0,110,32,48,30,74,49,5286,2.078239608801956,64.57469903295836,32.3511486169714,0,11,5632,missing_rent_data
Austin,78953,ZIP Code 78953,publicpolygonfeature:5:60108,country:us/state:tx/zip:78953,79,0,23,25,105,73,171,112,52,0,0,36,,83438.0,0.0,0.0,640,23.61938,48944.0,65,17,0,40,22,0,945,0.0,59.90291262135923,29.775985663082437,0,0,1089,missing_rent_data
Miami,33109,ZIP Code 33109,publicpolygonfeature:5:41719,country:us/state:fl/zip:33109,0,0,0,0,45,453,183,0,63,17,0,168,,,48.78048780487805,0.0,761,15.15152,302761.0,39,0,0,110,0,0,934,0.0,38.55140186915888,36.333333333333336,0,0,1083,missing_rent_data
Miami,33149,ZIP Code 33149,publicpolygonfeature:5:41922,country:us/state:fl/zip:33149,32,29,644,1035,2585,1037,971,623,326,28,1047,1113,,181505.0,16.32751937984496,1.26012601260126,7310,19.84018,106219.0,610,199,204,190,154,22,13412,2.846270928462709,60.67042201495983,23.685041282175813,119,138,14791,missing_rent_data
Miami,33158,ZIP Code 33158,publicpolygonfeature:5:43495,country:us/state:fl/zip:33158,0,0,298,766,329,255,254,195,63,0,76,361,,201597.0,16.666666666666664,0.3625064733298809,2160,-0.42185,98862.0,73,28,57,22,149,14,5609,2.3700035373187123,59.74218089602705,34.27102376599635,28,19,5960,missing_rent_data
Miami,33332,ZIP Code 33332,publicpolygonfeature:5:42445,country:us/state:fl/zip:33332,0,0,15,10,440,226,1136,1494,140,0,246,1040,,172730.0,5.894736842105263,0.0,3461,-3.8857,68929.0,221,189,39,459,338,99,9561,3.469531525184924,67.28241563055062,32.84283295711061,17,114,10920,missing_rent_data
Miami,33473,ZIP Code 33473,publicpolygonfeature:5:43523,country:us/state:fl/zip:33473,0,0,0,0,0,26,99,1146,3125,336,30,1215,,145691.0,48.40425531914894,0.0,4732,67.87175,74313.0,302,120,542,43,74,254,10490,4.926108374384237,42.57996853696906,30.783450704225352,0,80,11825,missing_rent_data
Miami,33498,ZIP Code 33498,publicpolygonfeature:5:42718,country:us/state:fl/zip:33498,10,0,32,107,138,2312,2467,664,42,8,161,1434,,146765.0,7.987220447284344,0.0,5780,1.60519,60973.0,193,154,279,373,626,270,14620,5.912786400591279,62.88635835463629,28.442410980704196,12,58,16853,missing_rent_data
Tampa,33503,ZIP Code 33503,publicpolygonfeature:5:42725,country:us/state:fl/zip:33503,0,0,0,159,0,0,15,10,0,0,0,0,,138553.0,0.0,0.0,184,493.82423,27429.0,0,0,0,0,0,0,891,0.0,69.27175843694494,,0,0,891,missing_rent_data
Tampa,33620,ZIP Code 33620,publicpolygonfeature:5:43577,country:us/state:fl/zip:33620,0,0,0,0,0,29,0,5,0,0,34,0,,,0.0,0.0,34,13.43023,3357.0,0,36,0,0,0,0,0,8.34441489361702,41.216771718278984,15.741379310344827,46,0,7298,missing_rent_data
Tampa,33786,ZIP Code 33786,publicpolygonfeature:5:41247,country:us/state:fl/zip:33786,4,13,195,109,411,139,142,83,88,3,8,256,,163125.0,52.702702702702695,1.6320474777448073,1187,2.2169,102464.0,36,54,23,20,27,10,1409,3.498542274052478,48.27586206896552,25.7451403887689,0,18,1582,missing_rent_data
Denver,80024,ZIP Code 80024,publicpolygonfeature:5:60409,country:us/state:co/zip:80024,25,8,0,0,0,0,0,0,0,0,0,8,,,0.0,0.0,33,1.10466,,0,0,25,0,0,0,8,0.0,24.24242424242424,,0,25,33,missing_rent_data
Tampa,34661,ZIP Code 34661,publicpolygonfeature:5:43774,country:us/state:fl/zip:34661,0,0,127,14,51,50,88,72,0,0,0,7,,,0.0,0.0,402,-3.96041,24742.0,47,0,135,71,30,0,103,15.53398058252427,29.261363636363637,,0,0,386,missing_rent_data
Tampa,34681,ZIP Code 34681,publicpolygonfeature:5:40426,country:us/state:fl/zip:34681,0,0,204,0,0,130,239,0,35,0,49,228,,,0.0,0.0,608,-1.08187,77229.0,1,4,3,175,0,0,1101,0.0,57.662624035281155,,0,49,1284,missing_rent_data
Austin,76530,ZIP Code 76530,publicpolygonfeature:5:59182,country:us/state:tx/zip:76530,122,96,65,48,146,90,72,232,88,100,31,95,,106250.0,13.008130081300814,0.0,1059,4.60225,43850.0,87,133,51,93,65,40,2001,4.422604422604422,61.983082706766915,37.348141432456934,0,10,2598,missing_rent_data
Austin,78615,ZIP Code 78615,publicpolygonfeature:5:59955,country:us/state:tx/zip:78615,32,21,19,47,33,85,31,174,119,25,27,176,,80938.0,0.0,0.0,586,38.68233,33785.0,59,29,14,40,190,50,1255,5.23489932885906,66.57730116175156,39.437609841827765,0,2,1637,missing_rent_data
Austin,78622,ZIP Code 78622,publicpolygonfeature:5:59963,country:us/state:tx/zip:78622,79,7,0,0,14,23,32,0,7,0,0,29,,,0.0,0.0,162,9.08715,26388.0,32,41,13,25,49,0,171,0.0,58.68852459016394,35.502793296089386,0,24,331,missing_rent_data
Austin,78632,ZIP Code 78632,publicpolygonfeature:5:59971,country:us/state:tx/zip:78632,63,0,33,20,56,190,59,62,127,45,0,131,,62500.0,0.0,0.0,655,12.27666,31884.0,13,73,29,199,76,100,746,0.0,42.92497625830959,39.10843373493976,0,8,1245,missing_rent_data
Philadelphia,21917,ZIP Code 21917,publicpolygonfeature:5:39401,country:us/state:md/zip:21917,100,22,0,135,38,153,161,165,44,0,39,251,,96750.0,0.0,0.0,818,-1.213,42367.0,95,71,0,274,68,60,1665,4.1396103896103895,68.10392482034273,37.700312174817896,0,34,2233,missing_rent_data
Austin,78661,ZIP Code 78661,publicpolygonfeature:5:59998,country:us/state:tx/zip:78661,17,0,17,18,35,30,53,18,53,0,20,82,,82896.0,28.57142857142857,0.0,241,13.58732,26002.0,15,229,0,18,0,0,573,4.336734693877551,64.26229508196721,36.78666666666667,0,0,835,missing_rent_data
Austin,78662,ZIP Code 78662,publicpolygonfeature:5:59999,country:us/state:tx/zip:78662,24,19,47,103,246,116,501,180,146,72,0,158,,94005.0,0.0,0.0,1454,30.52815,45566.0,0,93,60,184,162,276,2240,4.614485981308411,64.02393418100225,45.17437452615618,0,0,3015,missing_rent_data
Austin,78674,ZIP Code 78674,publicpolygonfeature:5:6688042,country:us/state:tx/zip:78674,3,0,0,0,0,9,0,0,32,0,0,19,,,100.0,0.0,44,38.87773,23971.0,10,17,0,0,0,0,81,0.0,77.0,24.155844155844157,0,0,108,missing_rent_data
Tampa,34679,ZIP Code 34679,publicpolygonfeature:5:40425,country:us/state:fl/zip:34679,0,0,0,30,39,70,26,0,0,0,0,0,,,0.0,0.0,165,61.15427,43865.0,0,0,0,0,61,0,80,0.0,56.73758865248227,,0,0,141,missing_rent_data
Orlando,34739,ZIP Code 34739,publicpolygonfeature:5:43792,country:us/state:fl/zip:34739,0,62,35,75,122,68,86,96,79,45,0,40,,101319.0,0.0,0.0,668,7.60471,48410.0,59,53,33,101,0,0,930,0.0,62.67893660531697,33.48375451263538,0,0,1176,missing_rent_data
Austin,78659,ZIP Code 78659,publicpolygonfeature:5:59979,country:us/state:tx/zip:78659,45,0,65,77,20,179,104,273,445,136,55,277,,89808.0,0.0,0.0,1344,22.38143,44289.0,68,87,58,305,100,15,2013,2.4424284717376135,67.72211720226842,48.37576821773486,12,44,2660,missing_rent_data
Orlando,34762,ZIP Code 34762,publicpolygonfeature:5:43803,country:us/state:fl/zip:34762,32,97,0,32,83,34,10,0,0,636,0,187,,,0.0,14.328808446455504,924,42.3938,59583.0,189,109,0,32,12,0,884,0.0,28.38427947598253,41.21527777777778,0,0,1226,missing_rent_data
Charlotte,29014,ZIP Code 29014,publicpolygonfeature:5:41923,country:us/state:sc/zip:29014,78,23,0,39,98,156,253,100,13,35,69,101,,62422.0,0.0,0.0,795,-8.58396,29907.0,104,36,238,39,35,0,1143,4.004711425206125,67.2209026128266,35.762362637362635,0,68,1595,missing_rent_data
Charlotte,29704,ZIP Code 29704,publicpolygonfeature:5:42300,country:us/state:sc/zip:29704,101,0,11,31,268,253,207,282,178,17,74,190,,74303.0,0.0,0.0,1348,-1.56645,43849.0,11,112,194,90,469,0,2162,10.14760147601476,64.98039215686275,30.5359765051395,0,0,3060,missing_rent_data
Charlotte,29712,ZIP Code 29712,publicpolygonfeature:5:42310,country:us/state:sc/zip:29712,64,0,40,35,184,55,251,64,268,12,25,103,,62656.0,0.0,6.333739342265529,973,1.62825,45190.0,0,29,27,0,224,138,1629,2.113271344040575,66.23655913978494,31.899063475546303,0,0,2047,missing_rent_data
Nashville,37010,ZIP Code 37010,publicpolygonfeature:5:44527,country:us/state:tn/zip:37010,166,34,12,103,152,73,398,430,502,29,115,233,,118179.0,3.4090909090909087,0.0,1899,18.04531,45356.0,384,189,38,141,161,2,4500,3.413582464965864,71.23118677522822,29.44047118216239,0,24,5435,missing_rent_data
Nashville,37014,ZIP Code 37014,publicpolygonfeature:5:44530,country:us/state:tn/zip:37014,0,20,26,86,145,253,201,262,221,177,0,207,,105125.0,73.33333333333333,6.5349544072948325,1391,94.18344,81944.0,51,76,0,0,41,82,2977,0.0,55.982109578829665,28.711385701676964,0,25,3227,missing_rent_data
Nashville,37031,ZIP Code 37031,publicpolygonfeature:5:44537,country:us/state:tn/zip:37031,87,44,42,39,283,184,176,662,232,55,85,290,,98114.0,0.0,2.607640994542147,1804,13.52695,44690.0,135,190,59,220,33,45,3244,0.6926406926406926,67.24890829694323,29.121447028423773,1,0,3926,missing_rent_data
Nashville,37046,ZIP Code 37046,publicpolygonfeature:5:44562,country:us/state:tn/zip:37046,121,19,93,169,220,301,135,229,1050,510,82,305,,178228.0,15.86021505376344,0.0,2847,59.52577,90404.0,489,136,18,48,86,190,6320,1.261366969785861,63.38787653402752,33.517324738114425,17,0,7310,missing_rent_data
Nashville,37118,ZIP Code 37118,publicpolygonfeature:5:44566,country:us/state:tn/zip:37118,57,34,0,85,78,15,126,23,50,12,0,63,,74592.0,0.0,3.655352480417754,480,9.89491,32089.0,0,150,22,116,0,0,766,7.07070707070707,63.52941176470588,39.703791469194314,0,0,1094,missing_rent_data
Nashville,37140,ZIP Code 37140,publicpolygonfeature:5:44489,country:us/state:tn/zip:37140,33,0,0,21,10,14,39,0,49,0,0,14,,62232.0,0.0,0.0,166,11.3608,16435.0,0,14,0,0,0,116,160,16.582914572864322,13.620807665982204,46.7578125,0,0,1494,missing_rent_data
Charlotte,28223,ZIP Code 28223,publicpolygonfeature:5:6678389,country:us/state:nc/zip:28223,0,0,0,0,9,0,0,0,0,0,0,0,,,100.0,0.0,9,81.61242,7907.0,0,0,0,0,0,0,0,27.64650283553875,42.72158287906319,21.572580645161292,84,0,4953,missing_rent_data
Nashville,37149,ZIP Code 37149,publicpolygonfeature:5:44615,country:us/state:tn/zip:37149,65,22,0,180,100,157,214,90,250,54,23,134,,78345.0,0.0,0.0,1132,15.84605,35527.0,48,61,175,297,198,14,1809,1.7123287671232876,56.56174334140436,44.154094827586206,7,9,2602,missing_rent_data
Nashville,38461,ZIP Code 38461,publicpolygonfeature:5:45105,country:us/state:tn/zip:38461,30,23,0,46,59,103,190,150,31,0,38,25,,66406.0,0.0,0.0,632,-0.16147,26482.0,14,300,0,83,129,0,922,7.504363001745201,48.5182049110923,35.411877394636015,0,7,1460,missing_rent_data
Nashville,38476,ZIP Code 38476,publicpolygonfeature:5:45123,country:us/state:tn/zip:38476,22,14,0,14,19,36,119,69,115,13,26,10,,83654.0,0.0,0.0,421,2.96999,46621.0,14,24,0,22,59,25,1084,0.0,51.66858457997699,30.129198966408268,0,0,1228,missing_rent_data
Nashville,38482,ZIP Code 38482,publicpolygonfeature:5:45121,country:us/state:tn/zip:38482,96,0,53,30,48,71,143,286,66,0,8,134,,90272.0,0.0,0.0,793,5.09146,39122.0,0,82,0,16,29,38,1852,5.0,72.27414330218068,37.43001119820829,0,32,2017,missing_rent_data
Nashville,38487,ZIP Code 38487,publicpolygonfeature:5:45129,country:us/state:tn/zip:38487,75,59,52,53,71,71,67,31,30,0,0,18,,104458.0,0.0,5.228758169934641,509,-1.41826,45550.0,41,19,24,0,9,7,646,1.9283746556473829,54.58646616541354,35.67846607669617,0,0,746,missing_rent_data
Nashville,38547,ZIP Code 38547,publicpolygonfeature:5:45135,country:us/state:tn/zip:38547,55,3,0,61,44,66,267,256,60,35,0,173,,80843.0,0.0,0.0,847,5.70938,33329.0,114,254,0,10,78,137,1495,3.079884504331088,63.547400611620795,31.407608695652176,0,13,2088,missing_rent_data
Nashville,38552,ZIP Code 38552,publicpolygonfeature:5:45007,country:us/state:tn/zip:38552,7,61,9,0,7,19,60,10,5,0,17,16,,71250.0,0.0,0.0,178,-1.48386,24097.0,13,8,25,19,44,0,363,4.624277456647398,53.39506172839506,40.59701492537314,0,10,472,missing_rent_data
Nashville,38567,ZIP Code 38567,publicpolygonfeature:5:45150,country:us/state:tn/zip:38567,25,108,15,19,53,15,87,57,82,38,21,37,,100368.0,0.0,0.0,499,6.92368,43122.0,31,107,41,0,28,16,842,0.0,56.928406466512705,25.466507177033492,0,41,1065,missing_rent_data
Nashville,38569,ZIP Code 38569,publicpolygonfeature:5:45154,country:us/state:tn/zip:38569,0,0,0,107,0,9,4,102,48,11,0,0,,,0.0,0.0,281,8.38623,62811.0,27,0,0,0,118,0,245,0.0,39.130434782608695,,0,0,390,missing_rent_data
Orlando,34760,ZIP Code 34760,publicpolygonfeature:5:43801,country:us/state:fl/zip:34760,55,7,0,0,20,54,23,156,11,0,0,87,,93804.0,0.0,28.22085889570552,326,28.94185,57285.0,16,79,0,0,0,0,645,0.0,50.398724082934606,13.890977443609025,0,0,740,missing_rent_data
Nashville,37151,ZIP Code 37151,publicpolygonfeature:5:44617,country:us/state:tn/zip:37151,23,0,0,3,0,12,86,40,11,21,0,7,,102168.0,0.0,0.0,196,5.78231,50584.0,0,0,0,0,11,7,439,0.0,84.55882352941177,33.149847094801224,0,0,457,missing_rent_data
Charlotte,28108,ZIP Code 28108,publicpolygonfeature:5:41437,country:us/state:nc/zip:28108,0,0,0,21,0,0,18,0,0,0,0,0,,,0.0,53.84615384615385,39,17.75318,,0,0,0,0,0,0,34,0.0,52.94117647058824,,0,0,34,missing_rent_data
Nashville,37165,ZIP Code 37165,publicpolygonfeature:5:44550,country:us/state:tn/zip:37165,5,0,1,1,0,1,17,6,0,0,0,1,,36000.0,0.0,0.0,31,-1.46706,38714.0,0,2,0,0,10,0,23,0.0,42.857142857142854,,0,13,35,missing_rent_data
Charlotte,28088,ZIP Code 28088,publicpolygonfeature:5:41443,country:us/state:nc/zip:28088,110,124,39,290,82,32,204,117,387,39,27,336,,59872.0,0.0,4.203935599284437,1424,17.99511,33965.0,67,151,42,77,309,219,2075,4.381443298969072,62.354359180393736,28.317596566523605,0,110,3054,missing_rent_data
Orlando,34797,ZIP Code 34797,publicpolygonfeature:5:43814,country:us/state:fl/zip:34797,19,0,19,68,36,148,220,162,0,0,0,37,,130227.0,60.0,2.857142857142857,672,17.1629,75329.0,0,0,37,0,57,0,1069,0.0,36.94207027540361,32.696850393700785,0,19,1163,missing_rent_data
Charlotte,28102,ZIP Code 28102,publicpolygonfeature:5:41054,country:us/state:nc/zip:28102,16,1,0,12,0,0,20,0,0,0,20,0,,,0.0,0.0,49,-27.26552,12678.0,117,10,0,4,0,0,33,36.36363636363637,47.41379310344828,16.5,0,0,164,missing_rent_data
Columbus,43002,ZIP Code 43002,publicpolygonfeature:5:46380,country:us/state:oh/zip:43002,0,0,0,0,0,0,0,261,316,0,0,83,,102153.0,0.0,0.0,577,94.25813,65484.0,9,34,0,0,33,31,1098,0.0,76.53359298928919,23.860869565217392,0,0,1205,missing_rent_data
Columbus,43007,ZIP Code 43007,publicpolygonfeature:5:6678138,country:us/state:oh/zip:43007,34,0,5,6,0,0,0,0,0,0,0,29,,,0.0,0.0,45,-1.82319,36127.0,0,30,0,10,0,0,23,34.61538461538461,82.53968253968253,,0,0,63,missing_rent_data
Columbus,43018,ZIP Code 43018,publicpolygonfeature:5:6680060,country:us/state:oh/zip:43018,148,0,12,34,0,0,0,0,0,0,0,14,,110481.0,0.0,0.0,194,2.0032,56525.0,0,0,0,0,0,0,286,0.0,95.22058823529412,26.946902654867255,0,0,286,missing_rent_data
Columbus,43027,ZIP Code 43027,publicpolygonfeature:5:6689548,country:us/state:oh/zip:43027,61,0,0,0,0,0,0,0,0,0,61,0,,,0.0,0.0,61,-2.90076,,0,0,0,185,0,0,0,0.0,100.0,,0,0,185,missing_rent_data
Columbus,43030,ZIP Code 43030,publicpolygonfeature:5:46396,country:us/state:oh/zip:43030,24,0,0,0,0,33,0,0,44,0,0,0,,213021.0,0.0,0.0,101,10.03905,100511.0,0,0,0,0,0,0,249,0.0,62.189054726368155,30.504587155963304,0,0,249,missing_rent_data
Columbus,43066,ZIP Code 43066,publicpolygonfeature:5:46418,country:us/state:oh/zip:43066,115,0,32,0,138,29,132,122,0,0,0,93,,129012.0,0.0,0.0,568,1.65313,61245.0,0,21,19,0,31,0,1297,5.091937765205092,68.5077519379845,34.080756013745706,0,19,1368,missing_rent_data
Columbus,43127,ZIP Code 43127,publicpolygonfeature:5:46449,country:us/state:oh/zip:43127,38,23,0,0,0,25,27,27,0,0,23,0,,67500.0,0.0,0.0,140,-0.28097,28843.0,83,23,4,0,0,0,147,0.0,34.39153439153439,51.808510638297875,0,0,257,missing_rent_data
Columbus,43137,ZIP Code 43137,publicpolygonfeature:5:46454,country:us/state:oh/zip:43137,32,16,67,98,276,160,201,222,26,48,105,350,,49145.0,0.0,6.359649122807018,1146,5.8488,33547.0,471,35,183,174,208,69,1275,1.0256410256410255,57.66387382947264,23.548698167791706,4,176,2415,missing_rent_data
Columbus,43029,ZIP Code 43029,publicpolygonfeature:5:46395,country:us/state:oh/zip:43029,104,0,12,20,0,23,15,7,5,0,0,15,,107744.0,0.0,0.0,186,-1.2321,37156.0,6,0,0,6,0,0,480,0.0,66.81715575620768,22.96167247386759,0,5,544,missing_rent_data
Columbus,43210,ZIP Code 43210,publicpolygonfeature:5:45314,country:us/state:oh/zip:43210,25,0,69,121,0,19,0,0,0,0,6,0,,34423.0,67.08860759493672,0.0,234,56.99022,4565.0,7,0,0,0,13,0,29,13.550640279394646,35.35843472541927,12.727790432801822,227,6,12164,missing_rent_data
Columbus,43325,ZIP Code 43325,publicpolygonfeature:5:6701511,country:us/state:oh/zip:43325,0,0,18,0,53,0,0,0,0,0,0,0,,,0.0,0.0,71,-4.29506,,0,0,0,0,70,0,0,0.0,100.0,,0,0,70,missing_rent_data
Columbus,43340,ZIP Code 43340,publicpolygonfeature:5:46505,country:us/state:oh/zip:43340,216,20,96,69,86,25,46,64,79,12,6,81,,72446.0,0.0,0.0,713,-0.84378,29148.0,94,454,28,21,118,2,1386,2.8627838104639687,69.62199312714776,28.14835787089468,0,141,2103,missing_rent_data
Columbus,43721,ZIP Code 43721,publicpolygonfeature:5:46596,country:us/state:oh/zip:43721,57,0,0,0,0,0,0,0,0,0,0,0,,,0.0,0.0,57,3.8961,24009.0,0,0,31,0,0,0,165,100.0,28.654970760233915,,0,0,196,missing_rent_data
Columbus,43760,ZIP Code 43760,publicpolygonfeature:5:46617,country:us/state:oh/zip:43760,93,2,9,0,9,26,276,159,79,15,48,36,,79783.0,9.183673469387756,0.0,668,1.22415,36222.0,0,47,98,0,0,0,1348,3.1377899045020468,60.32921810699589,41.92139737991266,0,0,1493,missing_rent_data
Columbus,43761,ZIP Code 43761,publicpolygonfeature:5:46620,country:us/state:oh/zip:43761,31,0,0,0,0,0,0,0,0,0,0,0,,,0.0,0.0,31,-7.69231,,0,0,0,0,0,0,45,,0.0,,0,0,45,missing_rent_data
Columbus,45622,ZIP Code 45622,publicpolygonfeature:5:47354,country:us/state:oh/zip:45622,39,0,0,0,37,18,134,26,27,0,24,17,,48556.0,0.0,0.0,281,-5.3864,25252.0,36,77,22,18,122,0,411,4.184100418410042,42.30088495575221,41.6588785046729,0,0,686,missing_rent_data
Columbus,45654,ZIP Code 45654,publicpolygonfeature:5:47394,country:us/state:oh/zip:45654,53,0,0,0,102,32,84,38,28,0,42,66,,46111.0,0.0,0.0,337,-3.273,20659.0,193,96,32,22,0,8,356,24.90566037735849,40.21244309559939,40.90625,0,66,746,missing_rent_data
Columbus,43152,ZIP Code 43152,publicpolygonfeature:5:46469,country:us/state:oh/zip:43152,48,0,47,49,0,53,72,85,47,0,0,61,,,0.0,0.0,401,-8.12986,37200.0,55,27,0,0,28,0,831,0.0,61.38743455497382,35.05707762557078,0,23,941,missing_rent_data
Charlotte,28006,ZIP Code 28006,publicpolygonfeature:5:41400,country:us/state:nc/zip:28006,21,0,63,129,99,75,114,39,67,18,10,107,,51932.0,0.0,0.0,625,-1.21479,25862.0,34,49,0,15,204,39,1142,3.826086956521739,52.41567912488605,22.95983086680761,0,3,1518,missing_rent_data
Charlotte,28039,ZIP Code 28039,publicpolygonfeature:5:41424,country:us/state:nc/zip:28039,0,0,0,0,5,23,0,0,0,0,0,0,,,0.0,0.0,28,-0.41233,,11,0,12,0,0,0,16,0.0,15.625,,0,0,39,missing_rent_data
Orlando,34729,ZIP Code 34729,publicpolygonfeature:5:6702949,country:us/state:fl/zip:34729,0,0,0,0,0,0,0,0,0,0,0,0,,,0.0,0.0,0,16.52617,,0,0,0,0,0,0,0,,,,0,0,0,non_residential
Columbus,43032,ZIP Code 43032,publicpolygonfeature:5:46398,country:us/state:oh/zip:43032,0,0,0,0,0,0,0,0,0,0,0,0,,,0.0,0.0,0,2.45659,,0,0,0,0,0,0,0,,,,0,0,0,non_residential
Columbus,43117,ZIP Code 43117,publicpolygonfeature:5:46445,country:us/state:oh/zip:43117,7,0,0,0,0,0,0,0,0,0,0,0,,,0.0,0.0,7,40.47999,,0,0,0,0,0,0,7,,0.0,,0,0,7,non_residential
Columbus,43218,ZIP Code 43218,publicpolygonfeature:5:6703135,country:us/state:oh/zip:43218,0,0,0,0,0,0,0,0,0,0,0,0,,,0.0,0.0,0,,,0,0,0,0,0,0,0,,,,0,0,0,non_residential
Charlotte,28041,ZIP Code 28041,publicpolygonfeature:5:6676902,country:us/state:nc/zip:28041,0,0,3,0,0,0,0,0,0,0,0,3,,,0.0,0.0,3,-3.87019,,0,3,0,0,0,0,0,,0.0,,0,0,3,non_residential
Charlotte,28282,ZIP Code 28282,publicpolygonfeature:5:41208,country:us/state:nc/zip:28282,0,0,0,0,0,0,0,0,0,0,0,0,,,0.0,0.0,0,,,0,0,0,0,0,0,0,,,,0,0,0,non_residential
Charlotte,28274,ZIP Code 28274,publicpolygonfeature:5:6671518,country:us/state:nc/zip:28274,0,0,0,0,0,0,0,0,0,0,0,0,,,0.0,0.0,0,15.42924,6666.0,0,0,0,0,0,0,0,13.432835820895525,44.84605087014726,14.23404255319149,7,0,747,non_residential
