Housing Built 1939 or Earlier (2020-2024),Housing Built 1940 to 1949 (2020-2024),Housing Built 1950 to 1959 (2020-2024),Housing Built 1960 to 1969 (2020-2024),Housing Built 1970 to 1979 (2020-2024),Housing Built 1980 to 1989 (2020-2024),Housing Built 1990 to 1999 (2020-2024),Housing Built 2000 to 2009 (2020-2024),Housing Built 2010 to 2019 (2020-2024),Housing Built 2020 or Later (2020-2024),Renter Excessive Housing Costs (2020-2024),Home Owner Excessive Housing Costs (2020-2024),Median Household Income (2020-2024),Per Capita Income (2020-2024),Unemployment Rate (2020-2024),Labor Force Participation Rate (2020-2024),Rental Vacancy Rate (2020-2024),Homeowner Vacancy Rate (2020-2024),Total Housing Units (2020-2024),Percent Change in Population (Difference Decennial Census 2020 - 2010),Total Population (2020-2024),Income 49% and Below Poverty Level (2020-2024),Income 50% to 99% the Poverty Level (2020-2024),Income 100% to 124% the Poverty Level (2020-2024),Income 125% to 149% the Poverty Level (2020-2024),Income 150% to 184% the Poverty Level (2020-2024),Income 185% to 199% the Poverty Level (2020-2024),Income 200% and Over the Poverty Level (2020-2024),Commute Mean Travel Time (2020-2024),Commute Transportation by Public Transit (2020-2024),No Vehicles Available (2020-2024),region_HighCost,region_Midwest,region_South,urban_Rural,urban_SemiRural,urban_Urban,poverty_rate_pct,rent,city,geoid,sample_weight
-0.04511182385063004,0.13382476605698576,0.18068792617132123,0.030465214845899567,-0.017535303417949507,-0.08123031298551182,-0.08769987438209408,0.02654056778553975,0.04802023365770679,0.11721795875999799,0.05929107781766556,0.0007776425724975049,-1.1547006323559954,-1.1567790809378347,0.20917826633284184,-0.569380221824185,0.9906032971698041,-0.04656845296356248,0.009614117070630713,-0.038761146929237336,0.026807394532444344,0.20814804318550956,0.16821273460653247,0.18034985483621085,0.24297064563886847,0.1936634211742696,0.14397492383451127,-0.0341054676157821,-0.14029512404577207,0.0012495669726889662,0.0740256444459063,-0.9473536781987172,-0.4947352370672933,1.4236606517968144,-0.13767014415645012,-0.6897948923151376,0.7193560441669825,1.5446255033836218,1128.0,SanAntonio,78223,2.0
-0.10026040599989496,-0.12289435335170139,-0.1269573755340082,-0.11655072096183229,-0.09610555852414067,-0.060737971315259875,0.061555047909251676,0.042607533014458125,-0.04714190914952056,-0.07646680739396003,-0.08146595744803645,-0.053243442885641715,1.4432274733584256,0.6892469697158282,-0.36922803319236547,0.5889648941196771,-0.004097279325974098,-0.5790195390567453,-0.0628547652768443,-0.023221099857607175,-0.041348497744647404,-0.0928619978898882,-0.0991585173026998,-0.10934193049742537,-0.12698794489566384,-0.11569774532294463,-0.06539769972269545,-0.015692877639414512,-0.0810410725774454,-0.08361678472534868,-0.10628699615860975,1.0555719822626157,-0.4947352370672933,-0.702414580846841,-0.13767014415645012,-0.6897948923151376,0.7193560441669825,-0.8607379266295712,2036.0,Denver,80138,2.0
-0.04933621681694309,0.23628436384129045,0.034812946618434475,-0.012737756304446743,-0.06365753243490951,-0.07906330673992196,-0.13745151514587597,-0.14441194225015175,-0.1300689193101044,-0.10692038697791569,-0.09689194648732996,-0.06918105300365192,4.100872280001616,3.6051243420652233,0.04975290709298559,0.5970825948070239,0.4830757343145942,-0.19730288097868595,-0.06914258093878739,-0.04094052588433682,-0.06124478502292917,-0.11146467235209415,-0.13412013847779236,-0.12811662524648598,-0.1211724890151684,-0.12055137587687925,-0.13577611016675953,-0.03569216675199873,-0.6932134789489199,-0.029419152857003417,-0.09187944860425375,1.0555719822626157,-0.4947352370672933,-0.702414580846841,-0.13767014415645012,-0.6897948923151376,0.7193560441669825,-1.1586088036666489,2854.0,SanFrancisco,94070,6.0
-0.08868672664013316,-0.061157966133495535,-0.1079097919969876,-0.10417705446731564,-0.10237854270550802,-0.05489647621845242,0.21274913281258404,0.36035854869170053,0.3124674128192875,0.18933203521480502,-0.01358342212658307,-0.013306757066674299,0.76716508484741,0.5175118977810264,-0.4803010427347102,1.0510031798970545,-0.4798824313611558,-0.5239320201837762,0.053498733966398974,0.013293442573550418,0.0659149542354442,-0.08209783907644559,-0.09199589290722955,-0.04801710979839093,-0.052820966474550674,-0.0374618432988079,0.056977640083441014,0.11410255170123368,-0.032826721299928294,-0.02503790716704736,-0.06446144901596414,-0.9473536781987172,-0.4947352370672933,1.4236606517968144,-0.13767014415645012,-0.6897948923151376,0.7193560441669825,-1.0586144224197285,1820.0,Charlotte,28078,2.0
-0.0183187561327815,-0.07809882172899266,-0.049358593307484086,-0.09271218833680302,-0.10675609281768525,-0.11557265109496852,-0.09630490847278474,-0.10231649335038562,-0.13874356362042306,-0.10131692833446784,-0.10347970307970729,-0.09387508263417353,0.5438984305322594,0.06804149878815453,-0.00860166093344959,0.8197103704209062,-0.33382917605569434,-0.23192038210872298,-0.09927350449584567,-0.05144803871108286,-0.09612808646228639,-0.10969824629040101,-0.1269074257998363,-0.07240666652847902,-0.13471533147659615,-0.10223469866738787,-0.13011058517573468,-0.08938623752147609,-0.2183271724977238,-0.08491493159644677,-0.11894817431243775,1.0555719822626157,-0.4947352370672933,-0.702414580846841,-0.13767014415645012,-0.6897948923151376,0.7193560441669825,-0.4108395779809798,1717.0,Philadelphia,8505,2.0
-0.09493651349440453,-0.12191699629811502,-0.12729272031458957,-0.13948045322285751,-0.13572915644673447,-0.14393216761334018,-0.15720673425548976,-0.1558194875626838,-0.16237225894330604,-0.15759514340561792,-0.1457477314022277,-0.13830580386432406,-0.382129792718521,-0.18646905327099708,3.783200697270178,-0.07395320849251019,-1.0165348263427136,-0.5790195390567453,-0.15180206108320465,0.02302503453688219,-0.15215736443980504,-0.1523684758431761,-0.14168346913314905,-0.14706678443245372,-0.15001077708009103,-0.14580181102056297,-0.1523949834737657,-0.15305200286246123,-0.9416192236475518,-0.1090929170706487,-0.13117276011613374,1.0555719822626157,-0.4947352370672933,-0.702414580846841,-0.13767014415645012,1.449706298409561,-1.3901321996369742,-0.3873610595134047,2253.0,Philadelphia,18923,12.0
-0.09192735686086646,-0.093899427428639,-0.10951944694377808,-0.1074627173217918,-0.06257442725251515,-0.03233134596546235,0.0319828180764556,0.023327174739756075,0.059219587879237624,-0.009468932309257567,-0.05323271490927645,-0.01743015038208973,0.0845606982009391,-0.330994033786948,-0.16247916009301291,0.8765137314374928,-0.7880863842014101,-0.28224155562728315,-0.04024753839114551,-0.009702631977032283,-0.009158970932141922,-0.018948107370915596,-0.012355523754798058,-0.013626080164597655,-0.008448241468578558,-0.005797682065996282,0.013290147374871721,-0.007411082147942311,0.45256224304999854,-0.0923792761052608,-0.048132895121027336,-0.9473536781987172,-0.4947352370672933,1.4236606517968144,-0.13767014415645012,-0.6897948923151376,0.7193560441669825,-0.037468699764513856,1879.0,Orlando,34761,2.0
-0.08295775535705108,-0.09829753416977768,-0.09402651808091976,-0.09145384937125894,-0.08346933139620642,-0.0771789534828873,-0.06424812654338079,-0.05856079137696458,-0.1184811481791563,-0.04479508462664614,-0.11366822103934678,-0.0953113207552733,-0.6799864086806565,-0.47900044014100107,-0.10892663189430124,-1.7025413516488677,-0.3485425987409748,1.4087015672129997,-0.08963941452185702,-0.035736204147693414,-0.09015734888730574,-0.04610690806944773,-0.09029289130271215,-0.07995163731548469,-0.08851033954937206,-0.10061682181607633,-0.12280835296508046,-0.09238333588988529,0.770454337766076,-0.1090929170706487,-0.08471933406208894,-0.9473536781987172,-0.4947352370672933,1.4236606517968144,-0.13767014415645012,1.449706298409561,-1.3901321996369742,0.45307369038840206,1099.0,Tampa,33525,4.0
-0.09123293609928076,-0.10921135460149217,-0.10006272413138403,-0.03203228710945578,0.13477636285625794,0.11639123484599831,-0.05018919760647774,-0.08994493012411847,-0.09672980125179004,-0.11252384562136353,0.07046162160474016,-0.06881041090788424,-0.4721521602235028,-0.16132033241418026,-0.03590847872624892,1.404994245966228,0.4544549895254292,0.11979190390068761,-0.02315479811471403,-0.031830716848280996,-0.04447117806809982,-0.020107324473901723,0.007980318934439165,0.0028675769046705483,-0.012829749323746363,-0.07981554801349935,-0.09347352356710742,-0.048678159682552236,-0.40192906408200835,0.0020609087671252723,0.0035596391346014774,1.0555719822626157,-0.4947352370672933,-0.702414580846841,-0.13767014415645012,-0.6897948923151376,0.7193560441669825,0.6320435095248603,1764.0,Denver,80231,2.0
-0.10141777393587113,-0.1224056748249082,-0.12467703102605504,-0.1277359562111129,-0.11767740340682842,-0.09748285982743578,-0.04358392495939829,-0.045707219193829876,-0.14385771959441693,-0.11764004699146809,-0.11068122581423158,-0.06969068588533248,-0.06316544772959627,-0.8110643335673492,1.2359117425939206,0.6243063561422734,0.040699621625567006,0.43884239533699215,-0.10945687491846383,-0.026033474666427376,-0.09759068574421963,-0.11444551633120134,-0.08187805984509675,-0.11372854142010308,-0.10563805207411892,-0.10460373262823691,-0.054444351406714095,-0.09705743334535273,-0.25149398568382264,-0.10179084092072195,-0.12313946087370495,1.0555719822626157,-0.4947352370672933,-0.702414580846841,-0.13767014415645012,-0.6897948923151376,0.7193560441669825,-0.17040664673753664,2077.0,Miami,33413,2.0
