Model,Train_RMSE,Val_RMSE,Train_R2,Val_R2,Train_MAE,Val_MAE,Training_Time
linear_regression,324.7635616401485,5794.765627794475,0.7494769037279385,-75.55806536816299,247.68611806864274,915.127487367822,0.005876779556274414
ridge_regression,328.1283648608738,5486.0449110238405,0.7442587826894855,-67.61797804652768,248.89442544797194,880.2064617621055,0.004673004150390625
