"feature id","feature label","shid","geoid","Total Employed (2023)","Total Employed (2020-2024)","Total Unemployed (2020-2024)"
"publicpolygonfeature:5:44637","ZIP Code 37203","country:us/state:tn/zip:37203","37203","81719","15692","557"
"publicpolygonfeature:5:44638","ZIP Code 37184","country:us/state:tn/zip:37184","37184","502","3524","70"
"publicpolygonfeature:5:44639","ZIP Code 37204","country:us/state:tn/zip:37204","37204","19597","10367","354"
"publicpolygonfeature:5:44640","ZIP Code 37205","country:us/state:tn/zip:37205","37205","14752","12241","402"
"publicpolygonfeature:5:44642","ZIP Code 37187","country:us/state:tn/zip:37187","37187","884","4179","172"
"publicpolygonfeature:5:44643","ZIP Code 37188","country:us/state:tn/zip:37188","37188","5023","10146","347"
"publicpolygonfeature:5:44644","ZIP Code 37206","country:us/state:tn/zip:37206","37206","8436","17022","987"
"publicpolygonfeature:5:44645","ZIP Code 37190","country:us/state:tn/zip:37190","37190","1307","4459","64"
"publicpolygonfeature:5:44647","ZIP Code 37201","country:us/state:tn/zip:37201","37201","14290","895","0"
"publicpolygonfeature:5:44648","ZIP Code 37211","country:us/state:tn/zip:37211","37211","44705","42589","1907"
"publicpolygonfeature:5:44649","ZIP Code 37212","country:us/state:tn/zip:37212","37212","14262","11288","471"
"publicpolygonfeature:5:44650","ZIP Code 37213","country:us/state:tn/zip:37213","37213","1788","0","0"
"publicpolygonfeature:5:44651","ZIP Code 37214","country:us/state:tn/zip:37214","37214","39426","18367","637"
"publicpolygonfeature:5:44652","ZIP Code 37221","country:us/state:tn/zip:37221","37221","8281","24248","904"
"publicpolygonfeature:5:44653","ZIP Code 37228","country:us/state:tn/zip:37228","37228","11884","1993","126"
"publicpolygonfeature:5:44933","ZIP Code 38401","country:us/state:tn/zip:38401","38401","19823","33303","795"
"publicpolygonfeature:5:45004","ZIP Code 38548","country:us/state:tn/zip:38548","38548","14","351","0"
"publicpolygonfeature:5:45007","ZIP Code 38552","country:us/state:tn/zip:38552","38552",,"165","8"
"publicpolygonfeature:5:45038","ZIP Code 38563","country:us/state:tn/zip:38563","38563","1955","999","5"
"publicpolygonfeature:5:45097","ZIP Code 38451","country:us/state:tn/zip:38451","38451","141","2101","58"
"publicpolygonfeature:5:45103","ZIP Code 38454","country:us/state:tn/zip:38454","38454","1","502","0"
"publicpolygonfeature:5:45105","ZIP Code 38461","country:us/state:tn/zip:38461","38461","91","530","43"
"publicpolygonfeature:5:45120","ZIP Code 38474","country:us/state:tn/zip:38474","38474","2020","3952","121"
"publicpolygonfeature:5:45121","ZIP Code 38482","country:us/state:tn/zip:38482","38482","33","1102","58"
"publicpolygonfeature:5:45123","ZIP Code 38476","country:us/state:tn/zip:38476","38476","53","449","0"
"publicpolygonfeature:5:45129","ZIP Code 38487","country:us/state:tn/zip:38487","38487","37","356","7"
"publicpolygonfeature:5:45135","ZIP Code 38547","country:us/state:tn/zip:38547","38547","92","1007","32"
"publicpolygonfeature:5:45149","ZIP Code 38560","country:us/state:tn/zip:38560","38560","10","597","15"
"publicpolygonfeature:5:45150","ZIP Code 38567","country:us/state:tn/zip:38567","38567","6","493","0"
"publicpolygonfeature:5:45154","ZIP Code 38569","country:us/state:tn/zip:38569","38569","13","117","0"
"publicpolygonfeature:5:6676390","ZIP Code 37238","country:us/state:tn/zip:37238","37238","2124","0","0"
"publicpolygonfeature:5:6677960","ZIP Code 37232","country:us/state:tn/zip:37232","37232","33471","0","0"
"publicpolygonfeature:22:928499","Nashville-Davidson--Murfreesboro--Franklin, TN Area","country:us/state:tn/msa:nashville-davidson--murfreesboro--franklin","34980","1012689","1100406","41737"
