"feature id","feature label","shid","geoid","Total Employed (2023)","Total Employed (2020-2024)","Total Unemployed (2020-2024)"
"publicpolygonfeature:5:60450","ZIP Code 80202","country:us/state:co/zip:80202","80202","102721","14120","654"
"publicpolygonfeature:5:60451","ZIP Code 80203","country:us/state:co/zip:80203","80203","27108","17521","732"
"publicpolygonfeature:5:60452","ZIP Code 80205","country:us/state:co/zip:80205","80205","21516","22105","1245"
"publicpolygonfeature:5:60453","ZIP Code 80223","country:us/state:co/zip:80223","80223","17631","11404","618"
"publicpolygonfeature:5:60454","ZIP Code 80224","country:us/state:co/zip:80224","80224","5913","10038","663"
"publicpolygonfeature:5:60455","ZIP Code 80226","country:us/state:co/zip:80226","80226","13193","17880","645"
"publicpolygonfeature:5:60456","ZIP Code 80227","country:us/state:co/zip:80227","80227","5575","19273","902"
"publicpolygonfeature:5:60457","ZIP Code 80228","country:us/state:co/zip:80228","80228","16952","21049","662"
"publicpolygonfeature:5:60458","ZIP Code 80229","country:us/state:co/zip:80229","80229","16653","30289","1494"
"publicpolygonfeature:5:60459","ZIP Code 80230","country:us/state:co/zip:80230","80230","6703","5937","334"
"publicpolygonfeature:5:60467","ZIP Code 80401","country:us/state:co/zip:80401","80401","30856","23288","1046"
"publicpolygonfeature:5:60468","ZIP Code 80420","country:us/state:co/zip:80420","80420","174","918","1"
"publicpolygonfeature:5:60469","ZIP Code 80403","country:us/state:co/zip:80403","80403","7955","10273","373"
"publicpolygonfeature:5:60470","ZIP Code 80419","country:us/state:co/zip:80419","80419",,"0","0"
"publicpolygonfeature:5:60471","ZIP Code 80436","country:us/state:co/zip:80436","80436","158","176","0"
"publicpolygonfeature:5:60472","ZIP Code 80421","country:us/state:co/zip:80421","80421","650","4283","130"
"publicpolygonfeature:5:60474","ZIP Code 80422","country:us/state:co/zip:80422","80422","3748","2592","47"
"publicpolygonfeature:5:60475","ZIP Code 80427","country:us/state:co/zip:80427","80427","687","334","13"
"publicpolygonfeature:5:60477","ZIP Code 80438","country:us/state:co/zip:80438","80438","502","577","26"
"publicpolygonfeature:5:60479","ZIP Code 80425","country:us/state:co/zip:80425","80425",,"35","0"
"publicpolygonfeature:5:60480","ZIP Code 80452","country:us/state:co/zip:80452","80452","941","2025","44"
"publicpolygonfeature:5:60481","ZIP Code 80453","country:us/state:co/zip:80453","80453","27","204","30"
"publicpolygonfeature:5:60483","ZIP Code 80454","country:us/state:co/zip:80454","80454","150","501","0"
"publicpolygonfeature:5:60484","ZIP Code 80432","country:us/state:co/zip:80432","80432","23","68","0"
"publicpolygonfeature:5:60486","ZIP Code 80433","country:us/state:co/zip:80433","80433","2085","4313","222"
"publicpolygonfeature:5:60489","ZIP Code 80439","country:us/state:co/zip:80439","80439","5550","12282","317"
"publicpolygonfeature:5:60490","ZIP Code 80440","country:us/state:co/zip:80440","80440","548","2139","131"
"publicpolygonfeature:5:60494","ZIP Code 80444","country:us/state:co/zip:80444","80444","1082","603","71"
"publicpolygonfeature:5:60496","ZIP Code 80602","country:us/state:co/zip:80602","80602","3698","24125","1132"
"publicpolygonfeature:5:60498","ZIP Code 80448","country:us/state:co/zip:80448","80448","29","0","0"
"publicpolygonfeature:5:60499","ZIP Code 80449","country:us/state:co/zip:80449","80449","54","327","0"
"publicpolygonfeature:5:60502","ZIP Code 80456","country:us/state:co/zip:80456","80456","25","285","0"
"publicpolygonfeature:5:60503","ZIP Code 80457","country:us/state:co/zip:80457","80457","95","194","39"
"publicpolygonfeature:5:60513","ZIP Code 80465","country:us/state:co/zip:80465","80465","2329","9403","174"
"publicpolygonfeature:5:60514","ZIP Code 80476","country:us/state:co/zip:80476","80476","20","96","0"
"publicpolygonfeature:5:60519","ZIP Code 80470","country:us/state:co/zip:80470","80470","459","1850","82"
"publicpolygonfeature:5:60523","ZIP Code 80475","country:us/state:co/zip:80475","80475","8","33","0"
"publicpolygonfeature:5:60567","ZIP Code 80601","country:us/state:co/zip:80601","80601","11363","21757","1132"
"publicpolygonfeature:5:60569","ZIP Code 80603","country:us/state:co/zip:80603","80603","3536","9456","212"
"publicpolygonfeature:5:60580","ZIP Code 80640","country:us/state:co/zip:80640","80640","11707","7922","218"
"publicpolygonfeature:5:60581","ZIP Code 80642","country:us/state:co/zip:80642","80642","959","2342","52"
"publicpolygonfeature:5:60590","ZIP Code 80701","country:us/state:co/zip:80701","80701","8138","7445","417"
"publicpolygonfeature:5:60625","ZIP Code 80808","country:us/state:co/zip:80808","80808","600","3163","63"
"publicpolygonfeature:5:60632","ZIP Code 80816","country:us/state:co/zip:80816","80816","394","3050","115"
"publicpolygonfeature:5:60637","ZIP Code 80820","country:us/state:co/zip:80820","80820","40","177","28"
"publicpolygonfeature:5:60643","ZIP Code 80827","country:us/state:co/zip:80827","80827","152","208","0"
"publicpolygonfeature:5:60645","ZIP Code 80828","country:us/state:co/zip:80828","80828","1041","1172","13"
"publicpolygonfeature:5:60647","ZIP Code 80830","country:us/state:co/zip:80830","80830","62","51","3"
"publicpolygonfeature:5:60648","ZIP Code 80835","country:us/state:co/zip:80835","80835","70","321","4"
"publicpolygonfeature:5:60650","ZIP Code 80832","country:us/state:co/zip:80832","80832","33","454","3"
"publicpolygonfeature:5:6672031","ZIP Code 80266","country:us/state:co/zip:80266","80266","41","0","0"
"publicpolygonfeature:5:6678760","ZIP Code 80474","country:us/state:co/zip:80474","80474","51","146","48"
"publicpolygonfeature:22:928172","Denver-Aurora-Centennial, CO Area","country:us/state:co/msa:denver-aurora-centennial","19740","1419833","1674041","78154"
