"feature id","feature label","shid","geoid","Workers in Agriculture, Fishing, and Mining who Work From Home (2020-2024)","Workers in Construction who Work From Home (2020-2024)","Workers in Manufacturing who Work From Home (2020-2024)","Workers in Wholesale Trade who Work From Home (2020-2024)","Workers in Retail Trade who Work From Home (2020-2024)","Workers in Transportation who Work From Home (2020-2024)","Workers in Finance and Insurance who Work From Home (2020-2024)","Workers in Information who Work From Home (2020-2024)","Workers in Scientific and Professional who Work From Home (2020-2024)","Workers in Education and Health Care who Work From Home (2020-2024)","Workers in Arts, Food, and Entertainment who Work From Home (2020-2024)","Workers in Public Administration who Work From Home (2020-2024)","Workers in Other Services who Work From Home (2020-2024)","Workers in Armed Forces who Work From Home (2020-2024)","Workers in Agriculture, Fishing, and Mining who Commute to Work (2020-2024)","Workers in Construction who Commute to Work (2020-2024)","Workers in Manufacturing who Commute to Work (2020-2024)","Workers in Wholesale Trade who Commute to Work (2020-2024)","Workers in Retail Trade who Commute to Work (2020-2024)","Workers in Transportation who Commute to Work (2020-2024)","Workers in Finance and Insurance who Commute to Work (2020-2024)","Workers in Information who Commute to Work (2020-2024)","Workers in Scientific and Professional who Commute to Work (2020-2024)","Workers in Education and Health Care who Commute to Work (2020-2024)","Workers in Arts, Food, and Entertainment who Commute to Work (2020-2024)","Workers in Public Administration who Commute to Work (2020-2024)","Workers in Other Services who Commute to Work (2020-2024)","Workers in Armed Forces who Commute to Work (2020-2024)","Management, Business, Science, and Arts Occupations Work From Home (2020-2024)","Service Occupations Work From Home (2020-2024)","Sales and Office Occupations Work From Home (2020-2024)","Natural Resources, Construction, and Maintenance Occupations Work From Home (2020-2024)","Production, Transportation, and Material Moving Occupations Work From Home (2020-2024)","Military Occupations Work From Home (2020-2024)","Management, Business, Science, and Arts Occupations Commute to Work (2020-2024)","Service Occupations Commute to Work (2020-2024)","Sales and Office Occupations Commute to Work (2020-2024)","Natural Resources, Construction, and Maintenance Occupations Commute to Work (2020-2024)","Production, Transportation, and Material Moving Occupations Commute to Work (2020-2024)","Military Occupations Commute to Work (2020-2024)"
"publicpolygonfeature:5:46381","ZIP Code 43011","country:us/state:oh/zip:43011","43011","71","28","38","0","109","18","145","18","181","56","19","4","43","0","35","140","520","46","133","130","154","49","181","687","137","70","191","0","492","76","154","2","6","0","934","351","476","206","506","0"
"publicpolygonfeature:5:46382","ZIP Code 43013","country:us/state:oh/zip:43013","43013","15","31","2","20","0","2","2","149","28","26","0","0","2","0","12","25","24","0","109","45","68","116","34","148","49","10","18","0","204","26","46","0","1","0","92","187","91","229","59","0"
"publicpolygonfeature:5:46384","ZIP Code 43015","country:us/state:oh/zip:43015","43015","8","241","618","166","223","239","877","231","1349","1624","279","140","221","3","83","1259","2607","288","2464","1156","2412","243","2864","7257","1958","1417","1305","37","4321","343","1099","198","258","0","11799","4561","4725","1431","2821","13"
"publicpolygonfeature:5:46386","ZIP Code 43016","country:us/state:oh/zip:43016","43016","0","85","570","419","180","325","1472","244","1819","1293","140","169","201","0","28","946","2307","240","1476","514","1672","68","2382","4759","1661","810","517","14","5235","353","969","0","360","0","10931","1778","2774","795","1116","0"
"publicpolygonfeature:5:46387","ZIP Code 43017","country:us/state:oh/zip:43017","43017","26","119","506","191","220","175","1511","158","1658","1537","254","75","234","0","42","644","1413","295","1521","415","1455","226","1959","4589","1266","406","413","0","5005","165","1319","99","76","0","9590","1781","2153","482","638","0"
"publicpolygonfeature:5:46388","ZIP Code 43019","country:us/state:oh/zip:43019","43019","79","62","137","4","18","61","22","21","12","34","28","0","64","0","104","545","535","125","636","130","104","18","178","918","209","143","64","7","188","64","148","63","79","0","1020","626","743","598","722","7"
"publicpolygonfeature:5:46389","ZIP Code 43021","country:us/state:oh/zip:43021","43021","18","35","252","29","180","74","286","33","468","226","67","44","47","0","41","271","397","108","538","243","622","133","514","1690","692","215","284","0","1276","79","358","0","46","0","3553","588","1038","188","381","0"
"publicpolygonfeature:5:46391","ZIP Code 43023","country:us/state:oh/zip:43023","43023","8","24","81","55","87","58","163","86","339","521","62","46","31","0","26","301","539","195","422","185","448","93","502","1906","451","319","258","14","1033","74","354","59","41","0","3049","812","1235","234","315","14"
"publicpolygonfeature:5:46392","ZIP Code 43025","country:us/state:oh/zip:43025","43025","0","56","11","29","39","45","72","8","55","34","12","27","3","0","22","113","202","24","226","240","52","53","241","575","241","100","162","0","125","38","139","56","33","0","728","350","501","233","439","0"
"publicpolygonfeature:5:46393","ZIP Code 43026","country:us/state:oh/zip:43026","43026","8","66","786","274","382","400","1615","212","1635","1053","459","571","225","0","47","1237","2396","886","3324","1623","2240","606","2860","8472","2079","1506","1019","141","5323","464","1462","63","374","0","14961","3186","5942","1270","2986","91"
