"feature id","feature label","shid","geoid","Workers in Agriculture, Fishing, and Mining who Work From Home (2020-2024)","Workers in Construction who Work From Home (2020-2024)","Workers in Manufacturing who Work From Home (2020-2024)","Workers in Wholesale Trade who Work From Home (2020-2024)","Workers in Retail Trade who Work From Home (2020-2024)","Workers in Transportation who Work From Home (2020-2024)","Workers in Finance and Insurance who Work From Home (2020-2024)","Workers in Information who Work From Home (2020-2024)","Workers in Scientific and Professional who Work From Home (2020-2024)","Workers in Education and Health Care who Work From Home (2020-2024)","Workers in Arts, Food, and Entertainment who Work From Home (2020-2024)","Workers in Public Administration who Work From Home (2020-2024)","Workers in Other Services who Work From Home (2020-2024)","Workers in Armed Forces who Work From Home (2020-2024)","Workers in Agriculture, Fishing, and Mining who Commute to Work (2020-2024)","Workers in Construction who Commute to Work (2020-2024)","Workers in Manufacturing who Commute to Work (2020-2024)","Workers in Wholesale Trade who Commute to Work (2020-2024)","Workers in Retail Trade who Commute to Work (2020-2024)","Workers in Transportation who Commute to Work (2020-2024)","Workers in Finance and Insurance who Commute to Work (2020-2024)","Workers in Information who Commute to Work (2020-2024)","Workers in Scientific and Professional who Commute to Work (2020-2024)","Workers in Education and Health Care who Commute to Work (2020-2024)","Workers in Arts, Food, and Entertainment who Commute to Work (2020-2024)","Workers in Public Administration who Commute to Work (2020-2024)","Workers in Other Services who Commute to Work (2020-2024)","Workers in Armed Forces who Commute to Work (2020-2024)","Management, Business, Science, and Arts Occupations Work From Home (2020-2024)","Service Occupations Work From Home (2020-2024)","Sales and Office Occupations Work From Home (2020-2024)","Natural Resources, Construction, and Maintenance Occupations Work From Home (2020-2024)","Production, Transportation, and Material Moving Occupations Work From Home (2020-2024)","Military Occupations Work From Home (2020-2024)","Management, Business, Science, and Arts Occupations Commute to Work (2020-2024)","Service Occupations Commute to Work (2020-2024)","Sales and Office Occupations Commute to Work (2020-2024)","Natural Resources, Construction, and Maintenance Occupations Commute to Work (2020-2024)","Production, Transportation, and Material Moving Occupations Commute to Work (2020-2024)","Military Occupations Commute to Work (2020-2024)"
"publicpolygonfeature:5:59688","ZIP Code 78023","country:us/state:tx/zip:78023","78023","0","137","184","43","202","173","922","201","583","478","106","154","52","29","35","479","716","134","1207","485","1161","86","932","3585","727","713","410","96","2436","76","677","24","22","29","6035","1229","2193","486","794","29"
"publicpolygonfeature:5:59694","ZIP Code 78026","country:us/state:tx/zip:78026","78026","41","85","52","0","21","0","27","0","0","0","0","29","67","0","240","469","195","67","223","263","111","0","198","473","106","90","233","53","183","0","29","24","86","0","849","220","581","710","342","19"
"publicpolygonfeature:5:59696","ZIP Code 78027","country:us/state:tx/zip:78027","78027","0","0","9","0","0","18","0","0","0","0","0","0","0","0","0","0","0","0","0","6","0","0","7","153","0","0","0","0","0","0","9","18","0","0","166","0","0","0","0","0"
"publicpolygonfeature:5:59701","ZIP Code 78039","country:us/state:tx/zip:78039","78039","0","0","0","0","0","3","96","0","0","0","0","2","0","0","0","81","169","0","42","80","20","0","45","348","5","183","6","0","0","2","99","0","0","0","462","164","178","121","54","0"
"publicpolygonfeature:5:59703","ZIP Code 78050","country:us/state:tx/zip:78050","78050","0","21","0","0","0","0","0","0","0","0","0","0","0","0","0","0","18","0","0","42","0","0","24","58","0","17","0","0","21","0","0","0","0","0","58","17","24","42","18","0"
"publicpolygonfeature:5:59704","ZIP Code 78052","country:us/state:tx/zip:78052","78052","18","19","0","0","24","0","187","0","16","39","0","0","0","0","66","246","181","17","408","124","241","0","365","410","217","137","216","0","155","6","123","19","0","0","708","483","599","468","370","0"
"publicpolygonfeature:5:59706","ZIP Code 78055","country:us/state:tx/zip:78055","78055","7","10","0","0","0","0","5","0","5","0","0","0","0","0","65","43","21","0","19","16","48","0","75","193","44","20","0","0","20","0","0","7","0","0","247","145","72","55","25","0"
"publicpolygonfeature:5:59707","ZIP Code 78123","country:us/state:tx/zip:78123","78123","0","2","0","0","0","0","0","8","275","54","0","0","0","0","0","22","28","0","120","88","15","2","53","169","142","0","23","0","198","0","139","0","2","0","265","93","172","22","110","0"
"publicpolygonfeature:5:59708","ZIP Code 78209","country:us/state:tx/zip:78209","78209","71","206","98","179","258","143","571","217","967","720","158","57","78","82","114","926","762","392","1693","925","1274","352","2908","4711","2196","879","645","799","2577","97","907","72","95","57","10357","2686","3649","595","1150","139"
"publicpolygonfeature:5:59709","ZIP Code 78056","country:us/state:tx/zip:78056","78056","0","11","0","42","42","28","43","0","78","22","0","16","0","0","33","61","56","0","275","20","85","0","128","249","29","8","23","0","136","25","79","0","42","0","421","55","339","85","67","0"
"publicpolygonfeature:5:59710","ZIP Code 78063","country:us/state:tx/zip:78063","78063","0","96","112","8","26","0","67","0","106","108","40","5","0","0","27","533","333","46","696","225","280","32","518","706","502","202","279","0","219","35","253","24","37","0","1726","622","822","502","707","0"
"publicpolygonfeature:5:59711","ZIP Code 78057","country:us/state:tx/zip:78057","78057","0","0","0","0","0","0","0","0","0","0","0","0","0","0","94","10","13","0","0","9","0","0","52","43","15","0","32","0","0","0","0","0","0","0","56","84","15","94","19","0"
"publicpolygonfeature:5:59713","ZIP Code 78059","country:us/state:tx/zip:78059","78059","32","0","6","0","44","23","48","0","0","147","0","16","7","0","6","257","174","44","364","186","93","46","75","594","40","164","94","0","83","110","107","0","23","0","700","162","274","458","543","0"
"publicpolygonfeature:5:59715","ZIP Code 78210","country:us/state:tx/zip:78210","78210","0","68","63","74","97","10","294","16","296","536","93","44","24","0","162","1394","1183","191","1337","927","979","117","1419","3040","1541","294","892","41","695","346","401","82","91","0","4041","3464","2376","1693","1933","10"
"publicpolygonfeature:5:59717","ZIP Code 78064","country:us/state:tx/zip:78064","78064","19","6","66","7","37","55","205","0","31","24","0","0","49","0","659","458","285","114","801","342","278","61","412","1096","725","309","299","0","239","0","207","53","0","0","1208","1321","1409","885","1016","0"
"publicpolygonfeature:5:59719","ZIP Code 78065","country:us/state:tx/zip:78065","78065","169","51","0","0","5","0","0","0","21","69","10","0","0","0","324","351","591","25","663","379","222","48","168","856","366","69","143","0","168","5","23","129","0","0","678","728","1072","672","1055","0"
