"feature id","feature label","shid","geoid","Workers in Agriculture, Fishing, and Mining who Work From Home (2020-2024)","Workers in Construction who Work From Home (2020-2024)","Workers in Manufacturing who Work From Home (2020-2024)","Workers in Wholesale Trade who Work From Home (2020-2024)","Workers in Retail Trade who Work From Home (2020-2024)","Workers in Transportation who Work From Home (2020-2024)","Workers in Finance and Insurance who Work From Home (2020-2024)","Workers in Information who Work From Home (2020-2024)","Workers in Scientific and Professional who Work From Home (2020-2024)","Workers in Education and Health Care who Work From Home (2020-2024)","Workers in Arts, Food, and Entertainment who Work From Home (2020-2024)","Workers in Public Administration who Work From Home (2020-2024)","Workers in Other Services who Work From Home (2020-2024)","Workers in Armed Forces who Work From Home (2020-2024)","Workers in Agriculture, Fishing, and Mining who Commute to Work (2020-2024)","Workers in Construction who Commute to Work (2020-2024)","Workers in Manufacturing who Commute to Work (2020-2024)","Workers in Wholesale Trade who Commute to Work (2020-2024)","Workers in Retail Trade who Commute to Work (2020-2024)","Workers in Transportation who Commute to Work (2020-2024)","Workers in Finance and Insurance who Commute to Work (2020-2024)","Workers in Information who Commute to Work (2020-2024)","Workers in Scientific and Professional who Commute to Work (2020-2024)","Workers in Education and Health Care who Commute to Work (2020-2024)","Workers in Arts, Food, and Entertainment who Commute to Work (2020-2024)","Workers in Public Administration who Commute to Work (2020-2024)","Workers in Other Services who Commute to Work (2020-2024)","Workers in Armed Forces who Commute to Work (2020-2024)","Management, Business, Science, and Arts Occupations Work From Home (2020-2024)","Service Occupations Work From Home (2020-2024)","Sales and Office Occupations Work From Home (2020-2024)","Natural Resources, Construction, and Maintenance Occupations Work From Home (2020-2024)","Production, Transportation, and Material Moving Occupations Work From Home (2020-2024)","Military Occupations Work From Home (2020-2024)","Management, Business, Science, and Arts Occupations Commute to Work (2020-2024)","Service Occupations Commute to Work (2020-2024)","Sales and Office Occupations Commute to Work (2020-2024)","Natural Resources, Construction, and Maintenance Occupations Commute to Work (2020-2024)","Production, Transportation, and Material Moving Occupations Commute to Work (2020-2024)","Military Occupations Commute to Work (2020-2024)"
"publicpolygonfeature:5:47622","ZIP Code 46121","country:us/state:in/zip:46121","46121","0","42","48","9","31","40","37","0","19","14","0","33","9","0","81","208","552","72","197","199","170","37","202","520","57","160","76","0","211","6","8","31","26","0","958","328","361","272","612","0"
"publicpolygonfeature:5:47623","ZIP Code 46122","country:us/state:in/zip:46122","46122","0","83","128","20","0","126","80","0","306","319","0","11","42","0","55","1108","1111","161","629","630","425","46","630","1987","359","631","329","49","621","81","354","32","27","0","3178","1390","1391","780","1411","0"
"publicpolygonfeature:5:47624","ZIP Code 46123","country:us/state:in/zip:46123","46123","0","174","303","114","154","77","483","58","1254","546","273","89","223","0","9","841","2715","511","2397","2359","1079","266","1805","4670","1267","811","802","97","2789","230","461","126","142","0","9251","2257","3897","1084","3140","0"
"publicpolygonfeature:5:47625","ZIP Code 46125","country:us/state:in/zip:46125","46125","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0"
"publicpolygonfeature:5:47626","ZIP Code 46290","country:us/state:in/zip:46290","46290","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","0","0","0","0","0","28","0","0","0","0","0","0","0","0","0","0","0","12","0","16","0","10","0"
"publicpolygonfeature:5:47627","ZIP Code 46126","country:us/state:in/zip:46126","46126","0","13","71","12","57","0","19","0","29","84","0","9","0","0","33","136","191","34","86","81","2","39","215","442","214","61","95","0","181","17","58","13","25","0","645","261","223","173","327","0"
"publicpolygonfeature:5:47630","ZIP Code 46142","country:us/state:in/zip:46142","46142","0","30","220","111","121","0","437","126","752","409","31","55","166","0","104","1047","1585","353","2223","1219","1139","254","1285","4247","1210","528","714","0","1591","224","567","0","76","0","6866","2006","3252","1606","2178","0"
"publicpolygonfeature:5:47631","ZIP Code 46130","country:us/state:in/zip:46130","46130","0","0","0","0","18","22","9","0","29","0","0","0","0","0","17","131","197","0","43","91","32","13","68","310","97","102","74","0","49","21","8","0","0","0","436","184","220","161","174","0"
"publicpolygonfeature:5:47632","ZIP Code 46131","country:us/state:in/zip:46131","46131","0","100","365","85","92","112","154","18","468","456","13","77","16","0","261","971","1653","302","1958","1007","493","124","1356","3916","861","714","795","155","1317","88","281","60","210","0","5590","2314","2819","1441","2370","32"
"publicpolygonfeature:5:47634","ZIP Code 46149","country:us/state:in/zip:46149","46149","0","0","0","0","0","0","11","0","35","0","0","3","0","0","7","58","172","30","32","42","41","12","105","195","36","3","137","0","11","0","38","0","0","0","341","256","107","98","68","0"
