"feature id","feature label","shid","geoid","Workers in Agriculture, Fishing, and Mining who Work From Home (2020-2024)","Workers in Construction who Work From Home (2020-2024)","Workers in Manufacturing who Work From Home (2020-2024)","Workers in Wholesale Trade who Work From Home (2020-2024)","Workers in Retail Trade who Work From Home (2020-2024)","Workers in Transportation who Work From Home (2020-2024)","Workers in Finance and Insurance who Work From Home (2020-2024)","Workers in Information who Work From Home (2020-2024)","Workers in Scientific and Professional who Work From Home (2020-2024)","Workers in Education and Health Care who Work From Home (2020-2024)","Workers in Arts, Food, and Entertainment who Work From Home (2020-2024)","Workers in Public Administration who Work From Home (2020-2024)","Workers in Other Services who Work From Home (2020-2024)","Workers in Armed Forces who Work From Home (2020-2024)","Workers in Agriculture, Fishing, and Mining who Commute to Work (2020-2024)","Workers in Construction who Commute to Work (2020-2024)","Workers in Manufacturing who Commute to Work (2020-2024)","Workers in Wholesale Trade who Commute to Work (2020-2024)","Workers in Retail Trade who Commute to Work (2020-2024)","Workers in Transportation who Commute to Work (2020-2024)","Workers in Finance and Insurance who Commute to Work (2020-2024)","Workers in Information who Commute to Work (2020-2024)","Workers in Scientific and Professional who Commute to Work (2020-2024)","Workers in Education and Health Care who Commute to Work (2020-2024)","Workers in Arts, Food, and Entertainment who Commute to Work (2020-2024)","Workers in Public Administration who Commute to Work (2020-2024)","Workers in Other Services who Commute to Work (2020-2024)","Workers in Armed Forces who Commute to Work (2020-2024)","Management, Business, Science, and Arts Occupations Work From Home (2020-2024)","Service Occupations Work From Home (2020-2024)","Sales and Office Occupations Work From Home (2020-2024)","Natural Resources, Construction, and Maintenance Occupations Work From Home (2020-2024)","Production, Transportation, and Material Moving Occupations Work From Home (2020-2024)","Military Occupations Work From Home (2020-2024)","Management, Business, Science, and Arts Occupations Commute to Work (2020-2024)","Service Occupations Commute to Work (2020-2024)","Sales and Office Occupations Commute to Work (2020-2024)","Natural Resources, Construction, and Maintenance Occupations Commute to Work (2020-2024)","Production, Transportation, and Material Moving Occupations Commute to Work (2020-2024)","Military Occupations Commute to Work (2020-2024)"
"publicpolygonfeature:5:47638","ZIP Code 46140","country:us/state:in/zip:46140","46140","31","142","262","96","233","73","236","75","826","499","50","224","96","0","173","2018","2753","496","2379","1406","988","275","1864","4217","1834","763","742","92","1725","184","646","179","109","0","6968","2947","4111","2689","3256","29"
"publicpolygonfeature:5:47639","ZIP Code 46143","country:us/state:in/zip:46143","46143","25","369","706","137","355","104","453","47","1226","519","89","89","229","0","107","2175","3536","505","3477","2060","1182","223","2588","7281","1495","937","1109","184","2966","91","932","194","165","0","11996","3189","5363","2421","3867","23"
"publicpolygonfeature:5:47640","ZIP Code 46144","country:us/state:in/zip:46144","46144","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12","0","13","43","23","0","0","9","0","10","0","0","0","0","0","0","0","0","32","0","25","0","53","0"
"publicpolygonfeature:5:47642","ZIP Code 46147","country:us/state:in/zip:46147","46147","0","9","16","0","0","0","0","4","20","29","0","3","24","0","60","57","184","18","48","48","89","0","76","269","97","90","63","0","30","39","6","11","19","0","460","213","121","125","180","0"
"publicpolygonfeature:5:47644","ZIP Code 46157","country:us/state:in/zip:46157","46157","0","3","12","0","2","26","56","2","46","55","2","67","60","0","71","274","170","31","257","252","127","2","88","321","79","74","67","9","139","93","90","5","4","0","548","217","367","383","307","0"
"publicpolygonfeature:5:47645","ZIP Code 46158","country:us/state:in/zip:46158","46158","0","56","196","22","69","112","112","31","177","208","0","91","84","0","35","998","1439","336","760","1402","458","92","610","2321","614","297","451","13","593","101","361","46","57","0","3393","1019","1844","1317","2253","0"
"publicpolygonfeature:5:47647","ZIP Code 46160","country:us/state:in/zip:46160","46160","0","115","73","0","33","0","53","0","19","119","26","9","20","0","9","388","312","9","332","168","192","15","145","594","105","129","144","0","222","19","98","125","3","0","768","347","460","410","557","0"
"publicpolygonfeature:5:47648","ZIP Code 46161","country:us/state:in/zip:46161","46161","0","0","24","17","0","0","4","17","31","123","0","12","28","0","28","106","208","41","50","81","15","32","98","201","58","61","43","0","78","60","101","0","17","0","350","119","217","120","216","0"
"publicpolygonfeature:5:47649","ZIP Code 46162","country:us/state:in/zip:46162","46162","0","13","0","0","0","0","0","0","0","0","0","0","0","0","0","0","27","0","10","0","10","17","15","0","24","0","27","0","0","0","0","13","0","0","96","24","0","10","0","0"
"publicpolygonfeature:5:47650","ZIP Code 46163","country:us/state:in/zip:46163","46163","0","104","238","143","93","19","188","0","353","200","0","55","54","0","13","387","1017","210","680","235","393","91","599","1406","354","479","251","11","1036","25","340","24","22","0","2866","1005","1107","432","705","11"
"publicpolygonfeature:5:47651","ZIP Code 46164","country:us/state:in/zip:46164","46164","0","32","107","0","0","3","49","0","29","44","3","41","4","0","29","273","365","29","238","110","48","15","89","297","122","82","155","0","183","37","77","0","15","0","512","350","354","244","392","0"
"publicpolygonfeature:5:47652","ZIP Code 46165","country:us/state:in/zip:46165","46165","0","12","9","0","0","0","10","0","5","39","0","9","7","0","57","103","126","18","110","27","7","0","89","219","16","28","48","0","70","0","21","0","0","0","267","79","229","165","108","0"
"publicpolygonfeature:5:47653","ZIP Code 46166","country:us/state:in/zip:46166","46166","0","28","0","0","0","0","5","0","0","40","0","0","2","0","41","208","166","21","123","141","57","6","105","209","37","60","103","43","52","21","0","2","0","0","264","233","174","311","295","43"
"publicpolygonfeature:5:47654","ZIP Code 46167","country:us/state:in/zip:46167","46167","0","0","124","0","167","0","54","0","91","95","0","8","14","0","42","192","661","93","140","211","130","26","212","777","174","7","85","0","374","24","79","0","76","0","1383","190","443","354","380","0"
"publicpolygonfeature:5:47655","ZIP Code 46182","country:us/state:in/zip:46182","46182","0","0","0","0","14","0","0","0","44","12","0","0","0","0","27","75","223","17","26","96","0","0","51","246","29","19","77","0","56","0","0","0","14","0","256","120","150","131","229","0"
"publicpolygonfeature:5:47656","ZIP Code 46168","country:us/state:in/zip:46168","46168","0","238","198","74","192","245","155","29","875","445","0","82","19","0","39","769","1665","200","1845","2377","694","142","1423","3728","1157","666","719","34","1761","67","536","63","125","0","6320","1932","2732","980","3471","23"
"publicpolygonfeature:5:47659","ZIP Code 46183","country:us/state:in/zip:46183","46183","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8","0"
"publicpolygonfeature:5:47660","ZIP Code 46184","country:us/state:in/zip:46184","46184","0","76","123","0","36","95","50","81","232","263","15","0","21","0","35","743","555","127","641","485","187","110","493","1565","546","309","258","0","582","45","157","118","90","0","1928","1263","1193","778","892","0"
"publicpolygonfeature:5:47664","ZIP Code 46186","country:us/state:in/zip:46186","46186","0","2","2","0","0","0","5","1","22","19","0","0","0","0","23","36","64","37","69","75","19","6","38","115","17","40","41","0","13","8","21","2","7","0","153","68","174","55","130","0"
"publicpolygonfeature:5:47665","ZIP Code 46201","country:us/state:in/zip:46201","46201","15","30","190","13","123","18","123","38","426","383","75","72","107","0","38","1493","1312","285","1289","994","399","144","1379","2855","1627","530","602","0","1143","102","295","21","52","0","4697","2154","2664","1201","2231","0"
"publicpolygonfeature:5:47666","ZIP Code 46176","country:us/state:in/zip:46176","46176","16","187","101","27","12","96","172","0","184","138","43","69","68","0","144","679","3273","240","1119","752","298","48","846","2405","1569","227","942","18","706","91","158","39","119","0","3866","2498","2257","1077","2844","18"
"publicpolygonfeature:5:47667","ZIP Code 46180","country:us/state:in/zip:46180","46180","0","0","0","0","0","2","0","0","0","50","0","13","5","0","4","20","61","2","37","52","22","4","56","58","44","13","2","0","45","20","0","0","5","0","112","62","91","18","92","0"
"publicpolygonfeature:5:47668","ZIP Code 46181","country:us/state:in/zip:46181","46181","0","134","54","16","31","0","24","0","73","98","2","0","6","0","17","217","322","35","154","56","31","77","61","502","113","156","107","6","315","10","113","0","0","0","684","355","360","242","210","3"
"publicpolygonfeature:5:47669","ZIP Code 46229","country:us/state:in/zip:46229","46229","0","44","138","0","249","168","489","204","262","337","12","230","7","0","49","640","1628","264","2048","1187","345","128","1145","2684","669","406","317","13","1059","221","598","0","262","0","4133","1322","2209","742","3104","13"
"publicpolygonfeature:5:47670","ZIP Code 46202","country:us/state:in/zip:46202","46202","16","0","465","29","194","72","172","143","774","524","93","37","97","0","0","277","709","172","930","345","747","93","1352","2824","1458","537","356","3","1807","96","608","0","105","0","6188","1168","1421","255","768","3"
"publicpolygonfeature:5:47671","ZIP Code 46203","country:us/state:in/zip:46203","46203","0","55","205","76","117","36","511","47","831","380","291","48","97","0","19","1665","1501","391","1535","1105","1041","178","1931","3430","1520","765","733","25","1570","361","606","67","90","0","5630","2630","3243","1822","2514","0"
"publicpolygonfeature:5:47672","ZIP Code 46204","country:us/state:in/zip:46204","46204","0","11","191","55","18","107","258","116","755","70","0","127","0","0","9","302","822","50","300","284","192","168","1178","1267","440","679","191","0","1315","0","373","0","20","0","4250","489","641","262","240","0"
"publicpolygonfeature:5:47673","ZIP Code 46205","country:us/state:in/zip:46205","46205","0","49","299","61","67","107","495","128","853","716","161","111","153","0","22","872","969","171","1300","672","814","176","1543","3461","1197","786","405","0","2303","290","503","14","90","0","6487","1929","2100","650","1222","0"
"publicpolygonfeature:5:47675","ZIP Code 46208","country:us/state:in/zip:46208","46208","0","123","75","29","161","41","262","40","537","430","61","39","80","3","0","342","753","96","832","606","565","94","1371","2838","1120","185","549","18","1282","87","444","45","20","3","4308","1614","1489","423","1532","3"
"publicpolygonfeature:5:47676","ZIP Code 46214","country:us/state:in/zip:46214","46214","0","30","74","11","47","110","234","12","467","380","24","68","113","0","23","473","861","200","1594","1757","382","240","1033","2610","892","406","504","175","935","45","509","18","63","0","3608","1769","2277","518","2803","175"
"publicpolygonfeature:5:47677","ZIP Code 46216","country:us/state:in/zip:46216","46216","0","0","0","0","13","0","38","0","24","40","1","87","19","0","0","5","64","0","269","79","12","13","222","291","128","71","122","0","177","0","45","0","0","0","552","203","372","89","60","0"
"publicpolygonfeature:5:47678","ZIP Code 46217","country:us/state:in/zip:46217","46217","0","74","386","0","393","81","348","0","523","540","303","68","107","0","23","1230","1876","519","3072","1506","635","46","1503","3915","1380","684","784","33","1379","427","646","28","343","0","6939","2038","3823","1324","3049","33"
"publicpolygonfeature:5:47679","ZIP Code 46218","country:us/state:in/zip:46218","46218","0","0","268","17","65","80","274","64","89","149","39","25","33","0","0","478","1233","252","1229","1107","345","0","843","1816","1269","186","515","0","348","90","419","0","246","0","1852","2263","1500","990","2668","0"
"publicpolygonfeature:5:47680","ZIP Code 46219","country:us/state:in/zip:46219","46219","0","31","126","0","161","86","224","51","723","497","28","52","61","0","35","1186","1547","723","2070","1377","652","185","1906","3350","1700","628","790","10","1230","127","518","0","165","0","5328","2816","3361","1542","3102","10"
"publicpolygonfeature:5:47681","ZIP Code 46220","country:us/state:in/zip:46220","46220","0","42","661","83","279","60","710","165","2224","1204","284","185","173","0","45","783","1652","366","1601","764","1208","131","2644","4485","1020","668","621","0","4481","410","1022","38","119","0","9791","1538","2483","821","1355","0"
"publicpolygonfeature:5:47682","ZIP Code 46221","country:us/state:in/zip:46221","46221","0","79","205","21","46","0","155","0","145","93","20","36","61","0","119","1434","1003","367","1527","2245","443","51","1246","2174","860","649","427","0","461","43","254","103","0","0","2998","2268","2526","1537","3216","0"
"publicpolygonfeature:5:47683","ZIP Code 46222","country:us/state:in/zip:46222","46222","0","64","110","0","173","22","140","0","217","281","19","8","26","0","20","2064","2216","648","1895","1449","330","88","1363","3201","1230","377","526","15","492","50","304","13","201","0","3755","2729","2245","2816","3877","0"
"publicpolygonfeature:5:47684","ZIP Code 46224","country:us/state:in/zip:46224","46224","0","0","109","46","219","41","216","14","524","161","0","63","105","0","276","940","2649","290","3253","2759","750","129","1363","3481","1401","518","524","203","659","10","636","56","137","0","4630","3481","3326","1285","5695","119"
"publicpolygonfeature:5:47685","ZIP Code 46225","country:us/state:in/zip:46225","46225","0","0","24","17","117","22","76","7","182","17","9","29","34","0","0","271","357","61","207","174","88","15","203","449","282","66","65","0","295","27","124","0","88","0","843","400","383","234","378","0"
"publicpolygonfeature:5:47686","ZIP Code 46226","country:us/state:in/zip:46226","46226","39","77","202","42","121","25","1000","0","528","767","118","238","78","0","19","1277","1799","532","2587","1850","835","39","1344","4208","2036","1210","782","33","1069","577","1336","31","222","0","4829","4125","4154","1444","3966","33"
"publicpolygonfeature:5:47687","ZIP Code 46227","country:us/state:in/zip:46227","46227","0","23","187","24","201","156","311","42","445","558","29","100","74","0","102","2175","2595","860","2952","2932","832","318","1934","5686","2876","759","1500","37","1105","133","649","23","240","0","7065","5095","4589","2495","6314","0"
"publicpolygonfeature:5:47688","ZIP Code 46228","country:us/state:in/zip:46228","46228","33","12","108","33","71","54","253","42","557","375","16","35","34","0","0","305","740","75","799","801","285","84","611","2066","374","205","122","21","1368","1","172","0","82","0","2521","853","1266","368","1459","21"
"publicpolygonfeature:5:47689","ZIP Code 46231","country:us/state:in/zip:46231","46231","0","0","31","0","11","0","97","22","147","11","37","0","0","0","0","203","780","111","686","811","88","96","150","661","399","106","226","0","170","37","149","0","0","0","1036","567","1091","317","1306","0"
"publicpolygonfeature:5:47690","ZIP Code 46234","country:us/state:in/zip:46234","46234","3","120","157","37","181","6","178","47","449","384","7","67","48","0","20","755","1467","268","1793","1293","560","149","1381","2928","847","517","716","26","1002","94","440","82","66","0","5230","1535","2506","873","2550","26"
"publicpolygonfeature:5:47691","ZIP Code 46235","country:us/state:in/zip:46235","46235","12","21","259","0","67","69","343","88","306","175","30","285","13","0","15","903","2089","593","2423","1535","605","67","818","3778","1356","587","773","0","808","165","478","33","184","0","4271","2529","3887","1302","3553","0"
"publicpolygonfeature:5:47692","ZIP Code 46236","country:us/state:in/zip:46236","46236","0","122","163","76","102","152","388","90","766","467","15","155","61","0","48","1068","1453","258","1136","686","541","90","1262","2605","1059","416","677","0","1852","27","562","70","46","0","5297","1240","2267","990","1505","0"
"publicpolygonfeature:5:47693","ZIP Code 46237","country:us/state:in/zip:46237","46237","0","147","243","52","134","43","591","88","872","721","177","67","42","0","31","1236","2362","518","1986","1473","975","76","1822","4202","1626","1201","1172","74","2135","144","768","40","90","0","8105","2903","3339","1388","3019","0"
"publicpolygonfeature:5:47694","ZIP Code 46239","country:us/state:in/zip:46239","46239","0","0","139","0","163","76","390","39","569","315","14","67","86","0","74","1268","1806","422","1864","1430","462","120","1178","3844","944","1162","720","17","1250","71","420","0","117","0","6289","2110","2962","1236","2714","0"
"publicpolygonfeature:5:47695","ZIP Code 46241","country:us/state:in/zip:46241","46241","0","67","121","27","81","20","149","0","221","114","116","37","44","0","65","1072","1281","279","2246","1714","452","23","917","1853","1497","266","759","18","456","157","246","67","71","0","2605","2247","2256","1347","3978","9"
"publicpolygonfeature:5:47696","ZIP Code 46250","country:us/state:in/zip:46250","46250","0","67","110","50","47","38","360","95","776","274","127","38","21","0","0","634","701","113","809","720","648","402","1192","2472","814","359","451","0","1344","0","620","0","39","0","4593","1945","1651","435","691","0"
"publicpolygonfeature:5:47697","ZIP Code 46254","country:us/state:in/zip:46254","46254","0","35","98","47","248","43","435","11","342","418","161","60","38","0","144","953","1969","690","2120","2409","1075","113","1727","3244","1289","824","747","0","1158","194","474","46","64","0","5641","2922","3352","877","4512","0"
"publicpolygonfeature:5:47698","ZIP Code 46256","country:us/state:in/zip:46256","46256","7","6","346","55","216","12","352","25","971","252","102","44","124","0","0","451","1109","157","905","173","652","81","1116","2230","670","447","329","19","1732","105","419","154","102","0","4047","1334","2062","331","546","19"
"publicpolygonfeature:5:47699","ZIP Code 46259","country:us/state:in/zip:46259","46259","0","70","155","11","84","68","427","28","257","110","0","159","16","12","82","554","644","208","631","508","346","67","445","1540","574","214","251","15","770","65","364","39","147","12","2796","955","1080","446","787","15"
"publicpolygonfeature:5:47700","ZIP Code 46260","country:us/state:in/zip:46260","46260","0","65","115","63","12","77","422","88","897","605","74","96","152","0","8","900","1341","324","1871","1120","780","132","1658","3950","1343","512","800","10","1752","118","638","13","145","0","5923","2666","3318","851","1981","10"
"publicpolygonfeature:5:48038","ZIP Code 47201","country:us/state:in/zip:47201","47201","0","64","1544","65","145","38","173","21","847","357","52","66","75","0","19","754","6026","502","2250","910","1032","213","1882","3849","1969","410","967","0","2478","176","491","94","208","0","8950","3260","3363","1202","4008","0"
"publicpolygonfeature:5:48043","ZIP Code 47234","country:us/state:in/zip:47234","47234","4","0","0","0","0","0","32","0","21","7","0","0","0","0","43","117","157","17","11","28","22","0","39","150","35","21","31","0","45","4","4","0","11","0","204","59","156","121","131","0"
"publicpolygonfeature:5:48050","ZIP Code 47235","country:us/state:in/zip:47235","47235","0","0","17","0","0","0","4","0","35","0","18","0","0","0","19","22","292","0","6","0","22","24","8","233","43","52","0","0","39","18","17","0","0","0","102","289","51","65","214","0"
"publicpolygonfeature:5:48057","ZIP Code 47272","country:us/state:in/zip:47272","47272","0","0","26","6","0","0","2","9","3","9","51","4","2","0","36","55","232","2","77","53","11","3","38","162","58","34","40","0","87","7","0","0","18","0","269","96","135","81","220","0"
"publicpolygonfeature:5:48160","ZIP Code 47448","country:us/state:in/zip:47448","47448","8","29","75","0","35","9","2","4","92","26","26","12","48","0","22","272","371","10","451","221","81","22","196","733","305","378","198","0","269","8","62","19","8","0","1231","764","655","297","313","0"
"publicpolygonfeature:5:48164","ZIP Code 47456","country:us/state:in/zip:47456","47456","0","0","4","0","44","0","0","0","0","0","0","0","0","0","18","61","0","4","102","54","38","39","70","107","52","18","22","0","4","0","0","0","44","0","65","126","201","123","70","0"
"publicpolygonfeature:5:48174","ZIP Code 47468","country:us/state:in/zip:47468","47468","0","0","0","0","5","0","0","0","16","0","16","0","0","0","0","74","149","0","12","51","17","0","57","262","14","9","6","0","21","16","0","0","0","0","297","19","71","105","159","0"
"publicpolygonfeature:5:6676762","ZIP Code 46154","country:us/state:in/zip:46154","46154","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","15","0","25","32","0","0","0","0","0","0","0","0","0","25","32","0","0","15","0"
"publicpolygonfeature:5:6694575","ZIP Code 46206","country:us/state:in/zip:46206","46206","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:6695376","ZIP Code 47435","country:us/state:in/zip:47435","47435","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","7","1","0"
"publicpolygonfeature:5:6703026","ZIP Code 46102","country:us/state:in/zip:46102","46102","0","0","0","0","0","1","0","3","2","1","0","0","0","0","2","11","43","4","13","22","5","0","25","38","8","6","9","0","3","1","3","0","0","0","58","18","39","24","47","0"
"publicpolygonfeature:22:928339","Indianapolis-Carmel-Greenwood, IN Area","country:us/state:in/msa:indianapolis-carmel-greenwood","26900","1003","5873","18316","3883","10619","5421","25123","4325","46306","27976","5363","7057","5481","50","5558","63949","110560","21775","106676","73222","47959","8983","87641","219292","76533","36595","41836","2383","106178","9843","39434","3451","7875","15","369111","136639","173077","73081","149917","1137"
