"feature id","feature label","shid","geoid","Workers in Agriculture, Fishing, and Mining who Work From Home (2020-2024)","Workers in Construction who Work From Home (2020-2024)","Workers in Manufacturing who Work From Home (2020-2024)","Workers in Wholesale Trade who Work From Home (2020-2024)","Workers in Retail Trade who Work From Home (2020-2024)","Workers in Transportation who Work From Home (2020-2024)","Workers in Finance and Insurance who Work From Home (2020-2024)","Workers in Information who Work From Home (2020-2024)","Workers in Scientific and Professional who Work From Home (2020-2024)","Workers in Education and Health Care who Work From Home (2020-2024)","Workers in Arts, Food, and Entertainment who Work From Home (2020-2024)","Workers in Public Administration who Work From Home (2020-2024)","Workers in Other Services who Work From Home (2020-2024)","Workers in Armed Forces who Work From Home (2020-2024)","Workers in Agriculture, Fishing, and Mining who Commute to Work (2020-2024)","Workers in Construction who Commute to Work (2020-2024)","Workers in Manufacturing who Commute to Work (2020-2024)","Workers in Wholesale Trade who Commute to Work (2020-2024)","Workers in Retail Trade who Commute to Work (2020-2024)","Workers in Transportation who Commute to Work (2020-2024)","Workers in Finance and Insurance who Commute to Work (2020-2024)","Workers in Information who Commute to Work (2020-2024)","Workers in Scientific and Professional who Commute to Work (2020-2024)","Workers in Education and Health Care who Commute to Work (2020-2024)","Workers in Arts, Food, and Entertainment who Commute to Work (2020-2024)","Workers in Public Administration who Commute to Work (2020-2024)","Workers in Other Services who Commute to Work (2020-2024)","Workers in Armed Forces who Commute to Work (2020-2024)","Management, Business, Science, and Arts Occupations Work From Home (2020-2024)","Service Occupations Work From Home (2020-2024)","Sales and Office Occupations Work From Home (2020-2024)","Natural Resources, Construction, and Maintenance Occupations Work From Home (2020-2024)","Production, Transportation, and Material Moving Occupations Work From Home (2020-2024)","Military Occupations Work From Home (2020-2024)","Management, Business, Science, and Arts Occupations Commute to Work (2020-2024)","Service Occupations Commute to Work (2020-2024)","Sales and Office Occupations Commute to Work (2020-2024)","Natural Resources, Construction, and Maintenance Occupations Commute to Work (2020-2024)","Production, Transportation, and Material Moving Occupations Commute to Work (2020-2024)","Military Occupations Commute to Work (2020-2024)"
"publicpolygonfeature:5:34937","ZIP Code 08051","country:us/state:nj/zip:08051","08051","0","44","77","77","28","0","77","50","235","121","35","39","0","0","38","345","502","179","742","403","321","98","928","1826","536","197","154","13","576","0","168","7","32","0","2499","1044","1636","402","701","0"
"publicpolygonfeature:5:34938","ZIP Code 08052","country:us/state:nj/zip:08052","08052","0","10","103","11","273","84","300","14","376","235","14","91","16","0","12","840","645","203","1467","574","767","178","738","1941","758","480","320","29","963","29","418","10","107","0","3835","1139","1979","875","1100","24"
"publicpolygonfeature:5:34939","ZIP Code 08053","country:us/state:nj/zip:08053","08053","0","128","282","192","305","99","1340","235","1582","809","115","210","87","0","53","1148","1289","664","2128","732","1535","287","2416","6832","1230","1277","682","186","3786","78","1392","84","44","0","11913","2684","3951","703","1107","101"
"publicpolygonfeature:5:34940","ZIP Code 08054","country:us/state:nj/zip:08054","08054","3","78","484","100","209","104","926","372","1643","957","91","275","85","24","23","726","1763","392","2199","1186","1511","682","2270","5885","1602","1541","602","122","3973","229","1009","68","48","24","11661","2553","4048","838","1313","91"
"publicpolygonfeature:5:34941","ZIP Code 08055","country:us/state:nj/zip:08055","08055","0","68","472","68","415","178","409","239","1099","561","66","237","169","0","55","493","772","483","1092","578","807","144","1087","3526","809","693","252","36","2521","240","1099","36","85","0","6379","1195","2128","470","643","12"
"publicpolygonfeature:5:34942","ZIP Code 08056","country:us/state:nj/zip:08056","08056","0","21","52","18","26","0","250","22","84","91","0","86","65","0","0","297","166","38","82","74","139","0","87","872","229","94","15","0","598","0","117","0","0","0","1086","309","356","187","155","0"
"publicpolygonfeature:5:34943","ZIP Code 08057","country:us/state:nj/zip:08057","08057","0","32","262","10","190","55","286","213","697","564","75","48","74","0","0","411","758","231","859","204","687","196","1085","2046","451","378","195","0","2060","150","230","15","51","0","4559","523","1739","203","477","0"
"publicpolygonfeature:5:34944","ZIP Code 08059","country:us/state:nj/zip:08059","08059","0","178","13","7","0","13","110","0","34","59","12","49","14","0","0","417","233","73","450","212","41","12","183","645","238","83","95","0","334","0","135","20","0","0","951","457","599","436","239","0"
"publicpolygonfeature:5:34945","ZIP Code 08060","country:us/state:nj/zip:08060","08060","0","18","125","60","11","330","297","89","523","349","104","141","29","0","40","449","661","295","1222","830","439","135","1010","3673","656","1403","340","577","1592","78","265","0","141","0","5098","1876","2306","929","1346","175"
"publicpolygonfeature:5:34946","ZIP Code 08061","country:us/state:nj/zip:08061","08061","0","0","136","49","46","0","88","21","19","120","10","69","27","0","0","23","174","170","108","168","126","158","102","433","66","63","43","0","389","27","152","0","17","0","1070","108","144","109","203","0"
