"feature id","feature label","shid","geoid","Workers in Agriculture, Fishing, and Mining who Work From Home (2020-2024)","Workers in Construction who Work From Home (2020-2024)","Workers in Manufacturing who Work From Home (2020-2024)","Workers in Wholesale Trade who Work From Home (2020-2024)","Workers in Retail Trade who Work From Home (2020-2024)","Workers in Transportation who Work From Home (2020-2024)","Workers in Finance and Insurance who Work From Home (2020-2024)","Workers in Information who Work From Home (2020-2024)","Workers in Scientific and Professional who Work From Home (2020-2024)","Workers in Education and Health Care who Work From Home (2020-2024)","Workers in Arts, Food, and Entertainment who Work From Home (2020-2024)","Workers in Public Administration who Work From Home (2020-2024)","Workers in Other Services who Work From Home (2020-2024)","Workers in Armed Forces who Work From Home (2020-2024)","Workers in Agriculture, Fishing, and Mining who Commute to Work (2020-2024)","Workers in Construction who Commute to Work (2020-2024)","Workers in Manufacturing who Commute to Work (2020-2024)","Workers in Wholesale Trade who Commute to Work (2020-2024)","Workers in Retail Trade who Commute to Work (2020-2024)","Workers in Transportation who Commute to Work (2020-2024)","Workers in Finance and Insurance who Commute to Work (2020-2024)","Workers in Information who Commute to Work (2020-2024)","Workers in Scientific and Professional who Commute to Work (2020-2024)","Workers in Education and Health Care who Commute to Work (2020-2024)","Workers in Arts, Food, and Entertainment who Commute to Work (2020-2024)","Workers in Public Administration who Commute to Work (2020-2024)","Workers in Other Services who Commute to Work (2020-2024)","Workers in Armed Forces who Commute to Work (2020-2024)","Management, Business, Science, and Arts Occupations Work From Home (2020-2024)","Service Occupations Work From Home (2020-2024)","Sales and Office Occupations Work From Home (2020-2024)","Natural Resources, Construction, and Maintenance Occupations Work From Home (2020-2024)","Production, Transportation, and Material Moving Occupations Work From Home (2020-2024)","Military Occupations Work From Home (2020-2024)","Management, Business, Science, and Arts Occupations Commute to Work (2020-2024)","Service Occupations Commute to Work (2020-2024)","Sales and Office Occupations Commute to Work (2020-2024)","Natural Resources, Construction, and Maintenance Occupations Commute to Work (2020-2024)","Production, Transportation, and Material Moving Occupations Commute to Work (2020-2024)","Military Occupations Commute to Work (2020-2024)"
"publicpolygonfeature:5:63552","ZIP Code 94030","country:us/state:ca/zip:94030","94030","0","45","246","77","108","105","310","129","847","324","68","73","162","0","0","476","528","221","692","761","621","412","1309","1985","873","450","390","0","1909","181","354","21","29","0","4595","1263","1467","619","774","0"
"publicpolygonfeature:5:63553","ZIP Code 94037","country:us/state:ca/zip:94037","94037","0","0","13","0","0","0","0","9","294","104","0","0","0","0","0","15","14","56","77","63","0","0","212","374","72","117","41","0","354","0","66","0","0","0","594","54","189","126","78","0"
"publicpolygonfeature:5:63554","ZIP Code 94038","country:us/state:ca/zip:94038","94038","0","0","56","0","0","0","47","0","194","38","0","0","0","0","16","95","75","13","111","65","30","0","30","258","134","0","134","0","279","0","0","0","56","0","459","287","102","113","0","0"
"publicpolygonfeature:5:63557","ZIP Code 94044","country:us/state:ca/zip:94044","94044","7","301","409","57","233","123","462","139","1364","852","216","158","373","0","69","1109","1025","269","1273","1358","497","332","2261","4287","1286","682","752","21","3396","264","746","165","123","0","7703","2546","2563","1025","1384","0"
"publicpolygonfeature:5:63558","ZIP Code 94060","country:us/state:ca/zip:94060","94060","0","0","0","0","18","0","30","0","0","69","30","0","0","0","173","82","26","0","49","0","23","0","32","164","94","0","19","0","69","0","78","0","0","0","194","251","52","165","0","0"
"publicpolygonfeature:5:63559","ZIP Code 94061","country:us/state:ca/zip:94061","94061","25","224","316","125","241","340","338","497","1095","909","268","44","117","0","43","1423","1019","220","1176","733","588","758","2815","3852","693","361","587","0","3073","307","766","180","213","0","7591","2352","2220","1283","822","0"
"publicpolygonfeature:5:63560","ZIP Code 94121","country:us/state:ca/zip:94121","94121","0","254","415","44","575","165","1064","488","2400","1038","304","343","288","0","48","360","390","212","1160","682","1136","464","2694","4323","1602","740","947","0","5836","346","962","97","137","0","8424","2190","2819","454","871","0"
"publicpolygonfeature:5:63561","ZIP Code 94062","country:us/state:ca/zip:94062","94062","31","155","342","41","204","83","621","514","1492","786","148","39","177","0","30","696","721","76","466","301","634","477","1931","2015","353","184","252","21","3392","238","749","73","181","0","5603","668","1119","490","256","21"
"publicpolygonfeature:5:63562","ZIP Code 94122","country:us/state:ca/zip:94122","94122","0","70","340","179","588","266","728","544","2867","1688","311","380","249","0","36","944","1465","198","1928","1163","1577","568","3461","6209","1708","748","1128","63","6435","363","1244","52","116","0","12345","3020","3070","1041","1657","63"
"publicpolygonfeature:5:63563","ZIP Code 94070","country:us/state:ca/zip:94070","94070","11","78","543","23","289","184","398","673","2347","726","98","113","145","7","17","529","941","120","893","282","611","585","2182","2288","816","260","720","15","4612","230","697","62","34","0","6730","1178","1443","526","367","15"
"publicpolygonfeature:5:63564","ZIP Code 94074","country:us/state:ca/zip:94074","94074","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","13","0","0","0","0","0","20","0","19","0","18","9","0","7","0","0","0","0","0","46","21","0","12","0","0"
"publicpolygonfeature:5:63565","ZIP Code 94080","country:us/state:ca/zip:94080","94080","17","226","407","108","302","269","567","299","2135","1052","242","188","259","0","147","1279","2027","559","3714","2461","1230","674","4080","6766","2851","1422","1427","0","4138","622","902","88","321","0","10660","5502","6646","2133","3696","0"
"publicpolygonfeature:5:63570","ZIP Code 94102","country:us/state:ca/zip:94102","94102","48","76","502","0","162","114","553","467","1607","574","199","109","77","38","108","605","767","330","1621","719","881","429","3114","2309","2338","373","806","61","3449","240","493","113","193","38","5805","4000","2677","1099","819","61"
"publicpolygonfeature:5:63571","ZIP Code 94103","country:us/state:ca/zip:94103","94103","39","61","204","119","326","251","482","690","2898","656","200","164","186","11","9","707","889","227","1866","656","923","966","3361","2533","1641","369","626","0","5009","533","582","13","139","11","7775","3126","2354","629","889","0"
"publicpolygonfeature:5:63572","ZIP Code 94104","country:us/state:ca/zip:94104","94104","0","0","0","0","0","0","0","0","28","0","0","0","0","0","0","13","0","0","35","20","49","0","12","8","11","0","0","0","28","0","0","0","0","0","24","11","100","0","13","0"
"publicpolygonfeature:5:63573","ZIP Code 94105","country:us/state:ca/zip:94105","94105","0","0","219","49","220","197","515","707","1260","376","53","142","104","0","0","62","307","0","225","473","905","498","2334","1355","243","242","106","0","3309","13","459","0","61","0","5315","541","696","124","74","0"
"publicpolygonfeature:5:63574","ZIP Code 94107","country:us/state:ca/zip:94107","94107","8","63","301","103","432","205","591","996","3198","985","101","140","107","0","0","168","910","691","689","467","1223","1107","4086","2872","597","424","332","8","6362","389","363","10","106","0","10402","1007","1665","182","318","0"
"publicpolygonfeature:5:63575","ZIP Code 94108","country:us/state:ca/zip:94108","94108","0","18","55","10","197","9","292","180","784","73","24","97","53","0","10","106","232","62","321","73","298","124","898","659","963","101","114","0","1296","137","284","20","55","0","1866","1104","683","83","225","0"
"publicpolygonfeature:5:63576","ZIP Code 94109","country:us/state:ca/zip:94109","94109","0","236","539","178","534","279","1136","864","4952","1234","405","147","317","63","222","700","1054","275","2325","875","2524","948","6153","4029","2705","456","879","0","8760","570","1346","62","98","48","13614","3548","4678","185","1120","0"
"publicpolygonfeature:5:63577","ZIP Code 94110","country:us/state:ca/zip:94110","94110","84","119","557","107","808","428","881","1050","5083","2492","738","308","479","0","114","1468","1287","273","2482","1174","1330","1428","5845","5878","2875","836","1112","0","11027","623","1105","192","187","0","15137","4298","3468","1494","1705","0"
"publicpolygonfeature:5:63578","ZIP Code 94123","country:us/state:ca/zip:94123","94123","0","173","390","225","651","224","746","596","3129","368","157","85","104","0","0","275","409","125","761","255","2020","488","2587","1161","387","170","95","12","5463","71","1062","103","149","0","5881","351","2101","237","175","0"
"publicpolygonfeature:5:63579","ZIP Code 94124","country:us/state:ca/zip:94124","94124","0","162","162","22","200","59","107","92","589","431","129","159","97","0","27","830","415","359","1428","1070","553","271","1700","2627","2115","856","578","16","1191","462","324","136","96","0","4167","3641","2741","892","1394","10"
"publicpolygonfeature:5:63580","ZIP Code 94127","country:us/state:ca/zip:94127","94127","0","36","195","53","282","100","201","162","1586","717","54","56","170","0","0","296","518","21","468","334","461","217","929","1786","295","362","352","0","2859","320","365","22","46","0","4317","435","804","188","295","0"
"publicpolygonfeature:5:63581","ZIP Code 94128","country:us/state:ca/zip:94128","94128","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:63582","ZIP Code 94129","country:us/state:ca/zip:94129","94129","0","19","8","0","40","0","43","43","183","117","106","42","0","0","0","11","152","0","34","75","213","64","249","346","161","67","56","0","446","74","54","19","8","0","995","163","140","11","119","0"
"publicpolygonfeature:5:63583","ZIP Code 94130","country:us/state:ca/zip:94130","94130","0","0","18","0","0","0","8","19","67","54","36","14","13","0","6","14","74","17","145","131","19","8","208","207","120","25","39","13","144","79","6","0","0","0","311","208","334","58","115","0"
"publicpolygonfeature:5:63584","ZIP Code 94131","country:us/state:ca/zip:94131","94131","23","129","296","100","233","126","471","932","2557","910","300","287","208","0","30","438","582","58","792","331","755","501","1913","2902","563","417","743","0","5745","263","498","0","66","0","7385","1072","1069","200","299","0"
"publicpolygonfeature:5:63585","ZIP Code 94132","country:us/state:ca/zip:94132","94132","10","0","227","23","154","110","435","213","998","622","99","118","75","0","15","318","327","207","887","548","744","313","1253","2897","1158","628","368","16","2369","208","318","70","119","0","4933","1836","2000","295","599","16"
"publicpolygonfeature:5:63586","ZIP Code 94303","country:us/state:ca/zip:94303","94303","130","218","542","85","278","85","259","571","1599","773","98","51","291","0","138","1233","1577","361","1776","540","634","1123","3671","3611","2256","549","1167","56","3883","471","281","186","159","0","8596","4579","2692","1242","1535","48"
