"feature id","feature label","shid","geoid","Workers in Agriculture, Fishing, and Mining who Work From Home (2020-2024)","Workers in Construction who Work From Home (2020-2024)","Workers in Manufacturing who Work From Home (2020-2024)","Workers in Wholesale Trade who Work From Home (2020-2024)","Workers in Retail Trade who Work From Home (2020-2024)","Workers in Transportation who Work From Home (2020-2024)","Workers in Finance and Insurance who Work From Home (2020-2024)","Workers in Information who Work From Home (2020-2024)","Workers in Scientific and Professional who Work From Home (2020-2024)","Workers in Education and Health Care who Work From Home (2020-2024)","Workers in Arts, Food, and Entertainment who Work From Home (2020-2024)","Workers in Public Administration who Work From Home (2020-2024)","Workers in Other Services who Work From Home (2020-2024)","Workers in Armed Forces who Work From Home (2020-2024)","Workers in Agriculture, Fishing, and Mining who Commute to Work (2020-2024)","Workers in Construction who Commute to Work (2020-2024)","Workers in Manufacturing who Commute to Work (2020-2024)","Workers in Wholesale Trade who Commute to Work (2020-2024)","Workers in Retail Trade who Commute to Work (2020-2024)","Workers in Transportation who Commute to Work (2020-2024)","Workers in Finance and Insurance who Commute to Work (2020-2024)","Workers in Information who Commute to Work (2020-2024)","Workers in Scientific and Professional who Commute to Work (2020-2024)","Workers in Education and Health Care who Commute to Work (2020-2024)","Workers in Arts, Food, and Entertainment who Commute to Work (2020-2024)","Workers in Public Administration who Commute to Work (2020-2024)","Workers in Other Services who Commute to Work (2020-2024)","Workers in Armed Forces who Commute to Work (2020-2024)","Management, Business, Science, and Arts Occupations Work From Home (2020-2024)","Service Occupations Work From Home (2020-2024)","Sales and Office Occupations Work From Home (2020-2024)","Natural Resources, Construction, and Maintenance Occupations Work From Home (2020-2024)","Production, Transportation, and Material Moving Occupations Work From Home (2020-2024)","Military Occupations Work From Home (2020-2024)","Management, Business, Science, and Arts Occupations Commute to Work (2020-2024)","Service Occupations Commute to Work (2020-2024)","Sales and Office Occupations Commute to Work (2020-2024)","Natural Resources, Construction, and Maintenance Occupations Commute to Work (2020-2024)","Production, Transportation, and Material Moving Occupations Commute to Work (2020-2024)","Military Occupations Commute to Work (2020-2024)"
"publicpolygonfeature:5:41604","ZIP Code 33055","country:us/state:fl/zip:33055","33055","0","153","39","29","97","203","135","0","196","198","123","31","312","0","99","2038","1366","392","1576","1978","649","76","1682","3341","1231","449","1038","0","582","256","297","183","198","0","4347","3171","2925","2477","2995","0"
"publicpolygonfeature:5:41607","ZIP Code 33056","country:us/state:fl/zip:33056","33056","5","79","28","51","145","127","182","163","239","467","134","36","27","0","37","1193","1086","265","1906","1939","815","105","1448","3118","1278","900","699","12","584","377","497","49","176","0","3182","3825","2995","1897","2890","12"
"publicpolygonfeature:5:41608","ZIP Code 33060","country:us/state:fl/zip:33060","33060","0","54","122","30","142","42","287","51","489","247","147","45","50","0","0","2438","757","250","2146","856","549","103","2115","2900","2542","616","778","56","863","327","307","0","209","0","4587","3919","3241","2391","1960","8"
"publicpolygonfeature:5:41613","ZIP Code 33062","country:us/state:fl/zip:33062","33062","0","70","125","6","403","57","471","32","1042","553","165","101","95","0","0","1074","378","272","722","421","814","220","1162","1284","1010","275","322","6","1854","229","911","76","50","0","3617","1235","1627","903","572","6"
"publicpolygonfeature:5:41614","ZIP Code 33063","country:us/state:fl/zip:33063","33063","47","85","140","58","125","122","580","92","877","593","196","166","92","0","0","2035","1507","717","3546","1764","1855","143","3266","5908","2254","1000","1471","121","1880","217","849","106","121","0","9301","5516","5254","1959","3467","90"
"publicpolygonfeature:5:41650","ZIP Code 33064","country:us/state:fl/zip:33064","33064","0","136","209","46","148","49","208","29","878","307","253","29","411","0","26","4116","1902","458","3666","1658","2032","640","4494","5213","3888","1079","2759","149","1364","257","823","111","148","0","9024","8333","5977","5257","3462","27"
"publicpolygonfeature:5:41655","ZIP Code 33065","country:us/state:fl/zip:33065","33065","0","187","255","39","215","111","585","88","870","691","136","93","254","0","58","1852","1707","840","3833","1701","1203","221","3580","5532","2956","1016","2003","76","1822","207","1256","78","161","0","8777","6046","6182","2620","2953","0"
"publicpolygonfeature:5:41656","ZIP Code 33066","country:us/state:fl/zip:33066","33066","0","9","95","0","44","15","63","72","354","95","0","9","0","0","28","484","368","176","772","359","351","101","785","1254","699","248","499","0","423","77","235","0","21","0","2147","1152","1638","493","694","0"
"publicpolygonfeature:5:41659","ZIP Code 33067","country:us/state:fl/zip:33067","33067","0","32","194","349","97","0","214","67","614","340","0","83","281","39","15","783","638","275","1330","537","552","143","1383","3125","992","543","702","16","1231","178","806","15","41","39","5919","1681","2065","611","742","16"
"publicpolygonfeature:5:41664","ZIP Code 33068","country:us/state:fl/zip:33068","33068","0","91","35","161","144","164","283","76","562","460","47","57","203","0","0","2230","1044","653","4799","2250","1123","132","2927","7359","2505","653","1037","28","878","338","790","128","149","0","6947","6331","6750","3047","3658","7"
