city,geoid,feature label,feature id,shid,Housing Built 1939 or Earlier (2020-2024),Housing Built 1940 to 1949 (2020-2024),Housing Built 1950 to 1959 (2020-2024),Housing Built 1960 to 1969 (2020-2024),Housing Built 1970 to 1979 (2020-2024),Housing Built 1980 to 1989 (2020-2024),Housing Built 1990 to 1999 (2020-2024),Housing Built 2000 to 2009 (2020-2024),Housing Built 2010 to 2019 (2020-2024),Housing Built 2020 or Later (2020-2024),Renter Excessive Housing Costs (2020-2024),Home Owner Excessive Housing Costs (2020-2024),Median Home Rent (2020-2024),Median Household Income (2020-2024),Rental Vacancy Rate (2020-2024),Homeowner Vacancy Rate (2020-2024),Total Housing Units (2020-2024),Percent Change in Population (Difference Decennial Census 2020 - 2010),Per Capita Income (2020-2024),Income 49% and Below Poverty Level (2020-2024),Income 50% to 99% the Poverty Level (2020-2024),Income 100% to 124% the Poverty Level (2020-2024),Income 125% to 149% the Poverty Level (2020-2024),Income 150% to 184% the Poverty Level (2020-2024),Income 185% to 199% the Poverty Level (2020-2024),Income 200% and Over the Poverty Level (2020-2024),Unemployment Rate (2020-2024),Labor Force Participation Rate (2020-2024),Commute Mean Travel Time (2020-2024),Commute Transportation by Public Transit (2020-2024),No Vehicles Available (2020-2024),Total Population (2020-2024),data_source,Transit_Accessibility_Index,Expected_Rent_From_Income,Income_Rent_Mismatch_Ratio,Walkability_Premium_Index,Luxury_Vacancy_Flag,Vacancy_Quality_Score,Housing_Age_Diversity_Index,Economic_Stress_Index,Transit_Accessibility_Index_Std,Income_Rent_Mismatch_Ratio_Std,Walkability_Premium_Index_Std,Vacancy_Quality_Score_Std,Economic_Stress_Index_Std,Comprehensive_Mismatch_Score,Basic_Rent_Waste,Rent_Per_Commute_Minute,Commute_Rent_Mismatch,Comprehensive_Rent_Waste_Score,Total_Monthly_Location_Cost,Time_Value_Rent_Waste,Population_Growth_Score,New_Development_Score,Economic_Vitality_Score,Ultra_Recent_Boost,City_Boom_Score,Boom_Category,total_jobs,pct_less_than_hs,pct_hs_only,pct_some_college,pct_bachelors_plus,pct_tech_jobs,pct_service_jobs,pct_manufacturing_jobs,pct_service_occup,pct_sales_office,pct_blue_collar,pct_work_from_home,jobs_per_capita,education_income_ratio,high_tech_area,high_remote_work,jobs_per_capita_log,commercial_district,education_occupation_mismatch,remote_work_premium,service_economy_index,city_median_rent,rent_deviation,rent_deviation_pct,predicted_deviation,predicted_rent_normalized,residual_normalized,predicted_rent,residual,residual_pct,abs_residual,affordability_category
Jacksonville,32065,ZIP Code 32065,publicpolygonfeature:5:42938,country:us/state:fl/zip:32065,21,24,136,154,973,3517,1096,5895,2707,609,2136,2540,1743.0,97455.0,0.0,0.3568745304282494,15132,29.33064,36874.0,2856,1448,1032,1364,2153,719,31779,3.6629681670623575,65.25991053524602,31.28601137684262,0,419,41578,original_complete_data,0.7176843774781918,1630.8584999999998,1.0687622500664529,14.761067062822988,0,6.060140645821603,1.6185545129398673,13.046118495632832,-1.0488087923049234,0.2849561593818742,-0.6869957221037815,-0.9069518105915731,-0.1304992763907269,-0.0087660056169439,22.874774608933816,1.2661772664622155,-19.14994004400569,70.78992072480182,2316.5768752421145,1344.1949307976702,0.1985148129373941,28.042267593202418,26.84894732992283,4.683558047186608,15.66275309968818,STABLE/DECLINE,6455.0,7.866415178076112,29.12089944154739,38.178187063131034,24.83449831724546,0,0,0,16.208942442962872,26.038289803657715,23.243011805003363,18.279516145156453,0.1552503727933041,0.2548304172925499,0,1,0.1443170934631047,0,5.772285375590724,4.539626129469491,8.104471221481436,1508.0,235.0,15.583554376657824,226.71336,1734.713363647461,8.286636352539062,1734.713363647461,8.286636352539062,0.4776948472406606,8.286636352539062,Market Rate
Jacksonville,32068,ZIP Code 32068,publicpolygonfeature:5:43223,country:us/state:fl/zip:32068,80,51,230,272,1508,5156,4876,5795,3093,871,1704,3383,1391.0,84431.0,1.8936801277663704,2.063510941960038,21932,13.70986,36022.0,2690,2754,3580,2699,2761,1851,42495,4.3032043032043035,66.33445982306219,32.3978622327791,25,594,58983,original_complete_data,1.0045520678794522,1517.5497,0.9166091891422072,14.108202111665523,0,10.12812480360759,1.7515778784402765,11.515205164454931,-1.0276575460434825,-0.315747699804249,-0.8007176728214485,-0.7277094166162381,-0.41130757199037,-0.0270898508950492,17.1334131400343,0.975793900736164,-310.3492812246768,58.68912797281993,1984.96080760095,1012.5788631565056,0.09279068896205,23.1286534341895,23.48138454371968,4.621626715018399,13.303581578825328,STABLE/DECLINE,7833.0,8.530924601681093,32.7010412746205,36.10086563793752,22.66716848576088,0,0,0,18.606492478226443,22.6326207442597,29.87727632620744,13.07639366827254,0.1328009765525659,0.2684697384344717,0,0,0.1246933060266553,0,6.772332563817788,2.964048184648705,9.30324623911322,1508.0,-117.0,-7.758620689655173,33.148766,1541.1487655639648,-150.14876556396484,1541.1487655639648,-150.14876556396484,-9.742652294116441,150.14876556396484,Highly Affordable
Jacksonville,32073,ZIP Code 32073,publicpolygonfeature:5:42945,country:us/state:fl/zip:32073,77,140,678,2871,5158,2938,2792,1910,626,375,3293,1858,1472.0,76455.0,1.239866475917978,1.6775396085740912,17565,7.25532,37391.0,2199,2251,574,2374,3023,1147,31064,4.435378873361687,64.63475373547315,27.05362436001078,33,1214,43561,original_complete_data,3.087518389311289,1448.1585,1.0164633222123132,19.984562082973184,0,9.893175355814948,1.8774803465022687,13.312663961089688,-0.8740768707249502,0.0784787635119354,0.2228801139360466,-0.7380616942682869,-0.0816080842308388,0.0719374688006944,15.21335047702962,1.236601240904201,-521.5945781695091,43.68346545866365,1967.983113266864,995.6011688224196,0.0491052528209726,7.292574312360387,30.11571464701614,2.484494620614907,9.982337256010982,STABLE/DECLINE,20230.0,8.386918978504502,26.361075387347665,38.57860248637394,26.6734031477739,0,0,0,20.49582322824037,20.35030988951765,22.31743465373215,13.817928471899672,0.4644062349349188,0.3488771584301079,0,0,0.3814498599269089,0,5.952819317430974,3.6857117679808327,10.247911614120184,1508.0,-36.0,-2.3872679045092835,-51.980537,1456.0194625854492,15.98053741455078,1456.0194625854492,15.98053741455078,1.097549711744525,15.98053741455078,Market Rate
Jacksonville,32079,ZIP Code 32079,publicpolygonfeature:5:42946,country:us/state:fl/zip:32079,66,13,84,19,11,15,0,0,0,7,135,0,1837.0,41094.0,3.8461538461538463,0.0,215,4.87309,31075.0,27,10,12,13,39,2,187,0.0,4.77326968973747,3.5,0,41,419,original_complete_data,45.48837209302325,1140.5178,1.6106719246293215,41.42720417316905,0,30.38394154592408,1.5631334774837224,17.66158781074579,2.252210711986435,2.424428286086483,3.957954393409329,0.1647967839965238,0.716094743907024,1.9118373556199897,0.0,11.928571428571429,-1444.6053496011264,28.8788221970555,1901.1666666666667,928.7847222222224,0.0329819107178393,4.166338194718171,90.88916726179605,3.788912075382398,24.36262815015394,STABLE/DECLINE,25.0,9.54653937947494,26.730310262529834,17.42243436754177,46.30071599045346,0,0,0,65.0,65.0,0.0,0.0,0.0596658711217183,1.1267025840865688,0,0,0.057953642510087,0,0.0,0.0,32.5,1508.0,329.0,21.816976127320956,311.9961,1819.99609375,17.00390625,1819.99609375,17.00390625,0.9342825684292764,17.00390625,Market Rate
Jacksonville,32080,ZIP Code 32080,publicpolygonfeature:5:42950,country:us/state:fl/zip:32080,291,107,699,650,2309,5883,2322,2802,1189,258,835,2320,1788.0,92531.0,3.3653846153846154,4.036186499652053,16510,8.82472,64548.0,820,820,706,363,810,521,16834,5.634395038368548,50.55188803802481,23.06573675619528,0,271,20894,original_complete_data,3.986674742580255,1588.0196999999998,1.125930616603812,18.485034390419713,0,25.715060748580527,1.8392175640562545,11.121523072831346,-0.8077805324063013,0.5106582135748972,-0.0383212479229587,-0.0409221516831061,-0.4835188428085971,0.2282931266073748,16.683631739955153,1.7617630889439948,-423.6689649587288,44.21857304643262,2210.871840530247,1238.489896085803,0.0597272217730291,11.215442104938967,30.283111449327137,1.8185597717527184,11.138170998609306,STABLE/DECLINE,7522.0,3.96816307833257,14.899221255153458,27.57100320659643,53.56161245991754,0,0,0,19.75070485235198,15.358361774744028,13.14735123905624,23.32461030833997,0.3600076577007753,0.5788504658970242,0,1,0.3074903303944433,0,7.0419333194074705,12.493037381139034,9.87535242617599,1508.0,280.0,18.56763925729443,144.7231,1652.7230987548828,135.2769012451172,1652.7230987548828,135.2769012451172,8.185091703929785,135.2769012451172,Overpriced
Jacksonville,32082,ZIP Code 32082,publicpolygonfeature:5:42953,country:us/state:fl/zip:32082,121,7,156,188,1769,5264,4559,2149,684,261,1334,2701,1925.0,124558.0,4.087652760219132,0.654485955822198,15158,11.75748,93651.0,902,372,372,433,654,214,26174,1.8858079904591536,53.65064140990289,23.256429251772673,0,456,29289,original_complete_data,1.1241588600079166,1866.6546,1.031256666337736,19.337155065963,0,34.91646990017815,1.609689984754992,8.465168496083567,-1.0188387323551524,0.136883233671325,0.1101088757922692,0.3645077960029587,-0.970761579555119,0.1886363702085923,18.617480984010463,1.8812002275312856,-276.2411010945225,50.72763306908268,2351.367869615832,1378.985925171388,0.0795766455425163,7.977831250936464,21.044776281184056,2.0037962142582253,7.882774892942656,STABLE/DECLINE,13483.0,1.6841086975639783,8.970187318617535,18.81540761586492,70.53029636795357,0,0,0,14.742300772568523,23.431050904857656,6.466292729389353,27.197781030896063,0.4603434736590528,0.5662446118912761,0,1,0.378671663982766,0,4.560695426057745,19.18267556659805,7.371150386284262,1508.0,417.0,27.652519893899203,403.13718,1911.137176513672,13.862823486328123,1911.137176513672,13.862823486328123,0.7253704054680634,13.862823486328123,Market Rate
Jacksonville,32084,ZIP Code 32084,publicpolygonfeature:5:42967,country:us/state:fl/zip:32084,2301,333,922,1270,1072,1932,1601,4263,3220,1402,2799,2310,1567.0,73837.0,2.2226517201391576,3.9833868227298472,18316,15.36206,39690.0,1828,3552,1096,1674,2008,963,24705,4.229313142239048,57.313866806891646,22.816270251637366,15,1048,37291,original_complete_data,11.664921295736502,1425.3819,1.0993544958021426,21.4782416970964,0,14.24478221444704,2.126996137275204,14.705832927876608,-0.2416502600333323,0.4057350642752079,0.4830628043441502,-0.5463223952132934,0.173934404738636,0.159335673608988,13.677304221122707,1.5608877336593003,-658.310837651898,32.67836919592298,1985.298287946685,1012.9163435022404,0.1039730625459596,32.29194813463083,34.81837675656585,8.90783832154959,19.319353033576753,STABLE/DECLINE,29588.0,7.795937178714503,29.9358315311802,29.20906158045875,33.05916970964654,0,0,0,28.36263357462944,22.24060668734919,20.206825232678387,16.527593946020602,0.7934354133705184,0.4477317565671213,0,1,0.5841330058394111,0,6.680208646602828,5.4638853315362175,14.18131678731472,1508.0,59.0,3.9124668435013263,53.036972,1561.0369720458984,5.9630279541015625,1561.0369720458984,5.9630279541015625,0.3819914621423992,5.9630279541015625,Market Rate
Jacksonville,32086,ZIP Code 32086,publicpolygonfeature:5:42981,country:us/state:fl/zip:32086,47,27,120,314,2333,4090,1991,2643,3161,1177,1741,2809,1601.0,76512.0,6.65032178976402,1.3424562619088862,15903,27.82469,39773.0,1169,1278,1110,1309,1845,1456,26248,2.981730437780076,57.839165947274054,21.83710710561597,77,664,34855,original_complete_data,0.8203034583866743,1448.6544,1.105163522783626,20.933317147344603,0,37.203583736592414,1.845449220013201,10.76615391147479,-1.0412425116673862,0.4286692392743608,0.3881428937533697,0.4652819739329241,-0.5487025514333231,0.4058217202503772,13.39198608866534,1.6662630017968798,-677.8555770851053,31.766704416761044,2001.3469636029597,1028.9650191585151,0.1883222844912685,34.906429551187976,34.10769971973791,8.612958428651313,19.926062437727943,STABLE/DECLINE,11962.0,7.00172293705781,22.929726162982515,34.5687158620184,35.499835037941274,0,0,0,25.607031133621337,22.05422314911366,20.855057351407716,19.37788986969315,0.3431932290919524,0.4639773504540631,0,1,0.2950497858899542,0,7.403510956817784,6.879118937575002,12.803515566810669,1508.0,93.0,6.16710875331565,143.33104,1651.331039428711,-50.33103942871094,1651.331039428711,-50.33103942871094,-3.0479073079207244,50.33103942871094,Affordable
Jacksonville,32091,ZIP Code 32091,publicpolygonfeature:5:43227,country:us/state:fl/zip:32091,246,215,524,1047,834,1527,1006,848,264,174,990,657,830.0,62852.0,0.6881948120698782,0.9521218715995649,6685,1.97112,29320.0,1099,1241,1095,743,749,247,8886,4.666083406240887,59.56638161872678,31.15358244772026,0,338,14719,original_complete_data,8.840688107703814,1329.8123999999998,0.6241481881203695,16.434766094152277,0,0.8553410398248532,2.0884525698505287,15.027165659507876,-0.4498858113296737,-1.4703906028656872,-0.3954556135107424,-1.1362842527435804,0.2328749697282475,0.2794503960095506,6.24339006958017,0.6055045642115793,-939.3917082131688,31.57984144960362,1401.149011541538,428.7670670970937,0.0133408789606076,8.384316012322047,15.674052201724978,3.0290244842409555,6.741379610188167,STABLE/DECLINE,4937.0,9.676160749122124,42.5477955520874,29.730784237222007,18.04525946156847,0,0,0,25.917038052793966,29.362358587589988,25.882756256427836,10.107858243451464,0.3354168082070793,0.2871071638383579,0,0,0.2892434590084284,0,4.67061052227775,1.8239892460383536,12.958519026396983,1508.0,-678.0,-44.96021220159151,-591.7209,916.2791137695312,-86.27911376953125,916.2791137695312,-86.27911376953125,-9.416248004888253,86.27911376953125,Affordable
Jacksonville,32092,ZIP Code 32092,publicpolygonfeature:5:43228,country:us/state:fl/zip:32092,270,0,56,181,624,728,1229,7806,5663,3663,1525,3548,2424.0,131020.0,9.381007304882738,2.351868732907931,20220,55.14597,52831.0,1333,1497,893,1056,1544,1271,45277,2.0210126951699983,65.63849328466806,31.860348627529554,0,125,53071,original_complete_data,0.9673590504451036,1922.874,1.2606130198858585,12.940197442842072,1,77.66494076484342,1.5467709503192546,8.649922726025567,-1.0303998509362349,1.0423875059370662,-1.0041713413794788,2.2480791078287425,-0.9368729724352634,0.6772553964619039,35.98647826976683,1.7291370453902288,693.2572249006446,87.8312570781427,3008.1063915047084,2035.724447060264,0.3732374035752765,59.02135827926705,28.319528701477193,21.081946873018445,27.025117437702605,STABLE/DECLINE,9570.0,4.292645486691702,17.89150516707327,26.400043858446864,51.41580548778817,0,0,0,16.124023241835303,21.35343618513324,12.86315367661791,25.295614428977697,0.1803244709916903,0.3924271522499478,0,1,0.1657893760954492,0,6.613694073965138,13.00594391174405,8.062011620917652,1508.0,916.0,60.742705570291776,859.28827,2367.2882690429688,56.71173095703125,2367.2882690429688,56.71173095703125,2.3956411096464514,56.71173095703125,Market Rate
Jacksonville,32095,ZIP Code 32095,publicpolygonfeature:5:43222,country:us/state:fl/zip:32095,0,0,0,30,197,451,811,1527,2940,2193,331,1431,2676.0,136038.0,10.490463215258854,1.8694318679713744,8149,128.36284,58849.0,483,1098,334,378,848,66,17810,4.598304047556605,68.30460969646371,28.95747696669029,28,94,21399,original_complete_data,0.052338894340857,1966.5306,1.3607721130807728,14.908705500375529,1,84.22007043834144,1.5352794771405591,10.725976250519334,-1.0978658546150453,1.437817958990675,-0.6612787172475445,2.5369094203184583,-0.5560721524840901,0.975697812224158,36.501247730568274,2.1002583162939508,786.5160515637508,82.97848244620612,3206.8870777226552,2234.505133278211,0.8687817644181188,80.6049822064057,31.11347721306054,31.31765683751598,35.39570326648478,SLOW GROWTH,6794.0,3.2139452539833857,15.627127876889556,24.799128421626037,56.35979844750102,0,0,0,24.30900070871722,21.785967399007795,8.94401133947555,33.954315671222616,0.3174914715640918,0.4142945239381718,0,1,0.2757295282162939,0,5.040826764050056,19.13658387652932,12.15450035435861,1508.0,1168.0,77.45358090185677,758.74304,2266.7430419921875,409.2569580078125,2266.7430419921875,409.2569580078125,18.05484567179375,409.2569580078125,Highly Overpriced
Jacksonville,32097,ZIP Code 32097,publicpolygonfeature:5:43232,country:us/state:fl/zip:32097,63,125,181,145,713,951,1233,1878,3602,1567,798,1685,1892.0,93161.0,7.218992248062016,1.1746680286006128,10458,45.73031,38559.0,1134,1335,486,372,1785,156,21077,2.8798267773367017,67.65193501018426,28.29895646502527,44,189,26700,original_complete_data,2.1829571899153595,1593.5007,1.187322980153068,15.72785748916678,0,54.753369612755854,1.8263211077495536,10.621909003212997,-0.9407717176078666,0.7530367072087315,-0.5185913790247743,1.2385557901982494,-0.575160722521791,0.4977136984918578,22.83376235963041,1.5194906587154116,-33.4946059210115,67.66138165345414,2410.8142018587964,1438.432257414352,0.3095105983101304,63.24887929441738,32.636926699457135,17.43714207519475,28.985938380117517,STABLE/DECLINE,6111.0,8.660728921916835,30.94912846292552,32.30970985192066,28.080432763236985,0,0,0,21.001141366378604,25.093755095385617,23.74857329202674,9.362299564028673,0.228876404494382,0.301418327017067,0,0,0.2061002596149945,0,6.668702155495626,2.6289742341699007,10.500570683189302,1508.0,384.0,25.46419098143236,398.64432,1906.6443176269531,-14.644317626953123,1906.6443176269531,-14.644317626953123,-0.7680676197215287,14.644317626953123,Market Rate
Jacksonville,32145,ZIP Code 32145,publicpolygonfeature:5:43047,country:us/state:fl/zip:32145,167,0,120,81,231,121,460,779,444,72,430,303,1113.0,75557.0,0.0,0.0,2475,4.24264,40628.0,236,603,171,34,333,19,4319,8.576576576576576,60.922063666300765,34.85849056603774,4,69,5759,original_complete_data,6.98535835872179,1440.3458999999998,0.7727310502289764,12.812878848247127,0,1.7750587093058898,1.897201993924701,18.123105897594087,-0.5866824521852739,-0.8837819724813274,-1.0263488513136534,-1.095759906909127,0.8007488550947319,0.1294791013667893,12.887383929356538,0.7256612129413211,-453.7918241945051,50.795583238958095,1752.072327044025,779.6903825995809,0.0287149167546533,26.678993323061125,19.31573290946134,3.385417542679338,13.181223199415737,STABLE/DECLINE,781.0,14.09270906126252,40.3214535290007,32.96063358956441,12.625203820172374,0,0,0,14.32246998284734,19.725557461406517,40.694682675814754,7.862504938759384,0.1356138218440701,0.1670950913902401,0,0,0.127173316944572,0,5.137786631793989,0.9926572738894912,7.16123499142367,1508.0,-395.0,-26.19363395225464,-330.4998,1177.5002136230469,-64.50021362304688,1177.5002136230469,-64.50021362304688,-5.477724154680733,64.50021362304688,Affordable
Jacksonville,32202,ZIP Code 32202,publicpolygonfeature:5:41095,country:us/state:fl/zip:32202,586,250,309,278,457,125,23,284,179,146,1038,60,1124.0,34825.0,8.649602824360105,0.0,2637,-8.51447,33115.0,768,632,222,175,130,44,1539,7.912457912457913,30.72577884286203,19.775036284470247,77,1065,6023,original_complete_data,26.563705265575628,1085.9775,1.0350122355205331,47.413515654100266,0,16.058165499320882,2.1184647048418737,30.119696621023888,0.8568626059547847,0.1517103090376893,5.000704533400942,-0.4664216019534333,3.0012275663623815,1.3238911084760756,6.80569993260051,1.2918031693077563,-1267.618241059649,9.555492638731597,1486.5423318819544,514.1603874375099,0.0,15.771324630583033,61.213813801825,6.443141559469824,20.67916499557814,STABLE/DECLINE,29100.0,21.110257395313106,30.676142912024584,30.29197080291971,17.921628889742607,0,0,0,34.542815674891145,19.230769230769234,10.449927431059509,16.026812918951858,4.831479329237921,0.5146196378964136,0,1,1.7632707124694316,0,1.8727972134418984,2.872265934187877,17.271407837445572,1508.0,-384.0,-25.46419098143236,-340.71628,1167.283721923828,-43.283721923828125,1167.283721923828,-43.283721923828125,-3.7080720917183014,43.283721923828125,Market Rate
Jacksonville,32204,ZIP Code 32204,publicpolygonfeature:5:41100,country:us/state:fl/zip:32204,2096,449,471,249,541,356,350,323,609,224,1674,238,1167.0,65063.0,4.976792160907684,0.0,5668,16.88485,46699.0,1087,646,169,374,424,186,5959,4.0234532955923985,60.538696777228886,19.44899927658548,15,569,9151,original_complete_data,31.992172109329807,1349.0481,0.8650544039163615,26.34893021202344,0,12.714412413154475,2.0133967743281844,17.552258435000468,1.257112766137372,-0.519287203094928,1.3314835968428476,-0.6137531265562908,0.6960409661804982,0.5885867732981965,7.118160664025208,1.3637065278036082,-1242.4473093857068,11.149490373725936,1523.5649867374004,551.183042292956,0.1142795670065828,18.806591868712847,26.97141443893273,4.5991028720238,12.88473930600172,STABLE/DECLINE,18623.0,12.660718971398582,22.06769876672789,22.8417738126476,42.42980844922592,0,0,0,17.988907644080058,19.65276103207138,15.746322642874366,14.318181818181818,2.0350781335373185,0.6521342152871206,0,1,1.1102371683439474,0,6.681134535168683,6.075177118866439,8.994453822040029,1508.0,-341.0,-22.612732095490717,-242.77216,1265.2278442382812,-98.22784423828124,1265.2278442382812,-98.22784423828124,-7.763648633374679,98.22784423828124,Affordable
Jacksonville,32205,ZIP Code 32205,publicpolygonfeature:5:41113,country:us/state:fl/zip:32205,4573,2985,2905,1336,1641,1038,377,776,228,215,3205,1780,1263.0,64789.0,9.56401384083045,1.1403508771929824,16074,4.92514,47052.0,2244,2296,875,1261,1638,843,19891,2.5700106345267635,70.83746693121694,24.311811621724267,215,1137,29148,original_complete_data,39.35066374010322,1346.6643,0.9378729353707528,21.60336575059942,0,26.27348853196595,1.948503240095589,14.350381169159826,1.7996669602940485,-0.2317979301272447,0.5048580491659741,-0.0163168609853126,0.1087355456651721,0.5182484381245925,10.595939171180548,1.1806831140833611,-880.5283754562306,24.38278595696489,1708.7165463982783,736.3346019538338,0.0333341940643121,3.5267502209062744,30.69097707891812,1.5565728211001917,8.89809358603394,STABLE/DECLINE,11781.0,8.529822821333575,25.742752806455975,27.870700148775978,37.85672422343448,0,0,0,16.59703759969616,19.430307633877707,22.44587922521838,19.218261029637357,0.404178674351585,0.5843078952203997,0,1,0.339452558440811,0,8.497274597816094,7.275404078529594,8.29851879984808,1508.0,-245.0,-16.246684350132625,-34.959442,1473.040557861328,-210.04055786132812,1473.040557861328,-210.04055786132812,-14.25897995410805,210.04055786132812,Highly Affordable
Jacksonville,32206,ZIP Code 32206,publicpolygonfeature:5:41181,country:us/state:fl/zip:32206,3984,1063,876,593,624,386,272,1226,295,133,2002,948,860.0,39242.0,6.365795724465559,1.0275983558426305,9452,1.99397,25776.0,2927,2607,677,1698,1554,353,7205,8.60067407314942,60.854765506807865,25.064356435643564,374,1691,17105,original_complete_data,38.47298994547506,1124.4054,0.764848692473373,28.761991109777195,0,4.122557199088354,1.8493125766406335,25.592562709530583,1.734954567826889,-0.9149017060871738,1.7518124749769337,-0.9923250770667468,2.170836497352837,1.0113937558276462,5.2919744973255956,0.779810748208931,-1242.376075007783,12.242355605889014,1319.513201320132,347.13125687568765,0.0134955316881178,5.794487042469713,36.47297477599221,1.637505906468165,11.025063833476626,STABLE/DECLINE,10425.0,18.33638503792833,31.63309791612172,27.46534135495684,22.56517569099311,0,0,0,24.58745874587459,23.05280528052805,30.90759075907591,15.926748057713652,0.6094709149371529,0.5750261375820068,0,1,0.4759055007249479,0,6.97435215663863,3.5938986810849185,12.293729372937294,1508.0,-648.0,-42.97082228116711,-533.46405,974.5359497070312,-114.53594970703124,974.5359497070312,-114.53594970703124,-11.752870660283335,114.53594970703124,Highly Affordable
Jacksonville,32207,ZIP Code 32207,publicpolygonfeature:5:41191,country:us/state:fl/zip:32207,2362,2431,4030,2130,2893,1365,384,1691,1179,937,3670,2226,1266.0,65234.0,10.638069705093834,2.265409383624655,19402,7.9739,45391.0,2589,2174,1414,2507,1662,1021,25232,3.0529720986655886,65.93932943054817,19.817186399436512,73,2283,36998,original_complete_data,27.363739183387715,1350.5358,0.9374057318584224,27.356391122469276,0,27.563874827014363,2.1629362707894018,13.53574562712187,0.9158504772953304,-0.2336424605703222,1.506972294474073,0.0405397834130573,-0.0406892541819638,0.4813132463565907,8.339620377397223,1.4519077881583335,-1123.3132963401522,15.090600226500566,1629.3150839896691,656.9331395452249,0.0539687257721443,13.956100978581626,30.483237265034095,5.620151693832455,12.388543833236508,STABLE/DECLINE,57828.0,11.490741085733449,22.374157010320804,26.983121576809864,39.15198032713588,0,0,0,19.626048536850867,18.15969776525581,21.905615675225715,17.90032593838713,1.5630034055894912,0.6001775198077058,0,1,0.9411797761323158,0,8.576482339702366,7.008332089890531,9.813024268425432,1508.0,-242.0,-16.047745358090186,33.314735,1541.3147354125977,-275.31473541259766,1541.3147354125977,-275.31473541259766,-17.86233071591949,275.31473541259766,Highly Affordable
Jacksonville,32208,ZIP Code 32208,publicpolygonfeature:5:41305,country:us/state:fl/zip:32208,1026,2223,4276,2931,1412,658,445,1421,483,152,3356,2602,1214.0,41324.0,5.816226783968719,3.446075303126994,15027,5.78943,25861.0,3287,5912,2071,2320,1766,1057,15980,7.0629073391895725,56.96126151494428,25.23719165085389,541,1784,32699,original_complete_data,30.70771128742477,1142.5188,1.0625645722416122,24.4541971688022,0,17.147462000874707,1.985818118055976,24.499826854843334,1.1624072692607976,0.2604875817222524,1.001441775203733,-0.4184253204748621,1.9704010535911367,0.6727190885930933,10.3700520444849,1.0932638414217362,-878.9247219815552,25.243488108720275,1676.6818469323214,704.2999024878769,0.0391838573404514,5.407498141762907,54.29316262498598,1.177134934484564,15.32696794229298,STABLE/DECLINE,7093.0,14.846721349035422,36.337808733904595,33.230994821976815,15.58447509508317,0,0,0,23.080903915818528,23.77091599102984,27.17785061238572,10.904480135249363,0.216917948561118,0.3771289104414667,0,0,0.196321390665206,0,4.235525360066161,1.6994059909262285,11.540451957909264,1508.0,-294.0,-19.49602122015915,-252.6376,1255.3623962402344,-41.362396240234375,1255.3623962402344,-41.362396240234375,-3.2948570360330436,41.362396240234375,Market Rate
Jacksonville,32209,ZIP Code 32209,publicpolygonfeature:5:41320,country:us/state:fl/zip:32209,1809,1079,3874,4960,1984,832,1047,1286,619,158,4589,2040,1062.0,30514.0,14.31123018530922,2.8301886792452833,17648,8.98826,19820.0,7587,5445,2674,2632,2597,2295,10506,12.874870734229576,50.57012967655389,23.54914711148808,919,2917,34657,original_complete_data,24.050254271422173,1048.4718,1.012902779073314,28.64077271710808,0,15.02868451395364,2.0017862282262753,32.46300246651101,0.6715415582305114,0.0644216555483938,1.7306975536555294,-0.5117823086848332,3.431049233689316,0.8255403646753806,7.570449885944987,1.0249357873597509,-1123.2340632585974,13.609852774631936,1493.7343637106146,521.3524192661702,0.0608340886026579,5.634046975121779,67.25082340487998,1.0418772115070916,18.628399595918168,STABLE/DECLINE,14560.0,17.4281552112303,37.44757868714961,32.622610691740604,12.501655409879486,0,0,0,27.254735651682218,26.38771086608237,30.38356422580341,6.757469244288225,0.4201171480508988,0.4097022812440023,0,0,0.3507393668377382,0,3.7984485007493607,0.8447955193495013,13.627367825841109,1508.0,-446.0,-29.57559681697613,-395.19397,1112.8060302734375,-50.8060302734375,1112.8060302734375,-50.8060302734375,-4.565578267126527,50.8060302734375,Affordable
Jacksonville,32210,ZIP Code 32210,publicpolygonfeature:5:42990,country:us/state:fl/zip:32210,1206,2101,5792,4817,4071,3154,2309,3601,1667,631,6816,3600,1293.0,61050.0,7.272147356670122,1.5135967162647512,29349,10.74498,37496.0,5607,5226,3333,4770,4251,2367,39893,7.624174071542493,68.71852483148679,26.28962000212487,405,2162,65729,original_complete_data,18.8481224858173,1314.135,0.9839171774589368,20.722563449670865,0,23.94467537697723,2.1534040562547627,19.343903306670914,0.287979469631787,-0.0500141806077837,0.3514318992698594,-0.1189283827687735,1.0246740327869022,0.255230361363452,12.0503155012791,1.117793396556834,-742.373534449735,32.225368063420156,1774.9763667056227,802.5944222611782,0.0727238715117038,10.019629346652875,34.715545497684786,2.502021274546969,11.960430660900853,STABLE/DECLINE,11734.0,10.658598495150033,34.94470129634666,31.48399963738555,22.912700571117757,0,0,0,25.144314197683897,20.78478591918405,29.13907284768212,11.866787352913637,0.1785208964079782,0.3753104106653195,0,0,0.1642601745970352,0,6.67654851078928,2.7190014535843727,12.572157098841949,1508.0,-215.0,-14.257294429708224,-149.83273,1358.1672668457031,-65.16726684570312,1358.1672668457031,-65.16726684570312,-4.798176810508169,65.16726684570312,Affordable
