city,geoid,feature label,feature id,shid,Housing Built 1939 or Earlier (2020-2024),Housing Built 1940 to 1949 (2020-2024),Housing Built 1950 to 1959 (2020-2024),Housing Built 1960 to 1969 (2020-2024),Housing Built 1970 to 1979 (2020-2024),Housing Built 1980 to 1989 (2020-2024),Housing Built 1990 to 1999 (2020-2024),Housing Built 2000 to 2009 (2020-2024),Housing Built 2010 to 2019 (2020-2024),Housing Built 2020 or Later (2020-2024),Renter Excessive Housing Costs (2020-2024),Home Owner Excessive Housing Costs (2020-2024),Median Home Rent (2020-2024),Median Household Income (2020-2024),Rental Vacancy Rate (2020-2024),Homeowner Vacancy Rate (2020-2024),Total Housing Units (2020-2024),Percent Change in Population (Difference Decennial Census 2020 - 2010),Per Capita Income (2020-2024),Income 49% and Below Poverty Level (2020-2024),Income 50% to 99% the Poverty Level (2020-2024),Income 100% to 124% the Poverty Level (2020-2024),Income 125% to 149% the Poverty Level (2020-2024),Income 150% to 184% the Poverty Level (2020-2024),Income 185% to 199% the Poverty Level (2020-2024),Income 200% and Over the Poverty Level (2020-2024),Unemployment Rate (2020-2024),Labor Force Participation Rate (2020-2024),Commute Mean Travel Time (2020-2024),Commute Transportation by Public Transit (2020-2024),No Vehicles Available (2020-2024),Total Population (2020-2024),data_source,Transit_Accessibility_Index,Expected_Rent_From_Income,Income_Rent_Mismatch_Ratio,Walkability_Premium_Index,Luxury_Vacancy_Flag,Vacancy_Quality_Score,Housing_Age_Diversity_Index,Economic_Stress_Index,Transit_Accessibility_Index_Std,Income_Rent_Mismatch_Ratio_Std,Walkability_Premium_Index_Std,Vacancy_Quality_Score_Std,Economic_Stress_Index_Std,Comprehensive_Mismatch_Score,Basic_Rent_Waste,Rent_Per_Commute_Minute,Commute_Rent_Mismatch,Comprehensive_Rent_Waste_Score,Total_Monthly_Location_Cost,Time_Value_Rent_Waste,Population_Growth_Score,New_Development_Score,Economic_Vitality_Score,Ultra_Recent_Boost,City_Boom_Score,Boom_Category,total_jobs,pct_less_than_hs,pct_hs_only,pct_some_college,pct_bachelors_plus,pct_tech_jobs,pct_service_jobs,pct_manufacturing_jobs,pct_service_occup,pct_sales_office,pct_blue_collar,pct_work_from_home,jobs_per_capita,education_income_ratio,high_tech_area,high_remote_work,jobs_per_capita_log,commercial_district,education_occupation_mismatch,remote_work_premium,service_economy_index,city_median_rent,rent_deviation,rent_deviation_pct,predicted_deviation,predicted_rent_normalized,residual_normalized,predicted_rent,residual,residual_pct,abs_residual,affordability_category
Jacksonville,32211,ZIP Code 32211,publicpolygonfeature:5:42992,country:us/state:fl/zip:32211,396,313,4593,3422,2455,1095,837,449,1315,579,3655,1686,1185.0,57021.0,8.92204183121252,1.2600806451612905,15454,13.61842,28632.0,4026,4275,1355,1723,3576,1359,19986,7.578271932735922,67.30859899176731,23.91229042538451,237,1428,36762,original_complete_data,20.84283680178046,1279.0827,0.9264451782515704,23.339471932972486,0,20.59237721706988,1.9405898431460185,21.650314374286513,0.4350531733979528,-0.2769149837154885,0.8072688025115736,-0.2666364180497985,1.4477282630031705,0.455007406011489,9.350605876552036,1.1262751372920865,-980.3758667991988,19.73103057757644,1623.3919911320493,651.0100466876048,0.0921718073251339,15.683175657445936,33.766199891608096,4.360061377581189,13.61476894045772,STABLE/DECLINE,6091.0,13.225106418495953,31.529087722226866,33.632417995159,21.613387864118184,0,0,0,26.693917140085908,21.525564639046696,24.64320354718027,12.848689771766692,0.165687394592242,0.3790425959579485,0,0,0.1533109512901252,0,5.326231164796203,2.777037155829216,13.346958570042954,1508.0,-323.0,-21.419098143236074,-244.61154,1263.3884582519531,-78.38845825195312,1263.3884582519531,-78.38845825195312,-6.2046204189970835,78.38845825195312,Affordable
Jacksonville,32216,ZIP Code 32216,publicpolygonfeature:5:42997,country:us/state:fl/zip:32216,64,318,2901,1982,3592,3458,1161,4539,1816,310,5745,2279,1364.0,61821.0,8.309051602594229,0.7197431070756284,20141,20.16001,39510.0,3939,3295,1782,1711,3116,1217,26300,4.169934037547858,65.82418900281826,21.07342966676497,67,1304,42298,original_complete_data,9.843410612705604,1320.8427,1.0326740648224046,22.961935159229107,0,29.84300471085266,1.9825147213695633,18.04044301666097,-0.3759533632191321,0.1424791561889069,0.7415060160399863,0.1409621746305885,0.7855863881990219,0.3751907150624674,10.10870158005415,1.4710467394346485,-956.616656064075,20.789920724801817,1750.3462105573578,777.9642661129134,0.1364464128285641,13.507568253978942,36.82737036700487,1.7911650707103266,13.485985819505933,STABLE/DECLINE,40575.0,7.587495752633368,29.877675840978597,29.1471287801563,33.387699626231736,0,0,0,18.7791212031849,21.68092008257151,25.85078148038927,18.51691657054979,0.9592652134852712,0.5400705201506242,0,1,0.6725695118742543,0,8.630981271705911,6.182372484615095,9.38956060159245,1508.0,-144.0,-9.549071618037134,-37.688717,1470.3112831115725,-106.31128311157228,1470.3112831115725,-106.31128311157228,-7.230528958914681,106.31128311157228,Highly Affordable
Jacksonville,32217,ZIP Code 32217,publicpolygonfeature:5:43001,country:us/state:fl/zip:32217,730,50,1902,1864,2102,1893,451,149,196,116,1764,1061,1261.0,73832.0,9.976495168451292,3.030863056736278,9453,9.87934,48195.0,912,1318,542,1102,1038,713,14310,3.081389903530954,65.11543575486523,21.746223564954683,199,574,20221,original_complete_data,17.416817414161894,1425.3384,0.8847021872139276,22.310999167824217,0,26.561872746697723,1.8695681594893725,12.72486179587685,0.1824468946544962,-0.4417172930345784,0.6281200690632606,-0.0036101553964312,-0.1894258952078967,0.2340866618402911,9.26583764605994,1.317888176008487,-1022.8254695113563,17.740656851642132,1659.6807653575024,687.298820913058,0.0668650712035235,4.223571747467847,24.924525931614287,1.4280495558482873,7.664410737649988,STABLE/DECLINE,7733.0,6.090117275907002,23.92839997256704,28.681160414237706,41.30032233728825,0,0,0,16.580060422960724,26.598187311178243,20.567975830815712,19.854721549636803,0.382424212452401,0.5593824132799904,0,1,0.3238386337091221,0,8.49464031638243,8.200063999171032,8.290030211480362,1508.0,-247.0,-16.379310344827587,-7.763477,1500.2365231513977,-239.2365231513977,1500.2365231513977,-239.2365231513977,-15.946587052077449,239.2365231513977,Highly Affordable
Jacksonville,32218,ZIP Code 32218,publicpolygonfeature:5:43262,country:us/state:fl/zip:32218,480,473,1816,2666,2221,2935,3348,7073,5547,2170,4557,4862,1503.0,69638.0,9.44380674110404,1.103186984622242,28729,25.60274,33559.0,4311,3638,3883,3403,6434,2681,47262,4.651425984608419,64.90639444612995,23.85785407725322,345,1036,72905,original_complete_data,5.97229414679626,1388.8506,1.0821898338093383,19.425409870331222,0,40.56468348277326,2.0703338135876934,14.42889409619224,-0.661377412064226,0.3379685754640731,0.1254818997157723,0.6133778222764515,0.1231368058629315,0.393634425344163,13.562187625325524,1.4317754982691084,-665.3526741762216,33.20498301245753,1940.393991416309,968.0120469718646,0.1732837449774276,34.37343474467127,35.679550261621834,8.790107202625808,20.171578019811523,STABLE/DECLINE,42071.0,9.02321775595786,33.04285568170195,31.944359210391735,25.989567351948452,0,0,0,20.103004291845497,22.355364806866955,27.31330472103004,13.986592244765363,0.5770660448528907,0.3732095601819186,0,0,0.4555661871628595,0,7.0986097265150185,3.635054811695693,10.051502145922749,1508.0,-5.0,-0.3315649867374005,84.69685,1592.6968536376953,-89.69685363769531,1592.6968536376953,-89.69685363769531,-5.631759329016634,89.69685363769531,Affordable
Jacksonville,32219,ZIP Code 32219,publicpolygonfeature:5:43263,country:us/state:fl/zip:32219,117,72,238,659,520,693,727,1264,1218,366,235,776,1292.0,72184.0,3.5389282103134483,1.799871437754446,5874,18.97537,33329.0,704,643,344,986,1216,405,9839,5.456226880394575,61.822997534021376,26.584176300578033,1,380,14302,original_complete_data,4.364390274351795,1411.0007999999998,0.9156621314459922,19.93270710896074,0,13.027726439644525,2.0624072493848606,11.279046368569656,-0.7799309191644054,-0.3194867058389132,0.2138475432816501,-0.5999479704898295,-0.4546250790058616,0.0957259711279574,12.19095955490874,1.1045531759807767,-727.2659630882406,33.272933182332956,1779.3765655105972,806.9946210661527,0.1284285656899352,34.507712816606364,26.88124668012648,7.251069877227513,17.842682500727758,STABLE/DECLINE,13546.0,14.537621480813543,33.66396152690111,30.26750826570484,21.530908726580503,0,0,0,17.846820809248555,30.81647398843931,23.88005780346821,12.349588347055098,0.947140260103482,0.2982781326413125,0,0,0.6663617628829336,0,5.141593449519405,2.658978595112855,8.923410404624278,1508.0,-216.0,-14.323607427055704,-137.87364,1370.1263580322266,-78.12635803222656,1370.1263580322266,-78.12635803222656,-5.702127951500147,78.12635803222656,Affordable
Jacksonville,32220,ZIP Code 32220,publicpolygonfeature:5:43264,country:us/state:fl/zip:32220,13,109,347,261,817,854,1078,1317,266,247,251,814,1330.0,81792.0,0.0,1.6144127281235376,5309,5.03387,36483.0,382,954,520,628,443,286,9003,1.165017555059049,61.662327644393024,23.07559512992913,67,185,12298,original_complete_data,5.518354839866797,1494.5904,0.8898759151671254,19.76987525964306,0,3.303360378304683,1.9651003321389011,9.24616976450573,-0.6948471348314814,-0.4212912935247007,0.1854840118797238,-1.028420301039832,-0.8275061577226851,-0.0366305670607041,10.824844250517817,1.3099238635916195,-881.129867817503,23.369195922989807,1753.052577382034,780.6706329375896,0.0340700973930729,12.365155428421836,22.96979180174599,5.414260844473866,10.005345197498013,STABLE/DECLINE,7278.0,8.526281136837484,38.99923186656425,32.90903105453747,19.56545594206079,0,0,0,16.954388515355262,15.936761766309283,38.742504088678906,12.246850582044331,0.5918035452919174,0.2392098975701876,0,0,0.4648676786090925,0,7.580147568321572,2.396152154919899,8.477194257677631,1508.0,-178.0,-11.80371352785146,-167.28807,1340.711929321289,-10.711929321289062,1340.711929321289,-10.711929321289062,-0.79897322362991,10.711929321289062,Market Rate
Jacksonville,32221,ZIP Code 32221,publicpolygonfeature:5:43265,country:us/state:fl/zip:32221,68,272,456,1010,1783,1212,1938,3389,1234,868,1163,2227,1708.0,82969.0,7.590132827324478,1.787672735248958,12230,14.12952,34900.0,1216,1459,455,1391,2355,1260,24378,5.8369455495516895,66.09750444255582,25.83877830117003,126,262,32833,original_complete_data,4.058655363863596,1504.8303,1.135011701983938,17.31311974158397,0,46.519830342610966,2.018655350787307,13.141003684294027,-0.8024732778852853,0.5465105520050543,-0.2424559923351553,0.8757718578060668,-0.1130949285658242,0.4462695546046398,17.87869634518532,1.5023226472137057,-352.027445803873,49.77916194790487,2181.7109355214507,1209.3289910770063,0.0956310199741693,21.993846750834987,33.298587892889984,8.259394597685588,15.78221131523251,STABLE/DECLINE,7910.0,10.599518203718011,35.05749738648243,29.962274442070814,24.380709967728738,0,0,0,18.447044522109103,22.70931469381553,28.217596110013677,16.859326637609755,0.2409161514330094,0.2938532460042755,0,1,0.2158499386159061,0,6.879650267447541,4.110423530027668,9.223522261054551,1508.0,200.0,13.262599469496022,149.46974,1657.469741821289,50.53025817871094,1657.469741821289,50.53025817871094,3.0486383493907057,50.53025817871094,Market Rate
Jacksonville,32222,ZIP Code 32222,publicpolygonfeature:5:43266,country:us/state:fl/zip:32222,20,0,0,108,228,728,329,2110,2403,1973,1152,1548,1795.0,85649.0,10.83844580777096,0.5761474937584021,7899,61.36019,40572.0,464,613,1356,666,455,412,14251,7.286187414767192,74.02270718607656,29.111483654652137,133,51,18258,original_complete_data,0.443297085780273,1528.1463,1.1746257540917386,14.46864488046656,0,61.45960119996563,1.5893989293392017,14.576719618240263,-1.0690398373891383,0.7029077604122115,-0.737932475488586,1.5340439134604364,0.1502517522462736,0.6433369698072317,21.956140764548586,1.401352642462634,-86.06221809295039,66.6845979614949,2328.7105336686227,1356.3285892241784,0.4152963126496034,70.89247512557908,34.18604405864852,29.0676497534378,32.866372237106994,STABLE/DECLINE,2712.0,9.566150544228115,26.038632531044,36.486279319331594,27.90893760539629,0,0,0,15.854388695964555,27.0027541611783,28.667225481978203,16.061915770429188,0.1485376273414393,0.325852463022292,0,1,0.1384895047709395,0,8.000718072963563,4.482710050600389,7.927194347982278,1508.0,287.0,19.03183023872679,319.12027,1827.1202697753904,-32.120269775390625,1827.1202697753904,-32.120269775390625,-1.7579723845622488,32.120269775390625,Market Rate
Jacksonville,32223,ZIP Code 32223,publicpolygonfeature:5:43007,country:us/state:fl/zip:32223,36,44,122,371,1723,4383,2619,809,531,129,872,2072,1587.0,95347.0,5.970149253731343,0.0,10767,7.10947,50329.0,775,853,754,604,1139,460,21297,2.6437957353056887,59.34360968384021,26.14387523239,56,261,26160,original_complete_data,1.21128865553343,1612.5189,0.984174511070847,17.34287025092106,0,33.49960689454385,1.6072392472492596,9.935129396900969,-1.0124145032644123,-0.0489982214622123,-0.237273778233051,0.3020783697283,-0.7011335041113868,0.1368369486855405,16.329854719918487,1.3796035016835018,-456.34346852141175,44.99150622876557,2066.304379260483,1093.9224348160387,0.0481181149519415,7.844118799911218,23.886096906666182,1.3942798287191127,8.481029189745003,STABLE/DECLINE,10718.0,4.52258726899384,20.800821355236145,29.63552361396304,45.04106776180698,0,0,0,16.164015699235694,20.811815740549473,15.482338359843006,21.774258705663733,0.4097094801223241,0.4723910323534771,0,1,0.343383640693975,0,6.9734105117691225,9.807358618249156,8.082007849617847,1508.0,79.0,5.2387267904509285,107.12383,1615.1238327026367,-28.12383270263672,1615.1238327026367,-28.12383270263672,-1.7412802741927371,28.12383270263672,Market Rate
Jacksonville,32224,ZIP Code 32224,publicpolygonfeature:5:43267,country:us/state:fl/zip:32224,45,45,86,239,408,3042,6656,4435,2079,274,4786,1628,1764.0,88259.0,5.687438180019782,0.6788098201153977,17309,12.9442,50984.0,1928,2080,864,938,1486,1435,27950,4.4550775806002045,63.16898440792246,22.154144640647846,140,882,42092,original_complete_data,0.7431291460542232,1550.8533,1.1374383379781956,21.403463004657763,0,40.34884421865642,1.5469440493269653,15.068685722803124,-1.0469327059270388,0.5560909679213423,0.4700371720734,0.6038675722573773,0.2404908013822559,0.6035665420316343,15.61334145506829,1.8096347090445253,-497.5186376048923,40.58040770101926,2170.1593184118774,1197.777373967433,0.0876085704786604,17.39581935918514,31.867272125568903,1.8421862314467043,13.400445461959968,STABLE/DECLINE,28023.0,2.996539529223866,16.454348404761,23.59965015020725,56.94946191580789,0,0,0,19.761556630300305,21.79732313575526,13.187492970419529,16.492908800601107,0.6657559631283855,0.6452538768375791,0,1,0.5102790523000484,0,7.510206286838911,9.392622816207256,9.880778315150152,1508.0,256.0,16.976127320954905,343.44873,1851.44873046875,-87.44873046875,1851.44873046875,-87.44873046875,-4.723259630668235,87.44873046875,Affordable
Jacksonville,32225,ZIP Code 32225,publicpolygonfeature:5:43268,country:us/state:fl/zip:32225,66,131,517,1037,1911,6771,6715,4130,1747,594,3525,3347,1729.0,90559.0,6.472620946305156,0.7097325359794966,23619,9.36629,47671.0,2819,1635,1308,1375,3109,1885,43482,3.3173226441825907,66.73754420520166,25.80047565402428,0,986,55905,original_complete_data,1.8137939794233455,1570.8633,1.1006686578010958,18.75678181502247,0,43.1951393440205,1.7754766727483366,11.470058429798405,-0.967990753550391,0.4109234067217654,0.0090141882549807,0.7292802416391206,-0.419588627065535,0.4011450552328488,18.15450784219257,1.5230515542578904,-333.1219948781054,50.63703284258211,2202.0087203237786,1229.6267758793342,0.0633926606193177,12.683375420966032,29.732125581792456,2.92671131079147,11.55290258403383,STABLE/DECLINE,19572.0,4.796120448890469,21.802163205199815,28.863047783476365,44.53866856243335,0,0,0,17.048441607209913,20.84115659031168,18.817540785246383,15.528847848306487,0.3500939093104373,0.4918193505055638,0,1,0.3001741524831587,0,8.381082121941605,6.916342074721789,8.524220803604956,1508.0,221.0,14.6551724137931,207.63763,1715.6376342773438,13.36236572265625,1715.6376342773438,13.36236572265625,0.7788571115301227,13.36236572265625,Market Rate
Jacksonville,32227,ZIP Code 32227,publicpolygonfeature:5:43270,country:us/state:fl/zip:32227,0,79,95,296,27,37,4,56,61,0,284,0,1799.0,85833.0,5.305466237942122,0.0,655,88.56817,26277.0,83,98,0,114,179,0,1650,19.834710743801654,83.66844480919163,15.056726094003242,0,4,3207,original_complete_data,15.93893129770992,1529.7471,1.1760113812276551,22.16076597938868,0,39.47270963166083,1.6503286409527465,26.714027440806166,0.073479819443912,0.7083782488984895,0.6019510869159814,0.5652635721613811,2.3765415450202365,0.7870360477810382,9.93756903461242,2.715488306096487,-850.6351923104712,32.86523216308041,2075.0399783900593,1102.658033945615,0.5994445978593486,11.91745374563333,34.190044724535284,0.0,12.332552914074592,STABLE/DECLINE,283.0,2.24,31.36,46.72,19.68,0,0,0,15.721231766612645,2.971366828741221,36.19665045921124,2.9874213836477987,0.0882444652323043,0.2292824438153158,0,0,0.0845658155033179,0,7.123500810372772,0.5879245283018868,7.860615883306322,1508.0,291.0,19.29708222811671,97.080185,1605.0801849365234,193.91981506347656,1605.0801849365234,193.91981506347656,12.081627876500486,193.91981506347656,Overpriced
Jacksonville,32233,ZIP Code 32233,publicpolygonfeature:5:43272,country:us/state:fl/zip:32233,174,162,544,1354,1654,2951,1830,1390,989,302,2336,1320,1681.0,89185.0,4.9428771275355565,0.855252541552364,11350,-0.105,58004.0,1662,665,622,1477,584,888,17765,4.482666429017022,61.9348054679285,24.08238172920065,30,632,24633,original_complete_data,4.70069751708383,1558.9095,1.0783178882417486,20.67565440836983,0,31.76035573158015,2.01540189147798,13.68306959779672,-0.7551344100121139,0.3226820433964211,0.3432608561259571,0.2254439655413209,-0.0136663050288943,0.3423594707941728,16.109304156994572,1.586410591948272,-475.0745623335474,42.00169875424689,2122.510331702012,1150.1283872575675,0.0,14.55543940864631,29.14929361618586,3.0964639528581386,11.963601621926172,STABLE/DECLINE,6885.0,6.295853949837911,23.238355229483023,26.093385656600127,44.372405164078934,0,0,0,15.966557911908646,21.166394779771615,18.066884176182707,16.76849966055669,0.2795031055900621,0.4975321541075173,0,1,0.246471803805118,0,8.016711047180655,7.440586609319415,7.983278955954323,1508.0,173.0,11.472148541114056,143.48842,1651.4884185791016,29.51158142089844,1651.4884185791016,29.51158142089844,1.7869687179695424,29.51158142089844,Market Rate
Jacksonville,32234,ZIP Code 32234,publicpolygonfeature:5:43273,country:us/state:fl/zip:32234,93,103,99,197,316,421,348,515,834,538,165,552,1096.0,87331.0,5.319148936170213,1.532567049808429,3464,8.45077,33893.0,93,287,163,1112,413,208,7402,3.951890034364261,69.32114882506526,35.14153371075656,0,135,9678,original_complete_data,5.109699769053118,1542.7797,0.7104060288063163,13.434022297909143,0,10.28628081196477,2.0871773122380604,8.625911943637478,-0.7249779732911089,-1.12984262131106,-0.9181524400254812,-0.7207407902745484,-0.9412771583163972,0.0608857832453483,12.65169488505737,0.7088219630398892,-455.31384027128865,50.634201585503966,1740.2614513638705,767.8795069194258,0.057196263897649,50.68403335029553,14.108289218287808,18.07421064662991,20.559722066687776,STABLE/DECLINE,2432.0,8.520927130231783,46.15641153910289,25.31265632816408,20.01000500250125,0,0,0,20.71538857436953,21.049922799794132,30.494081317550183,13.988490482514388,0.2512915891713164,0.2291283164340411,0,0,0.224176289193874,0,6.10186719710859,2.79909764532554,10.357694287184763,1508.0,-412.0,-27.32095490716181,-306.24274,1201.7572631835938,-105.75726318359376,1201.7572631835938,-105.75726318359376,-8.800218348872765,105.75726318359376,Highly Affordable
Jacksonville,32244,ZIP Code 32244,publicpolygonfeature:5:43274,country:us/state:fl/zip:32244,132,252,1528,1531,3423,5983,4918,6422,1864,599,5854,3634,1470.0,62204.0,4.719614311088556,1.287793952967525,26652,8.87922,31144.0,4262,5961,3710,3212,4708,1265,39981,4.494211309975994,68.13476679589145,27.54517534461824,188,1460,63592,original_complete_data,4.42262127048226,1324.1748,1.110125339947566,18.711260769740072,0,23.03482542398315,1.9234429165501177,16.916255022250542,-0.7756374480611183,0.4482586100096534,0.0010849188723253,-0.1590179400058311,0.5793818250699756,0.3448714962052986,15.499373794392238,1.21288358092149,-496.7145127831757,45.24065685164213,1974.994881318001,1002.6129368735566,0.0600960871406136,11.825773243080304,40.572323479816774,2.6154833817248893,13.973394811549989,STABLE/DECLINE,12219.0,8.565948793788705,32.30196875866531,33.65606802846843,25.476014419077547,0,0,0,22.55910292121991,20.419970002142705,24.86965216770231,12.356807511737088,0.1921468109196125,0.4095558873879099,0,0,0.1757557245823189,0,6.335796172218272,3.1480220634277982,11.279551460609955,1508.0,-38.0,-2.519893899204244,-48.09931,1459.9006881713867,10.09931182861328,1459.9006881713867,10.09931182861328,0.6917807430629596,10.09931182861328,Market Rate
Jacksonville,32246,ZIP Code 32246,publicpolygonfeature:5:43275,country:us/state:fl/zip:32246,19,600,1702,1230,2121,4564,4689,5702,5165,955,5337,3420,1761.0,80963.0,7.248567791215786,1.9956927494615937,26747,19.50556,39571.0,2816,4427,2954,2481,4799,1949,43092,2.167407536535053,70.12914872934314,22.042691647597255,30,1104,62562,original_complete_data,5.225746194743222,1487.3781,1.183962571453755,20.787020431434954,0,48.16680112198582,1.9812323773280631,12.781274547928142,-0.7164216715197308,0.7397697347149936,0.3626596021670505,0.948340229228447,-0.1790783670813892,0.5824204858269828,15.48365278865994,1.8156914732820264,-506.61335378798503,40.223669309173275,2165.116013539283,1192.7340690948386,0.1320169827402033,29.280014295916608,36.079861146196194,4.155116845562872,18.265687203839388,STABLE/DECLINE,40709.0,7.580230454242454,23.343014950957052,29.49004856680316,39.58670602799733,0,0,0,20.473398169336384,21.921481693363845,17.773884439359268,17.413258526502286,0.6506985070809757,0.4889481124463932,0,1,0.5011985359552321,0,7.036095382765114,6.893335462781639,10.236699084668192,1508.0,253.0,16.77718832891247,271.30304,1779.3030395507812,-18.30303955078125,1779.3030395507812,-18.30303955078125,-1.0286634229210443,18.30303955078125,Market Rate
Jacksonville,32250,ZIP Code 32250,publicpolygonfeature:5:43276,country:us/state:fl/zip:32250,419,620,1554,1180,2789,3047,1710,2282,1501,275,1777,2039,1787.0,117724.0,13.774520370769563,1.1996478098173011,15377,14.07749,76037.0,978,689,428,735,1274,259,24422,2.330623306233062,66.99102390976249,23.514519427402863,12,546,29072,original_complete_data,10.13421899756725,1807.1988,0.9888231444155452,19.575165377375654,0,64.13775236023595,2.113134288728241,8.999223175838674,-0.3545115628041153,-0.0306453078031706,0.1515676749769701,1.6520478699104375,-0.8728024192781237,0.3023202672386888,17.053209369351098,1.7271727150973322,-400.1276499699152,45.685164212910536,2218.099522835719,1245.7175783912749,0.095278871991134,14.779722742418514,20.387889638601713,2.0812105877700864,9.772357896349888,STABLE/DECLINE,18709.0,4.694943202638329,17.914071088310738,22.824294613411507,54.56669109563943,0,0,0,19.68916155419223,18.061349693251532,16.466257668711656,25.0229990800368,0.6435401761144744,0.4635137363293757,0,1,0.4968525592839384,0,8.985091957097927,13.654222610868375,9.844580777096114,1508.0,279.0,18.50132625994695,216.1241,1724.1240997314453,62.87590026855469,1724.1240997314453,62.87590026855469,3.6468314710262693,62.87590026855469,Market Rate
Jacksonville,32254,ZIP Code 32254,publicpolygonfeature:5:43011,country:us/state:fl/zip:32254,668,1268,1511,801,868,390,169,324,197,47,1442,983,1187.0,34953.0,10.677083333333332,0.772626931567329,6243,6.00571,20608.0,2196,2504,1439,768,1138,836,4948,9.827070169604257,56.27397772995227,25.10242641209228,189,818,13927,original_complete_data,33.671134173325754,1087.0911,1.0919048090817778,25.389686245602316,0,22.49512305547468,2.0143758863161647,28.61351493830162,1.3809055154341745,0.3763235260815804,1.164393764738732,-0.182798156647153,2.7249556817461427,0.9359209465546096,9.92406544889783,1.0746878522578718,-913.2942493411838,23.482446206115515,1647.2111508883586,674.8292064439141,0.0406476775551517,5.001398176126754,65.23578809720516,0.8761116798640565,17.911204332270025,STABLE/DECLINE,22353.0,22.122521324914143,41.77467597208375,24.43779771795724,11.665004985044863,0,0,0,25.83532219570406,22.7326968973747,31.980906921241047,4.5739229455304615,1.6050118474904862,0.3337340138198399,0,0,0.957437223175981,0,3.7305743866253263,0.5335483396082392,12.91766109785203,1508.0,-321.0,-21.286472148541115,-285.63113,1222.3688659667969,-35.368865966796875,1222.3688659667969,-35.368865966796875,-2.893469144342359,35.368865966796875,Market Rate
Jacksonville,32256,ZIP Code 32256,publicpolygonfeature:5:43013,country:us/state:fl/zip:32256,81,40,255,233,3190,5193,4612,6997,5932,3620,8404,2997,1698.0,73570.0,8.883221761768144,0.7359705611775529,30153,37.82222,49799.0,3062,2361,956,1663,2124,1229,45977,2.0927228362279315,71.17357240933688,20.75014353380221,50,1452,58192,original_complete_data,0.7825532457001599,1423.059,1.1932042171125723,21.978191355006977,0,50.30486514494882,1.8437329781370029,12.887002797371755,-1.0440258995206413,0.7762559688975992,0.5701485795223429,1.0425470154606231,-0.159685127164828,0.7117608915191599,13.693153832906308,1.8597899830448923,-640.2952950347071,34.278029445073614,2078.419298119707,1106.0373536752627,0.2559872859295592,40.53766468974332,39.25446470868973,13.971176846985708,23.461628818869347,STABLE/DECLINE,84984.0,4.540575855149564,17.723645527089456,24.9848336366606,52.750944981100375,0,0,0,17.89148844552892,22.541983637146547,15.831778383809386,18.371411833626244,1.460406928787462,0.7170170583267688,0,1,0.9003267544704739,0,8.35141270477303,9.691093348607543,8.94574422276446,1508.0,190.0,12.59946949602122,294.0949,1802.0949096679688,-104.09490966796876,1802.0949096679688,-104.09490966796876,-5.776327823219255,104.09490966796876,Highly Affordable
Jacksonville,32257,ZIP Code 32257,publicpolygonfeature:5:43015,country:us/state:fl/zip:32257,53,305,255,559,3547,7521,2887,1994,1389,324,4536,1775,1518.0,75780.0,5.111028408386057,0.1564945226917058,18834,13.7339,44409.0,2386,2416,1323,1359,2659,1221,30901,2.6523329074327004,65.89669645661422,24.08654113203355,41,1294,42904,original_complete_data,1.991076100642866,1442.286,1.0524958295372762,21.58496065961256,0,26.706032789997035,1.7143196054782135,13.203200653419293,-0.9549194390415324,0.220735948972267,0.5016520831442866,0.0027417845999673,-0.1016864284660234,0.3177478776217194,13.916617125915472,1.432335170537094,-637.847108776099,34.5356738391846,1959.5865874206152,987.2046429761708,0.0929533958141001,11.638841042974931,31.974829727430897,2.00196919834295,11.718090353119432,STABLE/DECLINE,16380.0,6.992871030460143,26.28969539857421,30.103694102397927,36.61373946856772,0,0,0,19.091262567349887,22.22407376548353,20.157751485863468,18.824961673730726,0.3817825843744173,0.483158346114644,0,1,0.3233743934140445,0,7.38050661175539,6.892522422277494,9.545631283674943,1508.0,10.0,0.6631299734748011,47.48232,1555.4823188781738,-37.48231887817383,1555.4823188781738,-37.48231887817383,-2.409691092162743,37.48231887817383,Market Rate
Jacksonville,32258,ZIP Code 32258,publicpolygonfeature:5:43016,country:us/state:fl/zip:32258,57,0,0,131,189,2542,2182,5910,4772,696,2907,1525,1928.0,102204.0,3.883495145631067,0.0,16479,48.55753,47100.0,2281,893,772,763,1666,392,33209,2.128808677258202,70.88394167421238,24.676071365064313,0,288,40408,original_complete_data,0.2075368651010377,1672.1747999999998,1.1529895080346866,17.675274079923316,0,33.48902575257571,1.5256210116010145,10.12546044888561,-1.0864228423530755,0.6174873526608177,-0.1793726582646105,0.3016121463744717,-0.6662219665220108,0.3360140098257616,19.996854942318357,1.775735738883393,-195.60912796167304,55.38221970554926,2380.3946416928457,1408.0126972484013,0.3286457092191613,42.46123211771325,29.18695579679528,4.915111032744898,20.64164568601399,STABLE/DECLINE,18725.0,3.271166370633511,18.87951450562463,30.876258140911784,46.97306098283008,0,0,0,10.781814948728588,20.295181079959697,22.74909608203426,22.48564208591776,0.4633983369629776,0.4596010037066071,0,1,0.3807613590471506,0,10.685946775656562,10.562194369399055,5.390907474364294,1508.0,420.0,27.851458885941643,520.08234,2028.0823364257812,-100.08233642578124,2028.0823364257812,-100.08233642578124,-4.934826097946433,100.08233642578124,Highly Affordable
